Index,Message,Description,Message Abstract,Description Abstract
58,Bump node-fetch from 2.6.1 to 2.6.7 (#318),Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Commits  updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Matt Karl matt@mattkarl.com,Bump node-fetch from 2.6.1 to 2.6.7 (#318),Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Commits updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Matt Karl matt@mattkarl.com
59,Fix CRTFilter allowing non power-of-2 texture bounds correctly (#317),,Fix CRTFilter allowing non power-of-2 texture bounds correctly (#317),
60,Remove publishing hacks and Lerna anti-patterns (#309),,Remove publishing hacks and Lerna anti-patterns (#309),
61,dat.gui => lil-gui (#310),,dat.gui => lil-gui (#310),
62,v4.1.5,,v4.1.5,
63,"Upgrade docs and template, remove simple explicit types (#308)",,"Upgrade docs and template, remove simple explicit types (#308)",
64,Update _resolution scope for DropShadow and AdvancedBloom (#307),,Update _resolution scope for DropShadow and AdvancedBloom (#307),
65,v4.1.4,,v4.1.4,
66,Fix bundle types missing,,Fix bundle types missing,
67,v4.1.3,,v4.1.3,
68,v4.1.3-rc.2,,v4.1.3-rc.2,
69,Update setup-node dependency,,Update setup-node dependency,
70,Revert from-git to from-package,,Revert from-git to from-package,
71,v4.1.3-rc,,v4.1.3-rc,
72,Fix typo in workflow file,,Fix typo in workflow file,
73,Add logging for publish use from-git,,Add logging for publish use from-git,
74,"Clean-up actions, publish on release",,"Clean-up actions, publish on release",
75,Add directory field to repository entry,,Add directory field to repository entry,
76,v4.1.2,,v4.1.2,
77,Do not mutate defaults in DropShadowFilter (#303),,Do not mutate defaults in DropShadowFilter (#303),
78,v4.1.1,,v4.1.1,
79,Fix GlitchFilter by un-initializing a variable (#300),,Fix GlitchFilter by un-initializing a variable (#300),
80,Update webdoc and template to latest,,Update webdoc and template to latest,
81,Fixes #296,,Fixes #296,
82,Update package-lock.json,,Update package-lock.json,
83,Update package-lock.json,,Update package-lock.json,
84,Merge pull request #295 from pixijs/chore/webdoc-1.3.1,1.3.1,Merge pull request #295 from pixijs/chore/webdoc-1.3.1,1.3.1
85,1.3.1,,1.3.1,
86,Update README.md,,Update README.md,
87,v4.1.0,,v4.1.0,
88,Use strict engines,,Use strict engines,
89,Change repo name from pixi-filters to filters,,Change repo name from pixi-filters to filters,
90,"Update to npm 7 workspaces, consolidate env on actions (#290)",,"Update to npm 7 workspaces, consolidate env on actions (#290)",
91,Add alpha property to ColorOverlayFilter (#287),,Add alpha property to ColorOverlayFilter (#287),
92,Automatically update padding for MotionBlur on velocity change (#288),,Automatically update padding for MotionBlur on velocity change (#288),
93,v4.0.0,,v4.0.0,
94,Move ESLint to the package.json,,Move ESLint to the package.json,
95,Upgrade to TypeScript and PixiJS v6 (#284),,Upgrade to TypeScript and PixiJS v6 (#284),
96,v3.2.2,,v3.2.2,
97,Fix badges,,Fix badges,
98,Change from-git to from-package,,Change from-git to from-package,
99,v3.2.1,,v3.2.1,
100,Add constructor options for TwistFilter (#283),,Add constructor options for TwistFilter (#283),
101,Add start script for running demo and filters in development,,Add start script for running demo and filters in development,
102,Fix README link for documentation,,Fix README link for documentation,
103,"Fixes #230, add default padding for BevelFilter to correctly apply to rectangles",,"Fixes #230, add default padding for BevelFilter to correctly apply to rectangles",
104,"Fixes #216, supports lowering MAX_KERNEL_SIZE on ZoomFilter",,"Fixes #216, supports lowering MAX_KERNEL_SIZE on ZoomFilter",
105,Fixes #271,,Fixes #271,
106,Cleanup GitHub workflow for publishing,,Cleanup GitHub workflow for publishing,
107,v3.2.0,,v3.2.0,
108,Add automated publishing to NPM,,Add automated publishing to NPM,
109,Update README.md,,Update README.md,
110,Change default branch paths,,Change default branch paths,
111,Create FUNDING.yml,,Create FUNDING.yml,
112,Fix BloomFilter for PixiJS v5.3.0+ (#279),,Fix BloomFilter for PixiJS v5.3.0+ (#279),
113,Fix clear mode flag to TiltFilter (#280),,Fix clear mode flag to TiltFilter (#280),
114,"Fix GlowFilter dependencies, should be peers (#281)",,"Fix GlowFilter dependencies, should be peers (#281)",
115,"Remove TravisCI, replace with GitHub Actions (#282)",,"Remove TravisCI, replace with GitHub Actions (#282)",
116,Add auto-padding based on the outline thickness (#258),,Add auto-padding based on the outline thickness (#258),
117,Adds auto-padding to KawaseBlurFilter (#275),,Adds auto-padding to KawaseBlurFilter (#275),
118,Small cosmetic change with CRTFilter fragment shader (#257),,Small cosmetic change with CRTFilter fragment shader (#257),
119,Add alpha support to Godray filter (#263),,Add alpha support to Godray filter (#263),
120,Fix resolution defaults to use FILTER_RESOLUTION (#274),,Fix resolution defaults to use FILTER_RESOLUTION (#274),
121,"Small optimization, use internal property instead of setter (#254)",,"Small optimization, use internal property instead of setter (#254)",
122,v3.1.1,,v3.1.1,
123,Convert clear to clearModes to be compatible with 5.3.0+ (#252),,Convert clear to clearModes to be compatible with 5.3.0+ (#252),
124,Publishing Improvements (#248),,Publishing Improvements (#248),
125,Support PIXI.filters namespace (#250),,Support PIXI.filters namespace (#250),
126,Publish exact version of dependencies (#247),,Publish exact version of dependencies (#247),
127,v3.1.0,,v3.1.0,
128,Fix OutlineFilter doc (#246),,Fix OutlineFilter doc (#246),
129,Provide options for bulge-pinch and zoom-blur (#245),  Provide options for bulge-pinch and zoom-blur   Better type for generic point   Change example to use options   Made options optional ,Provide options for bulge-pinch and zoom-blur (#245),Provide options for bulge-pinch and zoom-blur Better type for generic point Change example to use options Made options optional
130,Add knockout property for GlowFilter (#233),,Add knockout property for GlowFilter (#233),
131,Improve performance of GlowFilter (#239),  Improve and fix glow filter   Support fractional distance values and fix off-color pixels around sprite edges with certain colors   Fix for fractional distance values   Just round distance   Convert GlowFilter to use options   Co-authored-by: Matt Karl matt@mattkarl.com,Improve performance of GlowFilter (#239),Improve and fix glow filter Support fractional distance values and fix off-color pixels around sprite edges with certain colors Fix for fractional distance values Just round distance Convert GlowFilter to use options Co-authored-by: Matt Karl matt@mattkarl.com
132,Bump eslint-utils from 1.3.1 to 1.4.3 (#224),Bumps eslint-utils from 1.3.1 to 1.4.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,Bump eslint-utils from 1.3.1 to 1.4.3 (#224),Bumps eslint-utils from 1.3.1 to 1.4.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
133,Bump lodash.template from 4.4.0 to 4.5.0 (#226),Bumps lodash.template from 4.4.0 to 4.5.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,Bump lodash.template from 4.4.0 to 4.5.0 (#226),Bumps lodash.template from 4.4.0 to 4.5.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
134,Bump lodash from 4.17.11 to 4.17.15 (#225),Bumps lodash from 4.17.11 to 4.17.15. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,Bump lodash from 4.17.11 to 4.17.15 (#225),Bumps lodash from 4.17.11 to 4.17.15. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
135,Bump ecstatic from 3.3.0 to 3.3.2 (#227),Bumps ecstatic from 3.3.0 to 3.3.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,Bump ecstatic from 3.3.0 to 3.3.2 (#227),Bumps ecstatic from 3.3.0 to 3.3.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
136,Bump js-yaml from 3.12.2 to 3.13.1 (#228),Bumps js-yaml from 3.12.2 to 3.13.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,Bump js-yaml from 3.12.2 to 3.13.1 (#228),Bumps js-yaml from 3.12.2 to 3.13.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
137,Bump mixin-deep from 1.3.1 to 1.3.2 (#229),Bumps mixin-deep from 1.3.1 to 1.3.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,Bump mixin-deep from 1.3.1 to 1.3.2 (#229),Bumps mixin-deep from 1.3.1 to 1.3.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
138,Bump handlebars from 4.1.2 to 4.7.2 (#241),Bumps handlebars from 4.1.2 to 4.7.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,Bump handlebars from 4.1.2 to 4.7.2 (#241),Bumps handlebars from 4.1.2 to 4.7.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
139,Import PixiJS as a peer dependency (#221),,Import PixiJS as a peer dependency (#221),
140,Fix v5 deprecation warning (#235),,Fix v5 deprecation warning (#235),
141,Remove unnecessary if in drop shadow frag shader (#223),,Remove unnecessary if in drop shadow frag shader (#223),
142,Delete .DS_Store,,Delete .DS_Store,
143,Adds ColorOverlayFilter (#214),,Adds ColorOverlayFilter (#214),
144,v3.0.3,,v3.0.3,
145,Fixes #211,,Fixes #211,
146,Support for deploying latest tag,,Support for deploying latest tag,
147,v3.0.2,,v3.0.2,
148,Fix glitch filter for win7 d3d (#207),,Fix glitch filter for win7 d3d (#207),
149,v3.0.1,,v3.0.1,
150,Adds postversion fix,,Adds postversion fix,
151,Fixes copying the docs,,Fixes copying the docs,
152,v3.0.0,,v3.0.0,
153,Bump the rollup-string plugin,,Bump the rollup-string plugin,
154,"For lerna, root package must include unique name that doesn't match package",,"For lerna, root package must include unique name that doesn't match package",
155,Updates documentation,,Updates documentation,
156,See if we can generate screenshots on Travis,,See if we can generate screenshots on Travis,
157,Improve deployment of docs/demo/filters/bundle,,Improve deployment of docs/demo/filters/bundle,
158,Adds descriptions about the namespaces,,Adds descriptions about the namespaces,
159,"Fixes documentation, add links to npm modules",,"Fixes documentation, add links to npm modules",
160,Fixes typo,,Fixes typo,
161,"Bump dependencies, fixed demo",,"Bump dependencies, fixed demo",
162,Fix drop shadow filter shift (#204),,Fix drop shadow filter shift (#204),
163,Fully support v5 (#195),,Fully support v5 (#195),
164,v2.7.1,,v2.7.1,
165,Bump dependencies,,Bump dependencies,
166,Fixes AsciiFilter bug due to an old WegGL compiler bug (#194),,Fixes AsciiFilter bug due to an old WegGL compiler bug (#194),
167,v2.7.0,,v2.7.0,
168,Fixes GlitchFilter slices update (#186),,Fixes GlitchFilter slices update (#186),
169,"Fixes #165, slightly more legible enabled title color in demo",,"Fixes #165, slightly more legible enabled title color in demo",
170,"Fixes ConvolutionFilter bug for IE11, better defaults (#183)",,"Fixes ConvolutionFilter bug for IE11, better defaults (#183)",
171,Update Dependencies & Build Tooling (#181),,Update Dependencies & Build Tooling (#181),
172,"Fixes ZoomBlurFilter for iOS devices, better hash generation (#180)",,"Fixes ZoomBlurFilter for iOS devices, better hash generation (#180)",
173,Updates ColorMapFilter to support alpha (#182),,Updates ColorMapFilter to support alpha (#182),
174,Fixes BulgePinchFilter allows 0 as radius and strength argument (#174),,Fixes BulgePinchFilter allows 0 as radius and strength argument (#174),
175,Made properties in DropShadowFilterOptions optional to match docs (#178),,Made properties in DropShadowFilterOptions optional to match docs (#178),
176,v2.6.2,,v2.6.2,
177,Updated dependencies,,Updated dependencies,
178,Create package-lock.json,,Create package-lock.json,
179,Fix DemoApplication resize problem (#176),,Fix DemoApplication resize problem (#176),
180,Adds alternative installation options,,Adds alternative installation options,
181,v2.6.1,,v2.6.1,
182,Adds support for velocity being an ObservablePoint (#162),,Adds support for velocity being an ObservablePoint (#162),
183,Remove this in dist  js file (#160),,Remove this in dist  js file (#160),
184,Removes needless BaseTexture code (#156),"updateID will be changed when call  texture.baseTexture.emit('update', texture.baseTexture);",Removes needless BaseTexture code (#156),"updateID will be changed when call  texture.baseTexture.emit('update', texture.baseTexture);"
185,Fix typo in readme (#153),,Fix typo in readme (#153),
186,Update README.md (#154),"Shouldn't this be ""Built-in""?  Adjective describing something inherent",Update README.md (#154),"Shouldn't this be ""Built-in""?  Adjective describing something inherent"
187,.gitattributes added; stops all files showing up as changed when checking out and building on windows (#151),,.gitattributes added; stops all files showing up as changed when checking out and building on windows (#151),
188,v2.6.0,,v2.6.0,
189,Removed space,,Removed space,
190,Add filterClamp option to KawaseBlur (#144),,Add filterClamp option to KawaseBlur (#144),
191,"Updates all dependencies, fixes colormap for v5 (#150)",,"Updates all dependencies, fixes colormap for v5 (#150)",
192,Color map tweaks,,Color map tweaks,
193,Add ColorMapFilter (#136),,Add ColorMapFilter (#136),
194,Support for v5 Filters (#149),,Support for v5 Filters (#149),
195,Use KawaseBlurFilter instead of BlurFilter for DropShadowFilter (#138),,Use KawaseBlurFilter instead of BlurFilter for DropShadowFilter (#138),
196,Remove non-constant expressions in global scope (#143),,Remove non-constant expressions in global scope (#143),
197,Adds BevelFilter (#148),  Adds BevelFilter   bevel filter requested changes   set filter version to 2.5.0   Fixes documentation and demo ,Adds BevelFilter (#148),Adds BevelFilter bevel filter requested changes set filter version to 2.5.0 Fixes documentation and demo
198,Fixes the bug about gl_FragColor on iOS (#140),,Fixes the bug about gl_FragColor on iOS (#140),
199,Adds resolution for extractFilter in AdvancedBloomFilter (#137),,Adds resolution for extractFilter in AdvancedBloomFilter (#137),
200,v2.5.1,,v2.5.1,
201,Add display info of fillMode for glitch example (#134),,Add display info of fillMode for glitch example (#134),
202,Fixes ZoomBlurFilter README,,Fixes ZoomBlurFilter README,
203,Fixes demo links,,Fixes demo links,
204,Fixes screenshot,,Fixes screenshot,
205,v2.5.0,,v2.5.0,
206,"Refactor how global PIXI is imported, update READMEs (#133)",,"Refactor how global PIXI is imported, update READMEs (#133)",
207,AdvancedBloomFilter to use KawaseBlurFilter (#131),,AdvancedBloomFilter to use KawaseBlurFilter (#131),
208,update LICENSE (#132),,update LICENSE (#132),
209,Adds GlitchFilter (#119),,Adds GlitchFilter (#119),
210,Adds KawaseBlurFilter (#114),,Adds KawaseBlurFilter (#114),
211,Adds ReflectionFilter (#125),,Adds ReflectionFilter (#125),
212,Add AdjustmentFilter (#124),,Add AdjustmentFilter (#124),
213,Add CRTFilter (#123),,Add CRTFilter (#123),
214,Delete example redirect (#129),,Delete example redirect (#129),
215,Change the CDN (jsdelivr) for static files (#127),,Change the CDN (jsdelivr) for static files (#127),
216,Update GodrayFilter to support non-parallel lights (#118),,Update GodrayFilter to support non-parallel lights (#118),
217,Fix bug : #107 (#126),details at https://github.com/pixijs/pixi-filters/issues/107#issuecomment-355000854,Fix bug : #107 (#126),details at link
218,Remove whitespace,,Remove whitespace,
219,v2.4.1,,v2.4.1,
220,Fixed bugs of fragment shader in glow-fliter. (#117),,Fixed bugs of fragment shader in glow-fliter. (#117),
221,Improve OutlineFilter quality (#116),,Improve OutlineFilter quality (#116),
222,v2.4.0,,v2.4.0,
223,Add OldFilmFilter (#113),,Add OldFilmFilter (#113),
224,Creates plugin to dedupe default vertex in bundle output (#112),,Creates plugin to dedupe default vertex in bundle output (#112),
225,Optimize the Build Process (#110),,Optimize the Build Process (#110),
226,Add MotionBlurFilter (#99),,Add MotionBlurFilter (#99),
227,Add RadialBlurFilter (#109),,Add RadialBlurFilter (#109),
228,Fixes the README for drop-shadow  (#105),,Fixes the README for drop-shadow  (#105),
229,Change the order of filters & fix typo (#106),,Change the order of filters & fix typo (#106),
230,v2.3.1,,v2.3.1,
231,Improve the performance of DropShadowFilter (#101)," Improve the performance of DropShadowFilter  Detail at :  https://github.com/pixijs/pixi-filters/issues/98#issuecomment-341081265   Update DropShadowFilter.js   Adds documentation, private function names ",Improve the performance of DropShadowFilter (#101),"Improve the performance of DropShadowFilter Detail at :  link Update DropShadowFilter.js Adds documentation, private function names"
232,Alphabetized filter list in demo (#104),  Alphabetized filter list in demo   Oops fix order ,Alphabetized filter list in demo (#104),Alphabetized filter list in demo Oops fix order
233,Removed redundant default vertex shaders (#102),A few filters had a copy of the default vertex shader and just removed it. Ran build and verified successful build,Removed redundant default vertex shaders (#102),A few filters had a copy of the default vertex shader and just removed it. Ran build and verified successful build
234,not all filters were passing fourth param in applyFilter (#103),,not all filters were passing fourth param in applyFilter (#103),
235,v2.3.0,,v2.3.0,
236,Bump shockwave version,,Bump shockwave version,
237,Reduces shockwave preview size,,Reduces shockwave preview size,
238,"Don't stop shader , when fish & pond are stopped (#97)"," Don't stop shader , when fish & pond  I add this property for stopping fish & pond only. The stop  shader & fish & pond , this feature will look like as same as stop rendering So  I hope still run  this.animateTimer += 0.1 * delta & this.events.emit('animate', delta, animateTimer)  remove needless computation  * 0.1 , then  * -10   --->  *-1","Don't stop shader , when fish & pond are stopped (#97)","Don't stop shader , when fish & pond I add this property for stopping fish & pond only. The stop  shader & fish & pond , this feature will look like as same as stop rendering So  I hope still run  this.animateTimer += 0.1 * delta & this.events.emit('animate', delta, animateTimer) remove needless computation  0.1 , then  * -10   --->  *-1"
239,Simplifies the Rollup config import,,Simplifies the Rollup config import,
240,Adds deprecation notice to ShockwaveFilter,,Adds deprecation notice to ShockwaveFilter,
241,Cleans up animating filters,,Cleans up animating filters,
242,Refactor GodrayFilter for optimizing. (#91),"  Refactor GodrayFilter for optimizing   time as property , access directly , because in real game, time will be changed every game tick usually.  use get/set angle . because this property. because in real game, angle won't be changed every game tick usually. simplify shader ( use filterArea-coord ), and fix aspect ratio via filterArea.y / filterArea.x.     I know some filters must use input.sourceFrame.size, but this filter is not. use filterArea-coord is good enough.   use ${perlin} instead of $perlin , make it as same as js-template-string.   Update main.frag   fix the bug about angle   Update main.frag   Update GodrayFilter.js   Update GodrayFilter.js   adjust default speed of the filter   update example   add play manually ",Refactor GodrayFilter for optimizing. (#91),"Refactor GodrayFilter for optimizing time as property , access directly , because in real game, time will be changed every game tick usually. use get/set angle . because this property. because in real game, angle won't be changed every game tick usually. simplify shader ( use filterArea-coord ), and fix aspect ratio via filterArea.y / filterArea.x.     I know some filters must use input.sourceFrame.size, but this filter is not. use filterArea-coord is good enough.  use ${perlin} instead of $perlin , make it as same as js-template-string. Update main.frag fix the bug about angle Update main.frag Update GodrayFilter.js Update GodrayFilter.js adjust default speed of the filter update example add play manually"
243,Refactor ShockwaveFilter (#95),  refactor ShockwaveFilter   Update config.json   Update config.json   Update config.json   update config for screenshots ,Refactor ShockwaveFilter (#95),refactor ShockwaveFilter Update config.json Update config.json Update config.json update config for screenshots
244,Cleans up the demo controls,,Cleans up the demo controls,
245,Fixes typings (#96),,Fixes typings (#96),
246,Bump screenshots pixi.js version,,Bump screenshots pixi.js version,
247,Add animate event for some dynamic  filters and other features (#88),"  Add animate event for some dynamic  filters   add Pause animation   Update DemoApplication.js   change order of css   if index.css before dat.gui.min.js , some css in index.css will be ignored.  ( in fast network or use local dat.gui.min.js)   Update index.css   Update DemoApplication.js   Add opened option for filter folder in gui   add fishCount   Update DemoApplication.js   add toggle event for filter ",Add animate event for some dynamic  filters and other features (#88),"Add animate event for some dynamic  filters add Pause animation Update DemoApplication.js change order of css if index.css before dat.gui.min.js , some css in index.css will be ignored.  ( in fast network or use local dat.gui.min.js) Update index.css Update DemoApplication.js Add opened option for filter folder in gui add fishCount Update DemoApplication.js add toggle event for filter"
248,Support for PixiJS core AlphaFilter (#42),  Adds AlphaFilter to examples   Replaced other instances of VoidFilter with AlphaFilter   Fixes config   Adds alpha filter to demo   Bump the pixi.js peerDependency version for bloom ,Support for PixiJS core AlphaFilter (#42),Adds AlphaFilter to examples Replaced other instances of VoidFilter with AlphaFilter Fixes config Adds alpha filter to demo Bump the pixi.js peerDependency version for bloom
249,Moves filters/all to bundle (#90),  Moves all bundle to top-level pixi-filters folder   Fixes travis path   Renames pixi-filters folder to bundle ,Moves filters/all to bundle (#90),Moves all bundle to top-level pixi-filters folder Fixes travis path Renames pixi-filters folder to bundle
250,Fix bug on some Android device. (#92),"On some Android device , the webgl doesn't support that  compute variable with uniform parames in global scope. Must move them in a function.",Fix bug on some Android device. (#92),"On some Android device , the webgl doesn't support that  compute variable with uniform parames in global scope. Must move them in a function."
251,"Fixes line-breaks in docs, externalizes jsdoc-fix",,"Fixes line-breaks in docs, externalizes jsdoc-fix",
252,Refactor Demo (#85),"  Move examples to tools/demo and use Rollup to build   Fixes tabbing   Fixes linting issues, adds build:dev to demo   Scale background proportionally   Fixes deploy paths   Optimizes images with ImageOptim (31% savings) ",Refactor Demo (#85),"Move examples to tools/demo and use Rollup to build Fixes tabbing Fixes linting issues, adds build:dev to demo Scale background proportionally Fixes deploy paths Optimizes images with ImageOptim (31% savings)"
253,"Add watch, remove publishing unmagnified files, fixes linting (#86)",,"Add watch, remove publishing unmagnified files, fixes linting (#86)",
254,Remove trailing-white-space (#74),"I suggest the developers of PIXI team could install some plugins for remove trailing-white-space in their code editor. BTW , I use sublime text 3 , the feature built in it.",Remove trailing-white-space (#74),"I suggest the developers of PIXI team could install some plugins for remove trailing-white-space in their code editor. BTW , I use sublime text 3 , the feature built in it."
255,Change the default value of radius (#82), Change the default of radius  Use -1 or Infinity replace 1E8.  Update zoom-blur.frag,Change the default value of radius (#82),Change the default of radius Use -1 or Infinity replace 1E8. Update zoom-blur.frag
256,Visually show enabled filters when collapsed,,Visually show enabled filters when collapsed,
257,v2.2.0,,v2.2.0,
258,Add MultiColorReplace Filter. (#64),  update the arguments of MultiColorReplaceFilter   rename colorPairs --> replacements   add param maxColorCount to MultiColorReplaceFilter   API and docs cleanup ,Add MultiColorReplace Filter. (#64),update the arguments of MultiColorReplaceFilter rename colorPairs --> replacements add param maxColorCount to MultiColorReplaceFilter API and docs cleanup
