Index,Message,Description
28,chore: bump chromium to 114.0.5708.0 (main) (#37834),"  chore: bump chromium in DEPS to 114.0.5696.0   chore: update patches   chore: revert clang revert   (cherry picked from commit 4c3ffa8001b5fdbfc99374bf77895d8d8e35ee31)  test: remove unneeded test for title on ses.setCertificateVerifyProc  This test is unnecessary because all that really needs to be verified is that the request was rejected.   chore: Revert ""Reland ""[BRP] Enable clang plugin check for Linux""""   chore: bump chromium in DEPS to 114.0.5697.0   chore: bump chromium in DEPS to 114.0.5698.0   chore: update patches   chore: bump chromium in DEPS to 114.0.5700.0   chore: update patches   chore: bump chromium in DEPS to 114.0.5702.0   chore: bump chromium in DEPS to 114.0.5704.0   chore: update patches   chore: bump chromium in DEPS to 114.0.5705.0   4368281: Add bottom-up CertVerifier change observer flow. | https://chromium-review.googlesource.com/c/chromium/src/+/4368281   4402277: Enable check_raw_ptr_fields for Linux | https://chromium-review.googlesource.com/c/chromium/src/+/4402277   4389621: [ChromeAppsDeprecation] Remove deprecated chrome apps from AppService | https://chromium-review.googlesource.com/c/chromium/src/+/4389621   4402191: Allow default initializing BrowserTaskTraits | https://chromium-review.googlesource.com/c/chromium/src/+/4402191   chore: bump chromium in DEPS to 114.0.5708.0   chore: remove incorrectly re-added clang patch   chore: update patches (clean sync)   ci: use newer clang for 32-bit Linux ARM   Fixes crash on compiling skia/skia/SkPatchUtils.cpp   build: generate new libcxx filenames   4409898: Update paper printable area in UpdatePrintSettings | https://chromium-review.googlesource.com/c/chromium/src/+/4409898   chore: update sysroots.json Sysroot CL: https://chromium-review.googlesource.com/c/chromium/src/+/4383374 Chromium CL: 4246577: media/gpu: Add CQP AV1 VA-API video encoder | https://chromium-review.googlesource.com/c/chromium/src/+/4246577   4336198: [task] Move source location and use it in v8 platform | https://chromium-review.googlesource.com/c/v8/v8/+/4336198    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org Co-authored-by: VerteDinde vertedinde@electronjs.org Co-authored-by: VerteDinde keeleymhammond@gmail.com Co-authored-by: electron-patch-conflict-fixer[bot] 83340002+electron-patch-conflict-fixer[bot]@users.noreply.github.com"
29,fix: recommended node-gyp version in node.h error (#37829),"fix: recommended node-gyp version in node.h error In https://github.com/electron/electron/blob/main/docs/tutorial/using-native-node-modules.md#using-npm, we recommend setting the npm_config_disturl variable but doing that does not work on node-gyp v8.4.0 because after https://github.com/nodejs/node-gyp/pull/2497 landed, the dist URL was read only from gyp.opts['dist-url']. The fix for reading the value from npm_config_disturl by parsing gyp.opts.disturl was landed in https://github.com/nodejs/node-gyp/pull/2547 and that change was released in node-gyp v9.0.0, so this change updates the error macro to recommend node-gyp v9.0.0 as the minimum required version. Signed-off-by: Darshan Sen raisinten@gmail.com"
30,fix: exceptions during function/promise result conversions live in calling world (#37904),
31,fix: broken buttons in PDF viewer (#37856),
32,chore: use nested namespaces (#37855),
33,chore: change some for loops to range-based (#37857),
34,chore: use emplace when possible (#37877),
35,fix: menus on Linux after window modification (#37798),  fix: menus on Linux after window modification   test: don't run on CI 
36,fix: exceptions in nested conversions live in the target world (#37895),
37,docs: update E24/E25 breaking changes (#37878),
38,fix: showAboutPanel also on linux (#37828),showAboutPanel also on linux
39,docs: update 21-x-y EOL dates (#37841),  docs: update 21-x-y EOL dates   doc: update node versions 
40,test: support 'latest'/'latest@X' Electron version strings (#37840),
41,fix: don't emit did-fail-load for MediaDocuments (#37824),  fix: don't emit did-fail-load for MediaDocuments   spec: add test 
42,feat: session.resolveHost (#37690), feat: session.resolveHost  Expose Chromium's host resolution API through the Session object.  Update shell/browser/api/electron_api_session.cc  Co-authored-by: Jeremy Rose nornagon@nornagon.net   address feedback   fix tests   address feedback   Add options   Update shell/browser/api/electron_api_session.cc   Co-authored-by: Cheng Zhao github@zcbenz.com  Update shell/browser/net/resolve_host_function.cc  Co-authored-by: Cheng Zhao github@zcbenz.com   lint   return object   add missing file   fix crash   handle scope   links    Co-authored-by: Fedor Indutny indutny@signal.org Co-authored-by: Fedor Indutny 79877362+indutny-signal@users.noreply.github.com Co-authored-by: Jeremy Rose nornagon@nornagon.net Co-authored-by: Cheng Zhao github@zcbenz.com
43,chore: initial linting fixes for JS in docs/fiddles (#37689),
44,docs: fix app.getPreferredSystemLanguages() return type (#37821),docs: fix app.getPreferredSystemLanguages() return type
45,test: migrate to helpers & disabled tests list (#37513),  test: migrate to helpers & disabled tests list   can't disable a test suite   correct condition   address review comments 
46,chore: bump chromium to 114.0.5694.0 (main) (#37820),  chore: bump chromium in DEPS to 114.0.5694.0   chore: update patches    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
47,fix: Fn+F fullscreen transitioning on macOS (#37803),
48,fix: apply csp correctly when contextIsolation: false (#37756),  fix: apply csp correctly when contextIsolation: false   better comments 
49,refactor: only override V8Platform::CreateJob (#37800),refactor: only override V8Platform::CreateJob
50,test: remove workaround for fixed Menu.closePopup issue (#37802),
51,chore: combine parallel/test-v8-stats v8 patches (#37801),  chore: combine parallel/test-v8-stats v8 patches   chore: update patches    Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
52,chore: bump chromium to 114.0.5692.0 (main) (#37806),  chore: bump chromium in DEPS to 114.0.5692.0   chore: update patches    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
53,build: bump nmv to 116 (Electron 25) (#37797),build: bump nmv to 116 (e25)
54,fix: record helper error messages in electron_main_mac (#37807),
55,chore: bump chromium to 114.0.5690.0 (main) (#37780),  chore: bump chromium in DEPS to 114.0.5686.0   chore: update patches   chore: bump chromium in DEPS to 114.0.5688.0   chore: update patches   chore: bump chromium in DEPS to 114.0.5690.0   chore: update patches    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
56,chore: enforce consistent Markdown style for strong and emphasis (#37787),
57,build: update appveyor image to latest version (#37773),Co-authored-by: jkleinsc jkleinsc@users.noreply.github.com
58,chore: remove wasm CompileJSToWasmWrapperJob patch (#37782),chore: remove wasm CompileJSToWasmWrapperJob patch
59,fix: set background color for menu bar on Windows (#37766),
60,build: remove request dependency (#37747),  build: remove request dependency   oops 
61,build: fix build-tools schema in config (#37765),
62,docs: update references to @electron/rebuild (#37757),
63,chore: bump chromium to 114.0.5684.0 (main) (#37701),"  chore: bump chromium in DEPS to 113.0.5672.0   chore: bump chromium in DEPS to 114.0.5673.0   chore: bump chromium in DEPS to 114.0.5675.0   chore: update patches   4223697: [json-schema-compiler] T::Populate with base::Value::Dict   https://chromium-review.googlesource.com/c/chromium/src/+/4223697   chore: update filenames.libcxx.gni   4290476: Report an explicit pause reason when stopping after taking a step.   https://chromium-review.googlesource.com/c/v8/v8/+/4290476   chore: bump chromium in DEPS to 114.0.5682.0   4373699: [SystemProfileSelectionDefaultNone] Enable feature by default   https://chromium-review.googlesource.com/c/chromium/src/+/4373699   chore: update patches   Revert AsyncCompileJSToWasmWrapperJob simplification   https://chromium-review.googlesource.com/c/v8/v8/+/4347597/11  4365718: Reland ""Reland ""Reland ""[Tracing] Use Perfetto client library for tracing on Linux""""""  https://chromium-review.googlesource.com/c/chromium/src/+/4365718   chore: bump chromium in DEPS to 114.0.5684.0   chore: update patches   4335544: [handles] Refactor classes for abstract handles   https://chromium-review.googlesource.com/c/v8/v8/+/4335544  update patch description to include tracking issue   Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org Co-authored-by: Shelley Vohr shelley.vohr@gmail.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com"
64,docs: add links to IPC event structures (#37760),
65,docs: remove save-to-disk disposition (#37758),
66,ci: don't use pull_request_target with semantic PR title check (#37745),
67,chore: update line endings on HTML files (#37755),
68,docs: update docs.microsoft.com links to learn.microsoft.com (#37707),
69,chore: force LF endings for .html files in .gitattributes (#37704),
70,feat: add will-frame-navigate event (#34418),  feat: add will-navigate-in-frame event to webContents   docs: add documentation for webview will-frame-navigate event   feat: Eliminate isInPlace argument from will-frame-navigate event   fix: Fire will-frame-navigate before will-navigate   feat: send will-frame-navigate with a WebFrameMain in the event details   docs: Update WebContents docs for new API signature   feat: Add custom event forwarding for  will-frame-navigate   fix: wrap WebFrameMain so it can be sent as an event   test: update webContents and  tests to match new signatures   chore: undo unnecessary change   fix: don't switch will-navigate to use EmitNavigationEventDetails   test: clean up will-navigate and will-frame-navigate tests for    chore: apply lint fixes   chore: move GetRenderFrameHost helper into anonymous namespace   docs: auto-generate WillFrameNavigateDetails rather than defining it manually   test: Update  tests to actually pass under new spec runner   docs: Add section explaining relationship between various nav events   test: Add some tests to ensure navigation event order doesn't silently change   test: Always monitor all nav events to ensure unexpected ones don't fire   test: Add test to verify in-page navigation event order   feat: Change to new style where extra params are exposed as event props   fix: Remove unused EmitNavigationEventDetails   fix: Update tests to use new async helpers   docs: Rename and reorder sections documenting navigation events    Co-authored-by: Milan Burda milan.burda@gmail.com
71,docs: updated package.json content and electron version in build first app guide (#37554),  Docs: updated package.json content and electron version in build first app guide   docs: removed caret from electron version 
72,fix: draggable regions shouldn't capture clicks on frames windows (#37594),
73,ci: fixup update appveyor image workflow (#37684),Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org
74,chore: generator objects can't be sent over the context bridge (#37593),  chore: generator objects can't be sent over the context bridge   Trigger Build    Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org
75,fix: crash in MessagePortMain with some postMessage params (#37585),  fix: crash in MessagePortMain postMessage   Update shell/browser/api/message_port.cc   Co-authored-by: Charles Kerr charles@charleskerr.com  Co-authored-by: Charles Kerr charles@charleskerr.com
76,docs: fixup incorrect value for disabling sandbox (#37711),
77,feat: add protocol.handle (#36674),
78,fix: allow cancelling of bluetooth requests (#37601), fix: allow cancelling of bluetooth requests  allows cancelling of bluetooth requests when no devices present  docs: update docs to reflect how bluetooth works.
79,chore: bump chromium to 113.0.5670.0 (main) (#37675),  chore: bump chromium in DEPS to 113.0.5670.0   chore: update patches    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org
80,ci: fixup gn check to actually run gn check (#37676),
81,chore: bump chromium to 113.0.5668.0 (main) (#37646),  chore: bump chromium in DEPS to 113.0.5668.0   chore: update patches   chore: fixup for lint    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org
82,docs: update notifications tutorial (#37602),  docs: update notifications tutorial   delete unused assets 
83,chore: bump chromium to 113.0.5666.0 (main) (#37634),"  chore: bump chromium in DEPS to 113.0.5666.0   chore: update patches   Make Clear-Site-Data: ""cookies"" respect third-party cookie blocking   https://chromium-review.googlesource.com/c/chromium/src/+/4346675  Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org"
84,docs: change MSDN links to new Microsoft docs (#37603),
85,chore: bump chromium to 113.0.5664.0 (main) (#37620),"  chore: bump chromium in DEPS to 113.0.5664.0   chore: update patches   [Code Health] Migrate to WebUIDataSource::CreateAndAdd(), part 8   https://chromium-review.googlesource.com/c/chromium/src/+/4121701 Needed because of 4349773: Get rid of WebUIDataSource::Create() and WebUIDataSource::Add() | https://chromium-review.googlesource.com/c/chromium/src/+/4349773 landing  Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org"
86,ci: make sure that strip_binary.gni is properly preserved (#37626),
87,build(deps-dev): bump webpack from 5.73.0 to 5.76.0 (#37583),Bumps webpack from 5.73.0 to 5.76.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
88,fix: avoid deprecated value apis (#37590), fix: use base::Value::Dict:::Remove() instead of RemoveKe()  the latter is deprecated.  fix: use base::Value::Dict::FindString() instead of base::Value::FindStringKey()  The latter is deprecated.  chore: make lint happy
89,feat: Allow usage of an absolute path for partitions used in a session (#37604), Allow an absolute path to be used for creating sessions  Allows an absolute path to be used for creating sessions by adding the session.fromPath() API.  Fixup! Clarify that an emptry string is not permitted as a parameter to fromPath()
90,fix: invoke app.dock.{hide|show} instead of duplicating logic (#37599),fix: invoke app.dock.{hide|show} instead of duplicating logic
91,chore: remove unnecessary casting to base::Value (#37591),Co-authored-by: Milan Burda miburda@microsoft.com
92,docs: update broken links (#37610),
93,chore: bump chromium to 113.0.5660.0 (main) (#37612),  chore: bump chromium in DEPS to 113.0.5657.0   chore: bump chromium in DEPS to 113.0.5660.0   chore: update patches   printing.patch https://chromium-review.googlesource.com/c/chromium/src/+/4347664 https://chromium-review.googlesource.com/c/chromium/src/+/4347664 https://chromium-review.googlesource.com/c/chromium/src/+/4338810 https://chromium-review.googlesource.com/c/chromium/src/+/4339496 mas_disable_remote_layer.patch https://chromium-review.googlesource.com/c/chromium/src/+/4334544 https://chromium-review.googlesource.com/c/chromium/src/+/4335299  Add API to verify TOP_LEVEL_STORAGE_ACCESS permission status  https://chromium-review.googlesource.com/c/chromium/src/+/4306712  Move os_crypt into a sync/ subdirectory.  https://chromium-review.googlesource.com/c/chromium/src/+/4336304  chore: generate libc++ headers   Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: deepak1556 hop2deep@gmail.com
94,chore: Use thread_local: base/threading/ (#37600),https://chromium-review.googlesource.com/c/chromium/src/+/4335524
95,docs: delete synopsis.md (#37580),  docs: delete synopsis.md   remove code references to doc 
96,fix: properly bubble up cookie creation failure message (#37586),
97,chore: bump chromium to 113.0.5653.0 (main) (#37587),  chore: bump chromium in DEPS to 113.0.5653.0   chore: update patches   [Extensions c2s] Move HasActiveTabAndCanAccess() to //extensions   https://chromium-review.googlesource.com/c/chromium/src/+/4305558  [Privacy Hub] Respecting ChromeOS geoloc setting  https://chromium-review.googlesource.com/c/chromium/src/+/4171824  Add runtime DLLs to win_clang_x64 when needed  https://chromium-review.googlesource.com/c/chromium/src/+/4336228  chore: fix lint   Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: deepak1556 hop2deep@gmail.com
98,chore: update filenames.libcxx.gni (#37588),
99,refactor: replace deprecated base::Value::SetKey usage (#37570),Co-authored-by: Milan Burda miburda@microsoft.com
100,chore: bump chromium to 113.0.5651.0 (main) (#37553),"  chore: bump chromium in DEPS to 113.0.5645.0   chore: update patches/chromium/mas_avoid_usage_of_private_macos_apis.patch   Xref: https://chromium-review.googlesource.com/c/chromium/src/+/4300129 Fix simple code shear  chore: update patches/chromium/build_only_use_the_mas_build_config_in_the_required_components.patch  Xref: https://chromium-review.googlesource.com/c/chromium/src/+/4297496 Xref: https://chromium-review.googlesource.com/c/chromium/src/+/4327491 patch-fuzz update; no manual changes  chore: remove patches/chromium/fix_x11_window_restore_minimized_maximized_window.patch  Xref: https://chromium-review.googlesource.com/c/chromium/src/+/4252946 Upstreamed by zcbenz, so local patch is no longer needed  chore: update chromium/printing.patch  Xref: https://chromium-review.googlesource.com/c/chromium/src/+/4313019 Remove cookie parameter from PrintViewManagerBase::UpdatePrintSettings()  chore: remove NOTIMPLEMENTED BrowserProcessImpl::GetBreadcrumbPersistentStorageManager()  Xref: https://chromium-review.googlesource.com/c/chromium/src/+/4247145 method removed upstream, so we do not need to add a stub for it in the subclass  chore: remove PrintViewManagerElectron::UpdatePrintSettings()  Xref: https://chromium-review.googlesource.com/c/chromium/src/+/4313019 Previously, our implementation checked to see if we recognized the cookie param that was passed in. If so, we reported a bad message. Otherwise, we passed it up to the base class' UpdatePrintSettings(). CL4313019 removed the cookie param, so checking for a bad cookie param is no longer necessary / no longer possible. Since the only remaining task was to pass the work up to the base class, this commit removes the subclass implmentation entirely.   chore: update patches   chore: bump chromium in DEPS to 113.0.5647.0   chore: bump chromium in DEPS to 113.0.5649.2   chore: bump chromium in DEPS to 113.0.5651.0   chore: update patches    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: Charles Kerr charles@charleskerr.com Co-authored-by: deepak1556 hop2deep@gmail.com"
101,fix: don't set delegate for QLPreviewPanel (#37530),fix: don't set delegate for QLPreviewPanel
102,docs: clarify open-url not preventable (#37564),docs: clarify open-url not preventable
103,build: update appveyor image to latest version (#37561),  build: update appveyor image to latest version   build: update appveyor-woa.yml with latest image   build: modify action to update both appveyor & appveyor-woa    Co-authored-by: jkleinsc jkleinsc@users.noreply.github.com Co-authored-by: Keeley Hammond vertedinde@electronjs.org
104,refactor: DEPS: remove squirrel.mac from recursedeps (#37496),"DEPS: remove squirrel.mac from recursedeps squirrel.mac repository does not contain a gclient DEPS file, so recursing into it is useless"
105,chore: fixup filenames.libcxx.gni (#37567),
106,chore: bump node to v18.15.0 (main) (#37532),  chore: bump node in DEPS to v18.15.0   chore: update patches   chore: update node filenames patch   chore: re-enable parallel/test-intl   chore: disable parallel/test-webcrypto-wrap-unwrap    Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org Co-authored-by: Shelley Vohr shelley.vohr@gmail.com
