Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
chore(deps): update nest monorepo to v9.4.1,0.9912677,chore(deps): update nest monorepo to v9.4.1 (7e9e554),,1
chore(deps): update dependency @types/node to v18.16.10,0.99467975,chore(deps): update dependency @types/node to v18.16.12 (36d9baf),,1
chore(deps): update dependency pg to v8.11.0,0.98610485,chore(deps): update dependency pg to v8.11.0 (0ecd23d),,1
chore(deps): update typescript-eslint monorepo to v5.59.6,0.9954301,chore(deps): update typescript-eslint monorepo to v5.59.7 (3642cf2),,1
chore(deps): update dependency @types/node to v18.16.9,0.9939339,chore(deps): update dependency @types/node to v18.16.3 (1bd9b4a),,1
chore(deps): update postgres docker tag to v15.3,0.9882542,chore(deps): update postgres docker tag to v15.3 (e74df60),,1
chore(deps): update dependency @types/node to v18.16.8,0.9945972,chore(deps): update dependency @types/node to v18.16.8 (3674fb8),,1
chore(deps): update dependency @types/node to v18.16.7,0.9942955,chore(deps): update dependency @types/node to v18.16.3 (1bd9b4a),,1
chore(deps): update dependency typeorm to v0.3.16,0.9859811,chore(deps): update dependency typeorm to v0.3.14 (947545d),,1
chore(deps): update dependency @types/node to v18.16.6,0.99438834,chore(deps): update dependency @types/node to v18.16.12 (36d9baf),,1
chore(deps): update typescript-eslint monorepo to v5.59.5,0.9950069,chore(deps): update typescript-eslint monorepo to v5.59.7 (3642cf2),,1
chore(deps): update dependency @types/node to v18.16.5,0.9939062,chore(deps): update dependency @types/node to v18.16.3 (1bd9b4a),,1
chore(deps): update dependency eslint to v8.40.0,0.99291646,chore(deps): update dependency eslint to v8.40.0 (527d593),,1
chore(deps): update dependency @types/node to v18.16.4,0.9939544,chore(deps): update dependency @types/node to v18.16.2 (34e6626),,1
chore(deps): update commitlint monorepo to v17.6.3,0.9946944,chore(deps): update commitlint monorepo to v17.6.3 (2fd9a77),,1
chore(deps): update dependency release-it to v15.10.3,0.98248106,chore(deps): update dependency release-it to v15.10.3 (5da5365),,1
chore(deps): update typescript-eslint monorepo to v5.59.2,0.99546075,chore(deps): update typescript-eslint monorepo to v5.59.7 (3642cf2),,1
chore(deps): update dependency release-it to v15.10.2,0.9863416,chore(deps): update dependency release-it to v15.10.0 (f4c3b6f),,1
chore(deps): update dependency @types/node to v18.16.3,0.9944435,chore(deps): update dependency @types/node to v18.16.3 (1bd9b4a),,1
chore(deps): update dependency @types/node to v18.16.2,0.993823,chore(deps): update dependency @types/node to v18.16.3 (1bd9b4a),,1
chore(deps): update dependency rxjs to v7.8.1,0.9906856,chore(deps): update dependency rxjs to v7.8.1 (48dd849),,1
chore(deps): update dependency lint-staged to v13.2.2,0.9940982,chore(deps): update dependency lint-staged to v13.2.2 (092efe3),,1
chore(deps): update dependency @types/node to v18.16.1,0.99380636,chore(deps): update dependency @types/node to v18.16.3 (1bd9b4a),,1
chore(deps): update typescript-eslint monorepo to v5.59.1,0.9950678,chore(deps): update typescript-eslint monorepo to v5.59.7 (3642cf2),,1
chore(deps): update dependency @types/node to v18.16.0,0.99376714,chore(deps): update dependency @types/node to v18.16.3 (1bd9b4a),,1
chore(deps): update dependency prettier to v2.8.8,0.99188894,chore(deps): update dependency prettier to v2.8.1 (1b3065b),,1
chore(deps): update dependency eslint to v8.39.0,0.99060756,chore(deps): update dependency eslint to v8.39.0 (f33f691),,1
chore(deps): update dependency @types/node to v18.15.13,0.99318236,chore(deps): update dependency @types/node to v18.15.13 (71962df),,1
chore(deps): bump vm2 from 3.9.11 to 3.9.17,0.9686264,chore(deps): bump vm2 from 3.9.11 to 3.9.17 (ee984d1),Bumps vm2 from 3.9.11 to 3.9.17. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update dependency @types/node to v18.15.12,0.9943521,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency @types/jest to v29.5.1,0.991297,chore(deps): update dependency @types/jest to v29.5.2 (d291b64),,1
chore(deps): update typescript-eslint monorepo to v5.59.0,0.99572265,chore(deps): update typescript-eslint monorepo to v5.59.7 (3642cf2),,1
chore(deps): update dependency typeorm to v0.3.15,0.9886607,chore(deps): update dependency typeorm to v0.3.14 (947545d),,1
chore(deps): update commitlint monorepo to v17.6.1,0.9944524,chore(deps): update commitlint monorepo to v17.6.3 (2fd9a77),,1
chore(deps): update commitlint monorepo to v17.6.0,0.99470127,chore(deps): update commitlint monorepo to v17.6.3 (2fd9a77),,1
chore(deps): update typescript-eslint monorepo to v5.58.0,0.99339694,chore(deps): update typescript-eslint monorepo to v5.59.7 (3642cf2),,1
chore(deps): update dependency typeorm to v0.3.14,0.99454033,chore(deps): update dependency typeorm to v0.3.14 (947545d),,1
chore(deps): update dependency eslint to v8.38.0,0.9918183,chore(deps): update dependency eslint to v8.38.0 (02710b6),,1
chore(deps): update dependency typescript to v5.0.4,0.98839384,chore(deps): update dependency typescript to v4.5.5 (9a112b5),,1
chore(deps): update dependency lint-staged to v13.2.1,0.9945415,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(deps): update dependency typeorm to v0.3.13,0.9880723,chore(deps): update dependency typeorm to v0.3.14 (947545d),,1
chore(deps): update nest monorepo to v9.4.0,0.99103117,chore(deps): update nest monorepo to v9.4.2 (5cc10f6),,1
chore: update npmignore,0.9345627,chore: update npmignore (6130937),,1
Update README.md,0.92520297,Update README.md (43376e8),,1
Merge pull request #1434 from nestjs/renovate/postgres-15.x,0.9940586,Merge pull request #1434 from nestjs/renovate/postgres-15.x (dc8bbd0),chore(deps): update postgres docker tag to v15,1
Merge pull request #1575 from nestjs/renovate/cimg-node-19.x,0.99641544,Merge pull request #1575 from nestjs/renovate/cimg-node-19.x (a751982),chore(deps): update node.js to v19.8,1
chore(deps): update typescript-eslint monorepo to v5.57.1,0.9944377,chore(deps): update typescript-eslint monorepo to v5.57.0 (82910cb),,1
chore(deps): update dependency release-it to v15.10.1,0.9867096,chore(deps): update dependency release-it to v15.10.0 (f4c3b6f),,1
chore(deps): update dependency ts-jest to v29.1.0,0.99387157,chore(deps): update dependency ts-jest to v29.1.0 (0dee9ea),,1
chore(deps): update dependency release-it to v15.10.0,0.9897661,chore(deps): update dependency release-it to v15.10.0 (f4c3b6f),,1
chore(deps): update dependency typescript to v5.0.3,0.9863038,chore(deps): update dependency typescript to v5.0.4 (3ca178c),,1
chore(deps): update dependency eslint to v8.37.0,0.99370897,chore(deps): update dependency eslint to v8.37.0 (96fd9bb),,1
chore(deps): update dependency @types/node to v18.15.11,0.9944092,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency @commitlint/cli to v17.5.1,0.993512,chore(deps): update dependency @commitlint/cli to v17.5.0 (027cf43),,1
chore(deps): update typescript-eslint monorepo to v5.57.0,0.99526393,chore(deps): update typescript-eslint monorepo to v5.57.0 (82910cb),,1
chore(deps): update dependency @types/node to v18.15.10,0.9942299,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency @types/node to v18.15.9,0.99327445,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency @types/node to v18.15.8,0.994014,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency release-it to v15.9.3,0.9834838,chore(deps): update dependency release-it to v15.9.3 (25bd988),,1
chore(deps): update dependency prettier to v2.8.7,0.9914222,chore(deps): update dependency prettier to v2.8.7 (9325b2e),,1
chore(deps): update dependency @types/node to v18.15.7,0.99390745,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency @types/node to v18.15.6,0.99496925,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency @commitlint/cli to v17.5.0,0.9939722,chore(deps): update dependency @commitlint/cli to v17.5.0 (027cf43),,1
chore(deps): update nest monorepo to v9.3.12,0.99333024,chore(deps): update nest monorepo to v9.3.12 (6a6de36),,1
chore(deps): update nest monorepo to v9.3.11,0.9929461,chore(deps): update nest monorepo to v9.3.11 (2f85f3e),,1
chore(deps): update dependency release-it to v15.9.1,0.9842023,chore(deps): update dependency release-it to v15.9.1 (0ce318f),,1
chore(deps): update dependency prettier to v2.8.6,0.9900609,chore(deps): update dependency prettier to v2.8.1 (1b3065b),,1
chore(deps): update typescript-eslint monorepo to v5.56.0,0.9951603,chore(deps): update typescript-eslint monorepo to v5.56.0 (059e19c),,1
chore(deps): update dependency @types/node to v18.15.5,0.99376047,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency eslint-config-prettier to v8.8.0,0.99397045,chore(deps): update dependency eslint-config-prettier to v8.8.0 (3378fa9),,1
chore(deps): update node.js to v19.8,0.9901526,chore(deps): update node.js to v19.8 (1e87711),,1
chore(deps): update dependency prettier to v2.8.5,0.9903735,chore(deps): update dependency prettier to v2.8.1 (1b3065b),,1
Merge pull request #1540 from nestjs/renovate/cimg-node-19.x,0.99586385,Merge pull request #1540 from nestjs/renovate/cimg-node-19.x (c3b598e),chore(deps): update node.js to v19.7,1
chore(deps): update dependency typescript to v5,0.97631645,chore(deps): update dependency typescript to v5 (f932ead),,1
chore(deps): update dependency release-it to v15.9.0,0.98426104,chore(deps): update dependency release-it to v15.9.1 (0ce318f),,1
chore(deps): update dependency @types/jest to v29.5.0,0.9911403,chore(deps): update dependency @types/jest to v29.5.2 (d291b64),,1
chore(deps): update dependency @types/jest to v29.4.4,0.99379516,chore(deps): update dependency @types/jest to v29.4.2 (83284a1),,1
chore(deps): update nest monorepo to v9.3.10,0.9904297,chore(deps): update nest monorepo to v9.3.5 (5d8e6eb),,1
chore(deps): update node.js to v19.7,0.98951197,chore(deps): update node.js to v19.7 (9451aa6),,1
chore(deps): update dependency @types/jest to v29.4.2,0.99358034,chore(deps): update dependency @types/jest to v29.4.2 (83284a1),,1
chore(deps): update dependency @types/node to v18.15.3,0.99377155,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update typescript-eslint monorepo to v5.55.0,0.99312603,chore(deps): update typescript-eslint monorepo to v5.56.0 (059e19c),,1
chore(deps): update dependency @types/node to v18.15.2,0.99396443,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency @types/jest to v29.4.1,0.9929252,chore(deps): update dependency @types/jest to v29.4.2 (83284a1),,1
chore(deps): update dependency @types/node to v18.15.1,0.9936353,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency eslint to v8.36.0,0.99017525,chore(deps): update dependency eslint to v8.37.0 (96fd9bb),,1
chore(deps): update dependency lint-staged to v13.2.0,0.9945426,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(deps): update dependency @types/node to v18.15.0,0.99368715,chore(deps): update dependency @types/node to v18.15.6 (d0d2120),,1
chore(deps): update dependency release-it to v15.8.0,0.9850986,chore(deps): update dependency release-it to v15.10.1 (8f7c577),,1
chore(deps): update dependency pg to v8.10.0,0.9861828,chore(deps): update dependency pg to v8.10.0 (6459e0d),,1
chore(deps): update typescript-eslint monorepo to v5.54.1,0.99528855,chore(deps): update typescript-eslint monorepo to v5.54.0 (e64e174),,1
chore(deps): update dependency jest to v29.5.0,0.9913322,chore(deps): update dependency jest to v29.0.2 (5d1694b),,1
chore(deps): update dependency eslint-config-prettier to v8.7.0,0.99289703,chore(deps): update dependency eslint-config-prettier to v8.7.0 (45914a6),,1
chore(deps): update dependency @types/node to v18.14.6,0.9948962,chore(deps): update dependency @types/node to v18.14.5 (f6d4ffe),,1
chore(deps): update dependency @types/node to v18.14.5,0.99332523,chore(deps): update dependency @types/node to v18.14.5 (f6d4ffe),,1
chore(deps): update dependency @types/node to v18.14.4,0.9936363,chore(deps): update dependency @types/node to v18.14.1 (984752f),,1
chore(deps): update dependency @types/node to v18.14.3,0.9932877,chore(deps): update dependency @types/node to v18.14.1 (984752f),,1
chore(deps): update dependency release-it to v15.7.0,0.98656917,chore(deps): update dependency release-it to v15.7.0 (84309a8),,1
chore(deps): update dependency release-it to v15.6.1,0.98981804,chore(deps): update dependency release-it to v15.6.1 (f3ae8f4),,1
chore(deps): update typescript-eslint monorepo to v5.54.0,0.9960345,chore(deps): update typescript-eslint monorepo to v5.54.0 (e64e174),,1
chore(deps): update dependency @types/node to v18.14.2,0.9938511,chore(deps): update dependency @types/node to v18.14.1 (984752f),,1
chore(deps): update dependency eslint to v8.35.0,0.99289,chore(deps): update dependency eslint to v8.35.0 (42f5e07),,1
chore(deps): update dependency @types/node to v18.14.1,0.9936701,chore(deps): update dependency @types/node to v18.14.1 (984752f),,1
chore(deps): update dependency @types/uuid to v9.0.1,0.99327517,chore(deps): update dependency @types/uuid to v9.0.1 (b6b1dc9),,1
chore(deps): update typescript-eslint monorepo to v5.53.0,0.99459493,chore(deps): update typescript-eslint monorepo to v5.53.0 (8815cc5),,1
chore(deps): update dependency @types/node to v18.14.0,0.994045,chore(deps): update dependency @types/node to v18.14.1 (984752f),,1
chore(deps): update commitlint monorepo to v17.4.4,0.99505794,chore(deps): update commitlint monorepo to v17.4.3 (d7a6a2e),,1
chore(deps): update nest monorepo to v9.3.9,0.99092126,chore(deps): update nest monorepo to v9.3.5 (5d8e6eb),,1
chore(deps): update dependency jest to v29.4.3,0.9930086,chore(deps): update dependency jest to v29.4.2 (1d40e04),,1
chore(deps): update typescript-eslint monorepo to v5.52.0,0.9944733,chore(deps): update typescript-eslint monorepo to v5.52.0 (1665505),,1
chore(deps): update dependency lint-staged to v13.1.2,0.9940685,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(deps): update commitlint monorepo to v17.4.3,0.99484533,chore(deps): update commitlint monorepo to v17.4.3 (d7a6a2e),,1
chore(deps): update dependency eslint to v8.34.0,0.9873858,chore(deps): update dependency eslint to v8.36.0 (990e594),,1
chore(deps): update postgres docker tag to v15,0.98722684,chore(deps): update postgres docker tag to v15 (a97c7da),,1
chore(deps): update nest monorepo to v9.3.8,0.99278927,chore(deps): update nest monorepo to v9.3.8 (6b21c63),,1
Merge pull request #1525 from nestjs/renovate/cimg-node-19.x,0.9973072,Merge pull request #1525 from nestjs/renovate/cimg-node-19.x (4095ee4),chore(deps): update node.js to v19.6,1
chore(deps): update nest monorepo to v9.3.7,0.99216735,chore(deps): update nest monorepo to v9.3.7 (6e2844c),,1
chore(deps): update dependency prettier to v2.8.4,0.99042594,chore(deps): update dependency prettier to v2.8.1 (1b3065b),,1
chore(deps): update dependency @types/node to v18.13.0,0.98783064,chore(deps): update dependency @types/node to v18.11.7 (6925917),,1
chore(deps): update nest monorepo to v9.3.5,0.9940393,chore(deps): update nest monorepo to v9.3.5 (5d8e6eb),,1
chore(deps): update dependency typeorm to v0.3.12,0.98651737,chore(deps): update dependency typeorm to v0.3.14 (947545d),,1
chore(deps): update node.js to v19.6,0.98423845,chore(deps): update node.js to v19.6 (20c768a),,1
chore(deps): update dependency jest to v29.4.2,0.9947877,chore(deps): update dependency jest to v29.4.2 (1d40e04),,1
chore(deps): update dependency lint-staged to v13.1.1,0.9943533,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(deps): update typescript-eslint monorepo to v5.51.0,0.99530745,chore(deps): update typescript-eslint monorepo to v5.51.0 (1f43c8b),,1
chore(deps): update nest monorepo to v9.3.3,0.99261916,chore(deps): update nest monorepo to v9.3.5 (5d8e6eb),,1
chore(deps): update dependency @types/node to v18.11.19,0.9929855,chore(deps): update dependency @types/node to v18.11.7 (6925917),,1
Merge pull request #1488 from nestjs/dependabot/npm_and_yarn/json5-1.0.2,0.99411494,Merge pull request #1488 from nestjs/dependabot/npm_and_yarn/json5-1.0.2 (e5caee1),chore(deps): bump json5 from 1.0.1 to 1.0.2,1
Merge pull request #1497 from nestjs/renovate/cimg-node-19.x,0.9967679,Merge pull request #1497 from nestjs/renovate/cimg-node-19.x (a2b9d0c),chore(deps): update node.js to v19.5,1
Merge pull request #1504 from nestjs/dependabot/npm_and_yarn/cookiejar-2.1.4,0.9982735,Merge pull request #1504 from nestjs/dependabot/npm_and_yarn/cookiejar-2.1.4 (2078e68),chore(deps): bump cookiejar from 2.1.3 to 2.1.4,1
Merge pull request #1514 from nestjs/dependabot/npm_and_yarn/http-cache-semantics-4.1.1,0.997869,Merge pull request #1514 from nestjs/dependabot/npm_and_yarn/http-cache-semantics-4.1.1 (5c46736),chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1,1
Merge pull request #1515 from nestjs/renovate/nest-monorepo,0.99555373,Merge pull request #1515 from nestjs/renovate/nest-monorepo (6dadb9e),chore(deps): update nest monorepo to v9.3.2,1
chore(deps): update nest monorepo to v9.3.2,0.9930146,chore(deps): update nest monorepo to v9.3.5 (5d8e6eb),,1
chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1,0.9920219,chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1 (a06b271),Bumps http-cache-semantics from 4.1.0 to 4.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: http-cache-semantics   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update nest monorepo to v9.3.1,0.992309,chore(deps): update nest monorepo to v9.3.5 (5d8e6eb),,1
chore(deps): update typescript-eslint monorepo to v5.50.0,0.9930029,chore(deps): update typescript-eslint monorepo to v5.49.0 (e0b3b9c),,1
chore(deps): update dependency typescript to v4.9.5,0.9873492,chore(deps): update dependency typescript to v4.9.5 (0b009f2),,1
chore(deps): update dependency eslint to v8.33.0,0.9872234,chore(deps): update dependency eslint to v8.39.0 (f33f691),,1
chore(deps): update dependency pg to v8.9.0,0.97911,chore(deps): update dependency pg to v8.9.0 (7ca6110),,1
chore(deps): update dependency jest to v29.4.1,0.99500036,chore(deps): update dependency jest to v29.4.2 (1d40e04),,1
chore(deps): update node.js to v19.5,0.9834236,chore(deps): update node.js to v19.5 (6491702),,1
chore(deps): update dependency @types/jest to v29.4.0,0.992875,chore(deps): update dependency @types/jest to v29.4.2 (83284a1),,1
chore(deps): update dependency jest to v29.4.0,0.9944967,chore(deps): update dependency jest to v29.4.2 (1d40e04),,1
chore(deps): bump cookiejar from 2.1.3 to 2.1.4,0.99361,chore(deps): bump cookiejar from 2.1.3 to 2.1.4 (2909c15),Bumps cookiejar from 2.1.3 to 2.1.4. - Release notes - Commits  updated-dependencies: - dependency-name: cookiejar   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update typescript-eslint monorepo to v5.49.0,0.9957661,chore(deps): update typescript-eslint monorepo to v5.49.0 (e0b3b9c),,1
chore(deps): update dependency @types/jest to v29.2.6,0.9931797,chore(deps): update dependency @types/jest to v29.2.6 (089d089),,1
chore(deps): update dependency eslint-plugin-import to v2.27.5,0.9963614,chore(deps): update dependency eslint-plugin-import to v2.27.5 (1ae9251),,1
chore(deps): update typescript-eslint monorepo to v5.48.2,0.99512994,chore(deps): update typescript-eslint monorepo to v5.48.1 (b38b8ab),,1
chore(deps): update dependency eslint to v8.32.0,0.99225473,chore(deps): update dependency eslint to v8.32.0 (0e8dd1e),,1
chore(deps): update dependency prettier to v2.8.3,0.99099874,chore(deps): update dependency prettier to v2.8.1 (1b3065b),,1
chore(deps): update dependency ts-jest to v29.0.5,0.9917521,chore(deps): update dependency ts-jest to v29.0.5 (901e1bf),,1
chore(deps): update commitlint monorepo to v17.4.2,0.9948621,chore(deps): update commitlint monorepo to v17.4.3 (d7a6a2e),,1
chore(deps): update dependency eslint-plugin-import to v2.27.4,0.99562764,chore(deps): update dependency eslint-plugin-import to v2.27.5 (1ae9251),,1
chore(deps): bump json5 from 1.0.1 to 1.0.2,0.9882487,chore(deps): bump json5 from 1.0.1 to 1.0.2 (de004b1),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update dependency ts-jest to v29.0.4,0.9898834,chore(deps): update dependency ts-jest to v29.1.0 (0dee9ea),,1
chore(deps): update typescript-eslint monorepo to v5.48.1,0.9950828,chore(deps): update typescript-eslint monorepo to v5.48.1 (b38b8ab),,1
chore(deps): update dependency @commitlint/cli to v17.4.1,0.9876429,chore(deps): update dependency @commitlint/cli to v17.0.2 (06372e8),,1
chore(deps): update dependency prettier to v2.8.2,0.9920127,chore(deps): update dependency prettier to v2.8.1 (1b3065b),,1
chore(deps): update commitlint monorepo to v17.4.0,0.99511516,chore(deps): update commitlint monorepo to v17.4.3 (d7a6a2e),,1
chore(deps): update dependency husky to v8.0.3,0.98558176,chore(deps): update dependency husky to v8.0.1 (34c0450),,1
chore(deps): update typescript-eslint monorepo to v5.48.0,0.99554116,chore(deps): update typescript-eslint monorepo to v5.48.0 (7e39d67),,1
chore(deps): update dependency eslint-config-prettier to v8.6.0,0.99420905,chore(deps): update dependency eslint-config-prettier to v8.6.0 (61d6e4e),,1
chore(deps): update dependency eslint to v8.31.0,0.98531556,chore(deps): update dependency eslint to v8.31.0 (f90b4cd),,1
chore(deps): update dependency @types/jest to v29.2.5,0.9945805,chore(deps): update dependency @types/jest to v29.2.0 (5ee53e1),,1
chore(deps): update typescript-eslint monorepo to v5.47.1,0.9942914,chore(deps): update typescript-eslint monorepo to v5.47.1 (3e5e1ca),,1
chore(deps): update dependency typescript to v4.9.4,0.9857631,chore(deps): update dependency typescript to v4.9.5 (0b009f2),,1
chore(deps): update dependency rxjs to v7.8.0,0.9905589,chore(deps): update dependency rxjs to v7.8.1 (48dd849),,1
chore(deps): update dependency release-it to v15.6.0,0.990547,chore(deps): update dependency release-it to v15.6.1 (f3ae8f4),,1
chore(deps): update dependency prettier to v2.8.1,0.99251676,chore(deps): update dependency prettier to v2.8.1 (1b3065b),,1
chore(deps): update dependency lint-staged to v13.1.0,0.99447477,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(deps): update dependency eslint to v8.30.0,0.991109,chore(deps): update dependency eslint to v8.30.0 (b457567),,1
chore(deps): update commitlint monorepo to v17.3.0,0.99338794,chore(deps): update commitlint monorepo to v17.4.3 (d7a6a2e),,1
chore(deps): update nest monorepo to v9.2.1,0.99226344,chore(deps): update nest monorepo to v9.2.1 (874431d),,1
