Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
also run CI on release branches,0.55475175,- Run CI on 1.9-nightly (#753) (@IanButterworth),,0
Ensure app_libdir path before cp (#624),0.9317676,- Ensure app_libdir path exists before cp (#624) (@jpsamaroo),,1
fix regression in create_library and update test to cover it (#622),0.9728617,- fix regression in create_library and update test to cover it (#622) (@KristofferC),,1
strengthen null pointer checks in julia_init.c (#620),0.9900173,- strengthen null pointer checks in julia_init.c (#620) (@KristofferC),,1
only print artifact size if we actually bundled something (#621),0.9793494,- only print artifact size if we actually bundled something (#621) (@KristofferC),,1
warn for create_library and create_app on non-official builds (#617),0.9787657,- warn for create_library and create_app on non-official builds (#617) (@KristofferC),,1
call entry points in apps using the julia runtime (#619),0.9300606,- call entry points in apps using the julia runtime instead of via @ccallable (#619) (@KristofferC),,1
add support for creating multiple executables for an app (#618),0.93871784,- add support for creating multiple executables for an app (#618) (@KristofferC),,1
some general autumn cleaning (#612),0.77753776,- some general autumn cleaning (#612) (@KristofferC), some general autumn cleaning,1
print some info about bundled artifacts (#609),0.9121095,- print some info about bundled artifacts (#609) (@KristofferC),,1
Add a spinner for long running commands (#607),0.93109554,- Add a spinner for long running commands (#607) (@KristofferC),,1
"fall back to gcc/clang if g++/clang++ not avaiable, but warn about it (#608)",0.9799317,"- fall back to gcc/clang if g++/clang++ not avaiable, but warn about it (#608) (@KristofferC)"," fall back to gcc/clang if g++/clang++ not avaiable, but warn about it",1
simplify init of apps (#597),0.8734715,- simplify init of apps (#597) (@KristofferC),,1
fix broken line,0.38350844,- Fix two typos (#797) (@goggle),,0
improve documentation (#604),0.85924065,- improve documentation (#604) (@KristofferC),,1
use g++/clang++ for sysimage (#602),0.956867,- use g++/clang++ for sysimage (#602) (@KristofferC),this replicates what Julia itself does,1
"use O3 for sysimage, like Julia itself does (#603)",0.97236204,"- use O3 for sysimage, like Julia itself does (#603) (@KristofferC)",,1
fixup artifact format (#599),0.89737177,- fixup artifact format (#599) (@KristofferC),,1
"if first argument to create_sysimage is left out, include all packages in project (#553)",0.9777249,"- if first argument to create_sysimage is left out, include all packages in project (#553) (@KristofferC)",,1
fix an off by one in julia-args parsing (#596),0.9733125,- fix an off by one in julia-args parsing (#596) (@KristofferC),,1
"remove calling libsupport_init, this is done automatically by julia_init (#583)",0.9921684,"- remove calling libsupport_init, this is done automatically by julia_init (#583) (@KristofferC)",,1
prevent accidentally picking up packages outside the project when creating a sysimage (#559),0.9717293,- prevent accidentally picking up packages outside the project when creating a sysimage (#559) (@KristofferC),,1
add upgrade note for lazy artifacts (#595),0.94730973,- add upgrade note for lazy artifacts (#595) (@KristofferC),[ci skip],1
make include_lazy_artifacts default to false (#550),0.9622184,- make include_lazy_artifacts default to false (#550) (@KristofferC),,1
require packages to make their entry functions for app ccallable (#574),0.9263086,- require packages to make their entry functions for app ccallable (#574) (@KristofferC),,1
add upgrade guide,0.54376274,- add some upgrade notes for pre 1.0 PackageCompiler (#343) (@KristofferC),,0
remove support for replacing default sysimage,0.8826938,- Remove support for replacing default sysimage (#546) (@KristofferC),,1
turn off nightly test since they are broken,0.72783995,- nightly (1.9) tests failing (#708),they can be reactivated once we make a push to support nightly,1
bump version for start on 2.0,0.4980988,- add some upgrade notes for pre 1.0 PackageCompiler (#343) (@KristofferC),,0
use a file to run the sysimage code in (#594),0.91440773,- use a file to run the sysimage code in (#594) (@KristofferC),this avoids command line length limits on certain OSs,1
Fix a typo while gathering dependencies from Manifest.toml (#593),0.9308019,- Fix a typo while gathering dependencies from Manifest.toml (#593) (@zhubonan),,1
revert accidental version bump,0.46538967,- remove upgrade notes (#543) (@KristofferC),,0
bump minor version,0.49740148,- bump version (#749) (@KristofferC),,0
allow loading stdlibs in the precompile process (#590),0.95997274,- allow loading stdlibs in the precompile process (#590) (@KristofferC),,1
fixup regression in precompilation before creating sysimage (#589),0.97215873,- fixup regression in precompilation before creating sysimage (#589) (@KristofferC),,1
improve artifact bundling (#587),0.92124736,- improve artifact bundling (#587) (@KristofferC),,1
only initialize Random on 1.6 (#586),0.9370936,- only initialize Random on 1.6 (#586) (@KristofferC),,1
run CI on 1.7 (#584),0.881687,- run CI on 1.7 (#584) (@KristofferC),,1
initialize RNGs in sysimage process (#579),0.956668,- initialize RNGs in sysimage process (#579) (@KristofferC),,1
fix library used for creating sysimage on debug builds of Julia (#580),0.989946,- fix library used for creating sysimage on debug builds of Julia (#580) (@KristofferC),,1
bundle Julia executable and Project.toml to get Distributed working (#572),0.9888747,- bundle Julia executable and Project.toml to get Distributed working (#572) (@KristofferC), bundle Julia executable and project to get Distributed working,1
fix relocatability of PackageCompiler (#575),0.9631294,- fix relocatability of PackageCompiler (#575) (@KristofferC),,1
store the precompile statements from the precompile execution scripts (#571),0.95942104,- store the precompile statements from the precompile execution scripts (#571) (@KristofferC),,1
allow passing on flags with the compiler (#568),0.9481605,- allow passing on flags with the explicit compiler (#568) (@KristofferC),,1
add doc string for base_sysimage (#401),0.8201697,- document base_sysimage parameter to create_sysimage (#401) (@grahamgill),,1
include transitive dependencies into sysimage by default (#567),0.9644026,- include transitive dependencies into sysimage by default (#567) (@KristofferC), include transitive dependencies into sysimage by default,1
fix link to stable,0.5715133,- [docs] Fix link in apps.md (#386) (@OliverEvans96),,0
allow passing standard julia arguments to apps (#565),0.9776418,- allow passing standard julia arguments to apps (#565) (@KristofferC), allow passing standard julia arguments to apps,1
call create_sysimage with a vector for packages (#566),0.97638035,- call create_sysimage with a vector for packages (#566) (@KristofferC),,1
modernize TagBot setup,0.68234706,- Install TagBot as a GitHub Action (#303) (@JuliaTagBot),,0
delete spurious file (#564),0.8121195,- delete spurious file (#564) (@KristofferC),,1
"Use strcpy, strcat instead of strncpy in julia_init.c (#561)",0.99227047,"- Use strcpy, strcat instead of strncpy in julia_init.c (#561) (@kmsquire)", gcc was complaining that the size limit was based on the source   length.,1
use LazyArtifacts for lazy artifacts (#560),0.94095427,- use LazyArtifacts for lazy artifacts (#560) (@KristofferC),,1
fix assumption that Pkg is loadable in a different project (#557),0.97058177,- fix assumption that Pkg is loadable in a different project (#557) (@KristofferC),,1
fix some grammar (#548),0.77641547,- fix some grammar (#548) (@KristofferC),,1
add the possiblity of giving arguments to the process making the sysimage (#551),0.9166879,- add the possiblity of giving arguments to the process making the sysimage (#551) (@KristofferC), add the possibility of giving arguments to the process making the sysimage,1
update versions for documentation generation (#556),0.9254298,- update versions for documentation generation (#556) (@KristofferC),,1
update to the more advanced but correct way of dealing with Varargs (#555),0.8819275,- update to the more advanced but correct way of dealing with Varargs (#555) (@KristofferC),,1
give packages as strings instead of symbols (#552),0.96082747,- give packages as strings instead of symbols (#552) (@KristofferC),,1
remove unused function (#549),0.88556683,- remove unused function (#549) (@KristofferC),,1
remove warn when detecting dependency on Requires.jl (#547),0.97211856,- remove warn when detecting dependency on Requires.jl (#547) (@KristofferC),,1
remove reference to upgrading from old PackageCompiler,0.63633704,- Total rewrite of the package (aka make PackageCompilerX the new PackageCompiler) (#304) (@KristofferC),,0
remove upgrade notes (#543),0.8796542,- remove upgrade notes (#543) (@KristofferC),,1
remove more pre 1.6 code and simplify kwarg passing (#542),0.96331763,- remove more pre 1.6 code and simplify kwarg passing (#542) (@KristofferC),,1
"hide the ""devdocs"" in the manual (#541)",0.93658364,"- hide the ""devdocs"" in the manual (#541) (@KristofferC)",,1
Remove keyword defaults from inner _create_app function (#533),0.8719361,- Remove keyword arguments from inner _create_app function (#533) (@kmsquire),This forces the caller to specify all keyword arguments. (Created because a recent pull request missed one of these.),1
update to new syntax for JULIA_DEFINE_FAST_TLS (#540),0.97985435,- update to new syntax for JULIA_DEFINE_FAST_TLS (#540) (@KristofferC),,1
remove some old code now that we only support julia 1.6+ (#539),0.91463464,- remove some old code now that we only support julia 1.6+ (#539) (@KristofferC),,1
Merge pull request #538 from JuliaLang/kc/rpath,0.6056221,- remove some old code now that we only support julia 1.6+ (#539) (@KristofferC),put the sysimage for apps inside lib and slightly tweak rpath,0
Merge pull request #537 from JuliaLang/kc/manifest,0.61320686,Merged pull requests:,dev PackageCompiler in MyLib/build,0
put the sysimage for apps inside lib and slightly tweak rpath,0.9706955,- put the sysimage for apps inside lib and slightly tweak rpath (#538) (@KristofferC),this allows the sysimage in create_library to not live in a folder called lib which is sometimes useful,1
dev PackageCompiler in MyLib/build,0.85564744,- dev PackageCompiler in MyLib/build (#537) (@KristofferC),,1
Remove Manifest.toml from MyLib/build (#536),0.94935185,- Remove Manifest.toml from MyLib/build (#536) (@kmsquire),"This ensures that we will always use the most recent version of PackageCompiler, rather than the version in Manifest.toml.",1
Fix compiler warning in julia_init.c during create_library() (#535),0.9931561,- Fix compiler warning in julia_init.c during create_library() (#535) (@kmsquire),"For strncpy, the length should be based on the length of the destination, not the length of the source. (In this case, the length of the detination was determined based on the length of the source, so it wasn't a problem in reality, but it's easy enough to silence the compiler warning.)",1
Disable autoprecomp during project instantiation (#531),0.95316494,- Disable autoprecomp during project instantiation (#531) (@kmsquire)," This was previously done for one call to instantiate(), but not to a second   call.  Without this, precompilation is failing for most packages   in create_app() or create_lib().",1
Add missing include_lazy_artifacts parameter (#530),0.9244093,- Add missing include_lazy_artifacts parameter (#530) (@kmsquire),,1
Add include_lazy_artifacts flag to create_app (issues/464). (#529),0.9277297,- Rebase: Add include_lazy_artifacts flag to create_app (issues/464). (#529) (@KristofferC),Co-authored-by: Sacha Verweij sacha.verweij@alumni.stanford.edu Co-authored-by: Rob Vermaas rob.vermaas@gmail.com,1
Update documentation and example about shared libraries (#527),0.9500664,- Update documentation and example about shared libraries (#527) (@amontoison), Update documentation and example about shared libraries,1
add the docs for create_library to the manual (#523),0.9779287,- add the docs for create_library to the manual (#523) (@KristofferC),,1
modernize documentation GHA (#524),0.9172163,- modernize documentation GHA (#524) (@KristofferC),,1
fix name to julia-internal-debug (#482),0.9683094,- fix name to julia-internal-debug (#482) (@visr),,1
update CI badge,0.6925213,- README: Fix the CI status badge (#777) (@DilumAluthge),,0
Add create_library function (#490),0.89371896,- Add create_library function (#490) (@kmsquire),"  Add create_library function   Similar to create_app, this function facilitates the creation of   C shared library bundles using Julia.  As with apps, it generates a directory tree with required shared   libraries and artifacts. In contrast with apps, the julia system image is the main artifact   generated, and its name should be set to the expected name of   the library you're creating. One downside of this implementation is that any binaries linking   to this shared library may need help finding it at runtime.  The   methods for doing so are system dependent.",1
Fix: Incorrect tree hash in Artifacts.toml (#520),0.9690583,- Fix: Incorrect tree hash in Artifacts.toml (#520) (@vdayanand),,1
Add 32 bit Windows gcc artifact (#516),0.95443714,- Add 32 bit Windows gcc artifact (#516) (@davidanthoff), Add 32 bit Windows gcc artifact,1
Adapt to changes in Pkg.Operation method signatures under Julia 1.7. (#512),0.98796916,- Adapt to changes in Pkg.Operation method signatures under Julia 1.7. (#512) (@Sacha0),,1
use Pkg.precompile instead of loading packages to ensure they are precompiled (#505),0.96581006,- use Pkg.precompile instead of loading packages to ensure they are precompiled (#505) (@KristofferC),,1
be more explicit about where the file precompile_plots.jl is located,0.6801407,- Cannot find precompile.jl when using PackageCompiler on local package (#190),,0
"Remove 1.5.2 CI, re-run on 1.6 (#497)",0.8978909,"- Remove 1.5.2 CI, re-run on 1.6 (#497) (@IanButterworth)", run on version 1  Co-authored-by: Kristoffer Carlsson kcarlsson89@gmail.com,1
"Allow the precompile script to write to stdout, and fence output. (#485)",0.89957964,- Allow the precompile script to write to stdout. (#485) (@NHDaly)," Run the precompile script to not silence stdout.  Since print statements in a user's precompile script are controlled by them, it's useful to allow the user to decide whether or not they want to emit stdout output when running their precompile script. This kind of output can be useful for diagnosing why the build failed and for printing status messages during execution, etc.   Add precompile output fences   Add newlines before and after precompile execution fences ",1
Add 1.6 beta1 to CI (#493),0.85883474,- Add 1.6 beta1 to CI (#493) (@IanButterworth),,1
bump version (#491),0.77259207,- bump version (#491) (@KristofferC),,1
Merge pull request #476 from ianshmean/ib/artifact_app,0.7470058,Merged pull requests:,Fix empty sysimage test on 1.5.3. Fix app test on nightly,1
add a note to the devdocs that they are in fact devdocs (#481),0.8962337,- add a note to the devdocs that they are in fact devdocs (#481) (@KristofferC),,1
Reword and link to an explanation of type-piracy (#477),0.9010187,- Reword and link to an explanation of type-piracy (#477) (@rustyconover),,1
instantiate during create_app,0.6225565,- create_app() Not Defined. (#355),,0
delete app manifest,0.5274952,- check if manifest file exists instead of if manifest empty (#705) (@simonbyrne),,0
clear atexit hooks during sysimage build,0.5171378,- prevent accidentally picking up packages outside the project when creating a sysimage (#559) (@KristofferC),,0
rm artifacts too,0.5182977,- Duplicate Artifacts (#381),,0
Streaming read of precompile statement files (#454),0.97094715,- Streaming read of precompile statement files (#454) (@omus),,1
Update for 1.6 linking and handle stdlibs that aren't in the sysimage (#471),0.9796555,- Update for 1.6 linking and handle stdlibs that aren't in the sysimage (#471) (@ianshmean),  differentiate stdlibs in sysimage from those that aren't   link to julia-internal on 1.6   guard a bit more 1.6 code   fix STLIB path on windows ,1
RIP travis,0.514948,- Travis badge is broken (#310),,0
Add github actions tests (#472),0.948632,- Add github actions tests (#472) (@ianshmean),  add github actions tests   explicitly test 1.5.2 & 1.5.3 to check against last travis run on 1.5.2 ,1
also call init_active_project when required (#460),0.9404359,- also call init_active_project when required (#460) (@KristofferC),,1
stop testing on 1.3,0.47436348,- Test Error for PackageCompiler for v1.3 (#378),,0
Fix insufficient escaping (#459),0.80560714,- Fix insufficient escaping (#459) (@GunnarFarneback),  Fix insufficient escaping.   Minor doc fix. ,1
Merge pull request #448 from JuliaLang/omus-patch-1,0.644566,- remove some old code now that we only support julia 1.6+ (#539) (@KristofferC),Update Travis CI badge,0
stop testing on 1.4,0.43480673,PackageCompiler v1.4.1,,0
improve vararg precompilation statements (#447),0.9683787,- improve vararg precompilation statements (#447) (@KristofferC),,1
Update Travis CI badge,0.8799774,- Update Travis CI badge (#448) (@omus),,1
fix a very small typo. (#435),0.7405966,- Fix two typos (#797) (@goggle),,1
Correct spelling in sysimages.md (#426),0.8898238,- Correct spelling in sysimages.md (#422) (@derekmahar),"Replace ""where"" with ""were"" in sysimages.md.",1
Ensure @artifact is skipped on non-windows platforms (#443),0.9019815,- Ensure @artifact is skipped on non-windows platforms (#443) (@staticfloat),"Because newer @artifact macros do more work at compile-time, we need to use a compile-time if statement here to avoid running the macro at all on non-windows systems. Fixes #442",1
Do not recommend replacing the default sysimage (#439),0.92475384,- Do not recommend replacing the default sysimage (#439) (@mkitti)," Do not recommend replacing the default sysimage  Due to various issues with compatibility with other packages, do not recommend replacing the default sysimage. Propose alternatives such as an alias.",1
Add Julia 1.5 to test matrix (#440),0.96749735,- Add Julia 1.5 to test matrix (#440) (@simonbyrne),,1
Fixed a typo (#430),0.7711656,- Fixed a typo (#430) (@IljaK91),replace_defalt -> replace_default,1
Correct spelling in sysimages.md (#422),0.89661443,- Correct spelling in sysimages.md (#422) (@derekmahar),"Replace ""where"" with ""were"" in sysimages.md.",1
Use import to precompile packages (instead of using using) (#421),0.88891846,- Use import to precompile packages (instead of using using) (#421) (@DilumAluthge),,1
Merge pull request #420 from JuliaLang/sf/older_hash,0.64181805,Merged pull requests:,Use older hash,0
Use older hash,0.54245734,- Use older hash (#420) (@staticfloat),Older Julias use a flawed hashing algorithm; for now we need to continue to use it.  The Pkg and Storage servers will work around it properly.,0
Update Project.toml,0.564759,- Remove Manifest.toml from MyLib/build (#536) (@kmsquire),,0
Fix tree hash for win64 compiler shard (#395),0.9515245,- Fix tree hash for win64 compiler shard (#395) (@staticfloat),  Fix tree hash for win64 compiler shard   Update windows compiler shard to point to this repository   Use skip=no hash ,1
Allow passing a custom c program to create_app() (#415),0.9724689,- Allow passing a custom c program to create_app() (#415) (@NHDaly)," Allow passing a custom c program to create_app()  This will support users who need to set arbitrary julia jl_options for julia_init. For example, configuring the binary to always run with -O1 or --compile=min. It will of course then also support any other arbitrary changes to the C program a user may want to make.  Treat c_driver_program() as relative to the caller's pwd.",1
fix typo 'julia-q' -> 'julia -q' (#414),0.96566796,- fix typo 'julia-q' -> 'julia -q' (#414) (@p1scescom),,1
add a warning that PackageCompiler requires a bit of background knowl… (#408),0.9463867,- add a warning that PackageCompiler requires a bit of background knowl… (#408) (@KristofferC),  add a warning that PackageCompiler requires a bit of background knowledge   Update docs/src/index.md   Co-authored-by: Fredrik Ekre ekrefredrik@gmail.com  Update docs/src/index.md  Co-authored-by: Rafael Fourquet fourquet.rafael@gmail.com Co-authored-by: Fredrik Ekre ekrefredrik@gmail.com Co-authored-by: Rafael Fourquet fourquet.rafael@gmail.com,1
Fix typo in sysimages_part_1.md (#407),0.94653887,- Fix typo in sysimages_part_1.md (#407) (@paristsai),,1
Docs: Higher level overview of functionality (#397),0.8874241,- Docs: Higher level overview of functionality (#397) (@mbauman),"This aims to use a more workflow-based approach -- that is, lead with they why instead of the what.",1
cp -> mv (#399),0.83799976,- cp -> mv (#399) (@xiaodaigh),Otherwise MyApp will be there preventing a mkdir MyApp,1
typo (#398),0.73706925,- typo (#398) (@xiaodaigh),,1
Clean up formatting in upgrade.md (#387),0.9507816,- Clean up formatting in upgrade.md (#387) (@OliverEvans96),Remove some bad newlines,1
[docs] Fix link in apps.md (#386),0.96661896,- [docs] Fix link in apps.md (#386) (@OliverEvans96),Link was not previously clickable,1
remove debug libraries (#384),0.7414906,- remove debug libraries when creating app on Mac (#384) (@KristofferC),,1
use a set to collect artifact paths to remove duplicates (#382),0.94300824,- use a set to collect artifact paths to remove duplicates (#382) (@KristofferC), use a set to collect artifact paths to remove duplicates,1
Use dirname in stead of ../.. on the executable name. (#380),0.7160588,- Use dirname in stead of ../.. on the executable name for depot path. (#380) (@rbvermaa),"Using the relative path (../..) concatenated to the executable is not a valid path. We noticed this when the compiled application opened an external julia process, which tried to run a mkpath on the DEPOT_PATH, which was set (via environment in src/embedded.c) to the concatenated path, resulting in a obscure error: ERROR: IOError: mkdir: file already exists (EEXIST)",1
