Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
14,Clear Packages.installed_packages on successful remove (#785),0.56450075,"Fully uninstall Flatpaks, including locales",Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
15,AbstractAppList: Remove sort func (#1911),0.52096343,FlatpakBackend: Sort stable apps in XML first by @davidmhewitt in https://github.com/elementary/appcenter/pull/1731,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
16,Show screenshot in real-size (#678),0.64924216,"Screenshot carousels fill the width of the window, showing more screenshots at once",,0
17,Client:,0.40937334,FlatpakBackend: Handle transaction success state correctly by @davidmhewitt in https://github.com/elementary/appcenter/pull/1730,Currently translated at 94.6% (250 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
18,Translated using Weblate (漢語（正體字）),0.5668194,- Updated translations,Currently translated at 94.6% (250 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
19,Merge pull request #50 from pop-os/readme-cleanup,0.45689204,FlatpakBackend: Improve XML parsing efficiency by @davidmhewitt in https://github.com/elementary/appcenter/pull/1733,Currently translated at 94.6% (250 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
20,Translated using Weblate (Dutch),0.61511743,- Updated translations,Currently translated at 90.9% (240 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
21,BACKERS.md: Add Berger Rudolf,0.44650072,Pretty output Flatpak package origins by @meisenzahl in https://github.com/elementary/appcenter/pull/1962,Currently translated at 90.9% (240 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
22,AbstractView: Use Deck instead of Stack (#1436),0.4422477,Ensure flatpak applications show in the category views,Currently translated at 34.7% (16 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/id/,0
23,BACKERS.md: add Sepehr Lajevardi,0.5568653,StripeDialog: Add translator comment by @davidmhewitt in https://github.com/elementary/appcenter/pull/2009,Currently translated at 87.8% (232 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
24,Fix regression in button style,0.77469563,Improve styling and contrast of buttons,Currently translated at 87.8% (232 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,1
25,Add editorconfig file (#713),0.42007655,Show screenshot captions in a tooltip,Currently translated at 87.8% (232 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
26,Translated using Weblate (ab (generated)),0.6263071,- Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/",0
27,Add an updates badge to the view switcher (#635),0.74367285,Clicking the updates badge in the header navigates to the updates view,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/",1
28,Add margin to updated grid; do not load screenshots if there are none,0.6101062,Show screenshot captions in a tooltip,Currently translated at 86.7% (229 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
29,Pull apt updates less frequently (#1790),0.6890986,* Present update availability more accurately,Currently translated at 86.7% (229 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
30,Count updating packages in header information (#236),0.6649442,Clicking the updates badge in the header navigates to the updates view,,0
31,Changed labels:,0.6248894,* Category graphics revamped,Currently translated at 85.6% (226 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
32,StripeDialog: move pay-what-you-can flow here (#1629),0.44186288,FlatpakBackend: Handle transaction success state correctly by @davidmhewitt in https://github.com/elementary/appcenter/pull/1730,Currently translated at 85.6% (226 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
33,"When viewing the apps in a specific category, it is now possible to use the search bar and search apps only in that category",0.60813636,Recently updated apps are shown at the top of category views,Currently translated at 85.6% (226 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
34,Core: set AppStream.FormatStyle to COLLECTION (#1845),0.59035546,Get brand colors from the AppStream standard so more apps are supported,,0
35,AppInfoView: Indicate multiplayer (#1673),0.48215914,"Only show ""Multiplayer"" badge for games",,0
36,Better Stripe Dialog (#396),0.513551,StripeDialog: Add translator comment by @davidmhewitt in https://github.com/elementary/appcenter/pull/2009,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/zh_Hans/,0
37,StripeDialog: Move privacy policy to secondary text (#1562),0.53534514,Fix missing privacy policy in payments dialog,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ja/,0
38,Translated using Weblate (Romanian),0.6210762,- Updated translations,,0
39,MainWindow: message_dialog.present,0.56718683,Release notes are shown in a dialog,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/nl/,0
40,Pack action_stack after release stack (#536),0.42342576,Size information for Runtime Updates by @meisenzahl in https://github.com/elementary/appcenter/pull/1957,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/ja/,0
41,CSS: Education more chalkboardy (#908),0.4006312,More concise and consistent language,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ja/,0
42,Translated using Weblate (Malay),0.63512313,- Updated translations,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ru/,0
43,Backers: TNG Entertainment → TNG,0.4688586,"* New categories: Communication, Finance, Media Production",Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/de/,0
44,add keywords to .desktop,0.50806415,Keyboard improvements,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ru/,0
45,Fix update notifications (#421),0.68112814,Fix for notification not appearing when a restart is required,Currently translated at 96.9% (256 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/nb/,0
46,Translated using Weblate (Slovak),0.6047856,- Updated translations,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/hu/,0
47,AppInfoView: create accent provider per-view (#1872),0.59500945,An app's accent color is now shown behind screenshots,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/he/,0
48,Release 0.2.5,0.5978523,AppCenter 0.2.2 is out!,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/fr/,0
49,Prevent application from hanging while loading app version,0.6396507,Don't show a warning dialog about apps from alt stores,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/en_GB/,0
50,fix category items (#402),0.6319717,CategoryView: Fix crash by @meisenzahl in https://github.com/elementary/appcenter/pull/1993,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ca/,0
51,Translated using Weblate (Azerbaijani),0.60764563,- Updated translations,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/pl/,0
52,Release 3.2.1 (#1150),0.58918923,appcenter 3.2.0 is out! ,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ja/,0
53,SearchView: Link to Flathub search where possible (#1780),0.84759235,Link to Flathub's search page when no search results are found,Currently translated at 100.0% (264 of 264 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/uk/,1
54,Spelling: mimetype → media type (#1019),0.37491393,- Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/",0
55,Translated using Weblate (Kurdish (Central)),0.60679114,- Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/",0
56,InstalledPackageRowGrid: ReleasesDialog subclass Granite.Dialog,0.5301224,PackageKitBackend: resolve addons in appstream pool by @danirabbit in https://github.com/elementary/appcenter/pull/1946,,0
57,"Add several ""additional categories"" to Science (#752)",0.80039513,* Add Math to Science category,,1
58,uppercase labels in categoryitem,0.5626022,Categories show as a grid instead of a list,,0
59,Add pop-shop-casper package,0.5289134,Add support for Flatpak apps,,0
60,Fix the install_packages_async method in Client.vala,0.47544688,Make loading updates async from main AppCenter window by @meisenzahl in https://github.com/elementary/appcenter/pull/1964,Currently translated at 21.7% (10 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/ka/,0
61,update styles again,0.6610705,Improve update badge styling and category styling,Currently translated at 69.8% (183 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ka/,0
62,Release 7.2.1 (#2010),0.57731456,AppCenter 0.2.7 is out!,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/",0
63,Fix warnings from Stripe dialog (#645),0.5270058,Fix visual issues with category icons by @danirabbit in https://github.com/elementary/appcenter/pull/1954,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/",0
64,Encode Stripe data (#605),0.32957426,More reliably set the Dock badge number,,0
65,Merge remote-tracking branch 'origin/master',0.3821499,Support system-wide Flatpak remotes,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
66,Release 3.8.2 (#1734),0.59684986,appcenter 3.2.0 is out! ,Currently translated at 26.0% (12 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/nb/,0
67,Fix typo,0.45692658,Minor fixes,Currently translated at 100.0% (262 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/zh_Hans/,0
68,Hide apps from the Ubuntu repos (#1492),0.6281742,Fix an issue where some apps couldn't be uninstalled from the Applications Menu,Currently translated at 100.0% (262 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/de/,0
69,update translation template,0.7716968,Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/",1
70,Fix changelog version,0.69526315,Full Changelog: https://github.com/elementary/appcenter/compare/7.0.0...7.1.0,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/",0
71,Rework action buttons,0.71965075,* Prevent action buttons from jumping around,,1
72,Use granite label style constants (#710),0.48687482,Improve update badge styling and category styling,  Release 1.2.1   Update meson.build ,0
73,AppInfoView: Add background and caption to screenshots (#1878),0.73133194,Show screenshot captions in a tooltip,Currently translated at 100.0% (262 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ca/,1
74,Reuse package objects on reload (#995),0.52135324,AppListUpdateView: Rewrite with ListStore by @danirabbit in https://github.com/elementary/appcenter/pull/1979,Currently translated at 66.0% (173 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/szl/,0
75,Release 3.0,0.6446186,appcenter 3.2.3 is out! ,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/en_GB/,0
76,Hide uninstall button on not installed apps.,0.72506225,Fix an issue where some apps couldn't be uninstalled from the Applications Menu,Currently translated at 88.1% (231 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/zh/,1
77,"Oops, re-use search_term variable",0.5939326,Improve search performance,Currently translated at 17.1% (45 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/te/,0
78,Drivers: Ensure headers are installed for dkms drivers (#1615),0.67511123,Install Linux kernel headers for device drivers that use DKMS,Currently translated at 17.1% (45 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/te/,0
79,Homepage: more accurate navigation (#1837),0.5633056,- Navigate banners on the home page with multitouch gestures,Currently translated at 69.0% (181 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/sr/,0
80,README.md: list dependencies (#121),0.4163106,Metainfo Improvements by @danirabbit in https://github.com/elementary/appcenter/pull/1972,Currently translated at 1.5% (4 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/sma/,0
81,Move PackageKit operations to AsyncQueue/ThreadPool (#945),0.6010265,Make loading updates async from main AppCenter window by @meisenzahl in https://github.com/elementary/appcenter/pull/1964,Currently translated at 66.4% (174 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/sl/,0
82,Show loading placeholder unless no results returned (#1260),0.508786,Mention Sideload when search returns no results,Currently translated at 85.4% (224 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/sk/,0
83,Update version in AppInfoView when update becomes available,0.6994132,AppListUpdateView: Show when up to date by @danirabbit in https://github.com/elementary/appcenter/pull/1980,Currently translated at 37.7% (99 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/si/,0
84,Un-anonymize Matt Miller (#1374),0.35763645,Metainfo Improvements by @danirabbit in https://github.com/elementary/appcenter/pull/1972,Currently translated at 100.0% (262 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/en_GB/,0
85,AppInfoView.vala:,0.60190195,App Info Page Improvements:,Currently translated at 88.5% (232 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/zh_Hant/,0
86,Get custom colors from appstream and set the appinfoview banner. (#127),0.7919587,Get brand colors from the AppStream standard so more apps are supported,Currently translated at 75.5% (198 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ro/,1
87,Lookup PackageKit packages for the installed view in parallel (#1117),0.55237645,"Load the ""Installed"" view faster",Currently translated at 5.7% (15 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/be/,0
88,Backers: anon → Mehrad Mahmoudian,0.3003983,StripeDialog: Add translator comment by @davidmhewitt in https://github.com/elementary/appcenter/pull/2009,Currently translated at 93.8% (246 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/tr/,0
89,SharePopover: Get appinfo for mailto (#1443),0.55023676,AppListUpdateView: Show when up to date by @danirabbit in https://github.com/elementary/appcenter/pull/1980,Currently translated at 75.5% (198 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ro/,0
90,Throw a dialog on failure (#1496),0.6322931,Show an error dialog if an installation fails,Currently translated at 75.5% (198 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ro/,0
91,Arrow: use insensitive_bg_color (#1464),0.45452344,Fix visual issues with category icons by @danirabbit in https://github.com/elementary/appcenter/pull/1954,Currently translated at 70.2% (184 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/pa/,0
92,AppInfoView: use a flowbox for links (#1884),0.56187385,PackageKitBackend: resolve addons in appstream pool by @danirabbit in https://github.com/elementary/appcenter/pull/1946,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/fr/,0
93,Translated using Weblate (Georgian),0.6332021,- Updated translations,Currently translated at 24.4% (64 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ug/,0
94,AbstractAppContainer: move properties to PackageRow (#1575),0.52907,PackageKitBackend: resolve addons in appstream pool by @danirabbit in https://github.com/elementary/appcenter/pull/1946,Currently translated at 71.3% (187 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/pt_BR/,0
95,Show newest changelog in the updates view (#445),0.72550195,Updates View Improvements:,Currently translated at 71.3% (187 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/pt_BR/,1
96,Size information for Runtime Updates (#1957),0.8601382,Size information for Runtime Updates by @meisenzahl in https://github.com/elementary/appcenter/pull/1957,Currently translated at 74.8% (196 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/pt/,1
97,Refactor progress callbacks to be backend agnostic (#980),0.5415602,FlatpakBackend: Handle transaction success state correctly by @davidmhewitt in https://github.com/elementary/appcenter/pull/1730,Currently translated at 3.4% (9 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ms/,0
98,Make the restart button appear in the InfoBar (#175),0.6086856,Fix for notification not appearing when a restart is required,Currently translated at 69.0% (181 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/mr/,0
99,Added new line between the ending bracket and the new code,0.4059165,Fix long origin comboboxes breaking the header layout,Currently translated at 1.1% (3 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/lv/,0
100,Fix lag when opening AppInfoView,0.65298235,Show an error dialog when opening an app fails,Currently translated at 63.3% (166 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/lt/,0
101,Translated using Weblate (Tamil),0.6062239,- Updated translations,Currently translated at 19.0% (50 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ku/,0
102,Refreshed translation template (#152),0.7538153,- Updated translations,Currently translated at 71.3% (187 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/it/,1
103,Release 3.5.1 (#1429),0.58853054,This release includes several bug fixes,Currently translated at 4.1% (11 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/hi/,0
104,Release 3.1.0,0.6347072,AppCenter 3.1.0 is out!,Currently translated at 68.7% (180 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/gl/,0
105,clicking updates badge go to installed page (#1381),0.82028925,Clicking the updates badge in the header navigates to the updates view,Currently translated at 100.0% (262 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/fr/,1
106,Refresh AppStream pool and UI when package cache changes (#865),0.68441474,Update application details when changes happen outside of AppCenter,Currently translated at 37.0% (97 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/fa/,0
107,Update appcenter.metainfo.xml.in,0.6289243,Update application details when changes happen outside of AppCenter,Currently translated at 1.1% (3 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/eu/,0
108,Simplify view handling (#379),0.50471026,Apps in list views now load in the correct order when scrolling,Currently translated at 63.3% (166 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/eo/,0
109,Banner: rewrite BannerWidget with modern code style (#1618),0.5491974,- Navigate banners on the home page with multitouch gestures,Currently translated at 66.4% (174 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/da/,0
110,LINGUAS: add pt and pt_br,0.55146563,* Updated translations,Currently translated at 88.1% (231 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ckb/,0
111,AbstractView: Safely cast to AppInfoView (#1725),0.5109523,Ellipsize long app names in App Info views,Currently translated at 13.7% (36 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/bn/,0
112,AppInfoView: Show an icon for uncurated apps (#1683),0.61545694,Don't show a warning dialog about apps from alt stores,Currently translated at 72.5% (190 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ar/,0
113,Don't replace .desktop in component ID (#1357),0.59682894,Don't show uninstall buttons for essential system components,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/ja/,0
114,Backers.md: Ascii Wolf → Daniel Rusek,0.40318048,StripeDialog: Add translator comment by @davidmhewitt in https://github.com/elementary/appcenter/pull/2009,Currently translated at 75.1% (197 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ro/,0
115,Refactor package class,0.505979,* Category graphics revamped,Currently translated at 83.9% (220 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/id/,0
116,Restructure Package.vala and ChangeInformation.vala to reduce duplication and increase clarity and make a few consequent changes elsewhere,0.4989129,Many fixed and updated translations,Currently translated at 100.0% (262 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/ja/,0
117,Remove 'Back to Home' button on clearing the search entry (#1449),0.69375485,Ensure Home button is usable during search,Currently translated at 4.1% (11 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/be/,0
118,Package: unescape name (#1594),0.4688424,Pretty output Flatpak package origins by @meisenzahl in https://github.com/elementary/appcenter/pull/1962,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: https://l10n.elementary.io/projects/appcenter/extra/",0
119,When network available refresh cache; always make sure to show the badge,0.5753913,Clicking the updates badge in the header navigates to the updates view,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/",0
120,Don't show spinner if packages are being updated (#219),0.56857,"Prevent suspending when installing, updating, or removing packages",Currently translated at 98.8% (259 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/zh_Hans/,0
121,Show humblebutton on attempting to update unpaid applications (#561),0.63923216,No longer prompt for approval to update non-curated apps,Currently translated at 93.5% (245 of 262 strings) Translation: AppCenter/AppCenter Translate-URL: https://l10n.elementary.io/projects/appcenter/appcenter/tr/,0
122,Core: fix spacing vala-lint errors (#1085),0.48327437,Fix some layout issues,,0
123,Client: Trigger auto-updates when opening the app (#1811),0.7058517,Make loading updates async from main AppCenter window by @meisenzahl in https://github.com/elementary/appcenter/pull/1964,,1
