Index,Release Note
11,"New features:
 - Show content warnings on app info pages
Fixes:
- Show other apps by an author for Flatpak sources
- Populate banner on home locally instead of relying on an external API
Improvements:
- Greatly increased number of recently-updated apps shown on home page
- Navigate banners on the home page with multitouch gestures
- Updated translations"
12,"Improvements:

Show apps from newly sideloaded remotes without requiring a restart
Less abrupt transition when changing app sources
Updated translations
"
13,"Fixes:

Install Linux kernel headers for device drivers that use DKMS
Use system Flatpak runtimes for locally installed apps

Improvements:

Mention Sideload when search returns no results
Updated translations
"
14,"Fixes:

Ensure user installation is selected by default when navigating from the homepage
Fix opening apps from app installed toasts

Improvements:

Updated translations
"
15,"Fixes:

Install Linux kernel headers with NVIDIA drivers

Improvements:

Updated translations
"
16,"Fixes:

Show Recently Updated Flatpak apps on home page
Show brand colors and support payments for Flatpak apps
Fix missing mail icon in payments dialog
Fix missing privacy policy in payments dialog

Improvements:

Updated translations
"
17,"New features:

Show in-app notification when an app is installed
Add contextual badges to notifications

Improvements:

Ensure Home button is usable during search
Ask the user to manually restart if we can't ask the session to prompt
Improve styling and contrast of buttons
More concise and consistent language
Updated translations

Fixes:

Fully uninstall Flatpaks, including locales
Still fetch screenshots from remotes that don't include proper headers
Fix truncated footer buttons
Only show Mail button when a usable mail app is installed
Fix some apps incorrectly showing as not installed during search
Show an error dialog when opening an app fails
"
18,"Fixes

Correctly display names of Flatpak runtime updates

Minor updates

Updated translations
"
19,"New features

Support system-wide Flatpak remotes

Fixes

Fix Flatpak runtime updates getting stuck
Fix long origin comboboxes breaking the header layout

Minor updates

When apps are available from multiple sources, prefer installed version, then prefer Flatpak
Improve search performance
Improve update badge styling and category styling
Updated translations
"
20,"Fixes

Ensure AppCenter is reopened at the correct position
Clicking the updates badge in the header navigates to the updates view

Minor updates

Updated translations
"
21,"Fixes

Ensure all updatable Flatpak runtimes are listed for update

Minor updates

Performance improvments
Updated translations
"
22,"New features

Perform updates without administrator permissions

Minor updates

Ensure apps on the homepage are more reliably displayed
More reliably set the Dock badge number
Updated translations
"
23,"Performance improvements

Only check for updates at device startup if it's more than 24 hours since we last checked
Reduce slowdowns when opening certain apps

Extension improvements

To de-clutter the updates view, extensions are now only shown if they require updates
Clicking an extension on an app's info page now shows details for the extension
Swap the main and overlay icons for extensions to more clearly associate extensions with their app

Keyboard improvements

Pressing down in the search field moves the keyboard focus to the search results list
Ctrl+F now moves the cursor to the search field

Fixes

Use configured network proxy settings for apt operations
No longer prompt for approval to update non-curated apps
Ensure the OS updates subheading copy is correct after finishing updates
Ellipsize long app names in App Info views

And more

Show a more informative loading screen when checking for updates
Don't list fonts alongside apps
Updated translations
"
24,"Fixes

Prevent crashes when updating Flatpaks and system packages simultaneously
Prevent suspending when installing, updating, or removing packages
Updated translations
"
25,"appcenter 3.2.3 is out! 
Updated translations"
26,"appcenter 3.2.2 is out! 
Minor fixes

Update application details when changes happen outside of AppCenter
Fix for notification not appearing when a restart is required
Apps in list views now load in the correct order when scrolling
Prevent unescaped XML entities from appearing in application names
Load the ""Installed"" view faster
Ensure flatpak applications show in the category views
Save some bandwidth by downloading smaller screenshots where appropriate
System components no longer have an ""Open"" button
Applications menu can now remove flatpaks that weren't installed by AppCenter
Make download size estimates more accurate
"
27,"appcenter 3.2.1 is out! 
Minor fixes

Prevent AppCenter from opening on log in
Prevent ghost update notification when there are no updates available
Show correct installation state for extensions
"
28,"appcenter 3.2.0 is out! 
Changes:

Add support for Flatpak apps
Warn about non-curated apps
Show an error dialog if an installation fails
Fix an issue where some apps couldn't be uninstalled from the Applications Menu
Allow browsing and uninstalling apps while offline
Fix twitter share URLs
Drop Google+ from the share menu
Animate screenshot background while loading
Add navigation arrows for screenshots
Don't show uninstall buttons for essential system components
Properly display proprietary licenses
Fix some layout issues
Fix crashes
Performance improvements
Updated translations
"
29,"AppCenter 3.1.1 is out!
Changes:
* Meson build system fixes
* Improve window state restoration
* Prevent action buttons from jumping around
* Remove reset paid apps gsettings key
* Memory management refinements
* Add conditional compilation for disabling dynamic remote homepage content
* Updated translations"
30,"AppCenter 3.1.0 is out!
Changes:
* New categories: module, module, module
* Add module to module category
* Relax email address validator
* Present update availability more accurately
* Category graphics revamped
* Updated translations"
31,"AppCenter 3.0.1 is out!
This release includes updated translations."
32,"AppCenter 3.0 is out!
The list of issues closed by this release can be found link."
33,"AppCenter 0.2.9 is out!
This release includes several link."
34,"AppCenter 0.2.8 is out!
This release includes several link."
35,"AppCenter 0.2.7 is out!
This release includes several link."
36,"AppCenter 0.2.6 is out!
This release includes several link."
37,"AppCenter 0.2.5 is out!
This release includes several link."
38,"AppCenter 0.2.4 is out!
This release includes several link."
39,"AppCenter 0.2.3 is out!
This release includes several link."
40,AppCenter 0.2.2 is out!
41,AppCenter 0.2.1 is out!
42,"AppCenter 0.2 is out!
This release includes several link"
