Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
184,Rename IRCCloud Files to File Uploads,0.69860065,• Embed thumbnails for IRCCloud file and photo uploads,,0
185,Scroll the messageview to the bottom when the soft keyboard appears/disappears,0.64831334,• Fix an issue that could cause the long-press menu to show data for the wrong message,,0
186,Improve formatting of socket_closed messages,0.53443563,• Display fixes for various message and response types,,0
187,Fix file uploads and pastebins dialogs,0.7070706,• Transfer message text into the file upload dialog automatically,,1
188,use the EXIF orientation tag when displaying thumbnails for 3rd party image URLs,0.7241065,"• Optional thumbnails for 3rd party image services including imgur, Instagram, and Flickr",,1
189,Improve keyboard focus when switching apps,0.9941245,• Improve keyboard focus when switching apps,,1
190,Always render the join/part/quit arrows in SourceSansPro,0.5515177,• Removed unexpected formatting codes when copying join/part/quit lines,,0
191,Fix double tap to mention,0.51044786,• Fix a typo on the splash screen,,0
192,fix unread indicator,0.6666787,"• Fix ""(edited)"" indicator appearing incorrectly on Slack connections",,0
193,Use append instead of setText so the cursor doesn't reset,0.57308173,• Add a setting to hide the send button on the on-screen keyboard (doesn't affect tablets),,0
194,Only show the loading spinner after the archives header has been tapped,0.83378303,• The loading spinner on the archives header should no longer appear unexpectedly when resuming the app,,1
195,leetfil.es too,0.40535092,• Pastebins are now known as Text Snippets,,0
196,Typo in filename,0.4925998,• Text snippet syntax highlighting mode can now be set without a filename,,0
197,Request and parse the gzip-encoded backlog,0.45348993,• Download logs to your device as a zip file,,0
198,Fix comparison between canonican and non-canonical paths,0.36643803,• Connection reordering,,0
199,"Add a global setting to hide the users list, sync the web setting if not set",0.6831162,• Add a setting to always hide the user list on tablets,,0
200,Use semaphores to control read and write access to the db,0.43330592,"• Global settings for auto mark as read, notify on all channel messages, and show unread indicators",,0
201,Slack channel URLs,0.64853734,• Slack-style @mention suggestions on Slack IRC gateway connections,,0
202,Dont collapse the notification if there's only 1,0.677089,• Fix an issue that could prevent notifications from appearing,,0
203,Improve the settings activity style on Android 5,0.78076744,• Improve the appearance of the app in the Android 5 task switcher,,1
204,Add the channel key indicator to the action bar,0.6601824,• View channel modes by tapping the channel topic,,0
205,Send the uploaded file URL to the correct buffer,0.65860724,• View and manage your uploaded files,,0
206,Fix an issue with automatically fetching the first page of backlog,0.54108,• Fixed the progress bar getting stuck on loading,,0
207,Link to the Play Store from the Enterprise app,0.49498528,• IRCCloud Pastebin links from other apps can now be opened in the IRCCloud app,,0
208,allow /me commands through the RemoteInputService,0.5561111,• Fix display of /me messages sent using Direct Reply,,0
209,"Fix handling of fail_info when connection state changes, properly render quit_server events, dont leave a stale topic in the subtitle when switching to a console buffer",0.5588881,• Fix an issue that could cause the Quick Reply dialog to send messages to the wrong channel,,0
210,improve whois on the team server,0.6102009,• Improve the appearance of the server presets list,,0
211,slow ping response bar,0.56114984,• Fix an issue that could cause the Quick Reply dialog to send messages to the wrong channel,,0
212,Hide the send button preference on large screen devices,0.84119624,• Add a setting to hide the send button on the on-screen keyboard (doesn't affect tablets),,1
213,Update to build with the latest Build Tools and Gradle versions,0.45754084,• Various bug fixes and improvements,,0
214,fix team server avatars,0.7045479,• Support for managing avatars on IRCv3 servers,,1
215,Fix a crash when launching invalid URL schemes,0.56230867,• Fix an issue connecting via HTTP proxies,,0
216,Update the drawer toggle indicator more efficiently,0.6191939,• Improve the initial scroll position of the conversations drawer,,0
217,"Add a 1px border between the panes, fix the list fade color on Android 2.x",0.5731212,• Add an option to hide the sidebars on landscape tablets,,0
218,Speed up updating the nick suggestions,0.5835804,• Adjust @nick autocomplete,,0
219,Add a setting to always open images in the browser,0.8021824,• Add a setting to always open URLs in the browser,,1
220,Separate dark and light theme self avatar cached bitmaps,0.53291804,• Improved the appearance of images with transparent backgrounds in the image viewer,,0
221,handle Android 6.0 runtime permissions requests,0.58887255,• Fix permissions issue when sending feedback emails,,0
222,Track down an annoying bug where the actionbar would sometimes turn grey when resuming an activity,0.6203422,• Fixed the progress bar getting stuck on loading,,0
223,Remove underline from hyperlinks,0.6908392,• Improved URL hyperlinking,,0
224,Show the unread highlight counts in the top and bottom unread bars,0.5274057,• Fixed the edit/delete buttons visibility when viewing your own text snippets,,0
225,update TrustKit config,0.47776765,• Fixed: Post-update logout bug,,0
226,"Use the newer GCM token registration API, send the token to the server using the background task scheduler",0.47076473,• Add network server presets are now kept in sync,,0
227,Fix an issue where the backlog marker wouldn't appear and the list wouldnt scrollt to the correct position after loading more backlog,0.63064396,• Fixed the progress bar getting stuck on loading,,0
228,Even better positioning of the scrollbar after loading backlog,0.694139,• Improve the initial scroll position of the conversations drawer,,0
229,More notification improvements,0.831542,• Improved notification syncing,,1
230,Make theme and monospace font local settings,0.80427635,• Monospace font option,,1
231,Handle heartbeat_echo events and refresh the buffer list with the new unread state,0.43952492,• Faster app resuming when you receive a notification,,0
232,HTML encode the real name before display,0.42043433,• Fixed HTML entities appearing when editing messages,,0
233,pastebin viewer,0.68178904,• Fix 'Open in Browser' menu item in the pastebin viewer,,0
234,unicode 8 emocodes,0.80066836,• Emoji 12.1 :emocodes:,,1
235,Fix a bug with sorting the channels list,0.92526555,• Fix an issue that could cause the channel list to be sorted in the wrong order,,1
236,Send the correct activity name to TeslaUnread,0.67466855,• Display unread message count in Nova launcher using TeslaUnread,,0
237,"btn_metadata_set, logged_in_as, user_back",0.5428957,"• Fixed ""user changed host"" message display",,0
238,Display 'connection_blocked' status,0.64090836,• Disconnect button now cancels connections that are waiting to retry,,0
239,Merge branch 'master' into L,0.3535649,• Connection reordering,,0
240,Update Gradle configuration to build with the latest version of Android Studio,0.5522884,• Android 5.0 support,,0
241,Fix collapsed reply thread text color on light theme,0.70132035,• Fix background colors on alert dialogs when using the Dawn theme,,1
242,mdpi launcher icon tweak,0.58916664,• Fix left-hand timestamps when user icons are disabled,,0
243,Fix pending messages with code blocks,0.67214906,• Fixed some issues with collapsed messages,,0
244,UK spelling for colours,0.7398428,• Colourised nicknames,,1
245,Fix dawn dialogWhenLarge theme,0.81273234,• Fix background colors on alert dialogs when using the Dawn theme,,1
246,Fix thumbnail sizes,0.6919154,• Reduce memory usage when thumbnails are enabled,,0
247,"Animate the cold start transition, add a debug setting to switch off background syncing",0.5205538,• Fix background colors on alert dialogs when using the Dawn theme,,0
248,Renew the GCM token when the OS build fingerprint changes,0.33899474,• Fix an issue where old notifications could be displayed again when resuming the app,,0
249,"Collapse op, de-op, voice, and de-voice events",0.40353745,• Improved notification sound,,0
250,don't hide self joins/parts/quits,0.74948883,• Hiding joins/parts/quits no longer hides your own quit / disconnect messages,,1
251,Fix the imgur auth theme,0.62002647,• Fixed: imgur URLs loading in the image viewer,,0
252,Show a avatar heading after new message markers,0.60612535,• Add long press menu to user avatars,,0
253,Reuse the URITemplate objects,0.47333086,• Improved imgur URL handling,,0
254,spotify: URL hyperlinking,0.9203361,• Detect spotify: hyperlinks,,1
255,Emoji 14 :emocode: shortcuts,0.90866995,• Emoji 14 :emocode:,,1
256,Fix back button,0.70700145,• Fix an issue where the back button wouldn't close the app in certain conditions,,1
257,Fix a case where large MOTDs or other messages wouldn't automatically scroll down,0.6329633,• Fix an issue that could cause the long-press menu to show data for the wrong message,,0
258,avatars-off preference,0.636086,Public Avatars,,0
259,Let the GCM heartbeats update the buffers last_seen_eids if the websocket is not connected,0.52165616,• Add network server presets are now kept in sync,,0
260,Edit existing pastebins,0.7124903,"• You can now browse, create, and edit pastebins in the app",,1
261,Fix weird Gingerbread topic popup color thing,0.6241548,• Display IRC colors in topic popups,,0
262,"Nudge the expand/collapse arrows up a bit, fix the self nick color, adjust the avatar letter size",0.66376686,• Tapping an avatar will now display a larger version,,0
263,adjust the color of un-colorized mentions,0.86353576,• Mentions can now optionally be colourised,,1
264,Only show the bottom chatter bar when switching to a scrolled up channel if the new messages marker is below the saved scroll position,0.71131736,• Scroll position now restored when switching channels,,1
265,v2.1,0.53826815,• Initial release,,0
266,"Fix a crash when long-pressing a message with no nick set, show the server for buffer_msg messages that have a server value instead of a from value",0.6286691,• Fixed missing usermasks when long-pressing a message,,0
267,Add screen resolution and network connection type to user-agent,0.64008063,• Improved display of multiple user mode changes and net splits,,0
268,86: Fix missing action bar on settings activity,0.66015774,• Fixed the progress bar getting stuck on loading,,0
269,Fix an issue where channels would remain scrolled up,0.8030461,• Scroll position now restored when switching channels,,1
270,prefer the device's system Emoji font so the keyboard emoji picker matches the sent text,0.67790395,• Reduced app size by downloading the emoji font separately,,0
271,periodically refresh the timestamps in the exports list,0.60309607,• Add notification timestamps,,0
272,use external media setting to disable external avatars,0.63106745,• Support for managing avatars on IRCv3 servers,,0
273,Fix the image viewer styling on Android 5,0.81325126,• Improve the appearance of notifications and the image viewer on Android 5,,1
274,Don't add the adapter to the listview too early,0.51081854,• The loading spinner on the archives header should no longer appear unexpectedly when resuming the app,,0
275,More accurate coloring of the up indicator when new messages arrive,0.68234396,• New message and notification layouts,,0
276,Use the correct title for a console when pressing the back button,0.45201603,• Add long press menu to user avatars,,0
277,"PRAGMA synchronous = off, output some benchmarking data",0.51301324,• Improved notification syncing,,0
278,Chrome Custom Tabs,0.72489756,• Open web URLs faster using Chrome Custom Tabs,,1
279,"Sony LiveWare extension improvements: better icons, clear notifications from watch when viewing buffer on phone, remove all notifications from watch when turning off the extension",0.6233002,• Improved notifications support on Android 8.0+,,0
280,Style the user list,0.67325425,• Adjust the user list section headers to match the website,,0
281,Serialize the user list state during orientation change so it doesnt show the wrong buffer's users,0.54288787,• Improved display of user modes set by the server,,0
282,Fix a bug where reconnecting could clear a collapsed notification,0.7520479,• Fixed some issues with collapsed messages,,1
283,"Adjust the nick complete box style a bit, don't assume channels start with #",0.74134064,• Fix missing nicks when channel topic is changed,,1
284,Speed up rotation,0.43710068,• Fixed a crash when rotating a device,,0
285,Prevent the Android phone number matcher from hyperlinking strings with less than 7 digits,0.5258084,• Strip HTML markup from Android Wear notifications,,0
286,tweak proguard settings,0.5457245,• Adjust @nick autocomplete,,0
287,Adjust mention offsets for multi-byte codepoints before adjusting for HTML entities,0.46613553,• Fix word wrapping of code spans,,0
288,Update the network preset list and use world_sheild instead of lock to indicate SSL,0.6065036,• SSL improvements,,0
289,Ignore the localhost proxy when requesting backlog,0.7211629,• HTTP proxy support,,1
290,Merge branch 'master' of github.com:irccloud/android,0.49108288,• Fix an issue that prevented Android 5.x and 6.x from connecting to the IRCCloud servers,,0
