Index,Message,Description,Message Abstract,Description Abstract
135,update Chrome Custom Tabs support for Android 11,,update Chrome Custom Tabs support for Android 11,
136,remove duplicate method,,remove duplicate method,
137,bump versionCode,,bump versionCode,
138,remove mentions and mention_data when edit_text is set,,remove mentions and mention_data when edit_text is set,
139,Fix comparison between canonican and non-canonical paths,,Fix comparison between canonican and non-canonical paths,
140,"Ignore invalid BIDs in pinned buffers list, fix a crash when unsupported browser connects to CustomTabsService",,"Ignore invalid BIDs in pinned buffers list, fix a crash when unsupported browser connects to CustomTabsService",
141,CLIENTTAGDENY,,CLIENTTAGDENY,
142,bump versionCode,,bump versionCode,
143,Validate file URIs received from camera app / document picker,,Validate file URIs received from camera app / document picker,
144,Fix a crash if user_mask isn't available in whois response,,Fix a crash if user_mask isn't available in whois response,
145,bump versionCode,,bump versionCode,
146,convert SendTask from AsyncTask to Runnable so it executes immediately,,convert SendTask from AsyncTask to Runnable so it executes immediately,
147,Ignore ircserver if the string contains * at any position,,Ignore ircserver if the string contains * at any position,
148,check ISUPPORT params are the correct type,,check ISUPPORT params are the correct type,
149,update Play Services and AndroidX libraries,,update Play Services and AndroidX libraries,
150,don't use * as the server for /whois,,don't use * as the server for /whois,
151,Fix an exception when publishing shortcuts for a channel with unexpected characters in the name,,Fix an exception when publishing shortcuts for a channel with unexpected characters in the name,
152,Fix inconsistant delete confirmation dialogs when long-pressing vs. using the overflow menu,,Fix inconsistant delete confirmation dialogs when long-pressing vs. using the overflow menu,
153,Update dynamic shortcuts on avatar_change,,Update dynamic shortcuts on avatar_change,
154,Fix a crash,,Fix a crash,
155,"Improve style of channel icons, support reply threads in bubbles",,"Improve style of channel icons, support reply threads in bubbles",
156,"don't switch buffers on openbuffer/makeserver/makebuffer events inside a bubble, dismiss bubble when buffer is deleted",,"don't switch buffers on openbuffer/makeserver/makebuffer events inside a bubble, dismiss bubble when buffer is deleted",
157,v4.23,,v4.23,
158,add missing Copyright headers,,add missing Copyright headers,
159,Replace Crashlytics.log() and Crashlytics.logException() in preparation for Firebase SDK migration,,Replace Crashlytics.log() and Crashlytics.logException() in preparation for Firebase SDK migration,
160,Add a member list button to channel bubbles,,Add a member list button to channel bubbles,
161,Improve handling of channel links inside a bubble,,Improve handling of channel links inside a bubble,
162,Notification bubbles,,Notification bubbles,
163,Improve performace when loading multiple pages of backlog,,Improve performace when loading multiple pages of backlog,
164,Fix an issue when Firebase isn't initialized,,Fix an issue when Firebase isn't initialized,
165,update SSL pin config,,update SSL pin config,
166,Fix a typo,,Fix a typo,
167,Fix a crash when building without Fabric and Firebase keys,,Fix a crash when building without Fabric and Firebase keys,
168,update to build with Android Studio 4.0 and add additional notification metadata for Android 11 Conversations,,update to build with Android Studio 4.0 and add additional notification metadata for Android 11 Conversations,
169,Fix a case that could cause a message to be marked as ready for display without color formatting being applied,,Fix a case that could cause a message to be marked as ready for display without color formatting being applied,
170,v4.22.1,,v4.22.1,
171,update Firebase and AndroidX libraries,,update Firebase and AndroidX libraries,
172,Only update the connection metadata avatar URL for self avatar_change events,,Only update the connection metadata avatar URL for self avatar_change events,
173,Add 'Ignore List' to the menu for PMs and console buffers,,Add 'Ignore List' to the menu for PMs and console buffers,
174,Support uploading files to reply threads,,Support uploading files to reply threads,
175,Fix a crash,,Fix a crash,
176,Adjust mention offsets for multi-byte codepoints before adjusting for HTML entities,,Adjust mention offsets for multi-byte codepoints before adjusting for HTML entities,
177,Append the network name when multiple buffers with the same name are pinned,,Append the network name when multiple buffers with the same name are pinned,
178,"increase the background thread pool size, move SendTask onto a different pool, fix a few cases where a large number of background threads could be created while rendering the backlog",,"increase the background thread pool size, move SendTask onto a different pool, fix a few cases where a large number of background threads could be created while rendering the backlog",
179,Don't show the Pinned header if pinnedBuffers only contains archived buffers,,Don't show the Pinned header if pinnedBuffers only contains archived buffers,
180,fix console buffer long press menu,,fix console buffer long press menu,
181,v4.22,,v4.22,
182,Pinned channels,,Pinned channels,
183,Fix a few crashes,,Fix a few crashes,
184,v4.21,,v4.21,
185,workaround a bug in the image cropper library on Android 10.x,,workaround a bug in the image cropper library on Android 10.x,
186,Support for managing IRCv3 avatars,,Support for managing IRCv3 avatars,
187,Fix a few deadlocks,,Fix a few deadlocks,
188,update avatar details on avatar_change events,,update avatar details on avatar_change events,
189,Fix a crash,,Fix a crash,
190,bump versionCode,,bump versionCode,
191,Store the event object instead of the row index in long-press listener to prevent the wrong data from appearing in the context menu,,Store the event object instead of the row index in long-press listener to prevent the wrong data from appearing in the context menu,
192,v4.20.2,,v4.20.2,
193,update WorkManager,,update WorkManager,
194,bump versionCode,,bump versionCode,
195,"update Firebase and Google Play Services, remove some debug logging",,"update Firebase and Google Play Services, remove some debug logging",
196,Fix a crash,,Fix a crash,
197,bump versionCode,,bump versionCode,
198,reset on logout,,reset on logout,
199,delete_account event,,delete_account event,
200,Migrate from Fabric to Firebase,,Migrate from Fabric to Firebase,
201,"sort nick suggestions by last highlight, last spoken, then alphabetical",,"sort nick suggestions by last highlight, last spoken, then alphabetical",
202,update :emocode: list,,update :emocode: list,
203,v4.20.1,,v4.20.1,
204,"Fix a crash, fix 'Open in Browser' menu for pastebins, force raw pastebin URLs to open in the browser",,"Fix a crash, fix 'Open in Browser' menu for pastebins, force raw pastebin URLs to open in the browser",
205,Open gravatar links in the image viewer,,Open gravatar links in the image viewer,
206,Match email addresses before web urls,,Match email addresses before web urls,
207,fix URL regex,,fix URL regex,
208,"load higher res IRCCloud avatars in the image viewer, improve support for Slack avatars",,"load higher res IRCCloud avatars in the image viewer, improve support for Slack avatars",
209,bump versionCode,,bump versionCode,
210,Show/hide toggle for server password and nickserv password,,Show/hide toggle for server password and nickserv password,
211,"launch the image viewer when tapping an avatar, refs #177",,"launch the image viewer when tapping an avatar, refs #177",
212,increase JVM heap for command-line gradle builds,,increase JVM heap for command-line gradle builds,
213,Speed up searching for events by msgid,,Speed up searching for events by msgid,
214,Fix formatting when copying join/part/quit lines,,Fix formatting when copying join/part/quit lines,
215,update AndroidX and android-gif-drawable,,update AndroidX and android-gif-drawable,
216,Remove fastlane Gemfile.lock from the git repo,,Remove fastlane Gemfile.lock from the git repo,
217,Fix the image thumbnail container background color when using Midnight theme,,Fix the image thumbnail container background color when using Midnight theme,
218,Fix email address hyperlinking,,Fix email address hyperlinking,
219,update the URL regex pattern,,update the URL regex pattern,
220,Reset the expanded archive sections after a full backlog reload as the archives list may have become deferred,,Reset the expanded archive sections after a full backlog reload as the archives list may have become deferred,
221,channel/buffer showJoinPart pref,,channel/buffer showJoinPart pref,
222,Only show the loading spinner after the archives header has been tapped,,Only show the loading spinner after the archives header has been tapped,
223,Prevent empty server_nick from being stored in the db,,Prevent empty server_nick from being stored in the db,
224,Fix a crash,,Fix a crash,
225,Strip leading and trailing newline from code blocks,,Strip leading and trailing newline from code blocks,
226,bump versionCode,,bump versionCode,
227,Fix file uploads on older versions of Android,,Fix file uploads on older versions of Android,
228,Fix an issue with automatically fetching the first page of backlog,,Fix an issue with automatically fetching the first page of backlog,
229,change color picker keyboard shortcut so it doesn't conflict with a system shortcut,,change color picker keyboard shortcut so it doesn't conflict with a system shortcut,
230,bump versionCode,,bump versionCode,
231,"Show a preview before uploading images to imgur from a share intent, fix MIME-type detection on Android 10",,"Show a preview before uploading images to imgur from a share intent, fix MIME-type detection on Android 10",
232,Use the canonical path when checking whether a file is inside our cache directory,,Use the canonical path when checking whether a file is inside our cache directory,
233,don't auto fetch if backlog is already loading,,don't auto fetch if backlog is already loading,
234,Handle newlines in message text,,Handle newlines in message text,
235,"Improve automatic initial backlog fetching, fix a bug with backlog_cache_init events, sort the buffers list more frequently",,"Improve automatic initial backlog fetching, fix a bug with backlog_cache_init events, sort the buffers list more frequently",
236,update drawerlayout version,,update drawerlayout version,
237,force the buffers list to sort after a connection status change and when re-joining channels,,force the buffers list to sort after a connection status change and when re-joining channels,
238,Fix a crash when rotating the screen while the /list results dialog is visible,,Fix a crash when rotating the screen while the /list results dialog is visible,
239,HTML encode the real name before display,,HTML encode the real name before display,
240,Fix a few crashes,,Fix a few crashes,
241,Fix a deadlock,,Fix a deadlock,
242,Fix a crash,,Fix a crash,
243,clear fetch flag when scrolling up,,clear fetch flag when scrolling up,
244,Perform one automatic backlog fetch when switching buffers if the screen isn't filled,,Perform one automatic backlog fetch when switching buffers if the screen isn't filled,
245,Prevent the Android phone number matcher from hyperlinking strings with less than 7 digits,,Prevent the Android phone number matcher from hyperlinking strings with less than 7 digits,
246,improve handling of backlog_cache_init events,,improve handling of backlog_cache_init events,
247,bump versionCode,,bump versionCode,
248,Remove support for adding photos to the camera roll on Android Q as shared SD card access is no longer available,,Remove support for adding photos to the camera roll on Android Q as shared SD card access is no longer available,
249,enable Java 8 support for newer AndroidX libraries,,enable Java 8 support for newer AndroidX libraries,
250,'Edit Topic' should be a neutral button,,'Edit Topic' should be a neutral button,
251,update Crashlytics,,update Crashlytics,
252,v4.19.2,,v4.19.2,
253,"move URL detection back into the color formatter, it's too unreliable to do in a second pass",,"move URL detection back into the color formatter, it's too unreliable to do in a second pass",
254,Offset the mention positions for multi-byte emoji codepoints,,Offset the mention positions for multi-byte emoji codepoints,
255,Don't reconnect on VPN status changes on newer versions of Android,,Don't reconnect on VPN status changes on newer versions of Android,
256,clear deferred flag as soon as backlog is requested,,clear deferred flag as soon as backlog is requested,
257,Fix a crash,,Fix a crash,
258,fix a race condition when formatting messages,,fix a race condition when formatting messages,
259,Don't invalidate the old buffer list when resuming the websocket,,Don't invalidate the old buffer list when resuming the websocket,
260,log Linkify exceptions to Crashlytics,,log Linkify exceptions to Crashlytics,
261,Fix a crash,,Fix a crash,
262,update Fastlane,,update Fastlane,
263,Fix a crash,,Fix a crash,
264,bump versionCode,,bump versionCode,
265,"Display an error toast if the app has been side-loaded without the correct configuration APK, fix a few crashes, tidy up some warnings",,"Display an error toast if the app has been side-loaded without the correct configuration APK, fix a few crashes, tidy up some warnings",
266,Remove any hyperlinks that overlap the nick in one-line layout messages,,Remove any hyperlinks that overlap the nick in one-line layout messages,
267,v4.19,,v4.19,
268,clear recent conversation when removing a buffer,,clear recent conversation when removing a buffer,
269,remove archived buffers from the recent conversations list,,remove archived buffers from the recent conversations list,
270,Prevent launcher shortcut service from creating invalid buffers,,Prevent launcher shortcut service from creating invalid buffers,
271,Prompt before joining channels from hyperlinks,,Prompt before joining channels from hyperlinks,
272,Fix a crash,,Fix a crash,
273,Fix a crash,,Fix a crash,
274,update to AppCompat 1.1.0-rc01,,update to AppCompat 1.1.0-rc01,
275,Fix a few crashes,,Fix a few crashes,
276,reload the full listview after adding links instead of refreshing individual rows,,reload the full listview after adding links instead of refreshing individual rows,
277,Avoid creating unnecessary LinkifyTasks,,Avoid creating unnecessary LinkifyTasks,
278,keep the cached pre-formatted text when reloading buffers,,keep the cached pre-formatted text when reloading buffers,
279,Fix a crash,,Fix a crash,
280,Fix a crash,,Fix a crash,
281,Fix a crash,,Fix a crash,
282,Fix a crash,,Fix a crash,
283,Fix a crash,,Fix a crash,
284,clear the list of failed image URLs when a websocket successfully reconnects,,clear the list of failed image URLs when a websocket successfully reconnects,
285,bump versionCode,,bump versionCode,
286,files-enableinline pref,,files-enableinline pref,
287,"Force local buffer to be deleted when using the long press menu, invalidate the local buffers list earlier",,"Force local buffer to be deleted when using the long press menu, invalidate the local buffers list earlier",
288,"Split hyperlinking from IRC color formatting, perform hyperlinking on a separate thread after the channel has loaded",,"Split hyperlinking from IRC color formatting, perform hyperlinking on a separate thread after the channel has loaded",
289,bump versionCode,,bump versionCode,
290,Speed up switching between buffers,,Speed up switching between buffers,
291,Always create AyncTaskEx's handler on the main thread,,Always create AyncTaskEx's handler on the main thread,
292,bump versionCode,,bump versionCode,
293,Fix a few crashes,,Fix a few crashes,
294,make it clearer which adapter variable is being referenced inside insertEvent,,make it clearer which adapter variable is being referenced inside insertEvent,
295,update to Room v2.1.0,,update to Room v2.1.0,
296,bump versionCode,,bump versionCode,
297,Fix a crash on Android 4.x,,Fix a crash on Android 4.x,
298,bump versionCode,,bump versionCode,
299,Fix loading public avatars when ident begins with a ~,,Fix loading public avatars when ident begins with a ~,
300,remove debug logging,,remove debug logging,
301,fix dynamic launcher shortcuts,,fix dynamic launcher shortcuts,
302,rename auto theme preference key,,rename auto theme preference key,
303,only use the auto theme by default on Android Q,,only use the auto theme by default on Android Q,
304,Fix the theme radio button color tinting in the latest Android Support Library,,Fix the theme radio button color tinting in the latest Android Support Library,
305,Automatically choose between Dawn and Midnight based on battery saver status on older versions of Android,,Automatically choose between Dawn and Midnight based on battery saver status on older versions of Android,
306,update to the final Q SDK,,update to the final Q SDK,
307,Merge branch 'master' into Android-Q,,Merge branch 'master' into Android-Q,
308,merge the entities JsonNode instead of replacing it when processing edits,,merge the entities JsonNode instead of replacing it when processing edits,
309,Merge branch 'master' into Android-Q,,Merge branch 'master' into Android-Q,
310,use the newer ConnectivityManager.NetworkCallback API on Android N+ for monitoring connectivity changes,,use the newer ConnectivityManager.NetworkCallback API on Android N+ for monitoring connectivity changes,
311,Create SECURITY.md,,Create SECURITY.md,
312,improve reconnecting when the previous socket never recieved any events,,improve reconnecting when the previous socket never recieved any events,
313,update emocode data,,update emocode data,
314,improve reconnecting when the previous socket never recieved any events,,improve reconnecting when the previous socket never recieved any events,
315,Limit the dynamic shortcuts,,Limit the dynamic shortcuts,
316,Fix a crash,,Fix a crash,
317,"Enable detection of phone numbers, addresses, etc. on Android 9+",,"Enable detection of phone numbers, addresses, etc. on Android 9+",
318,Add support for launcher shortcuts for the new Android Q direct share API,,Add support for launcher shortcuts for the new Android Q direct share API,
319,Add a setting to automatically use dawn or midnight based on the system dark theme,,Add a setting to automatically use dawn or midnight based on the system dark theme,
320,opt out of Force Dark as we provide our own dark themes,,opt out of Force Dark as we provide our own dark themes,
321,target Android Q and remove obsolote Q beta 1 media permission requests,,target Android Q and remove obsolote Q beta 1 media permission requests,
322,Fix initial state of the IRC colors toggle switch in the Display Options dialog,,Fix initial state of the IRC colors toggle switch in the Display Options dialog,
323,v4.17,,v4.17,
324,UK spelling for colours,,UK spelling for colours,
325,Option to disable displaying IRC colors,,Option to disable displaying IRC colors,
326,fix HTML-escaped text when editing a message,,fix HTML-escaped text when editing a message,
327,fetch pastebin JSON to determine own_paste,,fetch pastebin JSON to determine own_paste,
328,fetch properties JSON when tapping an IRCCloud file upload hyperlink,,fetch properties JSON when tapping an IRCCloud file upload hyperlink,
329,speed up rendering large amounts of collapsed joins/parts/quits,,speed up rendering large amounts of collapsed joins/parts/quits,
330,Prepare for Android Q media permission name changes,,Prepare for Android Q media permission name changes,
331,hide global mute setting toggle on Enterprise builds,,hide global mute setting toggle on Enterprise builds,
332,notifications-mute checkbox,,notifications-mute checkbox,
333,make ash screenshots monospace,,make ash screenshots monospace,
334,Fix a crash,,Fix a crash,
335,uncomment clean build step,,uncomment clean build step,
336,improve fastlane screenshots script,,improve fastlane screenshots script,
337,configure Fastlane for screenshot generation,,configure Fastlane for screenshot generation,
338,hide notifications-mute on Enterprise builds,,hide notifications-mute on Enterprise builds,
339,chanfilter_list,,chanfilter_list,
340,notifications-mute pref,,notifications-mute pref,
341,refactor BufferOptionsFragment,,refactor BufferOptionsFragment,
342,update Gradle build script,,update Gradle build script,
343,store the nick correctly when long-pressing a join/part/quit line,,store the nick correctly when long-pressing a join/part/quit line,
344,Fix collapsed reply thread text color on light theme,,Fix collapsed reply thread text color on light theme,
345,add a target for loading mock data for screenshots,,add a target for loading mock data for screenshots,
346,Fix an installation error when building with the Android Q SDK,,Fix an installation error when building with the Android Q SDK,
347,Fix a typo,,Fix a typo,
348,v4.15.4,,v4.15.4,
349,add an additional pin to the network security config,,add an additional pin to the network security config,
350,log the error code and reason string when the websocket disconnects,,log the error code and reason string when the websocket disconnects,
351,v4.15.3,,v4.15.3,
352,fix a NullPointerException when loading Slack avatars while the websocket is disconnected,,fix a NullPointerException when loading Slack avatars while the websocket is disconnected,
353,add gradle.properties,,add gradle.properties,
354,v4.15.2,,v4.15.2,
355,update to WorkManager 1.0.0,,update to WorkManager 1.0.0,
356,don't use avatar images in notifications if user icons pref is disabled,,don't use avatar images in notifications if user icons pref is disabled,
357,update GIF library,,update GIF library,
358,v4.15.1,,v4.15.1,
359,Fix a null pointer exception,,Fix a null pointer exception,
360,Fix missing text on inline image thumbnails,,Fix missing text on inline image thumbnails,
361,make ImageList.MD5() thread-safe and ignore ExifInterface errors when loading cached images,,make ImageList.MD5() thread-safe and ignore ExifInterface errors when loading cached images,
362,set avatar for sent messages in notifications and remove duplicate remoteinputhistory,,set avatar for sent messages in notifications and remove duplicate remoteinputhistory,
363,update Source Sans Pro and Hack fonts,,update Source Sans Pro and Hack fonts,
364,Prevent loading partially downloaded images from the cache and fix an issue that could cause failed image downloads to show the loading spinner forever,,Prevent loading partially downloaded images from the cache and fix an issue that could cause failed image downloads to show the loading spinner forever,
365,adjust pin expiration date,,adjust pin expiration date,
366,update TrustKit config,,update TrustKit config,
367,update WorkManager,,update WorkManager,
368,update TLDs,,update TLDs,
369,update :emocode: aliases,,update :emocode: aliases,
370,update WorkManager,,update WorkManager,
371,don't set high priority on individual notifications on Android 7.0+ as it's handled by the NotificationChannel already,,don't set high priority on individual notifications on Android 7.0+ as it's handled by the NotificationChannel already,
372,hide Mark As Read notification action for now,,hide Mark As Read notification action for now,
373,update Gradle version,,update Gradle version,
374,update Crashlytics and Play Services,,update Crashlytics and Play Services,
375,bump versionCode,,bump versionCode,
376,Fix cleaning up old notification channels,,Fix cleaning up old notification channels,
377,Fix a case where the from nickname could be uninitialized when sending messages,,Fix a case where the from nickname could be uninitialized when sending messages,
378,fix missing text on socket_closed / you_parted messages,,fix missing text on socket_closed / you_parted messages,
379,don't hide self joins/parts/quits,,don't hide self joins/parts/quits,
380,Fix a crash,,Fix a crash,
381,Fix a crash,,Fix a crash,
382,content descriptions for file uploads / image thumbnail rows,,content descriptions for file uploads / image thumbnail rows,
383,better content descriptions for collapsed join/part/quits,,better content descriptions for collapsed join/part/quits,
384,adjust order of message contentDescription,,adjust order of message contentDescription,
385,bump versionCode,,bump versionCode,
386,Fix collapse menu item when network is expanded,,Fix collapse menu item when network is expanded,
387,Set the locale when formatting dates/times,,Set the locale when formatting dates/times,
388,fix hyperlinks in TalkBack contentdescription for messages,,fix hyperlinks in TalkBack contentdescription for messages,
389,add some missing accessibility content descriptions,,add some missing accessibility content descriptions,
390,Add 'Send a Message' to the network long press menu,,Add 'Send a Message' to the network long press menu,
391,use the newer apply() method instead of commit() when writing to SharedPreferences,,use the newer apply() method instead of commit() when writing to SharedPreferences,
392,handle text alert types,,handle text alert types,
393,Fix the collapsed unread border color,,Fix the collapsed unread border color,
394,hide expand/collapse menu on Enterprise builds,,hide expand/collapse menu on Enterprise builds,
395,bump versionCode,,bump versionCode,
396,collapsable networks,,collapsable networks,
397,remove invalid_nick input prompt,,remove invalid_nick input prompt,
398,Fix an issue that could leave the left drawer locked when resuming the app,,Fix an issue that could leave the left drawer locked when resuming the app,
399,Add avatars for each user in the grouped conversation notifications on Android N+,,Add avatars for each user in the grouped conversation notifications on Android N+,
400,Gradle script improvements,,Gradle script improvements,
401,migrate from GCM to Firebase and WorkManager,,migrate from GCM to Firebase and WorkManager,
402,remove debug logging,,remove debug logging,
