Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
feat(plugin-vite): auto-update server.port (#3201),0.9310421,feat(plugin-vite): auto-update server.port by @caoxiemeihao in link,,1
refactor(publisher-github): use Array.flatMap (#3199),0.4813636,This aligns the syntax for this configuration with the publishers and makers arrays.,,0
docs(publisher-github): clean up extra backticks (#3207),0.62208086,publisher-github: allow specifying alternative tag prefix (#2605) (88d9d722),,0
build: rename package.json to avoid dependabot scan (#3216),0.72808754,build(deps): bump json5 from 1.0.1 to 1.0.2 by @dependabot in link,,1
v6.1.1,0.67872316,Release 6.0.0 beta.69 by @VerteDinde in link,,0
fix: normalize artifact paths in makeResult dryRunResume (#3206),0.9337796,fix: normalize artifact paths in makeResult dryRunResume by @VerteDinde in link,,1
fix(publisher-s3): Make S3 upload fail non-silently (#3194),0.9221574,fix(publisher-s3): Make S3 upload fail non-silently by @cpmsmith in link,Fixes electron/forge#3166 See also: link,1
fix(plugin-vite): correctly close vite dev-server (#3202),0.9439734,fix(plugin-vite): correctly close vite dev-server by @caoxiemeihao in link,,1
chore: add needed Vite infra details (#3197),0.5088232,build: add needed Vite infra details by @VerteDinde in link,,0
v6.1.0,0.717214,Release 6.0.0 beta.69 by @VerteDinde in link,,1
build(deps): bump webpack from 5.69.1 to 5.76.0 (#3191),0.8501915,build(deps): bump webpack from 5.69.1 to 5.76.0 by @dependabot in link,Bumps webpack from 5.69.1 to 5.76.0. - Release notes - Commits updated-dependencies: - dependency-name: webpack   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
fix(plugin-fuses): resetAdHocDarwinSignature rules on Mac (#3190),0.96997017,fix(plugin-fuses): resetAdHocDarwinSignature rules on Mac by @erikian in link,fix(plugin-fuses): set resetAdHocDarwinSignature to true on platform=mas when the osxSign config is missing docs(plugin-fuses): fixed minor typo in the README,1
fix(plugin-vite): start Vite error (#3189),0.9074446,fix(plugin-vite): start Vite error by @caoxiemeihao in link,fix: start Vite error fix(plugin-vite): fs.rm instead fs.rmdir,1
feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options (#3107),0.96989954,feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options by @MarshallOfSound in link,"feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options These two new options allow the zip maker to spit out a valid RELEASES.json file for use with the Electron autoUpdater.  It makes the most sense to put this in the zip maker as the zip artifacts are what the macOS auto updater uses to update. This is part 1 of a multi-part series of PRs to forge + update-electron-app + forge-docs to make the story for ""I use forge, I want to update my app from static storage like S3"" incredibly easy to tell. Update packages/maker/zip/src/Config.ts Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Erick Zhao erick@hotmail.ca",1
fix: normalize dry run paths in dryRunResume (#3184),0.76148665,fix: use correct platform paths for artifacts in dryRunResume by @VerteDinde in link,,1
feat(template): add vite template (#3071),0.8030894,feat(template): add vite template by @caoxiemeihao in link,feat(template): add vite template refactor: better CLIOptions type define feat: semantic Renderer config feat!:support multiple renderer chore: cleanup feat: add ViteConfig test chore: format code feat: add util/plugins test fix(test): compatible Windows OS Update packages/plugin/vite/src/ViteConfig.ts Co-authored-by: Black-Hole 158blackhole@gmail.com Update packages/plugin/vite/src/util/plugins.ts Co-authored-by: Black-Hole 158blackhole@gmail.com Update packages/template/vite/.eslintignore Co-authored-by: Black-Hole 158blackhole@gmail.com Update packages/plugin/vite/src/ViteConfig.ts Co-authored-by: Black-Hole 158blackhole@gmail.com fix: typo Update packages/plugin/vite/README.md Co-authored-by: Black-Hole 158blackhole@gmail.com Update packages/plugin/vite/src/VitePlugin.ts Co-authored-by: Black-Hole 158blackhole@gmail.com Update packages/plugin/vite/src/VitePlugin.ts Co-authored-by: Black-Hole 158blackhole@gmail.com Update packages/plugin/vite/src/VitePlugin.ts Co-authored-by: Black-Hole 158blackhole@gmail.com Update packages/plugin/vite/src/VitePlugin.ts Co-authored-by: Black-Hole 158blackhole@gmail.com chore: format code chore: update version chore: update version numbers chore: update lockfile Co-authored-by: Black-Hole 158blackhole@gmail.com Co-authored-by: Erick Zhao erick@hotmail.ca,1
ci: run tests in merge queue (#3174),0.8996783,ci: run tests in merge queue by @dsanders11 in link,,1
ci: fix the build and tests (#3173),0.8704467,ci: fix the build and tests by @erickzhao in link,fix(plugin-fuses): use the latest version for the plugin and its dependencies fix: updated versions in the test app fix: rename the test fixture folder bump fix: use new fixture folder name in the test attempt npm install keep debugging i dont know windows zzz bump freeze lockfile update lockfile downgrade npm 8 switch shell back to bash try again Co-authored-by: Erik Moura erikian@erikian.dev,1
feat: add Fuses plugin (#3132),0.9523964,feat: add Fuses plugin by @erikian in link,,1
ci: use action-semantic-pull-request (#3144),0.9105736,ci: use action-semantic-pull-request by @dsanders11 in link,,1
docs: update release process guide (#3161),0.8863771,docs: update release process guide by @erickzhao in link,,1
chore: gitignore lerna-debug.log (#3162),0.9136799,chore: gitignore lerna-debug.log by @erickzhao in link,,1
v6.0.5,0.6891259,Release 6.0.0 beta.69 by @VerteDinde in link,,0
fix(build): ensure lerna publishes exact versions,0.67729795,build: improve lerna publish process by @erickzhao in link,ref: link,0
chore(maker-rpm): map arm64 -> aarch64 (#3137),0.9449842,chore(maker-rpm): map arm64 -> aarch64 by @dsanders11 in link,,1
fix(publisher-ers): Update ERS API usage for v2.0 (#3149),0.95555735,fix(publisher-ers): Update ERS API usage for v2.x by @ArekSredzki in link,"Recently, v2.0 of electron-release-server was released. This version updated many of the underlying packages and should be adopted by all users of the server. In the process, the API changed due to a change with SailsJS. This corrects the API usage within the ERS publisher plugin to allow users to continue using it. Note that this issue was reported here: link",1
build(deps): bump http-cache-semantics from 4.1.0 to 4.1.1 (#3156),0.8770819,build(deps): bump http-cache-semantics from 4.1.0 to 4.1.1 by @dependabot in link,Bumps http-cache-semantics from 4.1.0 to 4.1.1. - Release notes - Commits updated-dependencies: - dependency-name: http-cache-semantics   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
ci: create a test:slow script to avoid re-running fast tests in the slow-tests job (#3150),0.9661117,ci: create a test:slow script to avoid re-running fast tests in the slow-tests job by @erikian in link,,1
build: update dependencies to clean up yarn audit,0.90955174,build: update dependencies to clean up yarn audit by @MarshallOfSound in link,,1
chore: set @wg-ecosystem as CODEOWNERS (#3143),0.87414867,chore: set @wg-ecosystem as CODEOWNERS by @dsanders11 in link,,1
chore: update repo link from userland migration (#3138),0.93331015,chore: update repo link from userland migration by @dsanders11 in link,,1
fix(package): ensure electron-packager throws if fails (#3136),0.9293535,fix(package): ensure electron-packager throws if fails by @erickzhao in link,,1
fix(cli): use fallback renderer for any DEBUG vars (#3135),0.9725351,fix(cli): use fallback renderer for any DEBUG vars by @erickzhao in link,,1
build(deps): bump json5 from 1.0.1 to 1.0.2 (#3133),0.8777555,build(deps): bump json5 from 1.0.1 to 1.0.2 by @dependabot in link,Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
chore: add .gitattributes file for proper handling of line endings (#3134),0.9067992,chore: add .gitattributes file for proper handling of line endings by @erikian in link,,1
fix: pass this.config when calling internal hooks (#3126),0.83526117,fix(core): pass this.config when calling internal hooks by @albertxing in link,,1
build: npm@9 removed the bin command (#3110),0.8830962,build: npm@9 removed the bin command by @MarshallOfSound in link,,1
build: update dependencies to clean up yarn audit (#3111),0.91954696,build: update dependencies to clean up yarn audit by @MarshallOfSound in link,,1
build: enforce versions are in sync between packages (#3106),0.83194906,build: enforce versions are in sync between packages by @MarshallOfSound in link,,1
build: update dependencies to clean up yarn audit (#3105),0.92278486,build: update dependencies to clean up yarn audit by @MarshallOfSound in link,,1
v6.0.4,0.6925104,Release 6.0.0 beta.69 by @VerteDinde in link,,0
fix(publisher-ers): properly publish non-default flavors (#3079),0.8658482,fix(publisher-ers): properly publish non-default flavours by @dariusclay in link,,1
docs: explain how to test local code changes with symlinks (#3089),0.95301414,docs: explain how to test local code changes with symlinks by @erickzhao in link,,1
build: use a single top-level tsc -b for all packages (#3090),0.9530268,build: use a single top-level tsc -b for all packages by @erickzhao in link,,1
fix(all): disallow throwing literals (@typescript-eslint/no-throw-literal) (#3086),0.9444895,fix(all): disallow throwing literals (@typescript-eslint/no-throw-literal) by @erickzhao in link,,1
build: improve lerna publish process (#3082),0.90466243,build: improve lerna publish process by @erickzhao in link,,1
chore: add husky pre-push script (#3061),0.9031819,chore: add husky pre-push script by @georgexu99 in link,chore: add husky pre-push script skip pre-push on windows change to node script add inquirer as devdependency add inquirer as devdependency,1
docs: fix InternalOptions links in API docs (#3083),0.95104766,docs: fix InternalOptions links in API docs by @erickzhao in link,"5104cc0 changed the URLs to internal modules, which broke some links in our generated API docs.",1
docs: remove mentions of lerna run test in contributing.md (#3081),0.9288088,docs: remove mentions of lerna run test in contributing.md by @georgexu99 in link,,1
fix(core): allow the forge.config property in package.json to point to a non-js file (#3070),0.9901786,fix(core): allow the forge.config property in package.json to point to a non-js file by @erikian in link,,1
build: add test flag to run local forge files instead of remote (#3075),0.7006351,build: add test flag to link Forge commands after running init by @georgexu99 in link,,1
build: add preversion to scripts (#3074),0.85988706,build: add preversion to scripts by @georgexu99 in link,,1
v6.0.3,0.7105731,Release 6.0.0 beta.69 by @VerteDinde in link,,1
chore: update CHANGELOG.md,0.63817537,chore: update README.md by @VerteDinde in link,,0
v6.0.2,0.7146025,Release 6.0.0 beta.69 by @VerteDinde in link,,1
chore: correct CONTRIBUTING.md,0.39641452,chore: update README.md by @VerteDinde in link,,0
fix(template-webpack): only run asset relocator loader on node_modules folder (#3060),0.9222074,fix(template-webpack): only run asset relocator loader on node_modules folder by @MarshallOfSound in link,Co-authored-by: Erick Zhao erick@hotmail.ca,1
build: migrate to lerna from bolt (#3058),0.9324229,build: migrate to lerna from bolt by @georgexu99 in link,chore: init chore: migrate bolt to lerna chore: fix version add caching update scripts dont see why were piping contributing.md update add publishConfig update contributing.md fix wording delete bump and publish scripts Update ci.yml chore: lint update contributing.md chore: undo ts-ignores correctly remove yarn:coverage from rebase conflict,1
feat(maker-pkg): allow to override .pkg name (#1785),0.9115334,feat(maker-pkg): allow to override .pkg name by @mahnunchik in link,Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Black-Hole 158blackhole@gmail.com,1
build(test): remove unnecessary coverage artifacts (#3066),0.5135745,ci: fix the build and tests by @erickzhao in link,,0
fix(plugin-webpack): remove define plugin from renderer config (#3062),0.9746046,fix(plugin-webpack): remove define plugin from renderer config by @erickzhao in link,,1
docs: correct command (#3063),0.47365928,V6 Docs by @MarshallOfSound in link,,0
fix(maker-pkg): add targetArch to pkg name (#3057),0.93984973,fix(maker-pkg): add targetArch to pkg name by @erickzhao in link,Co-authored-by: Narayan Sainaney narayan@sainaney.com,1
fix(maker-squirrel): do not register the delta nupkg as an artifact when deltas are disabled (#3059),0.97981316,fix(maker-squirrel): do not register the delta nupkg as an artifact when deltas are disabled by @MarshallOfSound in link,"Revert ""fix(publisher-s3): ensure files are on disk before publishing (#2585)"" This reverts commit f3d38e0dfbcb307355adfe5b2118ebedbdd91bcc. fix: do not add delta package to list if noDelta is specified",1
fix(publisher-s3): ensure files are on disk before publishing (#2585),0.72372305,fix(publisher-s3): ensure published files do not overwrite multiple arches by @MarshallOfSound in link,"When making with windows.squirrel and the noDelta options selected, the delta package will end up in the artifacts list and kill the publishing phase. Although unrelated, this will only publish files that are actually on disk at the time of publishing. Co-authored-by: Tom Van Damme tom.vandamme@two-point-o.be",1
Update CHANGELOG.md for 6.0.1,0.6107739,Full Changelog: link,,0
Release 6.0.1,0.83217186,Release 6.0.0 beta.69 by @VerteDinde in link,,1
refactor: migrate import command to listr2 (#3048),0.8884746,refactor: migrate import command to listr2 by @MarshallOfSound in link,refactor: migrate import command to listr2 refactor: clean up unused dependencies Update packages/api/core/src/api/import.ts Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Erick Zhao erick@hotmail.ca,1
build: add vscode config for better devxp (#3049),0.90368724,build: add vscode config for better devxp by @MarshallOfSound in link,,1
"refactor: use listr2 for the package, make and publish commands (#3043)",0.8960913,"refactor: use listr2 for the package, make and publish commands by @MarshallOfSound in link",refactor: use listr2 for the package command chore: fix tests refactor: use listr2 for the make command refactor: use listr2 for the publish command refactor: remove actualTargetPlatform because it is silly build: shared-types should not depend on ora spec: fix tests chore: remove dead code in publish,1
build: remove codecov (#3044),0.70749927,build: remove codecov by @MarshallOfSound in link,,1
Update CHANGELOG.md for 6.0.0,0.609352,Full Changelog: link,,0
Release 6.0.0,0.83434916,Release 6.0.0 beta.69 by @VerteDinde in link,,1
build: change isBeta back to beta value (#3042),0.84878325,build: change isBeta back to beta value by @VerteDinde in link,,1
Update CHANGELOG.md for 6.0.0-beta.75,0.6234447,Full Changelog: link,,0
Release 6.0.0-beta.75,0.8504176,Release 6.0.0 beta.69 by @VerteDinde in link,,1
chore: bump packager to 17.1.1 (#3041),0.9102701,chore: bump packager to 17.1.1 by @VerteDinde in link,,1
feat: move create-electron-app into forge (#2988),0.91408736,feat: move create-electron-app into forge by @VerteDinde in link,"feat: move create-electron-app into forge build: do stuff build: how dare we ignore this file chore: add README fix: name bin for cre correctly fix: disable eslint for CEA build: bust ci cache fix: set version to 74 debug: remove windows-latest run debug: bump windows bolt 0.21.2 -> 0.24.10 debug: pre-install cli debug: bolt to 0.22.4 build: make stub electron-forge.js file in dist for windows build to work Revert ""debug: bolt to 0.22.4"" This reverts commit 8d632438c2cb5386a1d77e0b0d245f4948f1b4e0. Revert ""debug: pre-install cli"" This reverts commit dcb2a66b7e92fa951e8f1822aa306fa16ddd85e5. Revert ""debug: bump windows bolt 0.21.2 -> 0.24.10"" This reverts commit 2458c6097798732f4c8c8e2c74f08d21a97817fb. Revert ""debug: remove windows-latest run"" This reverts commit 37847a28155524c7f5a580433051063d8ea1067d. Revert ""build: bust ci cache"" This reverts commit 4b35ffed2c170cc8c8f9c5a57958d81e297e9bd3. build: move stub folder to preinstall hook Reland: bump windows bolt 0.21.2 -> 0.24.10 build: add shim script for windows, remove unneeded deps build: improve tools/maybe-shim-windows.js Co-authored-by: Samuel Attard sam@electronjs.org Co-authored-by: Samuel Attard sattard@salesforce.com Co-authored-by: Samuel Attard sam@electronjs.org",1
Update CHANGELOG.md for 6.0.0-beta.74,0.61061287,Full Changelog: link,,0
Release 6.0.0-beta.74,0.85572565,Release 6.0.0 beta.69 by @VerteDinde in link,,1
spec: add proper package test for webpack ts template (#3040),0.8884928,spec: add proper package test for webpack ts template by @MarshallOfSound in link,,1
fix: do not proxify class instances in forge config (#3039),0.8825948,fix: do not proxify class instances in forge config by @MarshallOfSound in link,fix: do not proxify class instances in forge config spec: fix config tests,1
Update CHANGELOG.md for 6.0.0-beta.73,0.6234794,Full Changelog: link,,0
Release 6.0.0-beta.73,0.8582355,Release 6.0.0 beta.69 by @VerteDinde in link,,1
chore(require-search): make error message clearer (#3037),0.8920901,chore(utils): make require-search error message clearer by @erickzhao in link,,1
fix: ensure webpack typescript template runs (#3038),0.8317288,fix(template-typescript-webpack): preload file to webpack config by @fredrikj31 in link,,1
Update CHANGELOG.md for 6.0.0-beta.72,0.6183426,Full Changelog: link,,0
Release 6.0.0-beta.72,0.8541533,Release 6.0.0 beta.69 by @VerteDinde in link,,1
build: modify ts-ignore for /test & /src (#3036),0.8831817,build: modify ts-ignore for /test & /src by @VerteDinde in link,,1
Update CHANGELOG.md for 6.0.0-beta.71,0.6246128,Full Changelog: link,,0
Release 6.0.0-beta.71,0.8551606,Release 6.0.0 beta.69 by @VerteDinde in link,,1
chore: rename typescript-webpack to webpack-typescript (#3035),0.9178899,chore: rename typescript-webpack to webpack-typescript by @georgexu99 in link,,1
build: remove travis and appveyor ci templates (#3034),0.9041577,build: remove travis and appveyor ci templates by @VerteDinde in link,,1
chore: move from electron-rebuild to @electron/rebuild (#3033),0.8830947,chore: move from electron-rebuild to @electron/rebuild by @MarshallOfSound in link,chore: move from electron-rebuild to @electron/rebuild oops,1
refactor: use listr2 instead of async-ora (#3022),0.88187104,refactor: use listr2 instead of async-ora by @MarshallOfSound in link,refactor: port check-system to Listr2 refactor: port 'init' to listr2 refactor: port 'start' to listr2 refactor: improve unhandled promise logging chore: fix start and init tests chore: load local modules first chore: force ts-checker plugin to pipe to webpack-infra logging channel chore: handle core-utils migration chore: move rebuild to core-utils,1
docs: update release process (#3032),0.8308533,docs: update release process guide by @erickzhao in link,docs: edit changelog Update CONTRIBUTING.md Co-authored-by: Keeley Hammond khammond@slack-corp.com Co-authored-by: Keeley Hammond khammond@slack-corp.com,1
"fix(packager): ""packaging application"" log never stops when building for multiple architectures (#3006)",0.9322443,"fix(packager): ""packaging application"" log never stops when building for multiple architectures by @macdja38 in link","Fix ""packaging application"" log never stopping when building for multiple architectures There's some kinda complex race condition ish behaviour in the current way the packagerSpinner is handled. At the moment there's one variable for all architectures, that gets created in one of the later afterCopyHooks, and dismissed both in the first hook, and at the end of all the hooks. This would work if architectures where built for sequentially, but, at least on my system, these builds happen in parallel. Meaning one of the architectures packageSpinners overwrites the other, before the first is dismissed. At the end of the build the second packageSpinner has success fired on it, while the first continues to spin, preventing the process from exiting. The solution in this commit is far less than ideal. Constraints:  - Without access to the list of architectures (the function to generate that list is not exported from electron-packer) we don't even know how many architectures we're building for.  - This one is a little self-imposed, and maybe not a constraint for the project, but the code aims not to change any public facing apis. So we need to have one spinner we can pass to the postPackage hook. link Given these constraints the solution in this commit has one initial prepare / package spinner. AS well as prepare / package spinners per architecture. One downside is if the afterCopyHooks are executed one architecture at a time, instead of parallelized by architecture, the overarching prepareSpinner could be ended early, (though architecture specific prepare spinners would still be accurate). Simplify Package spinners, removing prepackage & making package smarter. build: update electron-packager Co-authored-by: Samuel Attard sattard@salesforce.com",1
chore: update README.md (#3025),0.85414404,chore: update README.md by @VerteDinde in link,Co-authored-by: Erick Zhao erick@hotmail.ca,1
test: add test for detect forge.config (#3031),0.8700534,test: add test to detect forge.config by @VerteDinde in link,,1
refactor: use forge.config.ts in the webpack typescript template (#3012),0.96833545,refactor: use forge.config.ts in the webpack typescript template by @MarshallOfSound in link,feat!: prefer forge.config.js over package.json config This change affects the init and import commands. run lint fix tests another test change fix import copy over forge.config files rather than mutate base tmpl i broke a test with rebase fix lint feat: typed forge.config.ts chore: extract utils to @electron-forge/core-utils to remove cyclic dep chore: update tests for extracted logic in core-utils chore: fix tests Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Keeley Hammond khammond@slack-corp.com,1
fix(publish): ignore unnecessary files when publishing to npm (#3024),0.9114845,fix(publish): ignore unnecessary files when publishing to npm by @erikian in link,,1
fix(template-base): use minimum instead of exact version when replacing ELECTRON_FORGE/VERSION in templates (#3030),0.9806547,fix(template-base): use minimum instead of exact version when replacing ELECTRON_FORGE/VERSION in templates by @erikian in link,,1
fix: use @electron-forge/cli hint for project resolution (#3023),0.9763833,fix: use @electron-forge/cli hint for project resolution by @MarshallOfSound in link,"We were falling back to the ""best guess"" behavior for the forge.config.js scenario, we can do better than best guess and infer a forge project based on a forge dependency",1
fix: restore isProd in the webpack  plugin (#3021),0.96219873,fix: restore isProd in the webpack  plugin by @MarshallOfSound in link,,1
Release 6.0.0 beta.70 (#3018),0.88223696,Release 6.0.0 beta.69 by @VerteDinde in link,Release 6.0.0-beta.70 Update CHANGELOG.md for 6.0.0-beta.70 docs: add reminder to login to npm zzz,1
build: add icon to MakerWixConfig (#3017),0.8680633,build: add icon property to MakerWixConfig by @VerteDinde in link,,1
fix(template-typescript-webpack): install ts-node (#3016),0.78574836,fix(template-typescript-webpack): preload file to webpack config by @fredrikj31 in link,,1
fix(template-typescript-webpack): webpack entrypoint extensions (#3014),0.8986715,fix(template-typescript-webpack): webpack entrypoint extensions by @erickzhao in link,,1
fix(template-typescript-webpack): clean up forge config code (#3009),0.9560245,fix(template-typescript-webpack): clean up forge config code by @erickzhao in link,,1
Release 6.0.0 beta.69 (#3011),0.8924856,Release 6.0.0 beta.69 by @VerteDinde in link,Release 6.0.0-beta.69 Update CHANGELOG.md for 6.0.0-beta.69,1
chore: fix links from userland migration (#3010),0.9227701,chore: fix links from userland migration by @georgexu99 in link,,1
feat!: prefer forge.config.js over package.json config (#2991),0.9635929,feat!: prefer forge.config.js over package.json config by @erickzhao in link,BREAKING CHANGE: templates that mutated the Forge config within package.json will need to instantiate their own forge.config.js,1
chore: build electron-wix-msi to 5.0.0 (#3008),0.873805,chore: bump electron-wix-msi to 5.0.0 by @VerteDinde in link,,1
"fix(plugin-webpack): keep devDependencies, dependencies, optionalDependencies and peerDependencies in the distributed package.json (#3007)",0.98231065,"fix(plugin-webpack): keep devDependencies, dependencies, optionalDependencies and peerDependencies in the distributed package.json by @erikian in link",,1
refactor(maker-squirrel): ensure Squirrel.Windows name doesn't contain hyphens (#3004),0.95707303,refactor(maker-squirrel): ensure Squirrel.Windows name doesn't contain hyphens by @erickzhao in link,Co-authored-by: Samuel Attard sam@electronjs.org,1
feat(publisher-s3): Add sessionToken and change default fallback (#2984),0.8631484,feat(publisher-s3): Add sessionToken and change default fallback by @bboure in link,,1
build: fix some yarn audit output (#3002),0.81725836,build: fix some yarn audit output by @MarshallOfSound in link,,1
build: upgrade electron-wix-msi to 4.0.0 (#3003),0.9135952,chore: upgrade electron-wix-msi to 4.0.0 by @georgexu99 in link,,1
docs: add READMEs to packages (#2986),0.82456946,docs: add READMEs to packages by @georgexu99 in link,docs: add maker module READMEs chore: remove sync-readmes script docs: add plugin READMEs docs: add packager module to READMEs docs: improve examples in READMEs docs: update README titles with module name fix: update CompileElectronPlugin name Co-authored-by: Keeley Hammond khammond@slack-corp.com,1
refactor: better internal type safety for hooks (#2995),0.86323524,refactor!: better internal type safety for hooks by @MarshallOfSound in link,,1
build: add rule that enforces named exports over default exports (#3000),0.82748175,build: add rule that enforces named exports over default exports by @MarshallOfSound in link,,1
build: actually enable husky/lint-staged (#2999),0.9097982,build: actually enable husky/lint-staged by @MarshallOfSound in link,,1
feat: add support for forge.config.ts et. al (#2993),0.9440515,feat: add support for forge.config.ts et. al by @MarshallOfSound in link,This brings in rechoir and interpret which allow arbitrary extensions / loaders for our forge config. Notably this allows us to make forge.config.ts a thing (and thus generate type safe configurations).,1
refactor: rename some constructor params for MakerBase and PublisherBase (#2994),0.8707962,refactor: rename some constructor params for MakerBase and PublisherBase by @MarshallOfSound in link,,1
refactor: add / use named exports for plugins + makers + publishers (#2996),0.9372424,refactor: add / use named exports for plugins + makers + publishers by @MarshallOfSound in link,,1
build: configure import/order eslint rule (#2997),0.8659294,build: configure import/order eslint rule by @MarshallOfSound in link,,1
fix(template-webpack): use new plugin syntax (#2990),0.92578757,fix(template-webpack): use new plugin syntax by @georgexu99 in link,,1
fix(template-typescript-webpack): use new plugin syntax (#2989),0.9453752,fix(template-typescript-webpack): use new plugin syntax by @georgexu99 in link,,1
docs: generate custom docs sidebar (#2974),0.8153666,docs: generate custom docs sidebar by @VerteDinde in link,"fix: generate custom docs sidebar Co-authored-by: George Xu georgexu99@users.noreply.github.com chore: prettier formatting fix: clean up, compile plug-in on npm script docs: fix undefined classes, remove h3 Co-authored-by: George Xu georgexu99@users.noreply.github.com",1
feat(plugin-webpack): support standalone preload entry points (#2950),0.9524243,feat(plugin-webpack): support standalone preload entry points by @erickzhao in link,,1
Update CHANGELOG.md for 6.0.0-beta.68,0.6174938,Full Changelog: link,,0
Release 6.0.0-beta.68,0.8618832,Release 6.0.0 beta.69 by @VerteDinde in link,,1
feat!: upgrade electron-packager@17 (#2978),0.9663591,feat!: upgrade electron-packager@17 by @erickzhao in link,feat!: upgrade electron-packager@17 bump osx-sign,1
fix(docs): only load modules if package has entry point (#2981),0.9041002,fix(docs): only load modules if package has entry point by @erickzhao in link,Co-authored-by: Samuel Attard sattard@salesforce.com,1
docs: avoid generating Typescript primitives (#2980),0.746404,fix(docs): avoid generating Typescript utility types by @erickzhao in link,,1
chore(docs): rename  to InternalModule (#2979),0.53499717,chore(utils): make require-search error message clearer by @erickzhao in link,,0
fix(docs): only publish API docs on v6 tags (#2976),0.9281934,fix(docs): only publish API docs on v6 tags by @erickzhao in link,,1
feat!: improve forge configuration DX (#2963),0.8775994,feat!: improve forge configuration DX by @MarshallOfSound in link,Co-authored-by: Erick Zhao erick@hotmail.ca,1
"fix: pin gh-actions to SHAs, update to remove deprecation warning (#2966)",0.9557563,"fix: pin gh-actions to SHAs, update to remove deprecation warning by @VerteDinde in link",,1
chore: delete lint command (#2964),0.8911734,chore!: delete lint command by @erickzhao in link,,1
chore: remove install command (#2958),0.84816,chore!: remove install command by @erickzhao in link,,1
build(deps): npx browserslist@latest --update-db (#2962),0.94736814,build(deps): npx browserslist@latest --update-db by @erickzhao in link,,1
