Index,Release Note,Release Note With Abstraction
21,This is the third beta release for Julia v1.8.0.,This is the third beta release for Julia v1.8.0.
22,This is the sixth patch release in the 1.6 LTS series of releases.,This is the sixth patch release in the 1.6 LTS series of releases.
23,This is the second beta release for Julia v1.8.0.,This is the second beta release for Julia v1.8.0.
24,This is the first beta for version 1.8.0.,This is the first beta for version 1.8.0.
25,This is the second patch release in the 1.7 series of releases.,This is the second patch release in the 1.7 series of releases.
26,This is the first patch release in the 1.7 series of releases.,This is the first patch release in the 1.7 series of releases.
27,This is the fifth patch release in the 1.6 LTS series of releases.,This is the fifth patch release in the 1.6 LTS series of releases.
28,"This is Julia version 1.7.0, the seventh minor release in the 1.x series of releases.
Release notes: https://github.com/JuliaLang/julia/tree/v1.7.0/NEWS.md","This is Julia version 1.7.0, the seventh minor release in the 1.x series of releases.
Release notes: link"
29,This is the fourth patch release in the 1.6 series of releases.,This is the fourth patch release in the 1.6 series of releases.
30,This is the third release candidate for Julia v1.7.0.,This is the third release candidate for Julia v1.7.0.
31,This is the second release candidate for Julia v1.7.0.,This is the second release candidate for Julia v1.7.0.
32,"This is the third patch release in the 1.6 series of releases.
Release notes: https://github.com/JuliaLang/julia/blob/release-1.6/NEWS.md","This is the third patch release in the 1.6 series of releases.
Release notes: link"
33,This is the first release candidate for Julia v1.7.0.,This is the first release candidate for Julia v1.7.0.
34,This is the fourth beta release for Julia v1.7.0.,This is the fourth beta release for Julia v1.7.0.
35,"This is the second patch release in the 1.6 series of releases.
Release notes: https://github.com/JuliaLang/julia/blob/release-1.6/NEWS.md","This is the second patch release in the 1.6 series of releases.
Release notes: link"
36,This is the third beta release for Julia v1.7.0.,This is the third beta release for Julia v1.7.0.
37,This is the second beta release for Julia v1.7.0.,This is the second beta release for Julia v1.7.0.
38,This is the first beta release for Julia v1.7.0.,This is the first beta release for Julia v1.7.0.
39,"This is the first patch release in the 1.6 series of releases. 
Release Notes: https://github.com/JuliaLang/julia/blob/master/HISTORY.md","This is the first patch release in the 1.6 series of releases. 
Release Notes: link"
40,"This is Julia version 1.6.0, the sixth minor release in the 1.x series of releases.
Release Notes: https://github.com/JuliaLang/julia/blob/master/HISTORY.md","This is Julia version 1.6.0, the sixth minor release in the 1.x series of releases.
Release Notes: link"
41,This is the third release candidate for Julia v1.6.0.,This is the third release candidate for Julia v1.6.0.
42,This is the second release candidate for Julia v1.6.0.,This is the second release candidate for Julia v1.6.0.
43,This is the fourth patch release in the 1.5 series of releases.,This is the fourth patch release in the 1.5 series of releases.
44,This is the first release candidate for Julia v1.6.0.,This is the first release candidate for Julia v1.6.0.
45,This is the first beta release for Julia v1.6.0.,This is the first beta release for Julia v1.6.0.
46,This is the third patch release in the 1.5 series of releases.,This is the third patch release in the 1.5 series of releases.
47,This is the second patch release for Julia v1.5.,This is the second patch release for Julia v1.5.
48,This is the first patch release for Julia v1.5.0.,This is the first patch release for Julia v1.5.0.
49,"This is Julia version 1.5.0, the fifth minor release in the 1.x series of releases.","This is Julia version 1.5.0, the fifth minor release in the 1.x series of releases."
50,This is the second release candidate for Julia v1.5.0.,This is the second release candidate for Julia v1.5.0.
51,This is the first release candidate for Julia v1.5.0.,This is the first release candidate for Julia v1.5.0.
52,This is the first beta pre-release version of v1.5.0.,This is the first beta pre-release version of v1.5.0.
53,This is the second patch release in the 1.4 series of releases.,This is the second patch release in the 1.4 series of releases.
54,This is the first patch release for Julia v1.4.,This is the first patch release for Julia v1.4.
55,This is the fourth minor release in the 1.x series of releases.,This is the fourth minor release in the 1.x series of releases.
56,This is the second release candidate for Julia version 1.4.0.,This is the second release candidate for Julia version 1.4.0.
57,This is the first release candidate for Julia version 1.4.0.,This is the first release candidate for Julia version 1.4.0.
58,"This is the first patch release for Julia version 1.3. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.","This is the first patch release for Julia version 1.3. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes."
59,This is the third minor release in the 1.x series of releases.,This is the third minor release in the 1.x series of releases.
60,This is the fifth release candidate for Julia v1.3.0.,This is the fifth release candidate for Julia v1.3.0.
61,This is the fourth release candidate for Julia v1.3.0.,This is the fourth release candidate for Julia v1.3.0.
62,This is the third release candidate for Julia v1.3.0.,This is the third release candidate for Julia v1.3.0.
63,This is the second release candidate for the upcoming Julia v1.3.0.,This is the second release candidate for the upcoming Julia v1.3.0.
64,"This is the fifth patch release for the Julia long term support version 1.0. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
Bug fixes


29916 - Add Float16 comparisons


29331 - stdlib/SparseArrays: fix scalar setindex! for vector eltype


30066 - proper diagonal in copytri! (fix #30055)


30989 - fix #14574, cp on files >2GB


31946 - Fix for optind in getopt on musl libc.


32040 - fix isa fast path for typevars with lower bounds


32097 - Amend matrix * vector specialization for strided arrays


32144 - Fully qualify @everywhere, fixes #28966.


32255 - readdlm(bytearray) shouldn't modify bytearray


31499 - fixes for getindex tab-completion


32104 - bugfix for ldiv!(D::Diagonal, B::StridedVecOrMat) and tests


32351 - Fix tryparse for invalid Chars


32356 - codegen, tbaa: fix array isassigned tbaa information


32457 - bug fixed in read_to_buffer


32605 - Fix #32579 - Issue in typeconstraint accumulation


32271 - [Statistics] fix type determination in corm


32593 - fix generic ldiv! for CholeskyPivoted


32139 - fix #32121, macro hygiene bug in named tuples


Performance improvements


30972 - another improvement to closure analysis precision


Documentation


31484 - Show correct Dates.format documentation

","This is the fifth patch release for the Julia long term support version 1.0. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
Bug fixes
29916 - Add Float16 comparisons
29331 - stdlib/SparseArrays: fix scalar setindex! for vector eltype
30066 - proper diagonal in copytri! (fix #30055)
30989 - fix #14574, cp on files >2GB
31946 - Fix for optind in getopt on musl libc.
32040 - fix isa fast path for typevars with lower bounds
32097 - Amend matrix * vector specialization for strided arrays
32144 - Fully qualify @everywhere, fixes #28966.
32255 - readdlm(bytearray) shouldn't modify bytearray
31499 - fixes for getindex tab-completion
32104 - bugfix for ldiv!(D::Diagonal, B::StridedVecOrMat) and tests
32351 - Fix tryparse for invalid Chars
32356 - codegen, tbaa: fix array isassigned tbaa information
32457 - bug fixed in read_to_buffer
32605 - Fix #32579 - Issue in typeconstraint accumulation
32271 - [Statistics] fix type determination in corm
32593 - fix generic ldiv! for CholeskyPivoted
32139 - fix #32121, macro hygiene bug in named tuples
Performance improvements
30972 - another improvement to closure analysis precision
Documentation
31484 - Show correct Dates.format documentation"
65,This is the second minor release in the 1.x series of releases.,This is the second minor release in the 1.x series of releases.
66,This is the first release candidate for Julia v1.3.0.,This is the first release candidate for Julia v1.3.0.
67,This is the third release candidate for Julia v1.2.0.,This is the third release candidate for Julia v1.2.0.
68,This is the initial alpha release for Julia v1.3.0.,This is the initial alpha release for Julia v1.3.0.
69,This is the second release candidate for Julia v1.2.0.,This is the second release candidate for Julia v1.2.0.
70,This is the first release candidate for Julia v1.2.0.,This is the first release candidate for Julia v1.2.0.
71,"This is the first patch release for Julia version 1.1. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
A set of automatically generated patch notes based on backported PRs are given below:
Patch notes for Julia 1.1.1 release
Bug fixes


30554 - llvm: fix target triple


30564 - fix lambda-optimize-vars! with complex assignment RHSs


30644 - fix #30643, correctly propagate iterator traits through Stateful


30754 - Handle :error and :invalid expressions gracefully in REPL helpmode


30798 - fix #30792, static param constraints between positional and kw args


30804 - fix at-everywhere using in Distributed stdlib


30821 - Fix signature of git_libgit2_opts


30930 - fix #30911, bug in deepcopy of UnionAll


30880 - fix #30679, call correct method for invoke calls in jl_invoke fallback


31047 - fix #29936, precompile should not assume UnionAlls have stable addresses


31312 - allow chop to take an empty string


30296 - Fix 29545: Implement unaliascopy for ReinterpretArray


30569 - Improve REPL completions


31642 - Fix show_vector for long offset arrays with :limit=true


31187 - Fix -, conj, and conj! for sparse matrices with invalid entries  in nzval


31615 - fix parse(ComplexF64, ""inf"")


31443 - minor fixes in multiplication with Diagonals


31405 - inference: fix typeof-tfunc impl


31699 - Backport bug fix to v1.1: don't Const-prop unitialized structs


Performance improvements


30895 - Fallback for copying views into sparse matrices


Documentation


30600 - fix typo in string search api docs


30697 - some documentation improvements


30689 - improve docstring of SparseMatrixCSC


30678 - fix typo in devdocs/sysimg.md


30717 - Singleton Types H4 -> H3


30716 - fix #30499, document behavior of return at top level


30747 - fix #28647, add doc string for Symbol


30745 - Add kw_str for =


30761 - Fix RemoteChannel example in parallel-computing.md


30736 - Document indexing by different numbers of indices


30884 - isapprox() doc mentioned deprecated 'vecnorm'


30398 - Fix enumerate documentation

","This is the first patch release for Julia version 1.1. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
A set of automatically generated patch notes based on backported PRs are given below:
Patch notes for Julia 1.1.1 release
Bug fixes
30554 - llvm: fix target triple
30564 - fix lambda-optimize-vars! with complex assignment RHSs
30644 - fix #30643, correctly propagate iterator traits through Stateful
30754 - Handle :error and :invalid expressions gracefully in REPL helpmode
30798 - fix #30792, static param constraints between positional and kw args
30804 - fix at-everywhere using in Distributed stdlib
30821 - Fix signature of git_libgit2_opts
30930 - fix #30911, bug in deepcopy of UnionAll
30880 - fix #30679, call correct method for invoke calls in jl_invoke fallback
31047 - fix #29936, precompile should not assume UnionAlls have stable addresses
31312 - allow chop to take an empty string
30296 - Fix 29545: Implement unaliascopy for ReinterpretArray
30569 - Improve REPL completions
31642 - Fix show_vector for long offset arrays with :limit=true
31187 - Fix -, conj, and conj! for sparse matrices with invalid entries  in nzval
31615 - fix parse(ComplexF64, ""inf"")
31443 - minor fixes in multiplication with Diagonals
31405 - inference: fix typeof-tfunc impl
31699 - Backport bug fix to v1.1: don't Const-prop unitialized structs
Performance improvements
30895 - Fallback for copying views into sparse matrices
Documentation
30600 - fix typo in string search api docs
30697 - some documentation improvements
30689 - improve docstring of SparseMatrixCSC
30678 - fix typo in devdocs/sysimg.md
30717 - Singleton Types H4 -> H3
30716 - fix #30499, document behavior of return at top level
30747 - fix #28647, add doc string for Symbol
30745 - Add kw_str for =
30761 - Fix RemoteChannel example in parallel-computing.md
30736 - Document indexing by different numbers of indices
30884 - isapprox() doc mentioned deprecated 'vecnorm'
30398 - Fix enumerate documentation"
72,"This is the fourth patch release for Julia version 1.0. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
A set of automatically generated patch notes based on the backported PRs are given below:
Patch notes for Julia 1.0.4 release
Bug fixes


30324 - Use JL_AArch64_crc instead of HWCAP_CRC32


30315 - fix bug with max_values in union!


30376 - Fix reinterpret for 0-dimensional arrays


30369 - stacktrace: prevent OOB-error in sysimage lookup


30405 - Fix #30006, getindex accessing fields that might not exist


30396 - fix #30394, an unsoundness in ml_matches


30319 - generalize sparse matrix slicing to integer types


30425 - Add custom deserialize method for UmfpackLU to avoid memory leak


30564 - fix lambda-optimize-vars! with complex assignment RHSs


30598 - Fix use counts for mutable struct SROA


30754 - Handle :error and :invalid expressions gracefully in REPL helpmode


30798 - fix #30792, static param constraints between positional and kw args


30804 - fix at-everywhere using in Distributed stdlib


30930 - fix #30911, bug in deepcopy of UnionAll


31047 - fix #29936, precompile should not assume UnionAlls have stable addresses


31312 - allow chop to take an empty string


30296 - Fix 29545: Implement unaliascopy for ReinterpretArray


30569 - Improve REPL completions


31642 - Fix show_vector for long offset arrays with :limit=true


31691 - Don't modify existing MDNodes in SIMDloop pass.


30554 - llvm: fix target triple


31615 - fix parse(ComplexF64, ""inf"")


31443 - minor fixes in multiplication with Diagonals


31763 - fix #31758: out of bounds write in sparse broadcast


31187 - Fix -, conj, and conj! for sparse matrices with invalid entries  in nzval


31405 - inference: fix typeof-tfunc impl


30880 - fix #30679, call correct method for invoke calls in jl_invoke fallback

","This is the fourth patch release for Julia version 1.0. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
A set of automatically generated patch notes based on the backported PRs are given below:
Patch notes for Julia 1.0.4 release
Bug fixes
30324 - Use JL_AArch64_crc instead of HWCAP_CRC32
30315 - fix bug with max_values in union!
30376 - Fix reinterpret for 0-dimensional arrays
30369 - stacktrace: prevent OOB-error in sysimage lookup
30405 - Fix #30006, getindex accessing fields that might not exist
30396 - fix #30394, an unsoundness in ml_matches
30319 - generalize sparse matrix slicing to integer types
30425 - Add custom deserialize method for UmfpackLU to avoid memory leak
30564 - fix lambda-optimize-vars! with complex assignment RHSs
30598 - Fix use counts for mutable struct SROA
30754 - Handle :error and :invalid expressions gracefully in REPL helpmode
30798 - fix #30792, static param constraints between positional and kw args
30804 - fix at-everywhere using in Distributed stdlib
30930 - fix #30911, bug in deepcopy of UnionAll
31047 - fix #29936, precompile should not assume UnionAlls have stable addresses
31312 - allow chop to take an empty string
30296 - Fix 29545: Implement unaliascopy for ReinterpretArray
30569 - Improve REPL completions
31642 - Fix show_vector for long offset arrays with :limit=true
31691 - Don't modify existing MDNodes in SIMDloop pass.
30554 - llvm: fix target triple
31615 - fix parse(ComplexF64, ""inf"")
31443 - minor fixes in multiplication with Diagonals
31763 - fix #31758: out of bounds write in sparse broadcast
31187 - Fix -, conj, and conj! for sparse matrices with invalid entries  in nzval
31405 - inference: fix typeof-tfunc impl
30880 - fix #30679, call correct method for invoke calls in jl_invoke fallback"
73,This is the first minor release in the 1.x series of releases. See the NEWS file for information about what's new in version 1.1.,This is the first minor release in the 1.x series of releases. See the NEWS file for information about what's new in version 1.1.
74,This is the second release candidate for Julia v1.1.0.,This is the second release candidate for Julia v1.1.0.
75,This is the first release candidate for Julia v1.1.0.,This is the first release candidate for Julia v1.1.0.
76,"This is the third patch release for Julia version 1.0. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
Below is a set of automatically generated patch notes based on the pull requests included in this release:
Patch notes for Julia 1.0.3 release
Bug fixes


29715 - Fix #29713 (ldiv! overwrites arguments)


29902 - Make median! type stable for small float types


29925 - Avoid reading inactive rowvals when computing the rank of a QRSparse


29803 - Use SYSTEMROOT env variable for powershell detection


29990 - mkpath should always return the path (fix #29989)


29986 - fix #29955, intersection bugs involving triangular constraints


30011 - Fix backtrace line numbers following macros


30051 - fix #30048, lowering gc_preserve of closure variables


29700 - Fix RoundNearestTiesAway


30045 - fix #30030, assignment expr as named tuple element value


30085 - Put boxed arguments in llvmcall into the correct addrspace


30112 - Fix deadlock caused by REPL blinking


30146 - Fix indexing with Union{} array


30128 - [AllocOpt] Track deleted instructions


30195 - Fix issue with Git Credential Manager for Windows


30209 - fix typo in clipboard.jl


29158 - Initializer the union selector of undefined upsilon nodes


30224 - Remove incorrect return in load_path_expand


30254 - fix #30234, don't resolve bindings when tab-completing using


30265 - fix #30122, bad type intersection involving NTuple and Vararg


30016 - fix #29995: latex printing of Markdown.HorizontalRule


29962 - isdeprecated should not resolve binding


Performance improvements


29296 - stdlib/SparseArrays: add rmul! and lmul! of sparse matrix with Diagonal


29865 - Avoid slow fallback Matrix constructor when converting Q from QR,


29892 - avoid expensive runtime div in parse for common bases


29888 - Faster findall for bitarrays


30036 - Make generated code for rational constructor and gcd slightly smaller


30074 - Make broadcast_axes inferrable even if axes are of different types


30221 - speed up (de)serialization of Base bits types in abstract containers


30113 - avoid jl_arrayunset in dicts with bitstypes; add some more @inbounds


30289 - Create new sparse matrix for R factor in sparse least square solve


Documentation


29899 - Fix minor typo in print_range docs


29910 - Update old reference to Base.REPL


29948 - Add missing devdoc pages to make.jl


29933 - Add missing backslashes in LaTeX syntax in the document of binomial function


29961 - Add backticks around som JL_* words in the manual


30029 - Move Markdown docs to the Markdown stdlib


30015 - Added note to highlight that some variables can't be set in startup.jl


29921 - Update the Regex section of strings.md.


29167 - Update arrays.md for element-wise assignment


29976 - Clarify the role of pivoting in QR factorization


30130 - varinfo() has been moved to InteractiveUtils


30147 - document tab completion for dictionary keys


30049 - Two documentation updates


30237 - doc: fix typo for named regex capture group


30261 - fix formatting in bullets for simdloop

","This is the third patch release for Julia version 1.0. It contains bug fixes, documentation enhancements, and performance improvements only, no new features or changes.
Below is a set of automatically generated patch notes based on the pull requests included in this release:
Patch notes for Julia 1.0.3 release
Bug fixes
29715 - Fix #29713 (ldiv! overwrites arguments)
29902 - Make median! type stable for small float types
29925 - Avoid reading inactive rowvals when computing the rank of a QRSparse
29803 - Use SYSTEMROOT env variable for powershell detection
29990 - mkpath should always return the path (fix #29989)
29986 - fix #29955, intersection bugs involving triangular constraints
30011 - Fix backtrace line numbers following macros
30051 - fix #30048, lowering gc_preserve of closure variables
29700 - Fix RoundNearestTiesAway
30045 - fix #30030, assignment expr as named tuple element value
30085 - Put boxed arguments in llvmcall into the correct addrspace
30112 - Fix deadlock caused by REPL blinking
30146 - Fix indexing with Union{} array
30128 - [AllocOpt] Track deleted instructions
30195 - Fix issue with Git Credential Manager for Windows
30209 - fix typo in clipboard.jl
29158 - Initializer the union selector of undefined upsilon nodes
30224 - Remove incorrect return in load_path_expand
30254 - fix #30234, don't resolve bindings when tab-completing using
30265 - fix #30122, bad type intersection involving NTuple and Vararg
30016 - fix #29995: latex printing of Markdown.HorizontalRule
29962 - isdeprecated should not resolve binding
Performance improvements
29296 - stdlib/SparseArrays: add rmul! and lmul! of sparse matrix with Diagonal
29865 - Avoid slow fallback Matrix constructor when converting Q from QR,
29892 - avoid expensive runtime div in parse for common bases
29888 - Faster findall for bitarrays
30036 - Make generated code for rational constructor and gcd slightly smaller
30074 - Make broadcast_axes inferrable even if axes are of different types
30221 - speed up (de)serialization of Base bits types in abstract containers
30113 - avoid jl_arrayunset in dicts with bitstypes; add some more @inbounds
30289 - Create new sparse matrix for R factor in sparse least square solve
Documentation
29899 - Fix minor typo in print_range docs
29910 - Update old reference to Base.REPL
29948 - Add missing devdoc pages to make.jl
29933 - Add missing backslashes in LaTeX syntax in the document of binomial function
29961 - Add backticks around som JL_* words in the manual
30029 - Move Markdown docs to the Markdown stdlib
30015 - Added note to highlight that some variables can't be set in startup.jl
29921 - Update the Regex section of strings.md.
29167 - Update arrays.md for element-wise assignment
29976 - Clarify the role of pivoting in QR factorization
30130 - varinfo() has been moved to InteractiveUtils
30147 - document tab completion for dictionary keys
30049 - Two documentation updates
30237 - doc: fix typo for named regex capture group
30261 - fix formatting in bullets for simdloop"
