Index,Message,Description,Message Abstract,Description Abstract
25,Support vue 2.6 and 2.7 (#503),"This cherry-picks some commits from @heykc's PR https://github.com/storybookjs/builder-vite/pull/469, but puts them on top of https://github.com/storybookjs/builder-vite/pull/502, so that we can have multiple versions of vue examples that don't conflict with each other in the monorepo, which was one of the challenges in the original PR. This also attempts to read the version of vue from the user's package.json, determine whether it's 2.6 or 2.7, and use the appropriate vite plugin, as suggested by @Djaler.",Support vue 2.6 and 2.7 (#503),"This cherry-picks some commits from @heykc's PR link, but puts them on top of link, so that we can have multiple versions of vue examples that don't conflict with each other in the monorepo, which was one of the challenges in the original PR. This also attempts to read the version of vue from the user's package.json, determine whether it's 2.6 or 2.7, and use the appropriate vite plugin, as suggested by @Djaler."
26,Move examples out of workspaces (#502),"We sometimes have trouble with our examples because of hoisting issues. So, instead of using a monorepo, this PR would turn this repo into a multi-project repo, with no top-level package.json, and instead each example would be stand-alone, and so would packages/builder-vite. I'm not positive this is the way to go, but it did already suss out a few issues with missing dependencies in both the projects as well as the builder-vite itself. One thing that's a bit wonky is that since the builder-vite has a completely different node_modules, it can't use any of the packages that are installed in the example, like preact and the vite preact plugin in the preact example. I added them as dev deps to the builder, which works fine I think. It's a downside, but on the other hand it makes these deps a little bit explicit without bloating the dependencies for users.",Move examples out of workspaces (#502),"We sometimes have trouble with our examples because of hoisting issues. So, instead of using a monorepo, this PR would turn this repo into a multi-project repo, with no top-level package.json, and instead each example would be stand-alone, and so would packages/builder-vite. I'm not positive this is the way to go, but it did already suss out a few issues with missing dependencies in both the projects as well as the builder-vite itself. One thing that's a bit wonky is that since the builder-vite has a completely different node_modules, it can't use any of the packages that are installed in the example, like preact and the vite preact plugin in the preact example. I added them as dev deps to the builder, which works fine I think. It's a downside, but on the other hand it makes these deps a little bit explicit without bloating the dependencies for users."
27,Support vite 3.1 (#490),"I think we actually can support it just fine now, but our build fails due to a change in the Typescript definitions of rollup hooks.  Here's an example of a failing vite ecosystem-ci build: https://github.com/vitejs/vite-ecosystem-ci/runs/8107408224?check_suite_focus=true So, this updates the examples to vite 3.1.0-beta.1, adds a devDependency on that version for the builder itself, and does a check before calling the react-refresh transform function to make typescript happy.",Support vite 3.1 (#490),"I think we actually can support it just fine now, but our build fails due to a change in the Typescript definitions of rollup hooks.  Here's an example of a failing vite ecosystem-ci build: link So, this updates the examples to vite 3.1.0-beta.1, adds a devDependency on that version for the builder itself, and does a check before calling the react-refresh transform function to make typescript happy."
28,Make sure mocked actions can be identified in production build (#482), Enable esbuild keep names as workaround Add interactive test in vue example  Fixes #206.,Make sure mocked actions can be identified in production build (#482),Enable esbuild keep names as workaround Add interactive test in vue example Fixes #206.
29,Remove pluginutils from dependencies (#470),because createFilter util is exposed from Vite v3. https://github.com/vitejs/vite/pull/8562,Remove pluginutils from dependencies (#470),because createFilter util is exposed from Vite v3. link
30,v0.2.2,,v0.2.2,
31,Move appType config to correct spot (#464),,Move appType config to correct spot (#464),
32,v0.2.1,,v0.2.1,
33,Remove mock-core-js plugin,,Remove mock-core-js plugin,
34,Improve react docgen plugin usage,,Improve react docgen plugin usage,
35,Add @rollup/pluginutils to dependencies (#459),,Add @rollup/pluginutils to dependencies (#459),
36,Bump @joshwooding/vite-plugin-react-docgen-typescript to 0.0.5,,Bump @joshwooding/vite-plugin-react-docgen-typescript to 0.0.5,
37,fix: pass options read from config file to svelteDocgen (#449),Looks like we only passed the options from the config file to csfPlugin and missed svelteDocgen,fix: pass options read from config file to svelteDocgen (#449),Looks like we only passed the options from the config file to csfPlugin and missed svelteDocgen
38,"Set vite appType to ""custom""",,"Set vite appType to ""custom""",
39,Ignore applyDecorators in v6 story store (#443),"The applyDecorators is an export from frameworks (and can be overridden in preview.js) but is only used in storyStoreV7 mode. The file being updated here is used for the v6 store, which handles decorators a different way, but still ends up reading the export which falls through to the default warning. We can safely ignore it in the case statement.",Ignore applyDecorators in v6 story store (#443),"The applyDecorators is an export from frameworks (and can be overridden in preview.js) but is only used in storyStoreV7 mode. The file being updated here is used for the v6 store, which handles decorators a different way, but still ends up reading the export which falls through to the default warning. We can safely ignore it in the case statement."
40,Cleanup peerDependencies (#445),@storybook/source-loader doesn't need to be in peerDependencies because it's already in dependencies @storybook/core-common and @storybook/node-logger can be just regular dependencies instead of peerDependencies since we don't need the user to add them to their package.json ~~@storybook/mdx1-csf doesn't need to be downloaded by all users. Users will use either @storybook/mdx1-csf or @storybook/mdx2-csf so move it to devDependencies so that users won't end up including it automatically~~,Cleanup peerDependencies (#445),@storybook/source-loader doesn't need to be in peerDependencies because it's already in dependencies @storybook/core-common and @storybook/node-logger can be just regular dependencies instead of peerDependencies since we don't need the user to add them to their package.json ~~@storybook/mdx1-csf doesn't need to be downloaded by all users. Users will use either @storybook/mdx1-csf or @storybook/mdx2-csf so move it to devDependencies so that users won't end up including it automatically~~
41,cleanup dependencies on alphas/betas (#444),  cleanup dependencies on alphas/betas   move dependency   make vps a dev dep ,cleanup dependencies on alphas/betas (#444),cleanup dependencies on alphas/betas move dependency make vps a dev dep
42,v0.2.0,,v0.2.0,
43,Update readme with vite version support,,Update readme with vite version support,
44,Improve sourcemaps (#437),"Turns out we weren't creating good sourcemaps, especially in dev.  It seems that whereas rollup only uses the mappings, I guess that vite/esbuild uses the sources field of the sourcemap as well, and without passing the source option to MagicString's generateMap, we were losing the connection.  So, this adds the id as the source, and also enables hires (high resolution) so that columns are correct and not just lines (useful for code coverage, for example). I also added MagicString to some of our other plugins which weren't using it. The most obvious changes are in the react and svelte projects.  Vue is a bit improved, but we're still losing the story file sourcemaps for some reason. To test, fire up an example project (in dev especially, but good to check prod builds too), look in the sources tab in devtools, and poke around, looking for sourcemapped versions of the files.  You should see them in this branch, but not nearly as many, if any, in main.",Improve sourcemaps (#437),"Turns out we weren't creating good sourcemaps, especially in dev.  It seems that whereas rollup only uses the mappings, I guess that vite/esbuild uses the sources field of the sourcemap as well, and without passing the source option to MagicString's generateMap, we were losing the connection.  So, this adds the id as the source, and also enables hires (high resolution) so that columns are correct and not just lines (useful for code coverage, for example). I also added MagicString to some of our other plugins which weren't using it. The most obvious changes are in the react and svelte projects.  Vue is a bit improved, but we're still losing the story file sourcemaps for some reason. To test, fire up an example project (in dev especially, but good to check prod builds too), look in the sources tab in devtools, and poke around, looking for sourcemapped versions of the files.  You should see them in this branch, but not nearly as many, if any, in main."
45,v0.2.0-beta.2,,v0.2.0-beta.2,
46,v0.2.0-beta.1,,v0.2.0-beta.1,
47,Load @sveltejs/vite-plugin-svelte conditionally (#434),"It was being imported at the top of the file, which means for all frameworks.  Instead, this requires it conditionally only for svelte projects.",Load @sveltejs/vite-plugin-svelte conditionally (#434),"It was being imported at the top of the file, which means for all frameworks.  Instead, this requires it conditionally only for svelte projects."
48,v0.2.0-beta.0,,v0.2.0-beta.0,
49,Support Vite 3 (#394),"This updates the vite builder to support vite 3.0, which is a breaking change due to our use of @vitejs/plugin-react, which also has a new major version to support vite 3.   This also updates our examples to the latest vite and vite plugin beta versions.",Support Vite 3 (#394),"This updates the vite builder to support vite 3.0, which is a breaking change due to our use of @vitejs/plugin-react, which also has a new major version to support vite 3. This also updates our examples to the latest vite and vite plugin beta versions."
50,Read svelte.config.js (#428),"Partially reverts https://github.com/storybookjs/builder-vite/pull/382 The reason given there was that:  which may not be what storybook users want / expect, since their production config may be different from the storybook config (same reason we don't automatically merge vite.config.js)  However, I think that users would expect their svelte.config.js to be taken into account. E.g. right now the user's preprocessing configuration is ignored. The user can still pass custom svelteOptions in .storybook/main.cjs if they need to override their normal options for some reason (although I can't think of a reason off the top of my head why this would be necessary) You can see a number of people complaining preprocessing doesn't work here: https://github.com/storybookjs/addon-svelte-csf/issues/4",Read svelte.config.js (#428),"Partially reverts link The reason given there was that: which may not be what storybook users want / expect, since their production config may be different from the storybook config (same reason we don't automatically merge vite.config.js) However, I think that users would expect their svelte.config.js to be taken into account. E.g. right now the user's preprocessing configuration is ignored. The user can still pass custom svelteOptions in .storybook/main.cjs if they need to override their normal options for some reason (although I can't think of a reason off the top of my head why this would be necessary) You can see a number of people complaining preprocessing doesn't work here: link"
51,v0.1.39,,v0.1.39,
52,Handle resolve.alias as an array (#430),"Fixes #425. We weren't being smart enough about merging in the resolve.alias config, which can either be an object or an array.  So, I've used mergeConfig from vite to handle that instead, and added a demonstration in the vue example that fails without this change but works with it. @rlesniak, how's this look to you?",Handle resolve.alias as an array (#430),"Fixes #425. We weren't being smart enough about merging in the resolve.alias config, which can either be an object or an array.  So, I've used mergeConfig from vite to handle that instead, and added a demonstration in the vue example that fails without this change but works with it. @rlesniak, how's this look to you?"
53,Add .storybook to server.fs.allow (#427),"Avoids errors when a user has configured a server.fs.allow already, such as when using sveltekit.",Add .storybook to server.fs.allow (#427),"Avoids errors when a user has configured a server.fs.allow already, such as when using sveltekit."
54,Fix markdown import in mdx (#429),,Fix markdown import in mdx (#429),
55,v0.1.38,,v0.1.38,
56,Support MDXv2 (#377),"Fixes https://github.com/storybookjs/builder-vite/issues/234  Fixes https://github.com/storybookjs/builder-vite/issues/391 Fixes https://github.com/storybookjs/builder-vite/issues/398 To enable experimental MDX2 in a project, follow this guide: https://gist.github.com/shilman/6ff2d7e18db8846e8fc552fb432ae4f6   Support MDXv2   Fix formatting   Remove explicit mdx-js/preact from example   Remove workarounds from readme   Add @storybook/mdx2-csf to examples using it   Co-authored-by: Ian VanSchooten ian.vanschooten@gmail.com",Support MDXv2 (#377),"Fixes link  Fixes link Fixes link To enable experimental MDX2 in a project, follow this guide: link Support MDXv2 Fix formatting Remove explicit mdx-js/preact from example Remove workarounds from readme Add @storybook/mdx2-csf to examples using it Co-authored-by: Ian VanSchooten ian.vanschooten@gmail.com"
57,Allow setting global args in SB 6.5+ (#399),,Allow setting global args in SB 6.5+ (#399),
58,Simplify CI job to publish overview,,Simplify CI job to publish overview,
59,Add some description to overview introduction,,Add some description to overview introduction,
60,"Add composed ""overview"" example that builds/includes all framework examples (#404)","This adds an example project (overview) which composes the framework examples together into a single storybook, which not only provides a demonstration of how this composition can be accomplished in a nice clean way using https://github.com/dohooo/bookcase-builder, but also will allow us to use chromatic snapshots against all example storybooks at once. It will currently publish this composed storybook to github pages, under the /builder-vite path. It's being set up to only deploy to gh-pages on pushes to main.  Next we can set up chromatic to publish them there.","Add composed ""overview"" example that builds/includes all framework examples (#404)","This adds an example project (overview) which composes the framework examples together into a single storybook, which not only provides a demonstration of how this composition can be accomplished in a nice clean way using link, but also will allow us to use chromatic snapshots against all example storybooks at once. It will currently publish this composed storybook to github pages, under the /builder-vite path. It's being set up to only deploy to gh-pages on pushes to main.  Next we can set up chromatic to publish them there."
61,Fix react mdx stories (#417),"This fixes an issue where as long as preact is installed in the monorepo, vite-plugin-mdx will default to using it, even in react projects, causing an error in mdx stories. This uses the framework option, and only uses the preact mdx if the framework is preact, otherwise falling back to react.  This was enabled by https://github.com/brillout/vite-plugin-mdx/commit/b37e2cd168a0eaf844ed032513ceb85602b3cd5b. I also added an mdx story in the preact example, but the styling is wrong.  @maxbeatty do you know why that might be?  Does storybook's emotion need to be configured to work with preact, maybe? To test, verify that the introduction story is working in the react example as well as the preact example, and maybe vue too, for good measure.",Fix react mdx stories (#417),"This fixes an issue where as long as preact is installed in the monorepo, vite-plugin-mdx will default to using it, even in react projects, causing an error in mdx stories. This uses the framework option, and only uses the preact mdx if the framework is preact, otherwise falling back to react.  This was enabled by link. I also added an mdx story in the preact example, but the styling is wrong.  @maxbeatty do you know why that might be?  Does storybook's emotion need to be configured to work with preact, maybe? To test, verify that the introduction story is working in the react example as well as the preact example, and maybe vue too, for good measure."
62,add support for preact (#408),"Fixes #385 by adding support for preact, along with an example project. run yarn example:preact to verify   add support for preact   add preact example   build: include mdx for preact example   style: allow long svg path   test: unique ports for each example   chore(deps): upgrade storybook to 6.5.9   refactor: simpler config   test: test-storybook needs unique url ",add support for preact (#408),"Fixes #385 by adding support for preact, along with an example project. run yarn example:preact to verify add support for preact add preact example build: include mdx for preact example style: allow long svg path test: unique ports for each example chore(deps): upgrade storybook to 6.5.9 refactor: simpler config test: test-storybook needs unique url"
63,Use an alias for react-dom/client if not installed (#410),"This implements a suggestion in https://github.com/vitejs/vite/issues/6007#issuecomment-1155720679 to alias react-dom/client to our placeholder file when the dependency is not found. In vite 3.0, our current approach will no longer work, and we'll need to use this method instead.",Use an alias for react-dom/client if not installed (#410),"This implements a suggestion in link to alias react-dom/client to our placeholder file when the dependency is not found. In vite 3.0, our current approach will no longer work, and we'll need to use this method instead."
64,Avoid cd in scripts,,Avoid cd in scripts,
65,Add webpack/cra migration section to readme (#405),"This adds a bit of help for users who are coming from a webpack or create react app project. There are a few gotchas and sneaky things that are needed, which we should work to smooth out, but for now teaching users how to migrate seems like it might be useful.",Add webpack/cra migration section to readme (#405),"This adds a bit of help for users who are coming from a webpack or create react app project. There are a few gotchas and sneaky things that are needed, which we should work to smooth out, but for now teaching users how to migrate seems like it might be useful."
66,v0.1.36,,v0.1.36,
67,"fix: prevent crashing on ""--smoke-test"" (#400)",Fixes #397. Storybook expects stats to match Stats interface of webpack: https://github.com/webpack/webpack/blob/main/types.d.ts#L11243-L11253. This type-mismatch is caused by @storybook/core-common's Builder and will be fixed by https://github.com/storybookjs/storybook/pull/18377.  Pass null as optional Stats instead of incorrect structure,"fix: prevent crashing on ""--smoke-test"" (#400)",Fixes #397. Storybook expects stats to match Stats interface of webpack: link. This type-mismatch is caused by @storybook/core-common's Builder and will be fixed by link. Pass null as optional Stats instead of incorrect structure
68,Svelte: Generate docgen (#392),,Svelte: Generate docgen (#392),
69,Disable telemetry in examples (#393),,Disable telemetry in examples (#393),
70,Update Storybook to 6.5.0 in examples (#386),,Update Storybook to 6.5.0 in examples (#386),
71,v0.1.35,,v0.1.35,
72,Do not require @storybook/addon-svelte-csf (#388),"Starting in Storybook 6.5, @storybook/addon-svelte-csf is not installed by default in Svelte projects.  Instead, it's encouraged to use CSF for stories. But, the vite builder expects that it's always there, and would throw an error if it's not installed.  This allows it to be missing. It also fixes the logic for our other catch statements, which weren't working because the boolean logic was reversed.  🤦.",Do not require @storybook/addon-svelte-csf (#388),"Starting in Storybook 6.5, @storybook/addon-svelte-csf is not installed by default in Svelte projects.  Instead, it's encouraged to use CSF for stories. But, the vite builder expects that it's always there, and would throw an error if it's not installed.  This allows it to be missing. It also fixes the logic for our other catch statements, which weren't working because the boolean logic was reversed.  🤦."
73,v0.1.34,,v0.1.34,
74,Handle new versions of vite-plugin-svelte (#382),"Fixes https://github.com/storybookjs/builder-vite/issues/381 There have been two changes in @sveltejs/vite-plugin-svelte that cause problems for us, which this PR addresses:   https://github.com/sveltejs/vite-plugin-svelte/releases/tag/%40sveltejs%2Fvite-plugin-svelte%401.0.0-next.42 started to merge the svelte.config.js file by default, which may not be what storybook users want / expect, since their production config may be different from the storybook config (same reason we don't automatically merge vite.config.js).  With the changes here, the configFile option in svelteOptions can still be set to true or to a specific file, if desired.   https://github.com/sveltejs/vite-plugin-svelte/releases/tag/%40sveltejs%2Fvite-plugin-svelte%401.0.0-next.43 began returning an array of plugins rather than just a single one.  This would normally be fine, except that we hack around with the plugin to create two separate ones, with different names, to avoid HMR in story files.  So, this PR checks to see if the result is an array or not, and reacts accordingly.  Note, I'm throwing away the inspector for story files.  This might be a problem, but until we hear about it, I think this'll be fine.  The inspector is still pretty experimental anyway, from what I can tell.   To test, you can revert the changes I've made in vite-config.ts, and you'll see that the svelte example breaks (I updated the svelte plugin in it).  With the changes, it builds successfully. This also enables the use of the new experimental inspection plugin.  To enable this feature, be sure you have @sveltejs/vite-plugin-svelte version 1.0.0-next.43 or higher, then add the following to your svelteOptions in .storybook/main.js: js module.exports = {   // ... rest of config   framework: '@storybook/svelte',   svelteOptions: {     preprocess: preprocess(),     experimental: { inspector: true }, // <-- this line   }, }; Then, when the storybook opens, focus a story iframe and press cmd+shift (mac) or ctrl+shift (windows) to activate.",Handle new versions of vite-plugin-svelte (#382),"Fixes link There have been two changes in @sveltejs/vite-plugin-svelte that cause problems for us, which this PR addresses: link started to merge the svelte.config.js file by default, which may not be what storybook users want / expect, since their production config may be different from the storybook config (same reason we don't automatically merge vite.config.js).  With the changes here, the configFile option in svelteOptions can still be set to true or to a specific file, if desired. link began returning an array of plugins rather than just a single one.  This would normally be fine, except that we hack around with the plugin to create two separate ones, with different names, to avoid HMR in story files.  So, this PR checks to see if the result is an array or not, and reacts accordingly.  Note, I'm throwing away the inspector for story files.  This might be a problem, but until we hear about it, I think this'll be fine.  The inspector is still pretty experimental anyway, from what I can tell. To test, you can revert the changes I've made in vite-config.ts, and you'll see that the svelte example breaks (I updated the svelte plugin in it).  With the changes, it builds successfully. This also enables the use of the new experimental inspection plugin. To enable this feature, be sure you have @sveltejs/vite-plugin-svelte version 1.0.0-next.43 or higher, then add the following to your svelteOptions in .storybook/main.js: js module.exports = {   // ... rest of config   framework: '@storybook/svelte',   svelteOptions: {     preprocess: preprocess(),     experimental: { inspector: true }, // <-- this line   }, }; Then, when the storybook opens, focus a story iframe and press cmd+shift (mac) or ctrl+shift (windows) to activate."
75,Fix new stories not appearing in the importFn,,Fix new stories not appearing in the importFn,
76,Use globalThis instead of global dependency (#383),,Use globalThis instead of global dependency (#383),
77,Fix order of MDX stories in sidebar,,Fix order of MDX stories in sidebar,
78,Disable HMR for web-components projects (#372),"Fixes #370. When using storyStoreV7, we configure HMR to swap out the importFn when stories change.  However, this breaks web-components projects (see https://github.com/storybookjs/storybook/tree/master/app/web-components#setup-page-reload-via-hmr).   So, instead, this change checks if the framework is web-components and if so, refreshes the page instead of performing an HMR.  It's still pretty quick, and not a full page reload. You can test this out by starting up our lit-ts example (which I've configured to use storyStoreV7 now), open the story, and save the component or story file.  It shouldn't blow up anymore.   One bummer is that MDX files also no longer HMR, though technically they could.  But I can't find a way to detect which part of the importFn changed, in order to determine whether to HMR or not, and it's safer to just avoid it for all stories when using web-components.",Disable HMR for web-components projects (#372),"Fixes #370. When using storyStoreV7, we configure HMR to swap out the importFn when stories change.  However, this breaks web-components projects (see link). So, instead, this change checks if the framework is web-components and if so, refreshes the page instead of performing an HMR.  It's still pretty quick, and not a full page reload. You can test this out by starting up our lit-ts example (which I've configured to use storyStoreV7 now), open the story, and save the component or story file.  It shouldn't blow up anymore. One bummer is that MDX files also no longer HMR, though technically they could.  But I can't find a way to detect which part of the importFn changed, in order to determine whether to HMR or not, and it's safer to just avoid it for all stories when using web-components."
79,Fix tests not being found when testing lit-ts example on windows CI,,Fix tests not being found when testing lit-ts example on windows CI,
80,Bump @storybook/test-runner in react-18 example,,Bump @storybook/test-runner in react-18 example,
81,v0.1.33,,v0.1.33,
82,Fix svelte story files not reloading (#362),"Fixes https://github.com/storybookjs/builder-vite/issues/52 Svelte story files have the same issue as react story files.  The webpack HMR seems to prevent vite's HMR from working correctly, so we need to exclude story files as HMR boundaries in vite.  The svelte plugin doesn't expose as nice of a way to do this, but thanks to a suggestion from @domyen in https://github.com/sveltejs/vite-plugin-svelte/issues/321#issuecomment-1113205509, I was able to make it work. To test: Start up the svelte example, edit a .stories.svelte file, and confirm that the page reloads and shows your changes.",Fix svelte story files not reloading (#362),"Fixes link Svelte story files have the same issue as react story files.  The webpack HMR seems to prevent vite's HMR from working correctly, so we need to exclude story files as HMR boundaries in vite.  The svelte plugin doesn't expose as nice of a way to do this, but thanks to a suggestion from @domyen in link, I was able to make it work. To test: Start up the svelte example, edit a .stories.svelte file, and confirm that the page reloads and shows your changes."
83,Prevent vite:define from replacing in story source (#364),"This fixes an issue where the vite:define plugin replaced environment variables inside the injected story source from @storybook/source-loader, which is supposed to be a string.  But when vite does the replacement, it adds its own quotes, which breaks the string.   For a simplified example, storybook might generate something like this: js var __STORY__ = ""console.log(import.meta.env.VITE_VAR);"" But then vite:define turns it into: js var __STORY__ = ""console.log(""env variable value"");"" Here's a reproduction from the user who originally reported this issue: https://github.com/victorlmneves/vite-storybook To test, I modified our environment variable stories.  In the process, I used some zero-width spaces to make the headings look a bit better, as suggested in https://vitejs.dev/guide/env-and-mode.html#production-replacement. I also decided to use ts-node instead of adding a babel config for the react-ts project.  At least until we figure out exactly how that .babelrc works.     Add dynamic env var to story examples   Fix react-ts example   Prevent vite:define from replacing in story source   Clean up some types ",Prevent vite:define from replacing in story source (#364),"This fixes an issue where the vite:define plugin replaced environment variables inside the injected story source from @storybook/source-loader, which is supposed to be a string.  But when vite does the replacement, it adds its own quotes, which breaks the string. For a simplified example, storybook might generate something like this: js var STORY = ""console.log(import.meta.env.VITE_VAR);"" But then vite:define turns it into: js var STORY = ""console.log(""env variable value"");"" Here's a reproduction from the user who originally reported this issue: link To test, I modified our environment variable stories.  In the process, I used some zero-width spaces to make the headings look a bit better, as suggested in link. I also decided to use ts-node instead of adding a babel config for the react-ts project.  At least until we figure out exactly how that .babelrc works.   Add dynamic env var to story examples Fix react-ts example Prevent vite:define from replacing in story source Clean up some types"
