Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Support vue 2.6 and 2.7 (#503),0.93471324,Support vue 2.6 and 2.7 by @IanVS in link,"This cherry-picks some commits from @heykc's PR link, but puts them on top of link, so that we can have multiple versions of vue examples that don't conflict with each other in the monorepo, which was one of the challenges in the original PR. This also attempts to read the version of vue from the user's package.json, determine whether it's 2.6 or 2.7, and use the appropriate vite plugin, as suggested by @Djaler.",1
Move examples out of workspaces (#502),0.77745503,Move examples out of workspaces by @IanVS in link,"We sometimes have trouble with our examples because of hoisting issues. So, instead of using a monorepo, this PR would turn this repo into a multi-project repo, with no top-level package.json, and instead each example would be stand-alone, and so would packages/builder-vite. I'm not positive this is the way to go, but it did already suss out a few issues with missing dependencies in both the projects as well as the builder-vite itself. One thing that's a bit wonky is that since the builder-vite has a completely different node_modules, it can't use any of the packages that are installed in the example, like preact and the vite preact plugin in the preact example. I added them as dev deps to the builder, which works fine I think. It's a downside, but on the other hand it makes these deps a little bit explicit without bloating the dependencies for users.",1
Support vite 3.1 (#490),0.8614271,Support vite 3.1 by @IanVS in link,"I think we actually can support it just fine now, but our build fails due to a change in the Typescript definitions of rollup hooks.  Here's an example of a failing vite ecosystem-ci build: link So, this updates the examples to vite 3.1.0-beta.1, adds a devDependency on that version for the builder itself, and does a check before calling the react-refresh transform function to make typescript happy.",1
Make sure mocked actions can be identified in production build (#482),0.9142907,Make sure mocked actions can be identified in production build by @bodograumann in link,Enable esbuild keep names as workaround Add interactive test in vue example Fixes #206.,1
Remove pluginutils from dependencies (#470),0.8253306,Remove pluginutils from dependencies by @kazuma1989 in link,because createFilter util is exposed from Vite v3. link,1
v0.2.2,0.46796757,No changes from v0.2.0-beta.1.  Publishing error.,,0
Move appType config to correct spot (#464),0.3603406,Fix exported typescript types for viteFinal,,0
v0.2.1,0.47043318,No changes from v0.2.0-beta.1.  Publishing error.,,0
Remove mock-core-js plugin,0.89865464,Remove mock-core-js plugin by @IanVS in link,,1
Improve react docgen plugin usage,0.8559422,Improve react docgen plugin usage by @IanVS in link,,1
Add @rollup/pluginutils to dependencies (#459),0.865784,Add @rollup/pluginutils to dependencies by @IanVS in link,,1
Bump @joshwooding/vite-plugin-react-docgen-typescript to 0.0.5,0.75996196,Fix react-docgen-typescript in some monorepos by @joshwooding in link,,1
fix: pass options read from config file to svelteDocgen (#449),0.94237936,Fix: pass options read from config file to svelteDocgen by @benmccann in link,Looks like we only passed the options from the config file to csfPlugin and missed svelteDocgen,1
"Set vite appType to ""custom""",0.5734813,Avoid vite starting app instead of storybook: link,,0
Ignore applyDecorators in v6 story store (#443),0.8662139,Ignore applyDecorators in v6 story store by @kvcvc in link,"The applyDecorators is an export from frameworks (and can be overridden in preview.js) but is only used in storyStoreV7 mode. The file being updated here is used for the v6 store, which handles decorators a different way, but still ends up reading the export which falls through to the default warning. We can safely ignore it in the case statement.",1
Cleanup peerDependencies (#445),0.7924966,Cleanup peerDependencies by @benmccann in link,@storybook/source-loader doesn't need to be in peerDependencies because it's already in dependencies @storybook/core-common and @storybook/node-logger can be just regular dependencies instead of peerDependencies since we don't need the user to add them to their package.json ~~@storybook/mdx1-csf doesn't need to be downloaded by all users. Users will use either @storybook/mdx1-csf or @storybook/mdx2-csf so move it to devDependencies so that users won't end up including it automatically~~,1
cleanup dependencies on alphas/betas (#444),0.88553536,Cleanup dependencies on alphas/betas by @benmccann in link,cleanup dependencies on alphas/betas move dependency make vps a dev dep,1
v0.2.0,0.5014888,Support vite 3.1 by @IanVS in link,,0
Update readme with vite version support,0.6921876,This release is necessary to support vite 2.9.0.,,0
Improve sourcemaps (#437),0.7623008,Improve sourcemaps by @ianvs in link,"Turns out we weren't creating good sourcemaps, especially in dev.  It seems that whereas rollup only uses the mappings, I guess that vite/esbuild uses the sources field of the sourcemap as well, and without passing the source option to MagicString's generateMap, we were losing the connection.  So, this adds the id as the source, and also enables hires (high resolution) so that columns are correct and not just lines (useful for code coverage, for example). I also added MagicString to some of our other plugins which weren't using it. The most obvious changes are in the react and svelte projects.  Vue is a bit improved, but we're still losing the story file sourcemaps for some reason. To test, fire up an example project (in dev especially, but good to check prod builds too), look in the sources tab in devtools, and poke around, looking for sourcemapped versions of the files.  You should see them in this branch, but not nearly as many, if any, in main.",1
v0.2.0-beta.2,0.6696076,No changes from v0.2.0-beta.1.  Publishing error.,,0
v0.2.0-beta.1,0.6795203,No changes from v0.2.0-beta.1.  Publishing error.,,0
Load @sveltejs/vite-plugin-svelte conditionally (#434),0.90884626,Load @sveltejs/vite-plugin-svelte conditionally by @IanVS in link,"It was being imported at the top of the file, which means for all frameworks.  Instead, this requires it conditionally only for svelte projects.",1
v0.2.0-beta.0,0.6773331,No changes from v0.2.0-beta.1.  Publishing error.,,0
Support Vite 3 (#394),0.71504515,Support vite 3.1 by @IanVS in link,"This updates the vite builder to support vite 3.0, which is a breaking change due to our use of @vitejs/plugin-react, which also has a new major version to support vite 3. This also updates our examples to the latest vite and vite plugin beta versions.",1
Read svelte.config.js (#428),0.95465666,[breaking] Read svelte.config.js by @benmccann in link,"Partially reverts link The reason given there was that: which may not be what storybook users want / expect, since their production config may be different from the storybook config (same reason we don't automatically merge vite.config.js) However, I think that users would expect their svelte.config.js to be taken into account. E.g. right now the user's preprocessing configuration is ignored. The user can still pass custom svelteOptions in .storybook/main.cjs if they need to override their normal options for some reason (although I can't think of a reason off the top of my head why this would be necessary) You can see a number of people complaining preprocessing doesn't work here: link",1
v0.1.39,0.49426097,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Handle resolve.alias as an array (#430),0.84649783,Handle resolve.alias as an array by @IanVS in link,"Fixes #425. We weren't being smart enough about merging in the resolve.alias config, which can either be an object or an array.  So, I've used mergeConfig from vite to handle that instead, and added a demonstration in the vue example that fails without this change but works with it. @rlesniak, how's this look to you?",1
Add .storybook to server.fs.allow (#427),0.86735314,Add .storybook to server.fs.allow by @benmccann in link,"Avoids errors when a user has configured a server.fs.allow already, such as when using sveltekit.",1
Fix markdown import in mdx (#429),0.8960134,Fix markdown import in mdx by @joshwooding in link,,1
v0.1.38,0.5122704,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Support MDXv2 (#377),0.9085746,Support MDXv2 by @joshwooding in link,"Fixes link  Fixes link Fixes link To enable experimental MDX2 in a project, follow this guide: link Support MDXv2 Fix formatting Remove explicit mdx-js/preact from example Remove workarounds from readme Add @storybook/mdx2-csf to examples using it Co-authored-by: Ian VanSchooten ian.vanschooten@gmail.com",1
Allow setting global args in SB 6.5+ (#399),0.885652,Allow setting global args in SB 6.5+ by @IanVS in link,,1
Simplify CI job to publish overview,0.33066285,Test built storybooks in CI by @IanVS in link,,0
Add some description to overview introduction,0.42174202,"Add composed ""overview"" example that builds/includes all framework examples by @dohooo in link",,0
"Add composed ""overview"" example that builds/includes all framework examples (#404)",0.8561212,"Add composed ""overview"" example that builds/includes all framework examples by @dohooo in link","This adds an example project (overview) which composes the framework examples together into a single storybook, which not only provides a demonstration of how this composition can be accomplished in a nice clean way using link, but also will allow us to use chromatic snapshots against all example storybooks at once. It will currently publish this composed storybook to github pages, under the /builder-vite path. It's being set up to only deploy to gh-pages on pushes to main.  Next we can set up chromatic to publish them there.",1
Fix react mdx stories (#417),0.8153177,Fix react mdx stories by @IanVS in link,"This fixes an issue where as long as preact is installed in the monorepo, vite-plugin-mdx will default to using it, even in react projects, causing an error in mdx stories. This uses the framework option, and only uses the preact mdx if the framework is preact, otherwise falling back to react.  This was enabled by link. I also added an mdx story in the preact example, but the styling is wrong.  @maxbeatty do you know why that might be?  Does storybook's emotion need to be configured to work with preact, maybe? To test, verify that the introduction story is working in the react example as well as the preact example, and maybe vue too, for good measure.",1
add support for preact (#408),0.49795115,Add support for preact by @maxbeatty in link,"Fixes #385 by adding support for preact, along with an example project. run yarn example:preact to verify add support for preact add preact example build: include mdx for preact example style: allow long svg path test: unique ports for each example chore(deps): upgrade storybook to 6.5.9 refactor: simpler config test: test-storybook needs unique url",0
Use an alias for react-dom/client if not installed (#410),0.8754091,Use an alias for react-dom/client if not installed by @IanVS in link,"This implements a suggestion in link to alias react-dom/client to our placeholder file when the dependency is not found. In vite 3.0, our current approach will no longer work, and we'll need to use this method instead.",1
Avoid cd in scripts,0.8206727,Avoid cd in scripts by @IanVS in link,,1
Add webpack/cra migration section to readme (#405),0.90167236,Add webpack/cra migration section to readme by @IanVS in link,"This adds a bit of help for users who are coming from a webpack or create react app project. There are a few gotchas and sneaky things that are needed, which we should work to smooth out, but for now teaching users how to migrate seems like it might be useful.",1
v0.1.36,0.4969862,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
"fix: prevent crashing on ""--smoke-test"" (#400)",0.9223021,"fix: prevent crashing on ""--smoke-test"" by @AriPerkkio in link",Fixes #397. Storybook expects stats to match Stats interface of webpack: link. This type-mismatch is caused by @storybook/core-common's Builder and will be fixed by link. Pass null as optional Stats instead of incorrect structure,1
Svelte: Generate docgen (#392),0.80031586,Svelte: Generate docgen by @j3rem1e in link,,1
Disable telemetry in examples (#393),0.8340075,Disable telemetry in examples by @IanVS in link,,1
Update Storybook to 6.5.0 in examples (#386),0.93033636,Update Storybook to 6.5.0 in examples by @joshwooding in link,,1
v0.1.35,0.48439518,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Do not require @storybook/addon-svelte-csf (#388),0.8940724,Do not require @storybook/addon-svelte-csf to be installed by @IanVS in link,"Starting in Storybook 6.5, @storybook/addon-svelte-csf is not installed by default in Svelte projects.  Instead, it's encouraged to use CSF for stories. But, the vite builder expects that it's always there, and would throw an error if it's not installed.  This allows it to be missing. It also fixes the logic for our other catch statements, which weren't working because the boolean logic was reversed.  🤦.",1
v0.1.34,0.4987077,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Handle new versions of vite-plugin-svelte (#382),0.8887276,Handle new versions of vite-plugin-svelte by @IanVS in link,"Fixes link There have been two changes in @sveltejs/vite-plugin-svelte that cause problems for us, which this PR addresses: link started to merge the svelte.config.js file by default, which may not be what storybook users want / expect, since their production config may be different from the storybook config (same reason we don't automatically merge vite.config.js).  With the changes here, the configFile option in svelteOptions can still be set to true or to a specific file, if desired. link began returning an array of plugins rather than just a single one.  This would normally be fine, except that we hack around with the plugin to create two separate ones, with different names, to avoid HMR in story files.  So, this PR checks to see if the result is an array or not, and reacts accordingly.  Note, I'm throwing away the inspector for story files.  This might be a problem, but until we hear about it, I think this'll be fine.  The inspector is still pretty experimental anyway, from what I can tell. To test, you can revert the changes I've made in vite-config.ts, and you'll see that the svelte example breaks (I updated the svelte plugin in it).  With the changes, it builds successfully. This also enables the use of the new experimental inspection plugin. To enable this feature, be sure you have @sveltejs/vite-plugin-svelte version 1.0.0-next.43 or higher, then add the following to your svelteOptions in .storybook/main.js: js module.exports = {   // ... rest of config   framework: '@storybook/svelte',   svelteOptions: {     preprocess: preprocess(),     experimental: { inspector: true }, // <-- this line   }, }; Then, when the storybook opens, focus a story iframe and press cmd+shift (mac) or ctrl+shift (windows) to activate.",1
Fix new stories not appearing in the importFn,0.89225304,Fix new stories not appearing in the importFn by @joshwooding in link,,1
Use globalThis instead of global dependency (#383),0.8550004,Use globalThis instead of global dependency by @IanVS in link,,1
Fix order of MDX stories in sidebar,0.90211433,Fix order of MDX stories in sidebar by @joshwooding in link,,1
Disable HMR for web-components projects (#372),0.90681297,Disable HMR for web-components projects by @IanVS in link,"Fixes #370. When using storyStoreV7, we configure HMR to swap out the importFn when stories change.  However, this breaks web-components projects (see link). So, instead, this change checks if the framework is web-components and if so, refreshes the page instead of performing an HMR.  It's still pretty quick, and not a full page reload. You can test this out by starting up our lit-ts example (which I've configured to use storyStoreV7 now), open the story, and save the component or story file.  It shouldn't blow up anymore. One bummer is that MDX files also no longer HMR, though technically they could.  But I can't find a way to detect which part of the importFn changed, in order to determine whether to HMR or not, and it's safer to just avoid it for all stories when using web-components.",1
Fix tests not being found when testing lit-ts example on windows CI,0.9755244,Fix tests not being found when testing lit-ts example on Windows CI by @joshwooding in link,,1
Bump @storybook/test-runner in react-18 example,0.94226277,Bump @storybook/test-runner in react-18 example by @joshwooding in link,,1
v0.1.33,0.49376297,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Fix svelte story files not reloading (#362),0.9040353,Fix svelte story files not reloading by @IanVS in link,"Fixes link Svelte story files have the same issue as react story files.  The webpack HMR seems to prevent vite's HMR from working correctly, so we need to exclude story files as HMR boundaries in vite.  The svelte plugin doesn't expose as nice of a way to do this, but thanks to a suggestion from @domyen in link, I was able to make it work. To test: Start up the svelte example, edit a .stories.svelte file, and confirm that the page reloads and shows your changes.",1
Prevent vite:define from replacing in story source (#364),0.83616793,Prevent vite:define from replacing in story source by @IanVS in link,"This fixes an issue where the vite:define plugin replaced environment variables inside the injected story source from @storybook/source-loader, which is supposed to be a string.  But when vite does the replacement, it adds its own quotes, which breaks the string. For a simplified example, storybook might generate something like this: js var STORY = ""console.log(import.meta.env.VITE_VAR);"" But then vite:define turns it into: js var STORY = ""console.log(""env variable value"");"" Here's a reproduction from the user who originally reported this issue: link To test, I modified our environment variable stories.  In the process, I used some zero-width spaces to make the headings look a bit better, as suggested in link. I also decided to use ts-node instead of adding a babel config for the react-ts project.  At least until we figure out exactly how that .babelrc works.   Add dynamic env var to story examples Fix react-ts example Prevent vite:define from replacing in story source Clean up some types",1
Warn in console when storyStoreV7 used with .svelte files (#363),0.95467454,Warn in console when storyStoreV7 used with .svelte files by @IanVS in link,"This makes it a bit more obvious that something is wrong when using storyStoreV7 with .svelte files (ref link), and gives an indication of how to fix the issue: This also fixes link by expanding the range for the @storybook/core-common peer dependency to avoid installing an older version when the user is using a 6.5 pre-release.",1
Run CI on pushes to main,0.2784229,Test built storybooks in CI by @IanVS in link,,0
Add babelrc to process main.ts file,0.37927893,Fix svelte-preprocess typescript support by @bfanger in link,link,0
v0.1.32,0.4495235,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Use correct Options type for viteFinal,0.6050963,Fix exported typescript types for viteFinal,,0
v0.1.31,0.47115618,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Update dependencies in examples (#357),0.8498348,Update dependencies in examples by @IanVS in link,"This bumps us to storybook 6.5.0-beta.1 and vite 2.9.6. Update examples to 6.5.0-beta.0 Update vite in examples to 2.9.6 Update @storybook/test-runner to 0.0.7 Use canary version of test-runner Use stories.json for all framework tests This is the only way we can test .mdx stories. Allow lit to pass with no tests This papers over an issue we have in the github windows runner, but not local windows. We should still get good test results from mac and linux runners. Revert ""Use stories.json for all framework tests"" This reverts commit 5d806eabc3f022a2c8eef26c7203051786dae132. Another small bump",1
Add example for Lit TS (#350),0.83266515,Add example for Lit TS by @troyvassalotti in link,This PR has bugs This PR adds an example for Lit TS to the examples directory. It is not extensive and doubles as a working example of #345 . To Reproduce Bug Run yarn storybook and see that the Simple Greeting component has blue text. Run yarn build-storybook and yarn preview-storybook to see that the component text did not accept the SASS styles from step 1.,1
Add TOC to readme,0.47492188,Add webpack/cra migration section to readme by @IanVS in link,,0
Add react docgen info to readme,0.7282524,Support react-docgen by @IanVS in link,,1
Add ViteFinal and StorybookViteConfig types (#349),0.5697987,Support configuration object for stories by @kazuma1989 in link,,0
Respect existing build.rollupOptions,0.83663034,Respect existing build.rollupOptions by @IanVS in link,,1
v0.1.30,0.47484493,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Add note about manager-webpack5 incompatibility,0.5069962,Add react-docgen-typescript by @joshwooding in link,,0
Avoid hiding all non-storybook body children (#346),0.7560827,Avoid hiding all non-storybook body children by @IanVS in link,"Fixes link This replaces the blunt hammer of  css body > * {   display: none !important; } with something a bit more nuanced, taken from the storybook default head styles. This is only necessary until link is released, then we can remove the workaround and ask users to update vite in order to avoid this flash.",1
Improve instructions in issue template,0.5478553,Add custom issue template by @IanVS in link,,0
Add custom issue template (#347),0.7518537,Add custom issue template by @IanVS in link,"This issue template is a combination of ideas from astro, vite, and storybook. I think it might help us get more helpful information right off the bat, without having to ask for more details and reproductions. I also added links to the discord and GitHub discussions.",1
v0.1.29,0.4769509,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
"react-docgen: exclude node_modules, make configurable (#338)",0.89448315,"react-docgen: exclude node_modules, make configurable by @IanVS in link","This updates the internal react-docgen plugin to prevent running against files that are in node_modules, and makes it align with rollup plugin best practices by accepting include and exclude options. I realized we should do this when working on converting a large project over to use the vite builder as an experiment, and found that it took ~20 minutes to load the first storybook page after the browser opened.  After digging, I found that most of this time was spent processing files that were in other parts of the monorepo, like icons, which did not need docgen info.  After making the changes in this PR, the time was reduced to less than 2 minutes on a cold start.  The number of processed files dropped from 1668 to 958.  And the time drops to 20 seconds for a cold boot with storyStoreV7 (processes 39 files). This is configurable, although it's not super-straightforward.  For example: js async viteFinal(config) {     config.plugins = [       require('@storybook/builder-vite/dist/plugins/react-docgen').reactDocgen({         exclude: [/^..\//, /node_modules/],         include: /.(jsx?)$/,       }),       ...config.plugins.filter((plugin) => plugin?.name !== 'react-docgen'),     ];     return config; } Note that react-docgen needs to happen before the @vitejs/plugin-react plugins, which is why it's above the spread of the rest of the plugins in this example.",1
Prevent FOUC in the iframe while loading (#339),0.88578475,Prevent FOUC in the iframe while loading by @IanVS in link,"Vite 2.9+ exhibit a flash of unstyled content in the head while the page loads in. This approach adds some styles from link into the head, after vite has finished processing.  This is necessary (instead of just putting the styles in the iframe html) due to link. With the changes here, we no longer see content like this:",1
Allow MDX stories ending with stories.mdx or story.mdx (#337),0.8771818,Allow MDX stories ending with stories.mdx or story.mdx by @IanVS in link,This aligns with a change that was made in storybook 6.2 to widen the naming allowed for mdx stories: link,1
v0.1.28,0.46076226,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Organize stories in examples (#330),0.78258675,Organize stories in examples by @IanVS in link,"This adds basic READMEs to all the examples (we can expand/improve them as needed), to try to give some information about why we include these examples. Since some are used to demonstrate features other than just the framework (e.g. autotitle or storyStoreV7). This also organizes stories a bit in the auto-title examples, and adds some comments in the stories about why they do or don't have titles. I think that our examples can serve not only as tests for ourselves, but education for users getting started with storybook and the vite builder, so I'd love to make them as useful as possible for both purposes.",1
Avoid @fs imports for storyStoreV7 (#332),0.8647436,Avoid /@fs/ imports for storyStoreV7 by @IanVS in link,"Similar to link, this avoids the use of /@fs/ imports in the modern loader, with storyStoreV7 enabled. To test, use the react-ts example, install @storybook/addon-bench, add it to the addons list in main.js, and try starting storybook.  It will fail in main, but pass in this branch.",1
v0.1.27,0.46783033,Support vite 3.1 by @IanVS in link,,0
"Revert ""Do not optimize storybook packages (#323)"" (#328)",0.8860373,"Revert ""Do not optimize storybook packages (#323)"" by @IanVS in link","Fixes link This reverts link. While I still think it would be great to avoid including deps in our optimizeDeps.include as much as we can, it turns out that it's still necessary for a few reasons. 1) If an addon (like storybook-dark-mode) publishes a cjs package that require()s from a storybook package that has been excluded from optimization, then esbuild seems to not replace that require at build time as it normally would.  Some background: esbuild's bundler emulates a CommonJS environment. The bundling process replaces the literal syntax require() with the referenced module at compile-time.  (link) This results in the situation outlined in #327. 2) Even after I removed all the packages from exclude, if I didn't add them back to the include list, there were multiple page refreshes while the app booted the first time, while vite found new deps and reloaded the page.  That would only happen once until the cache was populated, which isn't horrible, but it's not a great experience either. 3) Lastly, if I tried to keep the logic which prevented optimizing the storybook framework package, I ended up with react hook warnings, which usually means that multiple versions of react are loaded in the page.  That was the final straw which made me decide to completely revert the PR and go back to what we had before.  When I did that, my storybook worked just fine. I think we can take another stab at avoiding optimization another time, but we've already made a lot of changes to this package lately and it doesn't seem to be causing problems like I initially suspected in link.",1
"Support configuration object for stories, require SB >= 6.4 (#182)",0.76352936,Support configuration object for stories by @kazuma1989 in link,"Issues Fixes #77. Hi, maintainers and contributors! After #172, I found another issue relating Storybook 6.4. As of Storybook 6.4, stories can be an array of StoriesSpecifier object, but the builder can't handle it. The StoriesSpecifier is defined and used below. link link js module.exports = {   stories: [    { directory: '../src', files: '*.story.tsx', titlePrefix: 'foo' }   ] }; This PR enables that syntax.",1
Support CSF3 user settable global render (#296),0.94087493,Support CSF3 user settable global render by @joshwooding in link,Closes #294,1
Fix README typo,0.6688991,Update README.md by @eirslett in link,,0
v0.1.26,0.45372027,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Add storybook version requirement to readme,0.5550404,Update storybook in examples to 6.4.0-beta.19 (link),,0
Do not optimize storybook packages (#323),0.9063026,"Do not optimize storybook packages, if possible by @IanVS in link","This PR removes many of the storybook packages from pre-bundling, which should save a little bit of time in startup, and will 🤞 work a little better in pnpm (see link, although this probably doesn't fix it yet). Furthermore, after storybook 6.5.0-alpha.58, we can exclude the framework packages from pre-bundling also, but in versions earlier than that, we do need to pre-bundle.  So I added a dependency on semver, to compare the storybook framework's version from package.json and determine whether to pre-bundle it or not.  I tested back to 6.4.0, and it worked fine as long as I added titles to stories (autotitle wasn't working that far back). Here's the difference it makes in the pre-bundled files: Before: After:",1
Correctly import/prebundle V6 store configs (#324),0.87466246,Correctly import/prebundle V6 store configs by @IanVS in link,"Closes link This reverts link, and fixes it a better way, by replacing filesystem imports (/@fs/ style absolute path imports) with normal node_modules style imports.  So, instead of: /@fs/Users/ianvs/code/experiments/sb-builder-vite-no-container/node_modules/@storybook/vue3/dist/esm/client/preview/config We'll import from  @storybook/vue3/dist/esm/client/preview/config Which vite can correctly pre-bundle and add a browserHash to. To test this, run the vue example in this repo.  You should see some messages about new dependencies being optimized in the terminal, and the storybook should load up just fine with no errors about No docs.container set. I tested this out back to our minimum supported versions of vite (2.5.2) and storybook (6.4.0).  It worked fine, although at that old version, one page refresh was required on the very first startup (due to changes in pre-bundled deps).  This doesn't happen in vite 2.9.0, which has better support for finding new deps.",1
v0.1.25,0.48253104,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Support React 18 (#320),0.83257025,Support React 18 by @IanVS in link,"An exciting PR has been merged and released in 6.5.0-alpha.58 that adds storybook support for React 18.  However, it currently breaks in the vite-builder test because of an import() of the new react-dom/client, which only exists in react 18.  Due to link, we have to do a little bit of trickery to stop vite from erroring out.  The approach I'm taking here is: 1) Rewriting the import of react-dom/client to a dummy file if it can't be require.resolve()ed.  This fixes the problem in production builds. 2) Additionally, adding react-dom/client to the list of optimizeDeps.exclude if the framework is react and the package can't be required.  This is necessary to prevent vite from trying to pre-bundle, and throwing errors in dev. This PR also updates the examples to the new 6.5.0-alpha.58 version of storybook, which includes the PR mentioned above, so that it can be tested in our react examples, and it adds a new react-18 example as well.",1
