,Time
160,2392.0
161,31.0
162,247157.0
163,6949.0
164,382.0
165,152399.0
166,39730.0
167,259454.0
168,91687.0
169,121.0
170,254936.0
171,162938.0
172,174005.0
173,349973.0
174,176082.0
175,247182.0
176,2576.0
177,139420.0
178,91285.0
179,29.0
180,281630.0
181,257.0
182,35570.0
183,253354.0
184,77147.0
185,150733.0
186,1469.0
187,2126.0
188,149576.0
189,82725.0
190,154354.0
191,274009.0
192,208292.0
193,90602.0
194,123044.0
195,394305.0
196,177269.0
197,163379.0
198,331348.0
199,165361.0
200,192991.0
201,182357.0
202,174588.0
203,199888.0
204,85647.0
205,134001.0
206,302548.0
207,87692.0
208,171048.0
209,920.0
210,9897.0
211,423024.0
212,107510.0
213,152441.0
214,109173.0
215,218119.0
216,288292.0
217,229772.0
218,267967.0
219,155758.0
220,315701.0
221,14482.0
222,169585.0
223,77506.0
224,258682.0
225,210404.0
226,90992.0
227,268669.0
228,236280.0
229,204655.0
230,308123.0
231,26808.0
232,204771.0
233,318238.0
234,427833.0
235,232235.0
236,275992.0
237,304690.0
238,18396.0
239,358913.0
240,100781.0
241,68038.0
242,1576.0
243,173964.0
244,199564.0
245,305483.0
246,168151.0
247,512190.0
248,204465.0
249,333471.0
250,83872.0
251,270046.0
252,502674.0
253,247930.0
254,182552.0
255,180877.0
256,343597.0
257,255878.0
258,336981.0
259,223470.0
260,95394.0
261,152007.0
262,288039.0
263,280038.0
264,288344.0
265,322566.0
266,187218.0
267,513105.0
268,31.0
269,163.0
270,145787.0
271,123370.0
272,133435.0
273,78017.0
274,272552.0
275,250849.0
276,187669.0
277,129409.0
278,201485.0
279,2039.0
280,150933.0
281,91639.0
282,78228.0
283,561.0
284,76048.0
285,132601.0
286,35516.0
287,8133.0
288,214727.0
289,115.0
290,29106.0
291,248966.0
292,335529.0
293,1287.0
294,198798.0
295,114112.0
296,17003.0
297,99610.0
298,82926.0
299,91779.0
300,169950.0
301,244044.0
302,250773.0
303,306130.0
304,124341.0
305,144459.0
306,126686.0
307,266139.0
308,257320.0
309,179272.0
310,73026.0
311,431838.0
312,104088.0
313,197811.0
314,170950.0
315,211171.0
316,2526.0
317,169035.0
318,501639.0
319,61856.0
320,146272.0
321,135547.0
322,178850.0
323,156923.0
324,368601.0
325,142277.0
326,458384.0
327,207288.0
328,10.0
329,362526.0
330,173771.0
331,213547.0
332,4.0
333,1044.0
334,299621.0
335,9.0
336,210074.0
337,177764.0
338,253678.0
339,259203.0
340,687393.0
341,525596.0
342,282439.0
343,20.0
344,220227.0
345,4.0
346,339387.0
347,181076.0
348,250833.0
349,312603.0
350,172638.0
351,61.0
352,311.0
353,264744.0
354,102078.0
355,62059.0
356,55.0
357,83316.0
358,101767.0
359,80706.0
360,7.0
361,189916.0
362,174137.0
363,209168.0
364,254024.0
365,170337.0
366,180823.0
367,73071.0
368,175961.0
369,185671.0
370,94292.0
371,263469.0
372,380610.0
373,79811.0
374,546758.0
375,439051.0
376,426.0
377,273697.0
378,262912.0
379,189309.0
380,175378.0
381,174375.0
382,79477.0
383,288779.0
384,259930.0
385,163249.0
386,306524.0
387,158.0
388,259099.0
389,38053.0
390,88096.0
391,2494.0
392,376686.0
393,239125.0
394,91763.0
395,208724.0
396,50655.0
397,166833.0
398,256034.0
399,254022.0
400,9.0
401,333640.0
402,90270.0
403,598185.0
404,179113.0
405,3205.0
406,262244.0
407,205895.0
408,62542.0
409,337607.0
410,59.0
411,209373.0
412,179893.0
413,730.0
414,172109.0
415,38.0
416,336110.0
417,60374.0
418,119571.0
419,171285.0
420,513178.0
421,186050.0
422,5.0
423,159384.0
424,94275.0
425,161675.0
426,75602.0
427,179778.0
428,190516.0
429,12594.0
430,6955.0
431,64590.0
432,19382.0
433,136248.0
434,282468.0
435,317891.0
436,1644.0
437,264814.0
438,337379.0
439,185284.0
440,284358.0
441,6.0
442,58386.0
443,183750.0
444,14.0
445,236629.0
446,209565.0
447,296689.0
448,286649.0
449,261808.0
450,302986.0
451,159366.0
452,199257.0
453,323694.0
454,344976.0
455,85773.0
456,73760.0
457,172409.0
458,533930.0
459,284308.0
460,162503.0
461,6449.0
462,1724.0
463,456582.0
464,6.0
465,296763.0
466,254704.0
467,173887.0
468,346750.0
469,211970.0
470,101637.0
471,140417.0
472,103110.0
473,288448.0
474,27395.0
475,156826.0
476,134883.0
477,214787.0
478,62.0
479,159873.0
480,108267.0
481,42424.0
482,207719.0
483,660.0
484,91488.0
485,180296.0
486,169718.0
487,130618.0
488,2560.0
489,247401.0
490,265900.0
491,221139.0
492,54819.0
493,163250.0
494,434589.0
495,181899.0
496,4573.0
497,211861.0
498,439220.0
499,796.0
500,336124.0
501,266105.0
502,56721.0
503,99353.0
504,232825.0
505,610306.0
506,125084.0
507,199291.0
508,316654.0
509,211202.0
510,251617.0
511,169681.0
512,110814.0
513,79366.0
514,209633.0
515,248608.0
516,181693.0
517,173774.0
518,171451.0
519,170204.0
520,294938.0
521,14.0
522,117515.0
523,168871.0
524,181588.0
525,1434.0
526,77523.0
527,128259.0
528,177895.0
529,195208.0
530,237517.0
531,7711.0
532,250733.0
533,156132.0
534,158257.0
535,7816.0
536,57378.0
537,68473.0
538,88829.0
539,11309.0
540,154046.0
541,6330.0
542,246786.0
543,270459.0
544,171812.0
545,246945.0
546,95843.0
547,97731.0
548,345100.0
549,264719.0
550,215843.0
551,330473.0
552,178594.0
553,82690.0
554,86588.0
555,203359.0
556,58717686.0
557,8595139.0
558,14199112.0
559,23742410.0
560,103587.0
561,50542366.0
562,19371254.0
563,25836.0
564,6304742.0
565,7156544.0
566,12375951.0
567,5257956.0
568,604678.0
569,1706839.0
570,160889.0
571,2191056.0
572,83670.0
573,843571.0
574,32434.0
575,2862569.0
576,608332.0
577,3296980.0
578,1802851.0
579,756743.0
580,63254.0
581,705.0
582,5188173.0
583,174637.0
584,164937.0
585,470100.0
586,186412.0
587,2319182.0
588,3121773.0
589,2316142.0
590,1405693.0
591,213086.0
592,35284212.0
593,4044.0
594,10867466.0
595,2076136.0
596,422655.0
597,848098.0
598,74833.0
599,2873260.0
600,1746063.0
601,585626.0
602,1001519.0
603,608166.0
604,1156.0
605,938528.0
606,442758.0
607,1024015.0
608,348896.0
609,75591.0
610,7699588.0
611,7316259.0
612,17625.0
613,1192608.0
614,276789.0
615,699264.0
616,63986.0
617,1484042.0
618,65120.0
619,1828016.0
620,537578.0
621,12554473.0
622,15320.0
623,656758.0
624,541204.0
625,246703.0
626,96946.0
627,94630.0
628,67272.0
629,937.0
630,808779.0
631,1146353.0
632,937200.0
633,306579.0
634,128972.0
635,175350.0
636,959360.0
637,682211.0
638,2842.0
639,7713.0
640,5214340.0
641,13484.0
642,3425.0
643,1243559.0
644,8351.0
645,1548678.0
646,814120.0
647,3357116.0
648,1289496.0
649,6226983.0
650,4781008.0
651,2901761.0
652,29294189.0
653,9094328.0
654,9780.0
655,1573274.0
656,3705620.0
657,1039433.0
658,3394380.0
659,50600546.0
660,4571815.0
661,202695.0
662,49622.0
663,2607198.0
664,150781.0
665,1830819.0
666,126328.0
667,2587565.0
668,486366.0
669,102219.0
670,185498.0
671,367073.0
672,57135.0
673,26829.0
674,109427.0
675,1058849.0
676,624126.0
677,2999499.0
678,1457575.0
679,9953684.0
680,976461.0
681,62026.0
682,17728451.0
683,2841673.0
684,290.0
685,90807.0
686,211935.0
687,2084740.0
688,76444.0
689,5168.0
690,288125.0
691,342184.0
692,442973.0
693,166279.0
694,37444.0
695,5533388.0
696,10193720.0
697,80076.0
698,285154.0
699,444227.0
700,941367.0
701,2483228.0
702,183725.0
703,3697738.0
704,9291.0
705,99788.0
706,1258.0
707,1990870.0
708,967574.0
709,791832.0
710,89647.0
711,5154206.0
712,627773.0
713,96142.0
714,3130.0
715,27374.0
716,11361158.0
717,3263723.0
718,1475016.0
719,1194283.0
720,1650794.0
721,886.0
722,665833.0
723,1025461.0
724,337181.0
725,1380275.0
726,6735070.0
727,318248.0
728,5040293.0
729,6115.0
730,6590238.0
731,1263509.0
732,5775792.0
733,2481490.0
734,230156.0
735,7025140.0
736,4568846.0
737,1109964.0
738,1657768.0
739,1813939.0
740,1675848.0
741,1443717.0
742,5628187.0
743,1343212.0
744,4488304.0
745,6609728.0
746,2303662.0
747,1882186.0
748,3127159.0
749,4037957.0
750,2530544.0
751,3373756.0
752,7329.0
753,1212346.0
754,74606.0
755,1287586.0
756,764779.0
757,679968.0
758,1826622.0
759,5359124.0
760,454468.0
761,1191782.0
762,585067.0
763,13025395.0
764,342944.0
765,731644.0
766,3012122.0
767,8925107.0
768,1303952.0
769,11372.0
770,3661832.0
771,4243366.0
772,1176784.0
773,6775142.0
774,861652.0
775,1491561.0
776,7956831.0
777,3007149.0
778,1665349.0
779,4306050.0
780,9529930.0
781,3115787.0
782,4835465.0
783,5313677.0
784,4054705.0
785,14382805.0
786,1932929.0
787,1026741.0
788,153233.0
789,158753.0
790,1295441.0
791,760715.0
792,888396.0
793,13537653.0
794,3477268.0
795,14370577.0
796,243947.0
797,726820.0
798,746312.0
799,613241.0
800,491365.0
801,450939.0
802,785731.0
803,55.0
804,411698.0
805,318636.0
806,528656.0
807,952.0
808,17946515.0
809,9975539.0
810,7088498.0
811,60880780.0
812,89946203.0
813,6214500.0
814,61621107.0
815,22218478.0
816,35345664.0
817,14002004.0
818,135128.0
819,15110824.0
820,10044037.0
821,342362.0
822,720259.0
823,222781.0
824,606738.0
825,139524.0
826,2390474.0
827,1764375.0
828,1930410.0
829,1695257.0
830,21096547.0
831,13930053.0
832,41252666.0
833,164806.0
834,28990.0
835,236560.0
836,365246.0
837,2921094.0
838,12195722.0
839,83651154.0
840,3357011.0
841,3917611.0
842,1050541.0
843,24329958.0
844,8737278.0
845,42674542.0
846,5555902.0
847,1587152.0
848,7112709.0
849,4063979.0
850,13631327.0
851,27853006.0
852,599.0
853,5796826.0
854,6952945.0
855,614290.0
856,77400.0
857,14263201.0
858,4102004.0
859,2508213.0
860,7389987.0
861,351341.0
862,3117551.0
863,5909465.0
864,497658.0
865,2158846.0
866,2042313.0
867,1208724.0
868,776118.0
869,77099.0
870,394348.0
871,10525.0
872,1449522.0
873,1463230.0
874,484802.0
875,350368.0
876,7577024.0
877,1816065.0
878,16.0
879,6598291.0
880,8937.0
881,129.0
882,16.0
883,34210.0
884,588.0
885,61832.0
886,816.0
887,23256.0
888,1221621.0
889,194220.0
890,263226.0
891,3016087.0
892,952363.0
893,453396.0
894,1254015.0
895,3866161.0
896,1180094.0
897,769230.0
898,5692436.0
899,17361.0
900,492490.0
901,2781358.0
902,4719552.0
903,1375043.0
904,256843.0
905,420407.0
906,671032.0
907,4672337.0
908,2744264.0
909,1138153.0
910,243694.0
911,867566.0
912,177001.0
913,64912.0
914,1983867.0
915,53425.0
916,60908.0
917,2523016.0
918,176060.0
919,91111.0
920,248535.0
921,4276.0
922,310543.0
923,1831702.0
924,1425089.0
925,501796.0
926,76341.0
927,145040.0
928,46994.0
929,962230.0
930,1752192.0
931,24320.0
932,372480.0
933,611757.0
934,273169.0
935,755952.0
936,260249.0
937,2148274.0
938,163676.0
939,19488.0
940,456190.0
941,517119.0
942,380910.0
943,198654.0
944,144621.0
945,280655.0
946,63190.0
947,1487181.0
948,2150487.0
949,1120067.0
950,1313136.0
951,445455.0
952,243728.0
953,332919.0
954,246419.0
955,76827.0
956,165270.0
957,138443.0
958,717412.0
959,916014.0
960,598958.0
961,504593.0
962,60969.0
963,461986.0
964,777475.0
965,2329917.0
966,5298242.0
967,173542.0
968,221254.0
969,33863.0
970,26.0
971,278854.0
972,945428.0
973,37.0
974,729952.0
975,181183.0
976,164.0
977,857129.0
978,239515.0
979,690207.0
980,91.0
981,167704.0
982,967.0
983,67313.0
984,153242.0
985,189054.0
986,197643.0
987,838447.0
988,425562.0
989,851189.0
990,1486.0
991,23.0
992,10961.0
993,329772.0
994,321114.0
995,511920.0
996,210216.0
997,324485.0
998,172643.0
999,44.0
1000,82.0
1001,628292.0
1002,340727.0
1003,178433.0
1004,505052.0
1005,163577.0
1006,108453.0
1007,241865.0
1008,7042.0
1009,488604.0
1010,12823.0
1011,1430715.0
1012,257421.0
1013,70924.0
1014,555629.0
1015,614291.0
1016,165956.0
1017,302518.0
1018,605153.0
1019,45678.0
1020,15343.0
1021,157240.0
1022,1204529.0
1023,46059.0
1024,818571.0
1025,86893.0
1026,7548973.0
1027,315606.0
1028,1810607.0
1029,284433.0
1030,1164353.0
1031,13831.0
1032,34637.0
1033,531837.0
1034,536124.0
1035,68247.0
1036,1125333.0
1037,228407.0
1038,59099.0
1039,84580.0
1040,166078.0
1041,3230119.0
1042,2221839.0
1043,239858.0
1044,153308.0
1045,953582.0
1046,681214.0
1047,763018.0
1048,486434.0
1049,119827.0
1050,15067.0
1051,112729.0
1052,274616.0
1053,3886907.0
1054,339440.0
1055,1830448.0
1056,1395304.0
1057,487165.0
1058,2216587.0
1059,120183.0
1060,2459013.0
1061,1393445.0
1062,169808.0
1063,1329782.0
1064,53971.0
1065,2231990.0
1066,2759270.0
1067,2483722.0
1068,605275.0
1069,891907.0
1070,267354.0
1071,811277.0
1072,131397.0
1073,63265.0
1074,15220.0
1075,384409.0
1076,459009.0
1077,984088.0
1078,1631374.0
1079,1972371.0
1080,182982.0
1081,210496.0
1082,11.0
1083,300430.0
1084,28054.0
1085,117488.0
1086,868440.0
1087,369876.0
1088,1303016.0
1089,2328265.0
1090,2164964.0
1091,153887.0
1092,1752703.0
1093,384911.0
1094,287448.0
1095,1743511.0
1096,2068606.0
1097,112556.0
1098,152614.0
1099,458939.0
1100,425258.0
1101,895618.0
1102,271642.0
1103,6012581.0
1104,517551.0
1105,442603.0
1106,262154.0
1107,1959094.0
1108,934870.0
1109,1218297.0
1110,98427.0
1111,774928.0
1112,632128.0
1113,2902735.0
1114,93967.0
1115,657847.0
1116,2370238.0
1117,349273.0
1118,331260.0
1119,361856.0
1120,525688.0
1121,88611.0
1122,5971842.0
1123,948481.0
1124,763081.0
1125,103825.0
1126,6039.0
1127,157106.0
1128,114771.0
1129,176969.0
1130,265979.0
1131,191669.0
1132,66281.0
1133,17193.0
1134,2151659.0
1135,2369.0
1136,273084.0
1137,930.0
1138,854201.0
1139,332812.0
1140,38.0
1141,253737.0
1142,2531447.0
1143,223628.0
1144,2145580.0
1145,2265998.0
1146,333591.0
1147,20287.0
1148,254133.0
1149,250157.0
1150,2870.0
1151,6.0
1152,96800.0
1153,12632.0
1154,63906.0
1155,95761.0
1156,6906974.0
1157,171234.0
1158,83535.0
1159,182746.0
1160,20444.0
1161,13687.0
1162,2138485.0
1163,2493301.0
1164,5008148.0
1165,129224.0
1166,77.0
1167,4200165.0
1168,515708.0
1169,444763.0
1170,220182.0
1171,1726361.0
1172,186569.0
1173,6379520.0
1174,63650.0
1175,53728.0
1176,6884027.0
1177,1912482.0
1178,4133045.0
1179,2400708.0
1180,283556.0
1181,1292827.0
1182,127661.0
1183,86.0
1184,18308.0
1185,220.0
1186,651785.0
1187,75699.0
1188,267547.0
1189,77590.0
1190,361324.0
1191,684606.0
1192,2513444.0
1193,3800554.0
1194,56463.0
1195,1119.0
1196,188809.0
1197,82297.0
1198,582453.0
1199,62730.0
1200,520407.0
1201,943305.0
1202,1385617.0
1203,12247.0
1204,703427.0
1205,497144.0
1206,442580.0
1207,13314.0
1208,3535461.0
1209,1560311.0
1210,545817.0
1211,3623.0
1212,3190277.0
1213,2272621.0
1214,105283.0
1215,950713.0
1216,1861279.0
1217,212246.0
1218,1220.0
1219,85828.0
1220,724226.0
1221,2313885.0
1222,953791.0
1223,86519.0
1224,646362.0
1225,3079659.0
1226,235289.0
1227,1114711.0
1228,687680.0
1229,203935.0
1230,9487.0
1231,709.0
1232,785671.0
1233,630787.0
1234,3605.0
1235,173960.0
1236,4134.0
1237,3331.0
1238,255491.0
1239,79154.0
1240,266323.0
1241,71513.0
1242,524082.0
1243,140340.0
1244,97015.0
1245,515861.0
1246,199331.0
1247,33547.0
1248,23798.0
1249,2299.0
1250,21623.0
1251,50500.0
1252,22022.0
1253,18815543.0
1254,603829.0
1255,12636.0
1256,17.0
1257,1082012.0
1258,324624.0
1259,2272886.0
1260,1168609.0
1261,529038.0
1262,699098.0
1263,477717.0
1264,14961.0
1265,29535925.0
1266,11532.0
1267,48065895.0
1268,166961.0
1269,168421.0
1270,3240390.0
1271,1823208.0
1272,2644.0
1273,26705.0
1274,10928.0
1275,1930.0
1276,960976.0
1277,867606.0
1278,942070.0
1279,177181.0
1280,1997.0
1281,10741111.0
1282,1592.0
1283,1813106.0
1284,168686.0
1285,747.0
1286,174694.0
1287,629894.0
1288,237737.0
1289,1054489.0
1290,448858.0
1291,3333435.0
1292,4919559.0
1293,183294.0
1294,2581009.0
1295,74315.0
1296,285052.0
1297,1179337.0
1298,1300843.0
1299,1252085.0
1300,3234798.0
1301,3386828.0
1302,2415694.0
1303,994.0
1304,1110.0
1305,852140.0
1306,347001.0
1307,767225.0
1308,84044.0
1309,2723144.0
1310,1085778.0
1311,1036032.0
1312,591586.0
1313,36343.0
1314,20816.0
1315,427074.0
1316,1579883.0
1317,1545670.0
1318,86643.0
1319,729309.0
1320,6832052.0
1321,5572073.0
1322,1312358.0
1323,527905.0
1324,1541101.0
1325,725835.0
1326,90891.0
1327,427034.0
1328,504311.0
1329,2184.0
1330,69750.0
1331,4911.0
1332,98.0
1333,3559.0
1334,5395238.0
1335,436.0
1336,706449.0
1337,15237.0
1338,13152202.0
1339,207090.0
1340,3901378.0
1341,274756.0
1342,3216381.0
1343,4287193.0
1344,5028525.0
1345,171846.0
1346,4457617.0
1347,669220.0
1348,342667.0
1349,702200.0
1350,244027.0
1351,74332.0
1352,9715.0
1353,224053.0
1354,7087.0
1355,930948.0
1356,272.0
1357,252932.0
1358,87834.0
1359,182494.0
1360,275474.0
1361,423107.0
1362,99668.0
1363,6534.0
1364,38259.0
1365,168126.0
1366,10120.0
1367,68976.0
1368,90232.0
1369,43158.0
1370,712178.0
1371,159561.0
1372,1147279.0
1373,769142.0
1374,915561.0
1375,203.0
1376,221337.0
1377,204400.0
1378,126182.0
1379,7503.0
1380,9575250.0
1381,2435.0
1382,69.0
1383,59.0
1384,1493273.0
1385,335233.0
1386,18.0
1387,703170.0
1388,7069192.0
1389,5732594.0
1390,1378893.0
1391,1650989.0
1392,402384.0
1393,5048739.0
1394,88410.0
1395,18245011.0
1396,3883534.0
1397,84813.0
1398,12180393.0
1399,251521.0
1400,81966.0
1401,2638549.0
1402,1139499.0
1403,2419286.0
1404,50878200.0
1405,4225778.0
1406,19728702.0
1407,269225.0
1408,899506.0
1409,4233567.0
1410,18904.0
1411,221523.0
1412,74941.0
1413,5208.0
1414,211545.0
1415,3471650.0
1416,62.0
1417,13500821.0
1418,1293893.0
1419,1794950.0
1420,1450191.0
1421,47517.0
1422,164566.0
1423,802.0
1424,7045689.0
1425,4900605.0
1426,2724731.0
1427,698189.0
1428,43198.0
1429,2896609.0
1430,109.0
1431,4320145.0
1432,3468877.0
1433,3787747.0
1434,256.0
1435,4887.0
1436,3638574.0
1437,3730604.0
1438,6198863.0
1439,5705640.0
1440,4329563.0
1441,3456.0
1442,4524193.0
1443,4480720.0
1444,62757.0
1445,1926.0
1446,4302587.0
1447,4703191.0
1448,4311582.0
1449,3096807.0
1450,169700.0
1451,70271.0
1452,1038520.0
1453,6746361.0
1454,4935577.0
1455,15681.0
1456,64.0
1457,2944693.0
1458,2858619.0
1459,2089588.0
1460,6986.0
1461,297788.0
1462,169857.0
1463,5265408.0
1464,4848873.0
1465,1335.0
1466,3907725.0
1467,241129.0
1468,907.0
1469,1847659.0
1470,2415301.0
1471,4711887.0
1472,410352.0
1473,5953545.0
1474,446698.0
1475,1825489.0
1476,424163.0
1477,9108.0
1478,89808.0
1479,6304051.0
1480,31809.0
1481,6077143.0
1482,885621.0
1483,2953614.0
1484,4101086.0
1485,1141815.0
1486,206531.0
1487,606495.0
1488,1018622.0
1489,2070560.0
1490,147.0
1491,109678.0
1492,59936.0
1493,151.0
1494,2324.0
1495,6975.0
1496,6710759.0
1497,5242602.0
1498,4034374.0
1499,1381515.0
1500,5286539.0
1501,2755489.0
1502,722123.0
1503,3607284.0
1504,4738440.0
1505,1579013.0
1506,614270.0
1507,40543.0
1508,3064376.0
1509,3344319.0
1510,228.0
1511,2242255.0
1512,2292634.0
1513,161388.0
1514,179380.0
1515,2380086.0
1516,111.0
1517,870416.0
1518,895074.0
1519,2718462.0
1520,345.0
1521,3233269.0
1522,270231.0
1523,34650.0
1524,176586.0
1525,2147571.0
1526,4212.0
1527,3731004.0
1528,153783.0
1529,337416.0
1530,842888.0
1531,4142911.0
1532,3799.0
1533,3549345.0
1534,2520883.0
1535,1686690.0
1536,324273.0
1537,84500.0
1538,1297102.0
1539,99446.0
1540,25416766.0
1541,25393142.0
1542,13619573.0
1543,8969427.0
1544,13668649.0
1545,13014859.0
1546,24719615.0
1547,24788357.0
1548,378689.0
1549,12708383.0
1550,18728118.0
1551,24114731.0
1552,24183483.0
1553,12440409.0
1554,18123342.0
1555,23509952.0
1556,23578697.0
1557,17616831.0
1558,17491224.0
1559,22905177.0
1560,22973919.0
1561,6550255.0
1562,6049677.0
1563,10793815.0
1564,16913777.0
1565,22300403.0
1566,22369148.0
1567,334567.0
1568,16485075.0
1569,16303797.0
1570,10012059.0
1571,5340780.0
1572,4216.0
1573,240055.0
1574,21268600.0
1575,21173676.0
1576,9584093.0
1577,15704070.0
1578,15676703.0
1579,4741561.0
1580,20911850.0
1581,20554704.0
1582,15099245.0
1583,15071907.0
1584,344263.0
1585,19979147.0
1586,19965833.0
1587,14467147.0
1588,8176314.0
1589,96798.0
1590,14061229.0
1591,19276323.0
1592,19345077.0
1593,7571503.0
1594,71119.0
1595,42679.0
1596,7282512.0
1597,18671563.0
1598,18740309.0
1599,13257534.0
1600,12769362.0
1601,18076310.0
1602,18135637.0
1603,6362037.0
1604,568949.0
1605,11921282.0
1606,11621911.0
1607,17032949.0
1608,17025427.0
1609,11566743.0
1610,11456664.0
1611,94047.0
1612,5069346.0
1613,419023.0
1614,21254167.0
1615,21082984.0
1616,10722472.0
1617,10690242.0
1618,15738796.0
1619,15736045.0
1620,10253258.0
1621,15653581.0
1622,15219081.0
1623,9763357.0
1624,9639360.0
1625,19789436.0
1626,19390322.0
1627,14529080.0
1628,9045681.0
1629,419477.0
1630,8539279.0
1631,8372579.0
1632,13686953.0
1633,13472521.0
1634,7964430.0
1635,112593.0
1636,245672.0
1637,17653199.0
1638,17569781.0
1639,12702546.0
1640,7219618.0
1641,341362.0
1642,12115309.0
1643,12127386.0
1644,6658354.0
1645,6629661.0
1646,22449492.0
1647,22385206.0
1648,11482640.0
1649,333554.0
1650,10917062.0
1651,15728126.0
1652,15728021.0
1653,21356264.0
1654,21175650.0
1655,15123386.0
1656,15123297.0
1657,351547.0
1658,20642589.0
1659,20570813.0
1660,14518492.0
1661,9668266.0
1662,9434901.0
1663,9170866.0
1664,20037770.0
1665,19971821.0
1666,13918870.0
1667,9004637.0
1668,2355216.0
1669,429008.0
1670,220450.0
1671,10745770.0
1672,16339784.0
1673,21227075.0
1674,21227052.0
1675,21157910.0
1676,21062980.0
1677,20714520.0
1678,20622365.0
1679,15712825.0
1680,15568767.0
1681,328549.0
1682,9182685.0
1683,20039732.0
1684,20017440.0
1685,14691666.0
1686,19412666.0
1687,19412657.0
1688,8470427.0
1689,19354687.0
1690,18807860.0
1691,13917939.0
1692,87693.0
1693,7708306.0
1694,220884.0
1695,233213.0
1696,80008.0
1697,327687.0
1698,12767930.0
1699,12708330.0
1700,6656019.0
1701,356264.0
1702,12165225.0
1703,16993473.0
1704,16993463.0
1705,6051243.0
1706,34093.0
1707,11559274.0
1708,16388683.0
1709,16388670.0
1710,5446436.0
1711,15792470.0
1712,15783860.0
1713,10893929.0
1714,20581699.0
1715,20476460.0
1716,20418005.0
1717,20153643.0
1718,15366534.0
1719,10348721.0
1720,10310947.0
1721,318360.0
1722,14678662.0
1723,19372150.0
1724,19350706.0
1725,9684325.0
1726,9484720.0
1727,18866978.0
1728,18844986.0
1729,14048625.0
1730,13990252.0
1731,9079535.0
1732,20724.0
1733,8534319.0
1734,18162590.0
1735,18141142.0
1736,13364663.0
1737,29684.0
1738,13218228.0
1739,12764481.0
1740,7870031.0
1741,339890.0
1742,17052155.0
1743,16931684.0
1744,12155182.0
1745,7265233.0
1746,27370.0
1747,16438491.0
1748,16326761.0
1749,11550278.0
1750,16348143.0
1751,15721961.0
1752,10945477.0
1753,6055541.0
1754,22364360.0
1755,22220128.0
1756,15582799.0
1757,15206563.0
1758,10419882.0
1759,10340648.0
1760,10160589.0
1761,9834387.0
1762,169398.0
1763,19459.0
1764,241644.0
1765,247608.0
1766,20108087.0
1767,20056111.0
1768,8605377.0
1769,8526265.0
1770,19768285.0
1771,19453925.0
1772,8009166.0
1773,192181.0
1774,105404.0
1775,12193691.0
1776,12093103.0
1777,7316621.0
1778,7232658.0
1779,18572186.0
1780,18568443.0
1781,45080.0
1782,11588902.0
1783,11488310.0
1784,218129.0
1785,10984075.0
1786,10883489.0
1787,6107014.0
1788,5926997.0
1789,5628458.0
1790,17037589.0
1791,16933632.0
1792,10278756.0
1793,16924308.0
1794,16328824.0
1795,9673950.0
1796,4897457.0
1797,21150916.0
1798,26450994.0
1799,26499713.0
1800,9529384.0
1801,26362424.0
1802,26414064.0
1803,15793863.0
1804,20553754.0
1805,20547845.0
1806,9069108.0
1807,310339.0
1808,15189078.0
