Index,Message,Description,Message Abstract,Description Abstract
37,Use an Activity as entry point,"Recent versions of Android refuse to directly start a Service or a BroadcastReceiver, so always use an (invisible) Activity to receive intents. This fixes many cases where the confirmation dialog were not displayed: https://github.com/Genymobile/gnirehtet/issues?utf8=%E2%9C%93&q=is%3Aissue+label%3Anodialog",Use an Activity as entry point,"Recent versions of Android refuse to directly start a Service or a BroadcastReceiver, so always use an (invisible) Activity to receive intents. This fixes many cases where the confirmation dialog were not displayed: link"
38,Upgrade relay-rust dependencies,,Upgrade relay-rust dependencies,
39,"Use explicit ""dyn"" keyword","Trait objects without ""dyn"" keyword is now deprecated.","Use explicit ""dyn"" keyword","Trait objects without ""dyn"" keyword is now deprecated."
40,Upgrade gradle version,,Upgrade gradle version,
41,Fix binary packet to string (java),"Since commit 9a184b9428f443a01f6194c6c7f683f9c70b05b8, i was incremented twice. Fixes https://github.com/Genymobile/gnirehtet/issues/213",Fix binary packet to string (java),"Since commit 9a184b9428f443a01f6194c6c7f683f9c70b05b8, i was incremented twice. Fixes link"
42,Update rustfmt usage,The new rustfmt now works in Rust stable.,Update rustfmt usage,The new rustfmt now works in Rust stable.
43,Remove non-lexical lifetime workaround,The borrow checker is now smart enough :),Remove non-lexical lifetime workaround,The borrow checker is now smart enough :)
44,Use dyn trait,Use the new syntax from Rust 1.27 for using trait objects.,Use dyn trait,Use the new syntax from Rust 1.27 for using trait objects.
45,"Fix all ""cargo clippy"" warnings",,"Fix all ""cargo clippy"" warnings",
46,"Reformat code with ""cargo fmt""",,"Reformat code with ""cargo fmt""",
47,Use Rust edition 2018,"Enable Rust edition 2018, and adapt module usage.",Use Rust edition 2018,"Enable Rust edition 2018, and adapt module usage."
48,Fix author e-mail in Cargo.toml,The @genymobile.com e-mail is not valid for months.,Fix author e-mail in Cargo.toml,The @genymobile.com e-mail is not valid for months.
49,Fix deprecation warnings in tests,Use org.junit.Assert instead of junit.framework.Assert.,Fix deprecation warnings in tests,Use org.junit.Assert instead of junit.framework.Assert.
50,Upgrade Android versions,"Everything breaks every time a new version of Android, build tools or gradle is available.",Upgrade Android versions,"Everything breaks every time a new version of Android, build tools or gradle is available."
51,Update release v2.3 links in README,,Update release v2.3 links in README,
52,Bump version to 2.3,,Bump version to 2.3,
53,Update relay-rust dependencies,"Generated by ""cargo update"".",Update relay-rust dependencies,"Generated by ""cargo update""."
54,Make current rustfmt work,"Rust deprecated the ""current"" rustfmt, because the ""new"" one is available in nightly. One a stable release channel, we cannot use the new one, so make the ""current"" one work by passing ""--force"".",Make current rustfmt work,"Rust deprecated the ""current"" rustfmt, because the ""new"" one is available in nightly. One a stable release channel, we cannot use the new one, so make the ""current"" one work by passing ""--force""."
55,Start clients asynchronously in autostart mode,"Starting a client may involved an apk installation. When several new devices are connected, start them in parallel instead of sequentially.",Start clients asynchronously in autostart mode,"Starting a client may involved an apk installation. When several new devices are connected, start them in parallel instead of sequentially."
56,Fix track-devices parsing in AdbMonitor,"The old implementation assumed that track-devices provided one device state per packet (the one that have changed). In fact, it always resends the whole list: https://android.googlesource.com/platform/system/core/+/oreo-release/adb/SERVICES.TXT#27 Therefore, keep the last connected devices list, parse the new list and start gnirehtet client on new connected devices. Fixes https://github.com/Genymobile/gnirehtet/issues/134.",Fix track-devices parsing in AdbMonitor,"The old implementation assumed that track-devices provided one device state per packet (the one that have changed). In fact, it always resends the whole list: link Therefore, keep the last connected devices list, parse the new list and start gnirehtet client on new connected devices. Fixes link."
57,Add unit tests for Rust AdbMonitor,"The Java version had unit tests, but the Rust version had not.",Add unit tests for Rust AdbMonitor,"The Java version had unit tests, but the Rust version had not."
58,Extract read_packet() from next_packet(),"Like in the Java version, expose a ""static"" read_packet() function, used by next_packet(). This will allow to test packet reading without an AdbMonitor instance.",Extract read_packet() from next_packet(),"Like in the Java version, expose a ""static"" read_packet() function, used by next_packet(). This will allow to test packet reading without an AdbMonitor instance."
59,Replace statement lambda by expression lambda,Simplify code syntax in java tests.,Replace statement lambda by expression lambda,Simplify code syntax in java tests.
60,Discard non-IPv4 packets,"Despite not allowing implicitly or explicitly IPv6, some devices forward IPv6 packets, not supported by the relay server, to the VpnService. https://developer.android.com/reference/android/net/VpnService.Builder.html#allowFamily(int) To workaround the issue, do not forward these packets to the relay server. Fixes https://github.com/Genymobile/gnirehtet/issues/69. Suggested-by: JGregoryAtiba https://github.com/Genymobile/gnirehtet/issues/69#issuecomment-405722179",Discard non-IPv4 packets,"Despite not allowing implicitly or explicitly IPv6, some devices forward IPv6 packets, not supported by the relay server, to the VpnService. link) To workaround the issue, do not forward these packets to the relay server. Fixes link. Suggested-by: JGregoryAtiba link"
61,Merge pull request #129 from jo215/master,Fix for potential crash under Android Oreo when sending STOP intent,Merge pull request #129 from jo215/master,Fix for potential crash under Android Oreo when sending STOP intent
62,Fix for potential crash under Android Oreo when sending STOP intent,,Fix for potential crash under Android Oreo when sending STOP intent,
63,Update release v2.2.1 links in README,,Update release v2.2.1 links in README,
64,Bump Rust version to 2.2.1,,Bump Rust version to 2.2.1,
65,Rename SHA256SUM.txt to SHA256SUMS.txt,It contains hashes for multiple files.,Rename SHA256SUM.txt to SHA256SUMS.txt,It contains hashes for multiple files.
66,Remove unused import warning,"Since commit c36fa4d1a1086aa03e56aabae12669f8b1a1a1c4, std::ptr is not used anymore.",Remove unused import warning,"Since commit c36fa4d1a1086aa03e56aabae12669f8b1a1a1c4, std::ptr is not used anymore."
67,Compare thin pointers to find the connection,"Connection is a trait, so ""*const Connection"" is a fat pointer (128 bits, 64 bits pointing to the instance, 64 bits pointing to the vtable). For some reason (a bug?), in Router::remove(), the connection passed as argument has a vtable different from the (same) connection stored in the ""connections"" field. This has the unexpected consequence that for some x and y: println!(""{:p} == {:p} ? {}"", x, y, ptr::eq(x, y));  prints: 0x7f87a8c3a618 == 0x7f87a8c3a618 ? false  Thus, the connection to remove was not found, leading to the panic ""Removing an unknown connection"". Instead, compare only the data part, by casting the fat pointers to thin pointers. See https://github.com/Genymobile/gnirehtet/issues/61#issuecomment-370933770 Thanks to mbrubeck on IRC freenode/##rust, who helped a lot to understand the issue.",Compare thin pointers to find the connection,"Connection is a trait, so ""*const Connection"" is a fat pointer (128 bits, 64 bits pointing to the instance, 64 bits pointing to the vtable). For some reason (a bug?), in Router::remove(), the connection passed as argument has a vtable different from the (same) connection stored in the ""connections"" field. This has the unexpected consequence that for some x and y: println!(""{:p} == {:p} ? {}"", x, y, ptr::eq(x, y)); prints: 0x7f87a8c3a618 == 0x7f87a8c3a618 ? false Thus, the connection to remove was not found, leading to the panic ""Removing an unknown connection"". Instead, compare only the data part, by casting the fat pointers to thin pointers. See link Thanks to mbrubeck on IRC freenode/##rust, who helped a lot to understand the issue."
68,Add debug logs for connection removal,Log when a connection is removed from the router.,Add debug logs for connection removal,Log when a connection is removed from the router.
69,"Revert ""Ignore double-removal of a connection""","This reverts commit 10d5e3214043e1c6bab5fd7e81c1933d8d144c45. This does not fix the root cause, so the panic still happens. https://github.com/Genymobile/gnirehtet/issues/61#issuecomment-370772336","Revert ""Ignore double-removal of a connection""","This reverts commit 10d5e3214043e1c6bab5fd7e81c1933d8d144c45. This does not fix the root cause, so the panic still happens. link"
70,Ignore double-removal of a connection,"In a single poll() result, the client may be ready to receive a packet from the device, that will be sent to a specific network connection, and in the same time that connection may be ready to send a packet to the client. There is a possibility that both events will lead to close the connection, and remove it from the router. In that case, the second removal did panic. Instead, remove it only if it does not exist. See:  - https://github.com/Genymobile/gnirehtet/issues/61  - https://github.com/Genymobile/gnirehtet/issues/85",Ignore double-removal of a connection,"In a single poll() result, the client may be ready to receive a packet from the device, that will be sent to a specific network connection, and in the same time that connection may be ready to send a packet to the client. There is a possibility that both events will lead to close the connection, and remove it from the router. In that case, the second removal did panic. Instead, remove it only if it does not exist. See:  - link  - link"
71,Use std::ptr::eq() to compare pointers,"When gnirehtet was written, std::ptr::eq() was not available in Rust stable (it has been added in Rust 1.17). Now, we can use it.",Use std::ptr::eq() to compare pointers,"When gnirehtet was written, std::ptr::eq() was not available in Rust stable (it has been added in Rust 1.17). Now, we can use it."
72,Update release v2.2 links in README,,Update release v2.2 links in README,
73,Update DEVELOP to use latest rust stable,"Do not document a specific version, use the latest stable.",Update DEVELOP to use latest rust stable,"Do not document a specific version, use the latest stable."
74,Upgrade gnirehtet version to 2.2,,Upgrade gnirehtet version to 2.2,
75,Update relay-rust dependencies,"Generated by ""cargo update"".",Update relay-rust dependencies,"Generated by ""cargo update""."
76,Ack only once data is written to network socket,"The TCP connection acked packets received from the device immediately after it stored them into its buffers, but before they were written to the network socket. This made the client wrongly assume that the connection was super-fast, so the upload bandwidth was totally uncorrelated to the network socket bandwidth. As a consequence, the client filled the buffers up to saturation, leading to packet drops, that slowed down uploads dramatically. To make the client adapt the bittrate according to the associated network socket, do not ack the data immediately, but only once it is actually written to the network socket. See issues:  - https://github.com/Genymobile/gnirehtet/issues/84  - https://github.com/Genymobile/gnirehtet/issues/79",Ack only once data is written to network socket,"The TCP connection acked packets received from the device immediately after it stored them into its buffers, but before they were written to the network socket. This made the client wrongly assume that the connection was super-fast, so the upload bandwidth was totally uncorrelated to the network socket bandwidth. As a consequence, the client filled the buffers up to saturation, leading to packet drops, that slowed down uploads dramatically. To make the client adapt the bittrate according to the associated network socket, do not ack the data immediately, but only once it is actually written to the network socket. See issues:  - link  - link"
77,Terminate TCP connections gracefully,"When the network socket is closed or when the device sends a FIN, gracefully terminate the connection by following the RFC793 instead of closing without notifying the device. This avoids to receive more unwanted packets from the device, leading to connections open and close on first packet. See schema: https://tools.ietf.org/html/rfc793#page-23",Terminate TCP connections gracefully,"When the network socket is closed or when the device sends a FIN, gracefully terminate the connection by following the RFC793 instead of closing without notifying the device. This avoids to receive more unwanted packets from the device, leading to connections open and close on first packet. See schema: link"
78,Start adb daemon on initial connection failure,"The adb monitor (used for ""autostart"" and ""autorun"" commands) already restarted the adb daemon on read/write error (typically, when the daemon is killed). Also restart it on connect error, typically when the daemon is not started when gnirehtet starts.",Start adb daemon on initial connection failure,"The adb monitor (used for ""autostart"" and ""autorun"" commands) already restarted the adb daemon on read/write error (typically, when the daemon is killed). Also restart it on connect error, typically when the daemon is not started when gnirehtet starts."
79,Fix comment typo,"Replace ""anotate"" by ""annotate"".",Fix comment typo,"Replace ""anotate"" by ""annotate""."
80,Add commands to automatically start clients,"Add two commands to start the gnirehtet client on device connection: - autostart:     track connected devices to start the client on every new     connected device. - autorun:      autostart (in background) + relay.  The device connections are detected through the service ""track-devices"" over a socket connected to the adb daemon: https://android.googlesource.com/platform/system/core/+/android-8.1.0_r9/adb/SERVICES.TXT#27 Thanks to autolainen for the solution: https://github.com/Genymobile/gnirehtet/issues/47#issuecomment-362301494",Add commands to automatically start clients,"Add two commands to start the gnirehtet client on device connection: - autostart:     track connected devices to start the client on every new     connected device. - autorun:      autostart (in background) + relay. The device connections are detected through the service ""track-devices"" over a socket connected to the adb daemon: link Thanks to autolainen for the solution: link"
81,Extract ByteBuffer from Ipv4PacketBuffer,Ipv4PacketBuffer handles a byte buffer specifically. Extract the part handling the byte buffer to a separate reusable class.,Extract ByteBuffer from Ipv4PacketBuffer,Ipv4PacketBuffer handles a byte buffer specifically. Extract the part handling the byte buffer to a separate reusable class.
82,Make module interrupt private,"The interrupt module is only used from relay, so it need not be public.",Make module interrupt private,"The interrupt module is only used from relay, so it need not be public."
83,Simplify run command in Rust,Simply return the Result from cmd_relay() instead of handling any error and panic!.,Simplify run command in Rust,Simply return the Result from cmd_relay() instead of handling any error and panic!.
84,Remove useless annotation,Remove a @SupressWarnings annotation on a method that did not generate a warning.,Remove useless annotation,Remove a @SupressWarnings annotation on a method that did not generate a warning.
85,Add option to reverse tether specific routes,"By default, gnirehtet redirects the whole traffic to the relay server. Make it possible to redirect only specific routes, selected by CIDR: ./gnirehtet start -r 192.168.0.0/24  Like the DNS servers options, several routes may be specified, separated by ',': ./gnirehtet start -r 8.8.8.8,192.168.0.0/24",Add option to reverse tether specific routes,"By default, gnirehtet redirects the whole traffic to the relay server. Make it possible to redirect only specific routes, selected by CIDR: ./gnirehtet start -r 192.168.0.0/24 Like the DNS servers options, several routes may be specified, separated by ',': ./gnirehtet start -r 8.8.8.8,192.168.0.0/24"
86,Fix release script with new gradle version,The new gradle plugin now generates the APK in a release/ directory.,Fix release script with new gradle version,The new gradle plugin now generates the APK in a release/ directory.
87,Upgrade build.gradle,"Target SDK version 27 and rename deprecated ""compile"" configuration to ""implementation"".",Upgrade build.gradle,"Target SDK version 27 and rename deprecated ""compile"" configuration to ""implementation""."
88,Update relay-rust dependencies,"Generated by ""cargo update"" after Cargo.toml has been updated, an adapt usage for log 0.4.",Update relay-rust dependencies,"Generated by ""cargo update"" after Cargo.toml has been updated, an adapt usage for log 0.4."
89,Upgrade gradle and gradle plugin,Use gradle 4.1 and Android studio gradle plug-in 3.0.1.,Upgrade gradle and gradle plugin,Use gradle 4.1 and Android studio gradle plug-in 3.0.1.
90,Install client on start if necessary,"On ""gnirehtet run"", the gnirehtet client was checked and installed (or updated) if necessary. Move this check to ""gnirehtet start"", to guarantee that the client is always up to date.",Install client on start if necessary,"On ""gnirehtet run"", the gnirehtet client was checked and installed (or updated) if necessary. Move this check to ""gnirehtet start"", to guarantee that the client is always up to date."
91,Refactor command-line parsing,"Move command implementations to separate functions taking their exact parameter list. This is still a manual argument parsing, but convenient crates (like clap or structopt) make the resulting gnirehtet binary far bigger, and increase compilation time significantly.",Refactor command-line parsing,"Move command implementations to separate functions taking their exact parameter list. This is still a manual argument parsing, but convenient crates (like clap or structopt) make the resulting gnirehtet binary far bigger, and increase compilation time significantly."
92,Log error messages to stderr,"When the log level is Error, print on stderr instead of stdout. See https://github.com/Genymobile/gnirehtet/issues/62.",Log error messages to stderr,"When the log level is Error, print on stderr instead of stdout. See link."
93,Do not leak EventHandler if Poll::register() fails,"We first insert the EventHandler to the Slab to get a Token, then use the token to register the handle on the Poll. If the registration fails, we must remove the EventHandler from the Slab.",Do not leak EventHandler if Poll::register() fails,"We first insert the EventHandler to the Slab to get a Token, then use the token to register the handle on the Poll. If the registration fails, we must remove the EventHandler from the Slab."
94,Close TCP connection on client close,"When the TCP connection received a FIN, it stayed in CLOSE WAIT state without actually moving to LASK-ACK (cf diagram in RFC793: https://tools.ietf.org/html/rfc793#section-3.2). Since TCP connection is the TCP peer (from the Android client point of view), there is no need to wait for the network socket to be actually closed, so just flag ""remote closed"" immediately, and bypass the TCP CLOSE WAIT state. Fixes https://github.com/Genymobile/gnirehtet/issues/57.",Close TCP connection on client close,"When the TCP connection received a FIN, it stayed in CLOSE WAIT state without actually moving to LASK-ACK (cf diagram in RFC793: link). Since TCP connection is the TCP peer (from the Android client point of view), there is no need to wait for the network socket to be actually closed, so just flag ""remote closed"" immediately, and bypass the TCP CLOSE WAIT state. Fixes link."
95,Update mio to 0.6.11,"Rust mio 0.6.11, the first release including the patch to support ""empty interest"", is available. Therefore, remove the temporary '[replace]' section in Cargo.toml, and use the last 0.6.x version. Also update other dependencies (generated by ""cargo update""). https://github.com/carllerche/mio/pull/640",Update mio to 0.6.11,"Rust mio 0.6.11, the first release including the patch to support ""empty interest"", is available. Therefore, remove the temporary '[replace]' section in Cargo.toml, and use the last 0.6.x version. Also update other dependencies (generated by ""cargo update""). link"
96,Add tunnel command,"Expose a ""tunnel"" command (automatically called by ""start"") to only setup the ""adb reverse"" tunnel.",Add tunnel command,"Expose a ""tunnel"" command (automatically called by ""start"") to only setup the ""adb reverse"" tunnel."
97,Rename to must_install_client,"For consistency with the other method names, rename mustInstallApk and must_install_gnirehtet to mustInstallClient and must_install_client.",Rename to must_install_client,"For consistency with the other method names, rename mustInstallApk and must_install_gnirehtet to mustInstallClient and must_install_client."
98,Use localabstract socket for tunnel client-side,There is no need for a TCP connection between the Android application and the Android-side of the tunnel. A local socket is sufficient.,Use localabstract socket for tunnel client-side,There is no need for a TCP connection between the Android application and the Android-side of the tunnel. A local socket is sufficient.
99,Update README for broadcast,The commit 4e1490fe3070134e2200e0e8f936f718a9794959 replaced the service by a broadcast receiver. Update the README accordingly.,Update README for broadcast,The commit 4e1490fe3070134e2200e0e8f936f718a9794959 replaced the service by a broadcast receiver. Update the README accordingly.
100,Update release v2.1 links in README,,Update release v2.1 links in README,
101,Upgrade gnirehtet version to 2.1,,Upgrade gnirehtet version to 2.1,
102,Make GnirehtetService foreground,"To make Gnirehtet work with Android O, make GnirehtetService foreground, with a permanent notification. When the client fails to connect to the relay server, this permanent notification is used to report the problem.",Make GnirehtetService foreground,"To make Gnirehtet work with Android O, make GnirehtetService foreground, with a permanent notification. When the client fails to connect to the relay server, this permanent notification is used to report the problem."
103,Use a broadcast receiver to receive requests,"The start/stop requests were sent by ""am startservice"" and received by GnirehtetControlService. This behavior is incompatible with Android O, which forbids to run the service in the background: See:   https://developer.android.com/about/versions/oreo/background.html https://github.com/Genymobile/gnirehtet/issues/44 Therefore, replace GnirehtetControlService by GnirehtetControlReceiver, so that Gnirehtet is controlled by broadcast intents. Suggested-by: Pascal Cans pcans@genymobile.com",Use a broadcast receiver to receive requests,"The start/stop requests were sent by ""am startservice"" and received by GnirehtetControlService. This behavior is incompatible with Android O, which forbids to run the service in the background: See:   link link Therefore, replace GnirehtetControlService by GnirehtetControlReceiver, so that Gnirehtet is controlled by broadcast intents. Suggested-by: Pascal Cans pcans@genymobile.com"
104,Ignore checkstyle magic number warning,"Yes, in 127.0.0.1, 127 is a magic number. So be it.",Ignore checkstyle magic number warning,"Yes, in 127.0.0.1, 127 is a magic number. So be it."
105,Fix u16 overflow in IPv4PacketBuffer,"When the buffer is full, self.head equals 0x10000, so converting its value to u16 results in 0. As a consequence, length <= self.head was mistakenly considered false, so the packet was never consumed. As a consequence, the next call to read_from() requested a read with a buffer of 0 bytes, so 0 bytes were read… which was interpreted as EOF, causing client disconnection. See https://github.com/Genymobile/gnirehtet/issues/43.",Fix u16 overflow in IPv4PacketBuffer,"When the buffer is full, self.head equals 0x10000, so converting its value to u16 results in 0. As a consequence, length <= self.head was mistakenly considered false, so the packet was never consumed. As a consequence, the next call to read_from() requested a read with a buffer of 0 bytes, so 0 bytes were read… which was interpreted as EOF, causing client disconnection. See link."
106,Force IPv4 for tunnel connection,"Port forwarding created by ""adb reverse"" only supports IPv4. Therefore, use 127.0.0.1 instead of the value returned by InetAddress.getLocalhost(), which is ::1 on some devices. See https://github.com/Genymobile/gnirehtet/issues/42.",Force IPv4 for tunnel connection,"Port forwarding created by ""adb reverse"" only supports IPv4. Therefore, use 127.0.0.1 instead of the value returned by InetAddress.getLocalhost(), which is ::1 on some devices. See link."
107,"Indicate ""JRE"" for required Java version","For running the Java version of Gnirehtet, indicate that the JRE is required, not the full JDK.","Indicate ""JRE"" for required Java version","For running the Java version of Gnirehtet, indicate that the JRE is required, not the full JDK."
108,Add missing license headers,Some recent files did not include the Apache license header. Include it.,Add missing license headers,Some recent files did not include the Apache license header. Include it.
109,Update links to our articles,Add links to the articles about the Rust version.,Update links to our articles,Add links to the articles about the Rust version.
110,Update release v2.0 links in README,,Update release v2.0 links in README,
111,Update relay-rust dependencies,"Generated by ""cargo update"".",Update relay-rust dependencies,"Generated by ""cargo update""."
112,Upgrade gnirehtet version to 2.0,,Upgrade gnirehtet version to 2.0,
113,Move releaseRustWindows out of releaseAll,"For consistency, do not execute the gradle task ""releaseRustWindows"" on ""releaseAll"". Instead, explicitly invoke ""releaseRustWindow"" in the ./release script.",Move releaseRustWindows out of releaseAll,"For consistency, do not execute the gradle task ""releaseRustWindows"" on ""releaseAll"". Instead, explicitly invoke ""releaseRustWindow"" in the ./release script."
114,Check gnirehtet client version,"We checked whether the package ""com.genymobile.gnirehtet"" was present on the device. If absent, ""gnirehtet run"" installed it. However, we must also install the new APK if the installed version does not match. Therefore, parse the output of ""dumpsys package com.genymobile.gnirehtet"" to retrieve the versionCode.",Check gnirehtet client version,"We checked whether the package ""com.genymobile.gnirehtet"" was present on the device. If absent, ""gnirehtet run"" installed it. However, we must also install the new APK if the installed version does not match. Therefore, parse the output of ""dumpsys package com.genymobile.gnirehtet"" to retrieve the versionCode."
115,Use mio from upstream,Use the upstream version of mio since this PR has been merged: https://github.com/carllerche/mio/pull/640,Use mio from upstream,Use the upstream version of mio since this PR has been merged: link
116,Reformulate the adb section in README,"The adb binary is available in the platform-tools for all the operating systems (not only Windows), so reformulate to clarify how to install adb.",Reformulate the adb section in README,"The adb binary is available in the platform-tools for all the operating systems (not only Windows), so reformulate to clarify how to install adb."
117,Explain better how to install adb on Windows,"For Windows users, give more details to install adb easily.",Explain better how to install adb on Windows,"For Windows users, give more details to install adb easily."
