Index,Release Note
11,"Announcing SWR 2.0
We are excited to announce the release of SWR 2.0! The new version comes with a lot of improvements:

New useSWRMutation hook
Enhanced mutation and optimistic UI capabilities
SWR DevTools
Preload resource
Improved React 18 support

And more!
Read our blog post and migration guide: https://swr.vercel.app/blog/swr-v2
What's Changed

bugfix: make suspense and revalidateIfStale work together by @simowe in https://github.com/vercel/swr/pull/1851
feat: support functional optimisticData by @huozhi in https://github.com/vercel/swr/pull/1861
test: fix an act warning by @koba04 in https://github.com/vercel/swr/pull/1888
breaking: Change the fetcher argument to be consistent with the passed key by @shuding in https://github.com/vercel/swr/pull/1864
Keep all fields with one single key by @shuding in https://github.com/vercel/swr/pull/1863
fix: wrong spell by @baojie223 in https://github.com/vercel/swr/pull/1902
Update React 18 dependencies by @shuding in https://github.com/vercel/swr/pull/1824
build(deps): bump minimist from 1.2.5 to 1.2.6 by @dependabot in https://github.com/vercel/swr/pull/1903
type: make type inference simpler by @promer94 in https://github.com/vercel/swr/pull/1908
type: fix type error on SWRConfig by @Himself65 in https://github.com/vercel/swr/pull/1913
feat: Hook for remote mutations by @shuding in https://github.com/vercel/swr/pull/1450
Add isFallback state by @shuding in https://github.com/vercel/swr/pull/1925
build: output mutation cjs bundle with named exports by @huozhi in https://github.com/vercel/swr/pull/1926
Add module state and refactor the core by @shuding in https://github.com/vercel/swr/pull/1928
Add module option by @shuding in https://github.com/vercel/swr/pull/1929
types: drop legacy types by @huozhi in https://github.com/vercel/swr/pull/1930
breaking: Throw error when using suspense on the server side without fallback in React 18 by @shuding in https://github.com/vercel/swr/pull/1931
type: extends useConfig cache interface by @promer94 in https://github.com/vercel/swr/pull/1938
remove mount check for react18 by @promer94 in https://github.com/vercel/swr/pull/1927
lint: dont check unused vars with underscore prefix by @huozhi in https://github.com/vercel/swr/pull/1939
test: upgrade to jest 28 by @huozhi in https://github.com/vercel/swr/pull/1942
Fix cache types by @chibicode in https://github.com/vercel/swr/pull/1961
Improved React 18 support by @promer94 in https://github.com/vercel/swr/pull/1962
types: fix type regressions by @promer94 in https://github.com/vercel/swr/pull/1966
fix: mutate args for useSWRInfinite hook by @sanjeev29 in https://github.com/vercel/swr/pull/1947
build: import with-selector with extension from useESE by @huozhi in https://github.com/vercel/swr/pull/1967
Bug fixes by @shuding in https://github.com/vercel/swr/pull/1968
chore: Faster type checking by @shuding in https://github.com/vercel/swr/pull/1969
fix: try fix codesanbox ci import error by @promer94 in https://github.com/vercel/swr/pull/1971
Fix race conditions related to optimistic UI by @shuding in https://github.com/vercel/swr/pull/1970
chore: Add test cases for mutate by @shuding in https://github.com/vercel/swr/pull/1976
fix: Should always reset to the original data after mutating with optimistic data by @shuding in https://github.com/vercel/swr/pull/1982
refactor: remove useless ref copy by @promer94 in https://github.com/vercel/swr/pull/1981
chore: switch to pnpm and turborepo by @promer94 in https://github.com/vercel/swr/pull/1983
fix: should only update cache when actually start new request by @promer94 in https://github.com/vercel/swr/pull/1986
chore: save some bytes by @promer94 in https://github.com/vercel/swr/pull/1991
fix: useSWRMutation - clear error after successful trigger (#1973) by @anirudh1713 in https://github.com/vercel/swr/pull/1995
Fix typo: getSWRCacahe -> getSWRCache by @sdornan in https://github.com/vercel/swr/pull/2000
build: do not abort on watch mode when ts erroring by @huozhi in https://github.com/vercel/swr/pull/1992
chore: add engine field to limit pnpm version by @huozhi in https://github.com/vercel/swr/pull/1990
test: add test case for #1974 by @promer94 in https://github.com/vercel/swr/pull/2005
fix: Adding debounce for autocomplete-suggestions example by @Walkeryr in https://github.com/vercel/swr/pull/2017
BREAKING: rename SWRConfig.default to SWRConfig.defaultValue by @huozhi in https://github.com/vercel/swr/pull/2023
feat: support functional swr context config by @huozhi in https://github.com/vercel/swr/pull/2024
test: fix all act warnings by @koba04 in https://github.com/vercel/swr/pull/2031
feat: add preload function by @koba04 in https://github.com/vercel/swr/pull/2026
fix: Avoid preloading the resource multiple times by @shuding in https://github.com/vercel/swr/pull/2036
fix: isLoading and isValidating should always respect cache value by @promer94 in https://github.com/vercel/swr/pull/2048
Fix ts type generation by @huozhi in https://github.com/vercel/swr/pull/2038
feat: mutate filter by @huozhi in https://github.com/vercel/swr/pull/1989
Fix typos by @hiro0218 in https://github.com/vercel/swr/pull/2052
feat: add DevTools hook by @koba04 in https://github.com/vercel/swr/pull/2016
Use consistent typing imports by @huozhi in https://github.com/vercel/swr/pull/2061
Upgrading use-sync-external-store lib by @sanjaiyan-dev in https://github.com/vercel/swr/pull/2063
Revert swr config generic by @huozhi in https://github.com/vercel/swr/pull/2065
Fix: raf return type by @huozhi in https://github.com/vercel/swr/pull/2074
Remove unused info from dummy package.json by @huozhi in https://github.com/vercel/swr/pull/2083
Use pnpm workspace by @huozhi in https://github.com/vercel/swr/pull/2085
bump typescript and apply nodenext module resolution by @huozhi in https://github.com/vercel/swr/pull/2084
Chore: Typos and grammar by @AllanOliveiraM in https://github.com/vercel/swr/pull/2094
chore: add basic tsdoc by @promer94 in https://github.com/vercel/swr/pull/2089
types: add generic for SWRInfiniteKeyLoader by @jason89521 in https://github.com/vercel/swr/pull/2104
fix: add swr/_internal to paths by @jason89521 in https://github.com/vercel/swr/pull/2105
type: make tsconfig simpler and fix type error by @promer94 in https://github.com/vercel/swr/pull/2115
chore: exclude .tsbuildinfo from files, reduce install size by @promer94 in https://github.com/vercel/swr/pull/2119
Reorder exports conditions by @huozhi in https://github.com/vercel/swr/pull/2130
Upgrade bunchee by @huozhi in https://github.com/vercel/swr/pull/2132
Bump typescript and assemble pnpm scripts by @huozhi in https://github.com/vercel/swr/pull/2133
chore: add github actions reporter by @promer94 in https://github.com/vercel/swr/pull/2131
Dedupe installed swc by @huozhi in https://github.com/vercel/swr/pull/2136
test: add a test for preload API in effects by @koba04 in https://github.com/vercel/swr/pull/2138
test: add more isLoading tests for the case a key is null or an error by @koba04 in https://github.com/vercel/swr/pull/2141
ci: use action/setup-node built-in pnpm cache and bump to node16 by @promer94 in https://github.com/vercel/swr/pull/2142
test: add tests for dependency collection by @koba04 in https://github.com/vercel/swr/pull/2140
chore: bump dev deps by @huozhi in https://github.com/vercel/swr/pull/2143
memoize config values to avoid frequent context propagation by @gnoff in https://github.com/vercel/swr/pull/2149
Bundle types into one file by @huozhi in https://github.com/vercel/swr/pull/2150
Revert target option by @huozhi in https://github.com/vercel/swr/pull/2151
chore: fix missing husky warning by @huozhi in https://github.com/vercel/swr/pull/2160
Remove downlevelIteration and traverse iterator manually by @huozhi in https://github.com/vercel/swr/pull/2181
fix: re-render when returned data and fallbackData is the same and keepPreviousData is enabled by @koba04 in https://github.com/vercel/swr/pull/2169
breaking: Change the error broadcasting behavior in mutations and add module option by @shuding in https://github.com/vercel/swr/pull/2182
docs: Add JSDoc comments to useSWRMutation by @shuding in https://github.com/vercel/swr/pull/2183
type: export MutationFetcher by @ssssota in https://github.com/vercel/swr/pull/2184
Bump bundler by @huozhi in https://github.com/vercel/swr/pull/2187
resolve swr internal imports as external by @huozhi in https://github.com/vercel/swr/pull/2225
test: update tests alias to swr subpath exports by @huozhi in https://github.com/vercel/swr/pull/2243
feat: support functional rollbackOnError by @huozhi in https://github.com/vercel/swr/pull/2242
Update build target to es2018 by @shuding in https://github.com/vercel/swr/pull/2249
Fix missing esmodule mark in cjs build by @huozhi in https://github.com/vercel/swr/pull/2251
fix: pass null fetcher to middleware by @koba04 in https://github.com/vercel/swr/pull/2240

New Contributors

@simowe made their first contribution in https://github.com/vercel/swr/pull/1851
@baojie223 made their first contribution in https://github.com/vercel/swr/pull/1902
@Himself65 made their first contribution in https://github.com/vercel/swr/pull/1913
@chibicode made their first contribution in https://github.com/vercel/swr/pull/1961
@sanjeev29 made their first contribution in https://github.com/vercel/swr/pull/1947
@sdornan made their first contribution in https://github.com/vercel/swr/pull/2000
@Walkeryr made their first contribution in https://github.com/vercel/swr/pull/2017
@hiro0218 made their first contribution in https://github.com/vercel/swr/pull/2052
@sanjaiyan-dev made their first contribution in https://github.com/vercel/swr/pull/2063
@AllanOliveiraM made their first contribution in https://github.com/vercel/swr/pull/2094
@jason89521 made their first contribution in https://github.com/vercel/swr/pull/2104
@gnoff made their first contribution in https://github.com/vercel/swr/pull/2149
@ssssota made their first contribution in https://github.com/vercel/swr/pull/2184

Full Changelog: https://github.com/vercel/swr/compare/1.2.2...2.0.0"
12,"What's Changed

Fix missing esmodule mark in cjs build by @huozhi in https://github.com/vercel/swr/pull/2251
fix: pass null fetcher to middleware by @koba04 in https://github.com/vercel/swr/pull/2240

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-rc.1...2.0.0-rc.3"
13,"~~The last RC before SWR 2.0.~~ This release includes several small fixes with one breaking change. 
Breaking
In this release, we are dropping IE 11 support, and using ES2018 as the build target. However, when using SWR in a framework or using a bundler (esbuild, Webpack, etc.), you can still target ES5 or using a browserlist configuration to customize this.
The benefit of this change is, we can now use faster native APIs to make SWR more performant, instead of using old alternatives. A benchmark shows a 4.7x speed improvement of the module function call during SSR, when we change module to module.
Details can be found in #2249.
What's Changed

breaking: Update build target to es2018 by @shuding in https://github.com/vercel/swr/pull/2249
feat: support functional rollbackOnError by @huozhi in https://github.com/vercel/swr/pull/2242
fix: resolve swr internal imports as external by @huozhi in https://github.com/vercel/swr/pull/2225
chore: update tests alias to swr subpath exports by @huozhi in https://github.com/vercel/swr/pull/2243
chore: export MutationFetcher by @ssssota in https://github.com/vercel/swr/pull/2184
chore: Bump bundler by @huozhi in https://github.com/vercel/swr/pull/2187

New Contributors

@ssssota made their first contribution in https://github.com/vercel/swr/pull/2184

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-rc.0...2.0.0-rc.1"
14,"The SWR 2.0 release candidate. This RC has one breaking change, a new option for mutation APIs, and some bug fixes & improvements.
Highlights & Breakings
A failed mutation will not cause module's module to be updated:
```jsx
const { error, mutate } = useSWR('/api/user', getUser)
return  {
  try {
    await mutate(updateUser)
  } catch (mutationError) {
    // module will not cause module to be updated.
  }
}}>Update User
```
In 2.0, with the example above, module will only be coming from module and will be shared across all module hooks. And mutation errors (module) will be coming from mutations like module calls, they will be separated from fetcher errors.
There is also a new option module for module to disable the default throwing behavior of module:
```jsx
const { trigger } = useSWRMutation('/api/user', updateUser)
try {
  await trigger()
} catch (err) {
  // ... it throws when failed to trigger the mutation so you can
  // easily change the flow here
}
```
```jsx
const { trigger, error } = useSWRMutation('/api/user', updateUser, {
  throwOnError: false
})
// You don't need to try-catch here, you can instead handle errors
// on the component level in a declarative way
await trigger()
```
Read more about this change in #2182.
What's Changed

chore: fix missing husky warning by @huozhi in https://github.com/vercel/swr/pull/2160
fix: Remove downlevelIteration and traverse iterator manually by @huozhi in https://github.com/vercel/swr/pull/2181
fix: re-render when returned data and fallbackData is the same and keepPreviousData is enabled by @koba04 in https://github.com/vercel/swr/pull/2169
breaking: Change the error broadcasting behavior in mutations and add module option by @shuding in https://github.com/vercel/swr/pull/2182
docs: Add JSDoc comments to useSWRMutation by @shuding in https://github.com/vercel/swr/pull/2183

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-beta.7...2.0.0-rc.0"
15,"Most changes in this release are maintenance related, as we are finalizing everything for the upcoming 2.0 stable version.
What's Changed

Upgrading use-sync-external-store lib by @sanjaiyan-dev in https://github.com/vercel/swr/pull/2063
Revert swr config generic by @huozhi in https://github.com/vercel/swr/pull/2065
Fix: raf return type by @huozhi in https://github.com/vercel/swr/pull/2074
Remove unused info from dummy package.json by @huozhi in https://github.com/vercel/swr/pull/2083
Use pnpm workspace by @huozhi in https://github.com/vercel/swr/pull/2085
bump typescript and apply nodenext module resolution by @huozhi in https://github.com/vercel/swr/pull/2084
Chore: Typos and grammar by @AllanOliveiraM in https://github.com/vercel/swr/pull/2094
chore: add basic tsdoc by @promer94 in https://github.com/vercel/swr/pull/2089
types: add generic for SWRInfiniteKeyLoader by @jason89521 in https://github.com/vercel/swr/pull/2104
fix: add swr/_internal to paths by @jason89521 in https://github.com/vercel/swr/pull/2105
type: make tsconfig simpler and fix type error by @promer94 in https://github.com/vercel/swr/pull/2115
chore: exclude .tsbuildinfo from files, reduce install size by @promer94 in https://github.com/vercel/swr/pull/2119
Reorder exports conditions by @huozhi in https://github.com/vercel/swr/pull/2130
Upgrade bunchee by @huozhi in https://github.com/vercel/swr/pull/2132
Bump typescript and assemble pnpm scripts by @huozhi in https://github.com/vercel/swr/pull/2133
chore: add github actions reporter by @promer94 in https://github.com/vercel/swr/pull/2131
Dedupe installed swc by @huozhi in https://github.com/vercel/swr/pull/2136
test: add a test for preload API in effects by @koba04 in https://github.com/vercel/swr/pull/2138
test: add more isLoading tests for the case a key is null or an error by @koba04 in https://github.com/vercel/swr/pull/2141
ci: use action/setup-node built-in pnpm cache and bump to node16 by @promer94 in https://github.com/vercel/swr/pull/2142
test: add tests for dependency collection by @koba04 in https://github.com/vercel/swr/pull/2140
chore: bump dev deps by @huozhi in https://github.com/vercel/swr/pull/2143
memoize config values to avoid frequent context propagation by @gnoff in https://github.com/vercel/swr/pull/2149
Bundle types into one file by @huozhi in https://github.com/vercel/swr/pull/2150
Revert target option by @huozhi in https://github.com/vercel/swr/pull/2151

New Contributors

@sanjaiyan-dev made their first contribution in https://github.com/vercel/swr/pull/2063
@AllanOliveiraM made their first contribution in https://github.com/vercel/swr/pull/2094
@jason89521 made their first contribution in https://github.com/vercel/swr/pull/2104
@gnoff made their first contribution in https://github.com/vercel/swr/pull/2149

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-beta.6...2.0.0-beta.7"
16,"What's Changed

fix: Fix typos by @hiro0218 in https://github.com/vercel/swr/pull/2052
feat: Add DevTools hook by @koba04 in https://github.com/vercel/swr/pull/2016
fix: Use consistent typing imports by @huozhi in https://github.com/vercel/swr/pull/2061

New Contributors

@hiro0218 made their first contribution in https://github.com/vercel/swr/pull/2052

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-beta.5...2.0.0-beta.6"
17,"Highlights & Breakings
Mutate Multiple Keys (#1946, #1989)
You can now pass a filter function to the global module API to match any keys and mutate them together:
```js
import { mutate } from 'swr'
// Or from the hook if you customized the cache provider:
// { mutate } = useSWRConfig()
mutate(
  key => typeof key === 'string' && key.startsWith('/api/item?id='),
  data => update(data),
  true
)
```
This action will match all keys starting with module, and replace their data with module, then re-fetch after the mutation. The signature is the same as the current mutate API:
module
The only difference is if you pass a function instead of a specific key, SWR will use it to match and mutate all the data in the cache. It will be convenient to use this to batch updates, or mutate keys by pattern. 
Worth noting that it works with any key types, too:
```js
useSWR(['item', 123], ...)
useSWR(['item', 124], ...)
useSWR(['item', 125], ...)
mutate(
  key => Array.isArray(key) && key[0] === 'item',
  undefined,
  false
)
```
The mutation above will match all 3 keys and set the values to undefined (clear them), and skip the revalidation at the end. So another technique is to clear everything with this (e.g. when logging out):
module
More use cases and discussions can be found in the original RFC: #1946.
What's Changed

feat: Mutate multiple keys by @huozhi in https://github.com/vercel/swr/pull/1989
fix: Avoid preloading the resource multiple times by @shuding in https://github.com/vercel/swr/pull/2036
fix: isLoading and isValidating should always respect cache value by @promer94 in https://github.com/vercel/swr/pull/2048
chore: Fix TS type generation by @huozhi in https://github.com/vercel/swr/pull/2038

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-beta.4...2.0.0-beta.5"
18,"Highlights
Preload API (#2026)
SWR now has a module API that you can call programmatically to kick off the request early. For example, you can do module even outside of React:
```jsx
import { useState } from 'react'
import useSWR, { preload } from 'swr'
const fetcher = (url) => fetch(url).then((res) => res.json())
// Preload the resource before rendering the User component below,
// this prevents potential waterfalls in your application.
// You can also start preloading when hovering the button or link, too.
preload('/api/user', fetcher)
function User() {
  const { data } = useSWR('/api/user', fetcher)
  ...
}
export default function App() {
  const [show, setShow] = useState(false)
  return (
    
 setShow(true)}>Show User
      {show ?  : null}
    
  )
}
```
So at the moment of clicking the button and actually rendering the module component, the resource is likely loaded already. If the request depends on some props or states, you can also preload it when hovering the button:
module
Demo: https://codesandbox.io/s/swr-preloading-14bikv?file=/src/App.js
Function as module value (#2024)
A new way to extend the SWR global configuration:
```jsx




 ({ ...config, dedupingInterval: 1000 })}>
      



```
Where you can inherit the parent configuration and override the module value, but reuse the other options.
Breakings
module → module (#2023)
This is a currently undocumented API, but planned to go stable with the 2.0 release. You can access to SWR’s default options via the module static and read-only property.
What's Changed

breaking: Rename SWRConfig.default to SWRConfig.defaultValue by @huozhi in https://github.com/vercel/swr/pull/2023
feat: Add preload function by @koba04 in https://github.com/vercel/swr/pull/2026
feat: Support function as context config by @huozhi in https://github.com/vercel/swr/pull/2024
fix: Should always reset to the original data after mutating with optimistic data by @shuding in https://github.com/vercel/swr/pull/1982
fix: Should only update cache when actually start new request by @promer94 in https://github.com/vercel/swr/pull/1986
fix: useSWRMutation - clear error after successful trigger (#1973) by @anirudh1713 in https://github.com/vercel/swr/pull/1995
chore: Adding debounce for autocomplete-suggestions example by @Walkeryr in https://github.com/vercel/swr/pull/2017
chore: Remove useless ref copy by @promer94 in https://github.com/vercel/swr/pull/1981
chore: Switch to pnpm and turborepo by @promer94 in https://github.com/vercel/swr/pull/1983
test: Add test cases for mutate by @shuding in https://github.com/vercel/swr/pull/1976
chore: Save some bytes by @promer94 in https://github.com/vercel/swr/pull/1991
chore: getSWRCacahe -> getSWRCache by @sdornan in https://github.com/vercel/swr/pull/2000
chore: Do not abort on watch mode when ts erroring by @huozhi in https://github.com/vercel/swr/pull/1992
chore: Add engine field to limit pnpm version by @huozhi in https://github.com/vercel/swr/pull/1990
test: Add test case for #1974 by @promer94 in https://github.com/vercel/swr/pull/2005
test: Add test cases for mutate by @shuding in https://github.com/vercel/swr/pull/1976
test: Fix all act warnings by @koba04 in https://github.com/vercel/swr/pull/2031

New Contributors

@sdornan made their first contribution in https://github.com/vercel/swr/pull/2000
@Walkeryr made their first contribution in https://github.com/vercel/swr/pull/2017

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-beta.3...2.0.0-beta.4"
19,"Highlights
Better React 18 Support (#1962)
This is a change of SWR's internal implementation detail. For developers that use SWR, it will just work out of the box without any changes in their apps.
Brought to you by @promer94 and @shuding, this release includes a core refactoring that improves React 18 support by adopting APIs like module and module internally. Especially when rendering UIs concurrently with React 18, this new SWR version ensures stronger UI consistency.
Worth note that the current stable 1.x version of SWR still works well in React 18. 
This core change isn't breaking and does not affect React <=17 apps.
Breakings
Avoid using Suspense on the server-side (#1931)
When using module with SWR on the server-side (including pre-rendering in Next.js), it's now required to provide the initial data via link. This means that you can't use Suspense to fetch data on the server side as of today, but either doing fully client-side data fetching, or fetch the data via the framework (such as module in Next.js).
While Suspense for libraries is still experimental, this behavior might change before the 2.0 stable release. More discussions can be found here: #1906.
What's Changed

breaking: Throw error when using suspense on the server side without fallback in React 18 by @shuding in https://github.com/vercel/swr/pull/1931
feat: Improved React 18 support by @promer94 in https://github.com/vercel/swr/pull/1962
fix: Fix cache types by @chibicode in https://github.com/vercel/swr/pull/1961
fix: Remove mount check for react18 by @promer94 in https://github.com/vercel/swr/pull/1927
fix: Mutate args for useSWRInfinite hook by @sanjeev29 in https://github.com/vercel/swr/pull/1947
fix: Import with-selector with extension from useESE by @huozhi in https://github.com/vercel/swr/pull/1967
fix: Bug fixes by @shuding in https://github.com/vercel/swr/pull/1968
fix: Fix race conditions related to optimistic UI by @shuding in https://github.com/vercel/swr/pull/1970
type: Extends useConfig cache interface by @promer94 in https://github.com/vercel/swr/pull/1938
type: Fix type regressions by @promer94 in https://github.com/vercel/swr/pull/1966
chore: Don't check unused vars with underscore prefix by @huozhi in https://github.com/vercel/swr/pull/1939
chore: Upgrade to jest 28 by @huozhi in https://github.com/vercel/swr/pull/1942
chore: Faster type checking by @shuding in https://github.com/vercel/swr/pull/1969
chore: Fix codesanbox ci import error by @promer94 in https://github.com/vercel/swr/pull/1971

New Contributors

@chibicode made their first contribution in https://github.com/vercel/swr/pull/1961
@sanjeev29 made their first contribution in https://github.com/vercel/swr/pull/1947

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-beta.1...2.0.0-beta.3"
20,"SWR 2.0 on its way! Check https://github.com/vercel/swr/releases/tag/2.0.0-beta.0 for the previous 2.0 beta updates.
💖 Give feedback in discussion: https://github.com/vercel/swr/discussions/1932.
Highlights
New module state (#1928)
Previously, module only returns a module state, which is an indicator of both initial requests and automatic & manual revalidations.  It includes polling requests and focus revalidations, etc.
But if you need to display an initial skeleton while loading the data, you will have to do something like
module
...which is a popular pattern in the community. In this case, module doesn't help much.
In this release, module, module and module will return an extra module state along with the module state. They will fit to different scenarios:
```jsx
function Stock() {
  const { data, isLoading, isValidating } = useSWR(STOCK_API, fetcher, {
    refreshInterval: 3000
  });
// If it's still loading the initial data, there is nothing to display.
  // We return a skeleton here.
  if (isLoading) return ;
// Otherwise, display the data and a spinner that indicates a background
  // revalidation.
  return (
    <>
      AAPL ${data}
      {isValidating ?  : null}
  
  );
}
```
In the example above, we display a skeleton while loading the data. After the data is loaded, we show a spinner next to the data whenever we are re-fetching (revalidating):
image
You can find the full code for this example here: https://codesandbox.io/s/swr-isloading-v8dfpy.
New module option (#1929)
When doing data fetching based on continuous user actions, e.g. real-time search when typing, keeping the previous fetched data can improve the UX a lot.
In SWR 2.0, there is now a module option to enable that behavior. Here's a simple search UI:
```jsx
function Search() {
  const [search, setSearch] = React.useState('');
const { data, isLoading } = useSWR(module, fetcher, {
    keepPreviousData: true
  });
return (
    
 setSearch(e.target.value)}
        placeholder=""Search...""
      />
module
);
}
```
With module enabled, you will still get the previous module even if you change the SWR key and the data for the new key starts loading again. This improves the visual continuity quite a lot, the search feels smoother after flipping the switch:
https://user-images.githubusercontent.com/3676859/163695903-a3eb1259-180e-41e0-821e-21c320201194.mp4
You can find the full code for this example here: https://codesandbox.io/s/swr-keeppreviousdata-fsjz3m.
Breakings
Type module is renamed to module (#1930)
This type was already marked as deprecated in 1.x, and it now removed in this beta. If you are using it, please do the following change:
module
What's Changed

breaking: drop legacy types by @huozhi in https://github.com/vercel/swr/pull/1930
feat: module state and refactor the core by @shuding in https://github.com/vercel/swr/pull/1928
feat: module option by @shuding in https://github.com/vercel/swr/pull/1929
chore: refactoring by @shuding in https://github.com/vercel/swr/pull/1925
fix: output mutation cjs bundle with named exports by @huozhi in https://github.com/vercel/swr/pull/1926

Full Changelog: https://github.com/vercel/swr/compare/2.0.0-beta.0...2.0.0-beta.1"
21,"SWR 2.0 coming soon, and this is the first beta version! 
Keep in mind that APIs might still change until the stable release. Documentation will also be updated once stable.
💖 Give feedback in discussion: https://github.com/vercel/swr/discussions/1919.
Highlights
useSWRMutation — dedicated API for remote mutations, e.g. POST (#1450)
Added in #1450, the new module hook covers all the use cases of:
- Requests that change data on the remote side: such as POST, PUT, DELETE, etc.
- Requests that need to be triggered manually, instead of automatically by SWR.
- Passing extra argument to fetcher, when triggering a request.
- Knowing the status of a mutation, similar to module but for mutations.
- A lot more...
Here's a quick example of how it looks:
```jsx
import useSWRMutation from 'swr/mutation'
async function sendRequest(url, { arg }) {
  return fetch(url, {
    method: 'POST',
    body: JSON.stringify(arg)
  })
}
function App() {
  const { trigger } = useSWRMutation('/api/user', sendRequest)
return  {
    trigger({ username: 'johndoe' })
  }}>Create User
}
```
In this example, the ""fetcher"", which is module, will receive the value module as the module from the second parameter. The request will only be triggered when clicking the button.
The new module hook is actually more powerful than this, it also supports:
- Optimistic updates
- Automatic error rollback
- Detect and avoid race conditions between module
- Populate the cache of module after mutation finishes
- ...
More examples to come.
Breakings
Fetcher no longer accepts multiple arguments (#1864)
Previously, if the module is an array, the values will be passed to the module function as arguments separately. In 2.0, the module will always be passed to the module as is.
Before:
module
After 2.0.0:
module
Internal structure of the cached data (#1863)
This change affects the code that directly reads/writes to the cache, or provides a cache preset. For example if you have something like module, you'll have to update your code.
Previously, the cached value of module will be the associated module, so this was guaranteed:
module
And we keep other states (module, module) with a special, prefixed key. Something like module.
Since 2.0.0, the internal structure will be an object that holds all the current states:
module
So you will have to do the following change to your code, module:
module
And module:
module
What's Changed

bugfix: make suspense and revalidateIfStale work together by @simowe in https://github.com/vercel/swr/pull/1851
feat: support functional optimisticData by @huozhi in https://github.com/vercel/swr/pull/1861
test: fix an act warning by @koba04 in https://github.com/vercel/swr/pull/1888
breaking: Change the fetcher argument to be consistent with the passed key by @shuding in https://github.com/vercel/swr/pull/1864
Keep all fields with one single key by @shuding in https://github.com/vercel/swr/pull/1863
fix: wrong spell by @baojie223 in https://github.com/vercel/swr/pull/1902
Update React 18 dependencies by @shuding in https://github.com/vercel/swr/pull/1824
build(deps): bump minimist from 1.2.5 to 1.2.6 by @dependabot in https://github.com/vercel/swr/pull/1903
type: make type inference simpler by @promer94 in https://github.com/vercel/swr/pull/1908
type: fix type error on SWRConfig by @Himself65 in https://github.com/vercel/swr/pull/1913
feat: Hook for remote mutations by @shuding in https://github.com/vercel/swr/pull/1450

New Contributors

@simowe made their first contribution in https://github.com/vercel/swr/pull/1851
@baojie223 made their first contribution in https://github.com/vercel/swr/pull/1902
@Himself65 made their first contribution in https://github.com/vercel/swr/pull/1913

Full Changelog: https://github.com/vercel/swr/compare/1.2.2...2.0.0-beta.0"
22,"What's Changed

type: fix type error on SWRConfig by @Himself65 in #1913
chore: update React 18 dependencies by @shuding in #1824
test: fix an act warning by @koba04 in #1888
feat: support functional optimisticData by @huozhi in #1861
bugfix: make suspense and revalidateIfStale work together by @simowe in #1851

Full Changelog: https://github.com/vercel/swr/compare/1.2.2...1.3.0"
23,"Highlights of This Release
module Option Now Supports Function
We added better Optimistic UI support in link. However, what if your API is only returning a subset of the data (such as the mutated part), that can be populated into the cache? Usually, an extra revalidation after that mutation is needed. But now you can also use a function as module to transform the mutate result into the full data:
module
The new definition:
module
Here is a demo for it: https://codesandbox.io/s/swr-basic-forked-hi9svh
Bug Fixes
What's Changed

refactor: revalidateIfStale has an effect on updates, not only mounting by @koba04 in https://github.com/vercel/swr/pull/1837
fix: reset stale unmountedRef in suspense by @promer94 in https://github.com/vercel/swr/pull/1843
test: add a test for the behavior of revalidateOnMount when the key has been changed by @koba04 in https://github.com/vercel/swr/pull/1847
feat: Support module as a function by @shuding in https://github.com/vercel/swr/pull/1818

Full Changelog: https://github.com/vercel/swr/compare/1.2.1...1.2.2"
24,"Highlights of This Release
module accepts a function
Previously link is either true or false. Now it accepts a function that conditionally determines if SWR should retry. Here's a simple example:
```js
const fetcher = url => fetch(url).then(res => {
  // Fetcher throws if the response code is not 2xx.
  if (!res.ok) throw res
  return res.json()
})
useSWR(key, fetcher, {
  shouldRetryOnError: (error) => {
    // We skip retrying if the API is returning 404:
    if (error.status === 404) return false
    return true
  }
})
```
Thanks to @sairajchouhan for contributing!
What's Changed

module accepts a function that can be used to conditionally stop retrying   by @sairajchouhan in https://github.com/vercel/swr/pull/1816
build(deps-dev): bump next from 12.0.8 to 12.0.9 by @dependabot in https://github.com/vercel/swr/pull/1821
fix: useSWRInfinite revalidates with revalidateOnMount by @koba04 in https://github.com/vercel/swr/pull/1830

New Contributors

@sairajchouhan made their first contribution in https://github.com/vercel/swr/pull/1816

Full Changelog: https://github.com/vercel/swr/compare/1.2.0...1.2.1"
