Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
48,use http foundation to create content-disposition headers.,0.47771594,Add asset url configuration option (63a4039),,0
49,Merge pull request #2237 from mmeyer2k/patch-2,0.52938867,Revert change to QUEUE_CONNECTION (34368a4),,0
50,Refactor error handling to log ignored errors,0.61864203,Log deprecations instead of treating them as exceptions (#5711)﻿,,0
51,Refactoring Arr class.,0.53149456,"Use RefreshDatabase trait (a536402, #4373)",Adds PHPUnit 10 support Reverts noNamespaceSchemaLocation Improves PHPUnit configuration file,0
52,Added code to return the entire array to Arr::dot.,0.5027921,Add Arr and Str aliases by default (#4951),,0
53,Remove comment bloat from Route\Loader class.,0.6239047,Remove default commented namespace by @driesvints in link,,0
54,Remonde old changes file.,0.6204236,Revert changes to env file (3b2ed46),,0
55,Merge pull request #4283 from laravel/mix-patch,0.55231464,Update laravel mix and sass loader (#5203),,0
56,Don't return a login page to a JSON request,0.42330515,Add auth.json to skeleton by @driesvints in link,,0
57,refactoring. added default controller. added uri class.,0.66030616,"Update database config relating to Url addition (#5018, b0e0bdc)",,0
58,change var name,0.65432376,Change variable name (03ac80b),,0
59,Merge pull request #3855 from BartHuis/patch-1,0.5354472,Revert change to QUEUE_CONNECTION (34368a4),,0
60,Bootstrap the application when testing.,0.76340115,Remove testing bootstrap extension (#5107),,1
61,Added migrate:rebuild command to clean and reconstruct the database,0.5685999,Update database config (#4783),Conflicts: CHANGELOG.md,0
62,Merge pull request #3822 from halaei/expire-90,0.5247226,Revert change to QUEUE_CONNECTION (34368a4),,0
63,Add src path.,0.5321471,Add sanctum cookie endpoint to default cors paths (aa6d3660),,0
64,Merge pull request #435 from cviebrock/develop,0.476133,Revert change to QUEUE_CONNECTION (34368a4),,0
65,add env variable,0.8646149,Add env variable (e1b8847),,1
66,Merge pull request #550 from davzie/develop,0.47648406,Simplify the maintenance file call (#5752),,0
67,"Add last_query() helper method to Database class, too.",0.4937908,Only apply MySQL PDO options when extension exists (3001f3c),,0
68,Added Cache::forever method to cache something for five years.,0.58047616,Add DYNAMODB_ENDPOINT to the cache config (#5034),,0
69,some routing enhancements - still a work in progress.,0.584115,Swap route order (292a5b2),,0
70,Merge pull request #1049 from Apathetic012/develop,0.48735118,Improve Pusher configuration for easy development by @oanhnn in link,,0
71,Changed DB config hosts to IP addresses,0.6152291,Re-add property to route service provider (9cbc381),Conflicts: CHANGELOG.md,0
72,Refactor the inflector.,0.46927926,"Use RefreshDatabase trait (a536402, #4373)",,0
73,remove lock,0.5626246,"Add lock_connection (bc339f7, e8788a7)",,0
74,random cleanup.,0.48779842,Cleanup session config (#5261),Adds basic typing around method's arguments and return types Adds missing closure type Adds typing on tests Fixes RedirectIfAuthenticated Fixes Authenticate Improves RedirectIfAuthenticated types Fixes user factory unverified return type,0
75,Missing comma (#6111),0.44235247,Correct exception handler doc (#5187),"switching from a normal index here to a primary index works the same except for adding a UNIQUE constraint. The DatabaseTokenRepository deletes existing records with an email first, before creating a new one, so this additional constraint will be okay. link",0
76,Provide consistency with NPM scripts,0.4626471,Ignore the NPM debug log (#4232),,0
77,added query array to db\connection.,0.5382442,Revert change to QUEUE_CONNECTION (34368a4),Specify cluster for Pusher Update bootstrap.js Co-authored-by: Taylor Otwell taylor@laravel.com,0
78,consistent filename,0.5076919,Should be identical with current sanctum config file (#5725)﻿,,0
79,Return a boolean success or failure when saving Eloquent models.,0.3708117,Comment out non-existing model class and policy example (f4ff4f4),"The old badge was still referencing Travis CI, last time it ran was 2 years ago.",0
80,Load config.session.lifetime from env file,0.88492703,Load session lifetime from env file (#4444),,1
81,improved performance. added support for database ports.,0.5120509,Update database config (#4783),,0
82,Add language line for file validation rule.,0.75390553,Add validation language line (926c48e,,1
83,allowed ? in asset source,0.55550534,Fix asset publishing if they were already published (#5734)﻿,,0
84,Merge pull request #4602 from vlakoff/not_regex,0.50526714,Revert change to QUEUE_CONNECTION (34368a4),,0
85,Use current PHP version instead of using PATH,0.66031456,Require PHP 7.1.3 or newer (#4568),,0
86,Sort Composer packages by default,0.4919775,Re-order composer.json (#5570)﻿,Conflicts: CHANGELOG.md,0
87,Merge pull request #1419 from laravie/feature/blade-testcase,0.53101355,Update to the latest version of laravel-vite-plugin by @jessarcher in link,,0
88,Merge pull request #905 from franzliedke/patch-19,0.47776222,Revert change to QUEUE_CONNECTION (34368a4),,0
89,Added tinker to the default app,0.53751534,Bump Vite plugin version by @timacdonald in link,,0
90,added db method to validator.,0.6995487,Changed syntax for validation (#4820),,0
91,Added example of names to composer file.,0.48572016,Re-order composer.json (#5570)﻿,,0
92,Cleaned up the section able implementation.,0.5185017,Clean up auto register Vue components (#4854),,0
93,add facade,0.7161777,Use correct facade (#4780),Adds lowercase validation rule translation Update validation.php Co-authored-by: Dries Vints dries@vints.io,1
94,Merge pull request #3035 from danharper/patch-1,0.5603187,Revert change to QUEUE_CONNECTION (34368a4),,0
95,Tweak wording.,0.41969827,Nothing specific.,"edit file This works for null, undefined and '', because it's JavaScript",0
96,unindex token,0.5328336,Keeping access tokens migration id consistent (#5691),,0
97,Merge pull request #3410 from pespantelis/class-notation,0.5707027,Add xml schema to phpunit (#5139),,0
98,fixing profiler.,0.50673723,Bumped some dependencies﻿,Conflicts: CHANGELOG.md composer.json,0
99,fix autoloading system path issue.,0.626276,Autoload commands (5d54c21),,0
100,Fixed The $dots property,0.5325822,Removed $namespace property (b33852e),,0
101,fixed bug in route parameterizer.,0.61630195,Fix route when uncomment $namespace (#5424),Shorten pusher host config Update broadcasting.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
102,Update model path in AuthServiceProvider's policies.,0.9616017,Update model path in AuthServiceProvider's policies (#5412),link,1
103,added PHP_EOL in close method,0.5214881,Use $_SERVER instead of $_ENV for PHPUnit (#4943),,0
104,Add comment.,0.7904073,Add comment (a6ca577),,1
105,Adding comment to finish call,0.707814,Add commented code (69d0c50),,1
106,Add exception for SQLite databases that can't be found.,0.6264714,Ignore SQLite journals (#4971),PHP 8.2 build wip wip,0
107,[7.x] Remove register in auth provider (#5182),0.5864642,Delete web.config (#5744)﻿,,0
108,change cookie forget time to be 25 hours in the past to cover strange timezone issues.,0.49972773,Change default days to 14 for daily channel (cd8dd76),,0
109,working on config,0.59630406,Update default CORS config (#5259),build: harden update-changelog.yml permissions Signed-off-by: Alex aleksandrosansan@gmail.com build: harden tests.yml permissions Signed-off-by: Alex aleksandrosansan@gmail.com Update update-changelog.yml Update tests.yml Co-authored-by: Dries Vints dries@vints.io,0
110,Add language line.,0.71547115,Add language line by @taylorotwell in link,Add Laravel Bootcamp to Learning Laravel Update README.md,1
111,Fix unterminated statements,0.91939706,Fix unterminated statements (#4952),Added translation for new validation required_if_accepted rule,1
112,fix padding bug in crypter.,0.56402564,Set bcrypt rounds using the hashing config (#4643),,0
113,Added transaction method to database connection and eloquent model.,0.4624622,Revert change to QUEUE_CONNECTION (34368a4),When seeding large amounts of users there is a chance for a duplicate entry SQL error because the email column is unique. link,0
114,Simple formatting tweaks to the URL class.,0.5097796,Add asset url configuration option (63a4039),,0
115,Merge pull request #1444 from eddmann/bug/database-connector,0.5863377,Revert change to QUEUE_CONNECTION (34368a4),,0
116,"Call the configuration ""logger"" when writing logs in the error class.",0.64109534,Allow configurable emergency logger (#5179),,0
117,Merge pull request #3269 from martinbean/set-mail-defaults,0.6007117,Add failover in supported mail configurations comment section (#5692),feature: max_digits and min_digits validation translations Update validation.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
118,Merge pull request #3511 from JosephSilber/no-unguard,0.4553542,Ignore Yarn error log (#4322),,0
119,Delete directory.,0.6078403,Removed,,0
120,adding in '=' to regex for (:any) / (:any?) calls.,0.4016025,Add language for prohibited_if and prohibited_unless validation rules (#5557),,0
121,better comment formating,0.5569544,Add commented code (69d0c50),,0
122,Merge pull request #4658 from DojoGeekRA/feature/editorconfig,0.49512672,Fix running mix tasks error (#4832),,0
123,Merge pull request #972 from franzliedke/patch-28,0.5047704,Revert change to QUEUE_CONNECTION (34368a4),,0
124,Includes use render to prevent WSOD,0.51605326,Add AWS S3 Bucket to .env.example (f84a69e),Add ValidateSignature middleware for ignore params Comment out query parameters by default Remove leading slash Update Kernel ValidateSignature middleware path,0
125,Auth AJAX 401 response,0.50058657,Revert change to QUEUE_CONNECTION (34368a4),,0
126,implement remindable interface on default user.,0.546988,Add IDE type-hint to UserFactory (#4990),Validation added doesnt_end_with translation fix order,0
127,Added Russian language files.,0.44107145,Add enum translation (#5753),,0
128,reimplement locale uri slugs.,0.3900214,"Update database config relating to Url addition (#5018, b0e0bdc)",,0
129,Adding EventSubscriber alias as per documentation.,0.64924484,Add an example to the class aliases by @nshiro in link,,0
130,cleaning up bootstrap file.,0.6925715,Remove unused Bootstrap class (#4917),,0
131,Refactor Str::pool method.,0.4421209,Use Str::random() instead of str_random() (#4926),Don't need to ignore vite config file Apply fixes from StyleCI Co-authored-by: StyleCI Bot bot@styleci.io,0
132,Add decimal schema on docs,0.56743366,Add decimal translation by @taylorotwell in link,,0
133,change is_callable checks to instanceof Closure.,0.55071515,Refactored exception handler (too many commits),Conflicts: composer.json,0
134,Return empty string when null is passed to render helper.,0.5455386,Emptied $dontReport array on exception handler (758392c),Seeing the non compliance of Google Fonts to GDPR I thought to update the CDN. My non-designer eyes could see no difference on the site.,0
135,fixed merge conflicts and merged master.,0.45577323,Simplified mix require (#4283),,0
136,deprecated auto-loader file. moved to public/index.php.,0.5812266,Renamed ModelFactory.php to UserFactory.php to encourage separate files (67a8a11),,0
137,moved functions to helpers file.,0.5396024,Simplify the maintenance file call (#5752),Uses laravel/pint for styling Makes .styleci.yml ignored on export Update composer.json Co-authored-by: Dries Vints dries@vints.io,0
138,"fixed menu, added base styles, trying new header",0.5006633,"Remove unnecessary link type on ""welcome"" view (#4935)",,0
139,Create .gitignore,0.720003,Add .env.backup to gitignore (#5046),,1
140,change default,0.69516826,Change some default settings (f48e2d5),,0
141,add output of File::mime() example,0.43834937,Add env variable for compiled view path (5ea6fe1),The laravel-vite-plugin had a pre-1.x major version bump due to a change in the plugin return type.,0
142,Clean-up the default database grammar.,0.51256233,Update database config (#4783),,0
143,changes binding data variable to an array,0.41667974,Add serialize option to array cache config (#5244),"Before it was use VITE_PUSHER_CLUSTER, it should be VITE_PUSHER_APP_CLUSTER.",0
144,Merge pull request #1959 from dotramses/patch-1,0.47086516,Bring back pusher cluster config option by @jesseleite in link,,0
145,added http foundation.,0.5033211,Add asset url configuration option (63a4039),,0
146,Merge pull request #3418 from baspeters/feature/sqlsrv-default-charset,0.51665205,Revert change to QUEUE_CONNECTION (34368a4),Conflicts: composer.json,0
147,Refactor the route class.,0.65891904,Re-add property to route service provider (9cbc381),,0
148,fix eloquent->delete bug.,0.6063356,Removed,,0
149,Add documentation about deleting files.,0.53334105,Simplify the maintenance file call (#5752),Added support for easy development configuration in bootstrap.js Added extra variables for existing configuration in broadcasting Update bootstrap.js Setting default for empty variable Update .env.example Update .env.example Co-authored-by: Taylor Otwell taylor@laravel.com,0
150,update by,0.62718534,Update vue version to 2.5.17 (#4831),Use Vite Gitignore Vite build directory Use CSS entry points Update plugin Linting Update plugin,0
151,Merge pull request #1877 from briankiewel/htaccess-tabs,0.52072525,Revert change to QUEUE_CONNECTION (34368a4),,0
152,Merge pull request #306 from sparksp/patch-1,0.5179478,Revert change to QUEUE_CONNECTION (34368a4),,0
153,Merge pull request #1533 from JoostK/relationship-with,0.5162481,Revert change to QUEUE_CONNECTION (34368a4),,0
154,Add Ignition (#5764),0.85860443,"Add Ignition (41ee35d, 13ab419)",Sort Alphabetically for newly added doesnt_start_with.,1
155,Add a note to the AppServiceProvider.,0.5055235,Update model path in AuthServiceProvider's policies (#5412),,0
156,added session payload tests.,0.50727236,Use MAIL_MAILER in test environment (#5239),Improve Pusher configuration for easy development Fix style-ci,0
157,Add sample custom error message.,0.6210584,Add failover in supported mail configurations comment section (#5692),,0
158,move var,0.367432,Bump lodash from 4.17.15 to 4.17.19 (f465c51),,0
159,Update laravel/documentation/views/templating.md,0.65711385,Update to the latest version of laravel-vite-plugin by @jessarcher in link,This improves the transition for Vite users.,0
160,Merge pull request #4621 from hillelcoren/master,0.4747534,Revert change to QUEUE_CONNECTION (34368a4),,0
161,Merge branch 'master' of link into SyntaxC4-master,0.4939865,Adds uppercase validation rule translation by @michaelnabil230 in link,,0
162,Refactoring Request::remove_from_uri method.,0.5481165,"Update database config relating to Url addition (#5018, b0e0bdc)",,0
163,corrected typo ::of_layout() to ::of_home() for clarity,0.4224198,Correct exception handler doc (#5187),Update DatabaseSeeder.php formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
164,Added lang and view loader events.,0.52309585,Bring back pusher cluster config option by @jesseleite in link,Add local_domain as an option to the smtp configuration. This can be used to change the domain that is used to send the EHLO command during the SMTP handshake. null is a sensible default since Symfony/Mailer will use it's own default (127.0.0.1) to send the mail. Co-authored-by: Bram in 't Zandt bram@bigspark.com,0
165,Tweaking response->render() location.,0.4957502,Revert change to QUEUE_CONNECTION (34368a4),,0
166,trim route finder iterator instantiation.,0.36566103,Swap route order (292a5b2),,0
167,added with method to view class.,0.46999338,Add IDE type-hint to UserFactory (#4990),,0
168,"Revert ""don't need it""",0.43137127,Removed,Run tests for skeleton wip wip,0
169,added some comments to the view class.,0.6682607,Add comment (a6ca577),Conflicts: CHANGELOG.md server.php,0
170,Merge pull request #641 from crynobone/feature/form-select-optgroup,0.41038072,Simplified mix require (#4283),,0
171,Derp derp wrong link,0.4985666,Fix dead link in web.config (#5528)﻿,Required for password rule translations to work properly (see link),0
172,Require same PHP version as framework,0.72838485,Require PHP 7.1.3 or newer (#4568),,1
173,Add aliases.,0.69180083,Add an example to the class aliases by @nshiro in link,[9.x] Add missing maintenance to config 40102 fix spacing fix cache store for maintenance config formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
174,Merge pull request #3112 from nblackburn/patch-1,0.5249438,Revert change to QUEUE_CONNECTION (34368a4),,0
175,Set console command name.,0.48847497,Change variable name (03ac80b),,0
176,fixing merge issues,0.6158925,Fix running mix tasks error (#4832),,0
177,Merge pull request #4841 from narwy/patch-1,0.5207423,Ignore Yarn error log (#4322),,0
178,Merge pull request #101 from codler/patch-1,0.5193469,Add stub handler (4931af1),,0
179,style,0.48214942,Use correct facade (#4780),,0
180,Order of elements for Cookie::put() was wrong,0.4861867,Fix alphabetical order (#5795),,0
181,update chang elog,0.5668116,Update axios package (#5038),,0
182,Remove log service provider since it is part of Bootstrap process.,0.6074917,Remove unused Bootstrap class (#4917),,0
183,Merge pull request #4278 from m1guelpf/patch-2,0.5701625,Revert change to QUEUE_CONNECTION (34368a4),,0
184,added validator to aliases.,0.58413583,Add RateLimiter facade alias (#5642)﻿,,0
185,Merge pull request #270 from sparksp/2.2b1/bundle-start,0.4795314,Add stub handler (4931af1),,0
186,message updates,0.6026871,"Update mail config (76d8227, 61ec16f, e43d454, 130b8c8)",,0
187,Merge pull request #4074 from driesvints/patch-1,0.56983685,Revert change to QUEUE_CONNECTION (34368a4),,0
188,Tweak artisan file.,0.5349595,Uses laravel/pint for styling by @nunomaduro in link,,0
189,bug fixes.,0.61387324,Bumped several dependencies﻿,make authenticate session a route middleware Update Kernel.php,0
190,Adds phpunit/phpunit@10.1 support (#6155),0.8490526,Adds phpunit/phpunit@10.1 support by @nunomaduro in link,,1
191,delete trailing whitespace in phpunit.xml,0.6588901,Remove redundant default attributes from phpunit.xml (#5233),,0
192,Merge pull request #3518 from martinssipenko/phpunit-fix,0.5762297,Align min PHP version with docs by @u01jmg3 in link,,0
193,Turn on Redis clustering by default.,0.61397254,"Prefix redis database connection by default (#4982, #4986, #4987)",Linked to link,0
194,gitignore windows thumbnails,0.5144874,Gitignore docker-compose.override.yml (#5487,,0
195,added application access to composers.,0.5284568,Allow php-http/discovery as a composer plugin by @nicolas-grekas in link,The comment for cache key prefix needed an update formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
196,[8.x] PHPUnit 9.3+ style code coverage config (#5368),0.76778406,PHP 8 Support (4c25cb9),Add an example to the class aliases Update app.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
197,Resolver::resolve() uses Str::classify() to determine class names,0.41988644,Add an example to the class aliases by @nshiro in link,,0
198,fixing comment.,0.6128062,Add comment (a6ca577),,0
199,[7.x] Normalize Style,0.5465982,Use correct facade (#4780),,0
200,Merge pull request #3874 from lancepioch/patch-1,0.575291,Revert change to QUEUE_CONNECTION (34368a4),"While this file can be used for local overrides, that is not its only intended usage. E.g. a common setup would be like this: docker-compose.yml: services shared across builds docker-compose.override.yml: services only used in development docker-compose.production.yml: configuration needed for building production images. Now for regular development you just need to run docker-compose up --build and only in you CI you would build and run for production by explicitly naming the yml files. TL;DR: Excluding docker-compose.override.yml seems to be a personal preference of someone and they should do that in their global .gitignore if the are so inclined.",0
201,Comment in config/error editied from application/log.txt to storage/log.txt (Issue #48),0.55768317,web.config comment to help debug issues (#4924),,0
202,revert eloquent back to 3.2.3,0.51806796,Revert changes to env file (3b2ed46),,0
203,Tweak doc blocks.,0.54116595,Remove redundant @return docblock in UserFactory by @datlechin in link,,0
204,link_to_secure_route no longer needed.,0.59188986,Remove namespace from Routes by @emargareten in link,,0
205,making changes to routing.,0.65851456,Swap route order (292a5b2),Update filesystems.php Update filesystems.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
206,added clarification to base url method.,0.60176444,Adds uppercase validation rule translation by @michaelnabil230 in link,,0
207,Merge pull request #1875 from effenberger/master,0.3980868,Revert change to QUEUE_CONNECTION (34368a4),,0
208,Added method and URI to before filters.,0.5193551,"Update database config relating to Url addition (#5018, b0e0bdc)",Update sanctum config file Update composer.json Co-authored-by: suyaqi suyaqi@wy.net Co-authored-by: Dries Vints dries@vints.io,0
209,cleaning up the autoloader and core bootstrapping.,0.62129176,Clean up auto register Vue components (#4854),,0
210,Merge pull request #4866 from driesvints/add-starts-with-rule,0.5515405,Revert change to QUEUE_CONNECTION (34368a4),,0
211,Make Input::only() and Input::except() into array_only() and array_except() helpers.,0.4866149,Emptied $dontReport array on exception handler (758392c),"For Redis caching prefix with underscore :  'prefix' => env('REDIS_PREFIX', Str::slug(env('APP_NAME', 'laravel'), '').'database'), but when cache stored in database, then the key is created ""merged"" with prefix, by this line:  'prefix' => env('CACHE_PREFIX', Str::slug(env('APP_NAME', 'laravel'), '').'_cache'), for example, if ""key"" is a key for cache, then the result is: ""laravel_cachekey"", not a preferable ""laravel_cache_key""",0
212,added tests_path constant and added tests to bundle publisher.,0.48208523,Add validation language line (926c48e,,0
213,Using the path parameter in the path method.,0.5634525,Use resource_path() in config/view.php (#4165),,0
214,Merge pull request #3082 from webpatser/develop,0.5203426,Revert change to QUEUE_CONNECTION (34368a4),Fix lang alphabetical order Update pagination.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
215,Tweak ignores.,0.37074643,Update mockery to 1.0 (#4458),This reverts commit efd49c6b94a575f3523f5809690314dc6d8bccf5.,0
216,Working on more Stacky setup.,0.51810926,Bumped some dependencies﻿,,0
217,Merge pull request #4557 from nikolaynizruhin/master,0.46337873,Revert change to QUEUE_CONNECTION (34368a4),Prep Laravel 10 Update composer.json Update Kernel.php Update composer.json Update composer.json,0
218,phpdoc correction,0.7007365,Update redirectTo return type PHPDoc (#5175),follow up of #5791 Update app.php Co-authored-by: Dries Vints dries@vints.io,1
219,Merge pull request #4229 from ebuster/patch-1,0.5024004,Revert change to QUEUE_CONNECTION (34368a4),This reverts commit 207a23e4a1267e65b268a1ee09afdbc5f5e1beea.,0
220,Added a helper method to render a given view,0.51798934,"Add new view.expires option (#5209, 91dd1f6)",Align min PHP version with docs,0
221,Added Arabic translation.,0.5232251,Add enum translation (#5753),,0
222,auto loads commands,0.85559446,Autoload commands (5d54c21),[9.x] Improve typing on user factory,1
223,Update laravel/uri.php,0.65704334,Update minimum PHPUnit version to 7.5 (7546842),,0
224,refactoring file class.,0.50830644,Revert changes to env file (3b2ed46),"lf EOL is defined in .editorconfig but missed in .gitattributes, so here is the fix. This little fix helps keep the EOL consistent across the project and ensures it doesn't get messed up by GitHub Desktop or any other GIT client.",0
225,Base job use trait.,0.34288925,Fully qualified user model in seeder (#5406),,0
226,Fix spacing on Asset class documentation.,0.49299163,Make Asset Directory Flattened (ff38d4e),,0
227,fixed a conflict with .hidden class when using twitter bootstrap and made animation smoother,0.4646895,Remove unused Bootstrap class (#4917),,0
228,Merge pull request #4019 from jirehstudios/master,0.5181684,Revert change to QUEUE_CONNECTION (34368a4),Adds Laravel v9.x to changelog Update CHANGELOG.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
229,Remove fallback locale.,0.6710372,Removed,,0
230,Added options to the broadcasting pusher configuration file.,0.61995125,Add log_channel configuration option (#4855),,0
231,git rid of uri test case and remove information from config.,0.56863785,Delete web.config (#5744)﻿,,0
232,default queue should be synchronous.,0.48855436,Use same default queue name for all drivers (#5549),,0
233,Merge pull request #1381 from vFragosop/documentation/improvements,0.50464034,Revert change to QUEUE_CONNECTION (34368a4),,0
234,adding paginator comments.,0.6914238,Add comment (a6ca577),Create update-changelog.md Update .gitattributes Rename update-changelog.md to update-changelog.yml,0
235,added logo base64d to profiler,0.52984834,Use correct facade (#4780),,0
236,Merge pull request #819 from jasonlewis/patch-11,0.5206929,Revert change to QUEUE_CONNECTION (34368a4),,0
237,Merge pull request #272 from kbanman/clicommandfix,0.49884018,Bring back pusher cluster config option by @jesseleite in link,,0
238,[9.x] add throw to filesystems config (#5835),0.7170515,Add throw to filesystems config by @ankurk91 in link,[9.x] Remove server.php from StyleCI,1
239,Remove config for workbench.,0.6260954,"Remove Stripe config settings (#5075, bb43372)",,0
240,Merge branch 'develop' into testing,0.41219407,Rename test methods (#5574),,0
241,Merge pull request #4767 from bertheyman/daily-logs-by-default,0.63690585,Set logs to daily by default (#4767),,0
242,Added payload configuration option.,0.6173979,Add option to configure Mailgun transporter scheme by @jnoordsij in link,Fix alphabetical order,0
243,Removed extra PHP_EOL from Form class.,0.5050982,Renamed ModelFactory.php to UserFactory.php to encourage separate files (67a8a11),,0
