Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Merge pull request #1750 from microsoft/update-readme,0.5755054,1750: Update Readme.md,Update Readme.md,0
Merge pull request #1738: Bumping version of update-winget action,0.87409,1738: Bumping version of update-winget action,Applying fix to prevent PRs into winget-pkgs from default branch of forks. See mjcheetham/update-winget#107 for more details.,1
Merge pull request #1747: UpgradeVerb: write deprecation notice,0.75339526,1747: UpgradeVerb: write deprecation notice,"We removed the old upgrader in #1746 but delayed creating its replacement. The plan was to use winget upgrade, but it is only experimental right now. Further, we would need to use winget list to determine if we needed winget install instead, and winget list is also experimental. The tool needs to mature more before we can create a dependency on it. Instead, warn a user that tries to upgrade with gvfs upgrade that this CLI is no longer supported and instead point them to the repository's README which can help with the latest update.",1
Merge pull request #1745: do not exit early if no blobs found for a period when prefetching,0.85794187,1745: do not exit early if no blobs found for a period when prefetching,Fix for #1743 - do not exit early if no blobs found for a period when prefetching.,1
UpgradeVerb: write deprecation notice,0.84190583,1747: UpgradeVerb: write deprecation notice,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1740: Skip launching UI if running unattended,0.784421,1740: Skip launching UI if running unattended,"In testing, we see the installer hanging until the UI is killed. ```pwsh Start-Process .\SetupGVFS.1.0.21085.9.exe -ArgumentList ""/VERYSILENT"", ""/NORESTART"", ""/NOCANCEL"", ""/SP-"", ""/CLOSEAPPLICATIONS"", ""/RESTARTAPPLICATIONS"", ""/LOG=gvfs.log"", ""/SUPPRESSMSGBOXES"" -Wait Hangs until GVFS.Service.UI is killed ``` Note, this is my first ever time editing an Inno Setup script or working with Pascal, so I may have gotten some things wrong :). Fixes #1739.",1
Merge pull request #1737: Update Git to v2.32.0,0.8488116,1737: Update Git to v2.32.0,,1
Update to Git 2.32.0.vfs.0.4,0.8766464,1736: Update Git to v2.31.1.vfs.0.3,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Whoops Pascal totally uses single quotes 😊,0.15080406,Bug fixes:,,0
Merge branch 'master' into patch-1,0.43309575,1653: Update Git to include v2.26.1,,0
Merge pull request #1746: Delete custom upgrader,0.744848,1746: Delete custom upgrader,"Remove all code for the custom upgrader that ran the installer either from GitHub or from a NuGet feed. This leaves gvfs upgrade non-functional, but a replacement will follow that calls winget upgrade vfsforgit.",1
Merge pull request #1741 from ldennington/fix-tag-formatting,0.46133018,1741: Fix winget tag specification,Fix winget tag specification,0
!fixup winget tag specification,0.82726353,1741: Fix winget tag specification,,1
Delete custom upgrader,0.90567136,1746: Delete custom upgrader,This leaves 'gvfs upgrade' non-functional Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Delete ProductUpgradeTimer,0.70086294,1668: ProductUPgradeTimer: remove unacceptable Environment.Exit(),"This timer is responsible for checking if there is a new VFS for Git version on a timer, then launches a notification to GVFS.Service.UI. I was hoping to delete all of GVFS.Service.UI, but we need the toast notifications for when we attempt to auto-mount and have a failure. Signed-off-by: Derrick Stolee dstolee@microsoft.com",1
Fix for #1743 - do not exit early if no blobs found for a period when prefetching.,0.9101322,1745: do not exit early if no blobs found for a period when prefetching,,1
FunctionalTests: disable builtin FS Monitor,0.47742575,1697: Fix functional tests to skip around ProjFS issue,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
RunFunctionalTests.bat: remove exits,0.31412262,1740: Skip launching UI if running unattended,"When I run the tests locally, these exits are hit every time. Something odd is happening. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
Merge pull request #1744 from mjcheetham/newbuild,0.5230481,Pull Requests,Overhaul build and project systems and drop Mac/POSIX code,0
build: add releases/shipped to PR build trigger,0.4148625,Includes Git LTS security release,,0
Add failing unit test for #1743,0.52853465,1697: Fix functional tests to skip around ProjFS issue,,0
build: drop AnyCPU and x86 solution configurations,0.4266811,1744: Overhaul build and project systems and drop Mac/POSIX code,,0
build: run functional tests in PR builds,0.509963,1697: Fix functional tests to skip around ProjFS issue,,0
build: add (currently unused) AzDO YAML release build,0.3790306,"A new config setting allows updating USN journals, which is needed when using BuildXL with VFS for Git.",,0
build: add GitHub Actions CI/PR workflow,0.44014788,"- VFS for Git will check the GitHub releases for the configured ring and prompt occasionally when running Git commands in a VFS for Git repository. To configure your ring, use the new gvfs config verb, like:",,0
build: add back new build scripts (for Windows only),0.42261994,The build system was rewritten from scratch to simplify the process and use a more recent version of .NET.,,0
build: migrate solution file,0.40285528,- Fixes a copy failure when copying the upgrade tool to its temporary location.,"Simplify solution configurations (we only build on Windows x64 now) and remove solution-level project build order.. we now rely on MSBuild and ""real"" project-to-project dependencies.",0
build: ignore functional tests that fail in CI only,0.49887246,1697: Fix functional tests to skip around ProjFS issue,,0
build: update FTs to run always against PATH,0.40863195,"A new config setting allows updating USN journals, which is needed when using BuildXL with VFS for Git.",,0
build: drop Mac/POSIX tests and drop WinOnly category,0.5650987,1744: Overhaul build and project systems and drop Mac/POSIX code,,0
build: migrate GVFS.FunctionalTests project file,0.50083333,1697: Fix functional tests to skip around ProjFS issue,,0
build: merge GVFS.FunctionalTests.Windows tests into main project,0.47691998,1678: BuildGVFSForWindows.bat: use nuget on PATH when possible,,0
build: migrate GVFS.Installer.Windows project,0.6201422,1678: BuildGVFSForWindows.bat: use nuget on PATH when possible,"Migrate the Windows installer project to the new build system, and also use wildcard inclusion of files in the Inno setup.",0
build: replace GVFS.SignFiles with GVFS.Payload project,0.63439304,1683: GVFS.SignFiles.csproj: include more DLLs for signing,Replace the 'sign files' project with a 'payload' project and script (that gathers binaries for signing).,0
build: migrate GVFS.PerfProfiling project,0.4963893,"gvfs config upgrade.ring [""fast"", ""slow"", ""none""]",,0
build: migrate GVFS.FunctionalTests.LockHolder project,0.49894688,- Fixed an annoying bug where a Ctrl+C'd git process could leak a GVFS lock,,0
build: migrate GVFS.UnitTests and .Tests projects,0.41366273,- VFS for Git will performance maintenance in the background. This release will pack loose objects in .gvfsCache into packfiles. ,Also combine the GVFS.UnitTests and .Windows projects in to one project (it's all Windows now).,0
build: migrate FastFetch project,0.48552233,A case where FastFetch would not download a small number of files has been fixed.,,0
build: migrate GVFS project,0.5399344,"- In the future, VFS for Git will automatically upgrade as new bits become available in the configured ring, eliminating the need to run gvfs upgrade to ",,0
build: migrate GVFS.Service.UI project,0.50960183,* gvfs upgrade could fail if its background processes were launched in an existing enlistment.,,0
build: migrate GVFS.Service project,0.55800354,* gvfs upgrade could fail if its background processes were launched in an existing enlistment.,,0
build: migrate GVFS.Mount project,0.539186,"gvfs config upgrade.ring [""fast"", ""slow"", ""none""]",,0
build: migrate GVFS.Upgrader project,0.63728464,The gvfs upgrade command is deprecated. Future upgrades will require using winget or installing directly from the releases page.,,0
build: migrate GVFS.Hooks project,0.51446074,"- In the future, VFS for Git will automatically upgrade as new bits become available in the configured ring, eliminating the need to run gvfs upgrade to ",,0
build: migrate GVFS.Platform project,0.4958558,"- In the future, VFS for Git will automatically upgrade as new bits become available in the configured ring, eliminating the need to run gvfs upgrade to ",Also drop the .Windows specific project.. it's all Windows now.,0
build: migrate GVFS.Virtualization project,0.5198861,"- In the future, VFS for Git will automatically upgrade as new bits become available in the configured ring, eliminating the need to run gvfs upgrade to ",,0
build: migrate GVFS.GVFlt project,0.5417628,"- In the future, VFS for Git will automatically upgrade as new bits become available in the configured ring, eliminating the need to run gvfs upgrade to ",,0
build: migrate GVFS.Common project,0.49894524,"- In the future, VFS for Git will automatically upgrade as new bits become available in the configured ring, eliminating the need to run gvfs upgrade to ",,0
build: migrate VC++ projects to new build,0.42893165,1744: Overhaul build and project systems and drop Mac/POSIX code,"Migrate the native VC++ projects to use the new build variables, package restore, and WinSDK to 10.0.16299.",0
build: replace GVFS.Build with simpler MSBuild code,0.6008473,1678: BuildGVFSForWindows.bat: use nuget on PATH when possible,Replace the GVFS.Build directory and pre-build code with targets and tasks that are better integrated with the rest of the build.,0
build: drop more Mac/POSIX code,0.7770168,1744: Overhaul build and project systems and drop Mac/POSIX code,,1
build: drop old targets/props and add new ones,0.40320545,Update components included with internal distribution,Drop the older custom targets and props files for the new ones.,0
GitHooksLoader: move under GVFS dir and migrate proj,0.56227887,"- In the future, VFS for Git will automatically upgrade as new bits become available in the configured ring, eliminating the need to run gvfs upgrade to ",Move the GitHooksLoader under the GVFS directory and migrate the project file to v142 toolset (VS2019) and WinSDK10.0.16299. Also migrate project to use new MSBuild properties for the VSF for Git project.,0
build: drop all old scripts,0.4615658,1703: Delete all macOS projects,,0
build: drop old Azure Pipelines YAML CI/PR builds,0.41235888,1703: Delete all macOS projects,,0
Skip launching UI if running unattended,0.8934143,1740: Skip launching UI if running unattended,"In testing, we see the installer hanging until the UI is killed. ``` Start-Process .\SetupGVFS.1.0.21085.9.exe -ArgumentList ""/VERYSILENT"", ""/NORESTART"", ""/NOCANCEL"", ""/SP-"", ""/CLOSEAPPLICATIONS"", ""/RESTARTAPPLICATIONS"", ""/LOG=gvfs.log"", ""/SUPPRESSMSGBOXES"" -Wait Hangs until GVFS.Service.UI is killed ```",1
Bumping version of update-winget action,0.93199307,1738: Bumping version of update-winget action,,1
Merge pull request #1736: Update Git to v2.31.1.vfs.0.3,0.8868228,1736: Update Git to v2.31.1.vfs.0.3,This includes the latest changes for winget installation and upgrading with git update-microsoft-git.,1
Update Git to v2.31.1.vfs.0.3,0.9151978,1736: Update Git to v2.31.1.vfs.0.3,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1735 from ldennington/bump-release-winget,0.6370238,1738: Bumping version of update-winget action,Bumping mjcheetham/update-winget version,0
Bumping mjcheetham/update-winget version,0.74703896,1738: Bumping version of update-winget action,,1
Merge pull request #1734 from ldennington/ldennington/add-release-workflow,0.5076325,1714: Update Git to include LFS security release,Adding winget workflow,0
Cleanup,0.39900243,Background tasks run with lower priority to address user feedback on maintenance job performance.,,0
Add winget workflow,0.92206395,1734: Adding winget workflow,,1
Merge pull request #1733: Update Git to include v2.31.1,0.84965634,1733: Update Git to include 2.31.1,See microsoft/git#320.,1
Merge pull request #1730: Fix an issue with FastFetch when deleting files,0.81823397,1730: Fix an issue with FastFetch when deleting files,This fixes #1729 and also takes care of a performance problem in the same method.,1
Update Git to include v2.31.1,0.82742065,1733: Update Git to include 2.31.1,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1732: Use one NuGet feed,0.75001407,1732: Use one NuGet feed,I pushed all of the packages we need to our custom feed. Script included.,1
Don't warn about higher packages,0.4068039,1747: UpgradeVerb: write deprecation notice,,0
Add bash script that pushes all local packages,0.35359886,Update components included with internal distribution,,0
Remove second NuGet feed,0.73526955,1732: Use one NuGet feed,,1
Fix an issue with FastFetch when deleting files,0.96246046,1730: Fix an issue with FastFetch when deleting files,,1
Merge pull request #1726: Config: commitGraph.generationVersion=1,0.79479724,1726: Config: commitGraph.generationVersion=1,See microsoft/scalar#492 for a similar change.,1
Update Git to include commitGraph.generationVersion config,0.74395025,1726: Config: commitGraph.generationVersion=1,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Config: commitGraph.generationVersion=1,0.923985,1726: Config: commitGraph.generationVersion=1,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1719: Enforce only a minimum Git version,0.5754161,1663: Update Git to v2.27.0,"The interface between microsoft/git and VFS for Git has been stable for a while. We don't anticipate changing it any time soon. Thus, we can drop the requirement of an exact Git version match. This PR changes the current logic in a few ways:  Take the full GitVersion parsing logic from microsoft/scalar, as it is more robust. Remove the exact version match with a minimum version match. Use a fixed constant version string instead of a build-time string. Require that the Revision of the version string is an exact match. We will use this to signal that a microsoft/git version introduces a breaking change that requires a VFS for Git upgrade.  What is a Revision item? In a Git version string such as v2.X.Y.vfs.Z.W, the Revision is represented by Z. This allows us to modify the other version items arbitrarily, including taking version numbers 2.X.Y from upstream and updating .W if we have any hotfixes to microsoft/git.",0
GVFSVerb: check custom Git version bounds,0.61551785,This includes Git v2.33.0.vfs.0.0.,"We will use the following rules for testing the Git version is compatible with the current version of VFS for Git:   The Platform must match "".vfs.""   The version must be at least the fixed minimum revision.   The Revision must equal the current minimum revision.   This allows us to upgrade Git without updating VFS for Git. Thus, we could reduce VFS for Git version upgrades when Git releases a security update. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
whitespace: standardize newlines in recently-edited files,0.2625073,"* The post-command step to update placeholder files now batches its size requests to the server, resulting in significant speedups in situations where many placeholder files needed to be updated",Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
GitVersion: use Scalar's parsing logic,0.3895279,"* Better memory management in git, creating a savings of up to half a second on commands that parse the index",This parsing is more robust to many different Git versions. Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
Merge pull request #1716: Update Git to remove ODB string check,0.8498718,1717 [HOTFIX] Update Git to remove ODB string check,[HOTFIX] Update Git to remove ODB string check,1
Update Git to remove ODB string check,0.9261248,1717 [HOTFIX] Update Git to remove ODB string check,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1714: Update Git to include LFS security release,0.87141854,1714: Update Git to include LFS security release,,1
Update Git to include LFS security release,0.92342126,1714: Update Git to include LFS security release,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
1712: git-vfs: update to Git 2.30.0,1.0000002,1712: git-vfs: update to Git 2.30.0,git-vfs: update to Git 2.30.0,1
git-vfs: update to Git 2.30.0,0.93940544,1712: git-vfs: update to Git 2.30.0,,1
Merge pull request #1710: Add new Microsoft certificate thumbprint,0.79267824,1710: Add new Microsoft certificate thumbprint,There is a new certificate thumbprint for the Microsoft signing certificates used to sign NuGet packages.,1
upgrade: add new Microsoft certificate thumbprint,0.88334215,1710: Add new Microsoft certificate thumbprint,There is a new certificate thumbprint for the Microsoft signing certificates used to sign NuGet packages.,1
Merge pull request #1706: Update Git to include GCM Core update,0.89504886,1706: Update Git to include GCM Core update,This actually updates to a better build:  It has a new tag v2.29.0.vfs.0.1. It was created after git-for-windows/build-extra updated with the new GCM Core package.,1
Update Git to include GCM Core update,0.9444603,1706: Update Git to include GCM Core update,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1703: Delete all macOS projects,0.7875021,1703: Delete all macOS projects,"Some macOS projects were causing failures in the release process, so let's finally get around to deleting them. Replaces #1700.",1
More macOS deletions,0.51232463,1703: Delete all macOS projects,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
Delete all macOS projects and platform code,0.81622046,1703: Delete all macOS projects,"Some macOS projects were causing failures in the release process, so let's finally get around to deleting them. Signed-off-by: Derrick Stolee dstolee@microsoft.com",1
Merge pull request #1694: Update Git to v2.29.0,0.8180139,1694: Update Git to v2.29.0.,See microsoft/git#295. Scalar already merged these changes to the PackfileMaintenanceStepTests. The other changes were reviewed privately.,1
GitObjects: use new SideChannelStream to hash during download,0.48605242,  - Correlate trace2 stream with VFS for Git stream with the Git session ID.,"The loose object download needs to verify the objects being sent across the wire before moving them to their ""real"" locations in the object directory. The previous implementation wrote them to disk then read from that file to hash the contents. Instead, create a new ""SideChannelStream"" that injects between the responseStream and the inflater, but sends all of the data that is read out to the filestream. Here is a diagram of the stream sequence: responseStream -> sideChannelStream -> inflateStream -> hashingStream                            \                                   |                 \                                 \|/                  tempFileStream                devNull By copying all data from the hashingStream into devNull, we ensure that the responseStream is drained and written to the tempFileStream while simultaneously inflating and hashing the object contents. We then amortize this computation during the window that we are downloading data over the network, minimizing the potential performance impact. Helped-by: Matthew Cheetham mjcheetham@github.com Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
GitObjects: hash incoming loose objects,0.46918628,"- GVFS can now recover from corrupted git object files (e.g. caused by a torn write), by re-downloading them whenever git asks for an object. The assumption is that git would not be asking GVFS for it if the object was valid.","After we write the data to disk, check the file that it matches the correct hash before moving it into place. If the hash is wrong, then include details about where the data is stored for reference. This can be marked as optional to make existing unit tests work, but the logic is covered by a new set of unit tests. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
Build: include SharpZipLib,0.36476466,Previous builds were not including fully-signed DLLs. This is now fixed.,"We will start hashing loose objects downloaded from the remotes, but we need to include a package (SharpZipLib) that can handle the headers included in the ZLib compression used by Git. .NET's default decompression algorithm cannot handle those optional headers, unfortunately. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
PackfileMaintenanceStepTests: Git 2.29 does batching differently,0.52007306,"* Added a new mutli-pack index file to git, allowing it to become much more efficient at finding an object when there are a large number of local packfiles",The last condition of this test no longer applies because Git will repack files in a different way than it used to. Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
Update Git to v2.29.0,0.83317184,1694: Update Git to v2.29.0.,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1697: Fix functional tests to skip around ProjFS issue,0.8547845,1697: Fix functional tests to skip around ProjFS issue,See #1696 for the tracking issue. This PR intends to get our functional tests green again so we can have some confidence in the Git 2.29.0 update in #1694.,1
FunctionalTests: Use temporary branch to fix all tests,0.53894293,1697: Fix functional tests to skip around ProjFS issue,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
WindowsFileSystemTests: disable a test around LongFileName folder,0.40815818,1697: Fix functional tests to skip around ProjFS issue,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
Merge pull request #1689 from kyle-rader/user/kyrader/delete-docs,0.6256119,1689: Make delete docs more verbose,Make delete docs more verbose.,0
Add sub section for recovering from pre-delete.,0.53507674,1689: Make delete docs more verbose,,0
Add explicit step for removing the repo after unmounting.,0.66142833,- The installer now unmounts and remounts existing repos automatically,,0
Merge pull request #1682: Update Git to v2.28.0,0.8004341,1682: Update Git to v2.28.0,See microsoft/git#283,1
Update Git to v2.28.0,0.8211182,1682: Update Git to v2.28.0,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1685: minor path comparison fixup in ProductUpgrader,0.8805214,1685: minor path comparison fixup in ProductUpgrader,Convert an inadvertent use of StringComparer.OrdinalIgnoreCase to the relevant OS-specific PathComparer helper.,1
minor path comparison fixup in ProductUpgrader,0.9347625,1685: minor path comparison fixup in ProductUpgrader,Convert an inadvertent use of StringComparer.OrdinalIgnoreCase to the relevant OS-specific PathComparer helper.,1
Merge pull request #1683: GVFS.SignFiles.csproj: include more DLLs for signing,0.872281,1683: GVFS.SignFiles.csproj: include more DLLs for signing,"It appears that during our build, we send some DLLs for signing, but the versions we send have already been copied to other projects. Thus, we ship versions of those DLLs that are unsigned. Add extra versions of the DLLs that are currently being signed, except include them in the GVFS.Windows project that is likely where they are being copied as part of the build.",1
GVFS.SignFiles.csproj: include more DLLs for signing,0.9207139,1683: GVFS.SignFiles.csproj: include more DLLs for signing,"It appears that during our build, we send some DLLs for signing, but the versions we send have already been copied to other projects. Thus, we ship versions of those DLLs that are unsigned. Add extra versions of the DLLs that are currently being signed, except include them in the GVFS.Windows project that is likely where they are being copied as part of the build. Signed-off-by: Derrick Stolee dstolee@microsoft.com",1
Merge pull request #1679: BuildGVFSForWindows.bat: use nuget on PATH when possible,0.89018726,1678: BuildGVFSForWindows.bat: use nuget on PATH when possible,"Our release build is failing because we cannot download nuget due to TLS 1.2 changes. But we already require nuget.exe in an earlier step of the build. Require nuget.exe to be on the PATH, and update Readme.me accordingly.",1
BuildGVFSForWindows.bat: use nuget on PATH when possible,0.90130574,1678: BuildGVFSForWindows.bat: use nuget on PATH when possible,"Our release build is failing because we cannot download nuget due to TLS 1.2 changes. But we already require nuget.exe in an earlier step of the build. Require nuget.exe to be on the PATH, and update Readme.me accordingly. Signed-off-by: Derrick Stolee dstolee@microsoft.com",1
Merge pull request #1676: Update Git to v2.27.0.vfs.1.0,0.8761134,1676: Update Git to v2.27.0.vfs.1.0,See microsoft/git#278,1
Update Git to v2.27.0.vfs.1.0,0.9195022,1676: Update Git to v2.27.0.vfs.1.0,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1675: PreCommandHook: don't lock pack-objects,0.8109636,1675: PreCommandHook: don't lock pack-objects,We have a short list of Git commands that are known to be safe to run in parallel because they do not update the index. This list did not include git pack-objects. This is blocking some legitimate use of the tool.,1
PreCommandHook: don't lock pack-objects,0.8713948,1675: PreCommandHook: don't lock pack-objects,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
Merge pull request #1674: Config: disable status.submoduleSummary,0.8370211,1674: Config: disable status.submoduleSummary,"The GVFS protocol does not support submodules, so disable the status.submoduleSummary config setting. A user had this enabled in their global config, but that caused ""git status"" to be much slower. When enabled, this runs two ""git submodule"" subprocesses, which are very slow. I investigated disabling these subprocesses in Git when the repo has no submodules, but it needs to run the processes to check for untracked submodules. Thus, there is no efficient way to detect that submodules exist or not in advance.",1
Merge pull request #1672: ProductUpgrader: be extra careful about a copy loop,0.7886972,1672: ProductUpgrader: be extra careful about a copy loop,"The ProductUpgrader makes a backup of the C:\Program Files\GVFS folder before running the install, as a mechanism for backing out a failed upgrade. However, it copies that data into C:\Program Files\GVFS\ProgramData\GVFS.Upgrade\Tools, which can create a copy loop! This affected an actual user. I'm not sure why this affects that one user but not another. In addition to adding more defensive programming (adding the target of the copy to the list of exclusions), I also added some extra tracing so we can see how these strings differ on this machine.",1
Config: disable status.submoduleSummary,0.94412845,1674: Config: disable status.submoduleSummary,"The GVFS protocol does not support submodules, so disable the status.submoduleSummary config setting. A user had this enabled in their global config, but that caused ""git status"" to be much slower. When enabled, this runs two ""git submodule"" subprocesses, which are very slow. I investigated disabling these subprocesses in Git when the repo has no submodules, but it needs to run the processes to check for untracked submodules. Thus, there is no efficient way to detect that submodules exist or not in advance. Signed-off-by: Derrick Stolee dstolee@microsoft.com",1
