Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
80,"Fixing UT failure. Launching upgrade tool was moved out of the spinner, UT was still expecting the Succeeded message.",0.49998558,- Multiple mount process reliability bugs have been squashed.,,0
81,Fold telemetry listener creation to non-platform specific code,0.48569125,1734: Adding winget workflow,,0
82,Additional Unit Test changes,0.53420943,"Other bug fixes, engineering improvements, and test reliability fixes.",,0
83,Merge pull request #1148: Fix handling of >>,0.6202472,Pull Requests,,0
84,Merge pull request #859: GitStatusCache: handle errors creating directory,0.487437,* Improve error message from gvfs upgrade if the Git installation could not be found.,,0
85,Rename methods to be more descriptive,0.44077072,The build system was rewritten from scratch to simplify the process and use a more recent version of .NET.,,0
86,Mac kext: Adds simple VirtualizationRoot_FindForVnode unit test,0.40282965,1685: minor path comparison fixup in ProductUpgrader,,0
87,Mac kext: New error logging macros which wrap vnode property query & log,0.47020054,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,Also drop the .Windows specific project.. it's all Windows now.,0
88,dependencies: upgrade newtonsoft.json,0.49312094,Update components included with internal distribution,,0
89,Mac: Hardlink created notification,0.6634943,Initial Mac platform native notifications,,0
90,Mac: Handle projection changes where git deletes folders that are still in the projection,0.5989134,Git commands are now allowed to delete an empty directory,,0
91,Fix console logging typo in MirrorProvider,0.43694305,See the full change log,"Migrate the native VC++ projects to use the new build variables, package restore, and WinSDK to 10.0.16299.",0
92,Merge pull request #1399 Add SetupFixture for teardown to get the test results at the end,0.47569782,Pull Requests,Replace the GVFS.Build directory and pre-build code with targets and tasks that are better integrated with the rest of the build.,0
93,Update git for windows version,0.7943573,Includes Git for Windows 2.30.0.,,1
94,ProductUpgrader: use OrdinalIgnoreCase in exluded HashSet,0.4093885,1652: RepoRegistry: ignore non-existent repos,Drop the older custom targets and props files for the new ones.,0
95,use common file name constants in DehydrateTests,0.29035962,1685: minor path comparison fixup in ProductUpgrader,Move the GitHooksLoader under the GVFS directory and migrate the project file to v142 toolset (VS2019) and WinSDK10.0.16299. Also migrate project to use new MSBuild properties for the VSF for Git project.,0
96,Enable runFastFetch to expect an error,0.48603484,1730: Fix an issue with FastFetch when deleting files,,0
97,Merge pull request #331 Remove SharedCacheTests.SecondCloneSucceedsWithMissingTrees,0.5128752,1674: Config: disable status.submoduleSummary,,0
98,Test reliability issue #852,0.72343624,Other bug fixes for reliability,"In testing, we see the installer hanging until the UI is killed. module",1
99,Rename GetAllEntriesAndPrepToWriteAllEntries to GetAllEntries,0.43558848,1747: UpgradeVerb: write deprecation notice,,0
100,Merge pull request #384: Include UTC offset in log timestamp.,0.7560173,- Log files now include UTC offset.,This includes the latest changes for winget installation and upgrading with git update-microsoft-git.,1
101,Merge pull request #1381: Upgrade: Fix test flakiness around upgrade reminders,0.6073107,Other bug fixes for reliability,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
102,Merge pull request #1193: Mac ProjFS: Only hydrate/expand when deleting due to rename,0.5140145,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,Bumping mjcheetham/update-winget version,0
103,Update mac os build subtitle,0.5436387,1744: Overhaul build and project systems and drop Mac/POSIX code,,0
104,Upgrade: upgrade help text for the NoVerify option,0.55650955,Update NuGet upgrader with new Microsoft package signing certificate,Adding winget workflow,0
105,Add method to dehydrate a folder,0.4994186,Adds additional logging for folder and file placeholder creation.,,0
106,Merge pull request #420 PostFetchJob: Kill running Git process when unmounting,0.5948617,- Fixed a bug that would cause VFS for Git mount process to shut down if it receives out-of-order ProjFS callbacks.,,0
107,Merge pull request #1520 Add sparse set and file options,0.57272846,Pull Requests,See microsoft/git#320.,0
108,Enable ProductUpgraderInfo to be testable,0.58329976,1685: minor path comparison fixup in ProductUpgrader,This fixes #1729 and also takes care of a performance problem in the same method.,0
109,Update Git to v2.34.0.vfs.0.0,0.93774974,1736: Update Git to v2.31.1.vfs.0.3,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
110,Update Git to v2.26.0,0.9305464,1642: Update Git to v2.26.0,I pushed all of the packages we need to our custom feed. Script included.,1
111,Address multiple issues with HardLinks,0.4811634,- Other bug fixes,,0
112,Merge pull request #1710: Add new Microsoft certificate thumbprint,0.8701331,1710: Add new Microsoft certificate thumbprint,,1
113,Upgrade: run upgrader in system diretory,0.554253,The gvfs upgrade command is deprecated. Future upgrades will require using winget or installing directly from the releases page.,,0
114,Add ParallelHydrationTests,0.4294581,1685: minor path comparison fixup in ProductUpgrader,,0
115,Mac kext: Adds check to only handle fileops on allowed filesystems,0.47018272,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,See microsoft/scalar#492 for a similar change.,0
116,Merge pull request #1224 from jamill/upgrader_tasks/directory_structure,0.58554626,Pull Requests,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
117,Repair Functional Tests: test for confirm on and off,0.7016709,"Other bug fixes, engineering improvements, and test reliability fixes.",Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
118,Add ProductUpgraderInfoTests,0.6019895,1685: minor path comparison fixup in ProductUpgrader,"The interface between microsoft/git and VFS for Git has been stable for a while. We don't anticipate changing it any time soon. Thus, we can drop the requirement of an exact Git version match. This PR changes the current logic in a few ways: Take the full GitVersion parsing logic from microsoft/scalar, as it is more robust. Remove the exact version match with a minimum version match. Use a fixed constant version string instead of a build-time string. Require that the Revision of the version string is an exact match. We will use this to signal that a microsoft/git version introduces a breaking change that requires a VFS for Git upgrade. What is a Revision item? In a Git version string such as v2.X.Y.vfs.Z.W, the Revision is represented by Z. This allows us to modify the other version items arbitrarily, including taking version numbers 2.X.Y from upstream and updating .W if we have any hotfixes to microsoft/git.",0
119,Use ushort for the mode in ChangeMode methods,0.4601947,1674: Config: disable status.submoduleSummary,"We will use the following rules for testing the Git version is compatible with the current version of VFS for Git: The Platform must match "".vfs."" The version must be at least the fixed minimum revision. The Revision must equal the current minimum revision. This allows us to upgrade Git without updating VFS for Git. Thus, we could reduce VFS for Git version upgrades when Git releases a security update. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
120,Add/Fix Functional Tests for Hardlinks,0.48568285,"Other bug fixes, engineering improvements, and test reliability fixes.",Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
121,Simplify steps language,0.43140352,- Improved the memory usage during MIDX computation.,This parsing is more robust to many different Git versions. Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
122,Move newline into ModifiedPathsShouldNotContain,0.43661934,- Improvements to compact and maintain the ModifiedPaths.dat database to help mitigate the problem of command perf degrading over time in an enlistment.,[HOTFIX] Update Git to remove ODB string check,0
123,Mac kext: Fileop handler should not attempt to message missing provider,0.5036146,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
124,Merge pull request #439 from nickgra/downloadDylib,0.47327632,Pull Requests,,0
125,Update GitForWindows version to include new MIDX code,0.6755931,1653: Update Git to include v2.26.1,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
126,Add interfaces to enable unit testing,0.4964444,"Other bug fixes, engineering improvements, and test reliability fixes.",git-vfs: update to Git 2.30.0,0
127,Centralize business logic for starting background prefetch.,0.45411304,Background tasks run with lower priority to address user feedback on maintenance job performance.,,0
128,Merge pull request #1517 Call multi-pack-index with --no-progress,0.55920017,Pull Requests,There is a new certificate thumbprint for the Microsoft signing certificates used to sign NuGet packages.,0
129,"use "".mockvfsforgit"" in MockPlatform",0.4430935,1658: ProjFSFilter: Be more robust to missing PowerShell,There is a new certificate thumbprint for the Microsoft signing certificates used to sign NuGet packages.,0
130,Fixing Windows build error,0.49360472,- Other bug fixes,This actually updates to a better build: It has a new tag v2.29.0.vfs.0.1. It was created after git-for-windows/build-extra updated with the new GCM Core package.,0
131,Remove TODOs,0.56929135,1689: Make delete docs more verbose,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
132,Merge pull request #1486: Clean up Register/Unregister for OfflineIO,0.43859908,Pull Requests,"Some macOS projects were causing failures in the release process, so let's finally get around to deleting them. Replaces #1700.",0
133,Update Git to include trace2 V3,0.7387622,1653: Update Git to include v2.26.1,Signed-off-by: Derrick Stolee dstolee@microsoft.com,1
134,build: migrate FastFetch project,0.5644528,1730: Fix an issue with FastFetch when deleting files,"Some macOS projects were causing failures in the release process, so let's finally get around to deleting them. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
135,TryPrefetchCommitsAndTrees downgraded to Warning,0.53731793,1668: ProductUPgradeTimer: remove unacceptable Environment.Exit(),See microsoft/git#295. Scalar already merged these changes to the PackfileMaintenanceStepTests. The other changes were reviewed privately.,0
136,Also update ModifedPaths for update-index command,0.5739871,Update components included with internal distribution,"The loose object download needs to verify the objects being sent across the wire before moving them to their ""real"" locations in the object directory. The previous implementation wrote them to disk then read from that file to hash the contents. Instead, create a new ""SideChannelStream"" that injects between the responseStream and the inflater, but sends all of the data that is read out to the filestream. Here is a diagram of the stream sequence: responseStream -> sideChannelStream -> inflateStream -> hashingStream                            \                                   |                 \                                 \|/                  tempFileStream                devNull By copying all data from the hashingStream into devNull, we ensure that the responseStream is drained and written to the tempFileStream while simultaneously inflating and hashing the object contents. We then amortize this computation during the window that we are downloading data over the network, minimizing the potential performance impact. Helped-by: Matthew Cheetham mjcheetham@github.com Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
137,Update NUnit dependencies,0.56222,Update components included with internal distribution,"After we write the data to disk, check the file that it matches the correct hash before moving it into place. If the hash is wrong, then include details about where the data is stored for reference. This can be marked as optional to make existing unit tests work, but the logic is covered by a new set of unit tests. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
138,whitespace: standardize newlines in recently-edited files,0.4210372,1664: Update USN journal entries for projected folders,"We will start hashing loose objects downloaded from the remotes, but we need to include a package (SharpZipLib) that can handle the headers included in the ZLib compression used by Git. .NET's default decompression algorithm cannot handle those optional headers, unfortunately. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
139,Measure the time spent within VirtualizationRoot_FindForVnode,0.4419701,"- Further optimizations to GVFS's index parsing, saving time on commands that need to reproject (like checkout).",The last condition of this test no longer applies because Git will repack files in a different way than it used to. Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
140,Reorganize health assets (#1307),0.39949423,1669: Docs: more troubleshooting and FAQs,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
141,Merge pull request #1328 from jeschu1/teststouserdir,0.5989687,Pull Requests,See #1696 for the tracking issue. This PR intends to get our functional tests green again so we can have some confidence in the Git 2.29.0 update in #1694.,0
142,Merge pull request #1049 from Fixing failure in full FT,0.47708923,1674: Config: disable status.submoduleSummary,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
143,First round of changes for PR feedback,0.51459265,Release notes,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
144,Mac PrjFS userlib: Code reuse improvements.,0.5959939,1744: Overhaul build and project systems and drop Mac/POSIX code,Make delete docs more verbose.,0
145,Handle read only files when hydrating with the mirror provider by only requesting Read access,0.37955222,- Gracefully handle a missing shared object cache pack directory.,,0
146,Don't overwrite configuration if not necessary,0.55062735,Includes fixes to config settings for internal users only,,0
147,Merge pull request #815 from Perform Upgrade Check after PrjFlt is enabled,0.52199054,1697: Fix functional tests to skip around ProjFS issue,See microsoft/git#283,0
148,build: migrate GVFS.GVFlt project,0.6664861,Instructions for installing and using GVFS are available at link,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
149,Upgrader: NuGet Upgrader should use GitHub endpoint for notifications,0.61133754,- Upgrade supports NuGet feeds as a distribution source.,Convert an inadvertent use of StringComparer.OrdinalIgnoreCase to the relevant OS-specific PathComparer helper.,0
150,Merge pull request #1618: Update Git to v2.24.1,0.70086193,1663: Update Git to v2.27.0,Convert an inadvertent use of StringComparer.OrdinalIgnoreCase to the relevant OS-specific PathComparer helper.,1
151,Update some messge wording,0.56946516,- Other bug fixes,"It appears that during our build, we send some DLLs for signing, but the versions we send have already been copied to other projects. Thus, we ship versions of those DLLs that are unsigned. Add extra versions of the DLLs that are currently being signed, except include them in the GVFS.Windows project that is likely where they are being copied as part of the build.",0
152,Merge pull request #207 Remove temp paths from ModifiedPathsDatabase,0.46320766,- Fix backoff on cache server size endpoint 404.,"It appears that during our build, we send some DLLs for signing, but the versions we send have already been copied to other projects. Thus, we ship versions of those DLLs that are unsigned. Add extra versions of the DLLs that are currently being signed, except include them in the GVFS.Windows project that is likely where they are being copied as part of the build. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
153,use platform-specific path matching in func tests,0.4327153,1685: minor path comparison fixup in ProductUpgrader,"Our release build is failing because we cannot download nuget due to TLS 1.2 changes. But we already require nuget.exe in an earlier step of the build. Require nuget.exe to be on the PATH, and update Readme.me accordingly.",0
154,Add WaitForBackgroundOperations call with checking modified paths,0.43710512,1685: minor path comparison fixup in ProductUpgrader,"Our release build is failing because we cannot download nuget due to TLS 1.2 changes. But we already require nuget.exe in an earlier step of the build. Require nuget.exe to be on the PATH, and update Readme.me accordingly. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
155,Switch from FileAttributeRecallOnOpen to FileAttributeRecallOnDataAccess,0.4612919,1730: Fix an issue with FastFetch when deleting files,See microsoft/git#278,0
156,Return correct errror message for 'git gui' on Mac,0.5315422,- Consume new GCM to fix git credential erase behavior,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
157,don't try to remove repo root in projection update,0.5172191,- The installer now unmounts and remounts existing repos automatically,We have a short list of Git commands that are known to be safe to run in parallel because they do not update the index. This list did not include git pack-objects. This is blocking some legitimate use of the tool.,0
158,ProductUpgrader: copy whole upgrade application,0.6138712,- Fixes a copy failure when copying the upgrade tool to its temporary location.,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
159,Merge pull request #350 Windows: Add delay and retry to attributes check in ExpandedFileAttributesAreUpdated,0.46062583,- Fixed an issue where some concurrent updates to the placeholder database would fail,"The GVFS protocol does not support submodules, so disable the status.submoduleSummary config setting. A user had this enabled in their global config, but that caused ""git status"" to be much slower. When enabled, this runs two ""git submodule"" subprocesses, which are very slow. I investigated disabling these subprocesses in Git when the repo has no submodules, but it needs to run the processes to check for untracked submodules. Thus, there is no efficient way to detect that submodules exist or not in advance.",0
160,Mac kext: Reduces deadlock risk by limiting VFS operations to regular users,0.57152534,- Better recovery from a process that terminates without releasing the GVFS lock.,"The ProductUpgrader makes a backup of the C:\Program Files\GVFS folder before running the install, as a mechanism for backing out a failed upgrade. However, it copies that data into C:\Program Files\GVFS\ProgramData\GVFS.Upgrade\Tools, which can create a copy loop! This affected an actual user. I'm not sure why this affects that one user but not another. In addition to adding more defensive programming (adding the target of the copy to the list of exclusions), I also added some extra tracing so we can see how these strings differ on this machine.",0
