Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Bump language service version,0.48701388,Update language server filename,,0
0.9.3,0.27805686,Update icon,,0
"Revert ""Remove typescript from list of languages (#645)"" (#690)",0.8141952,Remove typescript from default languages (#645),This reverts commit 19a550d0de1f3bfbc2a49297e9f7e0c53cfc1ca6.,1
"Remove ""preview"" tag",0.8054329,"Remove marketplace ""preview"" tag (5932d20)",,1
Update readme,0.68927574,Update readme banner image,,0
Tweak theme helper detection (#689),0.99999964,Tweak theme helper detection (#689),,1
0.9.2,0.28922436,Update icon,,0
Bump bundled version of tailwindcss to 3.2.4,0.97327745,Bump bundled version of tailwindcss to 3.2.4 (f07eedd),,1
Support class modifiers (#686),0.65834546,Add class modifier completions (#686),,0
Merge pull request #685 from tailwindlabs/dependabot/npm_and_yarn/packages/tailwindcss-language-server/json5-2.2.3,0.59248805,Fix compatibility with Tailwind v3.0.0-alpha.2,Bump json5 from 2.2.0 to 2.2.3 in /packages/tailwindcss-language-server,0
Bump json5 from 2.2.0 to 2.2.3 in /packages/tailwindcss-language-server,0.68225586,Bump bundled version of tailwindcss to 3.2.4 (f07eedd),Bumps json5 from 2.2.0 to 2.2.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #684 from tailwindlabs/dependabot/npm_and_yarn/packages/tailwindcss-language-service/json5-and-tsconfig-paths-2.2.3,0.69803596,"Support TypeScript and ESM Tailwind config files when using a version of tailwindcss that supports these (#738, #739)",Bump json5 and tsconfig-paths in /packages/tailwindcss-language-service,0
Bump json5 and tsconfig-paths in /packages/tailwindcss-language-service,0.6965039,"Support TypeScript and ESM Tailwind config files when using a version of tailwindcss that supports these (#738, #739)",Bumps json5 and tsconfig-paths. These dependencies needed to be updated together. Updates json5 from 2.1.3 to 2.2.3 - Release notes - Changelog - Commits Updates tsconfig-paths from 3.9.0 to 3.10.1 - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect - dependency-name: tsconfig-paths   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,0
Fix method called before initialize (#667),0.46285498,[JIT] Fix initialisation when mode is set in a preset (#333),"wait for init in onInitialize before sending response to the client, so that client won't try to do request before the lsp handlers are registered.",0
Bump qs from 6.5.2 to 6.5.3 in /packages/tailwindcss-language-service (#673),0.6780335,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps qs from 6.5.2 to 6.5.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: qs   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump qs from 6.5.2 to 6.5.3 (#672),0.47190937,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps qs from 6.5.2 to 6.5.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: qs   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump ansi-regex (#671),0.4903952,Replace multi-regexp2 with becke-ch--regex--s0-0-v1--base--pl--lib (#590),Bumps ansi-regex and ansi-regex. These dependencies needed to be updated together. Updates ansi-regex from 3.0.0 to 4.1.1 - Release notes - Commits Updates ansi-regex from 4.1.0 to 4.1.1 - Release notes - Commits  updated-dependencies: - dependency-name: ansi-regex   dependency-type: indirect - dependency-name: ansi-regex   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump decode-uri-component from 0.2.0 to 0.2.2 (#669),0.47624707,Use patched version of enhanced-resolve (#600),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Merge pull request #660 from tailwindlabs/dependabot/npm_and_yarn/packages/tailwindcss-language-service/minimatch-3.1.2,0.599193,Fix compatibility with Tailwind v3.0.0-alpha.2,Bump minimatch from 3.0.4 to 3.1.2 in /packages/tailwindcss-language-service,0
Bump minimatch in /packages/tailwindcss-language-service,0.6779036,"    ""tailwindCSS.includeLanguages"": {",Bumps minimatch from 3.0.4 to 3.1.2. - Release notes - Commits  updated-dependencies: - dependency-name: minimatch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #659 from tailwindlabs/dependabot/npm_and_yarn/packages/vscode-tailwindcss/minimatch-3.1.2,0.607485,Fix compatibility with Tailwind v3.0.0-alpha.2,Bump minimatch from 3.0.4 to 3.1.2 in /packages/vscode-tailwindcss,0
Bump minimatch from 3.0.4 to 3.1.2 in /packages/vscode-tailwindcss,0.6959438,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps minimatch from 3.0.4 to 3.1.2. - Release notes - Commits  updated-dependencies: - dependency-name: minimatch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,0
Fix error when initializationOptions is undefined (#656),0.57314503,Fix error when using a withOptions plugin without any options,Co-authored-by: Anbcodes me@anb.codes,0
Improve theme helper detection (#655),1.0000002,Improve theme helper detection (#655),,1
Fix duplicate color decorators (#652),0.9999998,Fix duplicate color decorators (#652),,1
Remove typescript from list of languages (#645),0.9327302,Remove typescript from default languages (#645),  Comment out typescript from list of languages   Update languages.ts   Co-authored-by: Brad Cornes hello@bradley.dev,1
Update GitHub issue template,0.3949963,Update readme banner image,,0
Boot language servers for nested workspace folders (#642),1.0,Boot language servers for nested workspace folders (#642),,1
Add document URI to configuration scope,0.4679085,Fix document selector when tailwindCSS.experimental.configFile is a string (#693),,0
Add documentation for @config completion,0.9294404,Add documentation for @config completion (ea5aff5),,1
Improve experimental.configFile in multi-root workspaces (#640),0.99999976,Improve experimental.configFile in multi-root workspaces (#640),,1
"Bump versions, update lockfiles and notices",0.44335723,Bump bundled versions of tailwindcss and first-party plugins (315070a),,0
Bump bundled version of tailwindcss to 3.2.0,0.96973825,Bump bundled version of tailwindcss to v3.3.0 (#749),,1
Add missing default function,0.3829623,Fix theme helper handling when specifying default value (#747),,0
Improve extraction for variable colors (#638),1.0000002,Improve extraction for variable colors (#638),,1
Fix @layer syntax highlighting (#637),1.0000002,Fix @layer syntax highlighting (#637),,1
0.9.1,0.2843619,Update icon,,0
Handle the DEFAULT case for matchVariant (#635),0.70262456,Fix variant completions when using a DEFAULT value with matchVariant (#635),  handle the DEFAULT case   Prettier   Co-authored-by: Brad Cornes hello@bradley.dev,1
0.9.0,0.26197928,Update icon,,0
"Add automatic support for multi-config workspaces, including @config resolution (#633)",1.0,"Add automatic support for multi-config workspaces, including @config resolution (#633)",  wip   wip   Boot client if a CSS file contains @config   wip   Check document exists   wip   Fix duplicate document selector   wip   Use enum for document selector priorities   Delete unused functions   Remove unused state type   Share glob patterns   Update config file glob   fix logs   Fix filename checks on Windows   Don't show error popups   wip   handle negated content paths   Handle non-tailwind dependency installs   add package root to document selectors   tidy   wip   dedupe document selectors   Fix @config regex   Fix document selectors when using experimental.configFile   Remove log ,1
Merge pull request #630 from tailwindlabs/next,0.5826596,Fix compatibility with Tailwind v3.0.0-alpha.2,"Theme helper improvements, support @config, adopt getVariants, bump bundled modules",0
Bump tailwindcss and plugins,0.8465853,Bump bundled versions of tailwindcss and first-party plugins (315070a),,1
Remove arbitrary value snippet placeholder,0.35726285,[JIT] Remove @defaults from CSS previews,"& doesn't always make sense as a placeholder, for example with the container queries plugin",0
Fix completion text,0.52374995,Add class modifier completions (#686),,0
Tweak type,0.4139179,Add support for arbitrary variants (#557),,0
Remove unused import,0.48470795,Fix error caused by incorrect feature flags import,,0
Adopt getVariants API,0.36475024,Fix variant completions when using a DEFAULT value with matchVariant (#635),,0
Add support for @config,0.6870803,Add documentation for @config completion (ea5aff5),,0
Theme helper improvements,0.7578703,Improve theme helper detection,,1
Fix IntelliSense when separator is -- (#628),0.9999999,Fix IntelliSense when separator is -- (#628),  Fix IntelliSense when separator is --   Tidy up ,1
Show completions when using parameterized and/or labelled variants,0.6205874,"Add focus-visible, checked, motion-safe, motion-reduce, and dark  to @variants completions",,0
Fix configFile path resolution (#617),0.7061882,Fix usage of absolute paths in experimental.configFile setting (#617),,1
Merge settings with defaults (#605),0.501818,Update settings descriptions to use markdown,,0
0.8.7,0.3203017,Update icon,,0
Update @types/vscode and VS Code engines version,0.6803873,Update minimum VS Code version requirement to ^1.52.0,,0
Update lockfiles,0.41224417,Ensure files.exclude configuration changes are synchronized,,0
fix: guard against optional client capabilities (#602),0.83846354,Guard against optional client capabilities (#602),"for client like lsp-mode for emacs which doesn't have colorProvider, server is failing to start, and according to the specification, the capabilities here is all optional, so we should guard the nil situation.",1
Use patched version of enhanced-resolve (#600),1.0000001,Use patched version of enhanced-resolve (#600),,1
Bump vs code dependencies,0.3328938,Bump bundled versions of tailwindcss and first-party plugins (315070a),,0
Ignore commented out code (#599),1.0000002,Ignore commented out code (#599),,1
Support Surface templates (#597),1.0000001,Support Surface templates (#597),Surface support is defined here https://github.com/msaraiva/vscode-surface/blob/master/syntaxes/surface.json See https://github.com/tailwindlabs/tailwindcss-intellisense/issues/407 and https://github.com/tailwindlabs/tailwindcss-intellisense/commit/1253902e88d085ee82e0e4abb4e60de17fa925ab,1
Replace multi-regexp2 with becke-ch--regex--s0-0-v1--base--pl--lib (#590),0.9999999,Replace multi-regexp2 with becke-ch--regex--s0-0-v1--base--pl--lib (#590),,1
Support node: module prefix (#585),1.0000004,Support node: module prefix (#585),,1
Support require.extensions mutations (#583),1.0000002,Support require.extensions mutations (#583),,1
Bump terser from 4.6.12 to 4.8.1 (#578),0.41470367,Support require.extensions mutations (#583),Bumps terser from 4.6.12 to 4.8.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: terser   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
"Remove terser dependency, update lockfiles",0.39636838,Don't watch package.json files (#573),,0
Don't watch package.json files (#573),1.0000001,Don't watch package.json files (#573),,1
Deduplicate classlist candidates (#572),1.0000001,Deduplicate classlist candidates (#572),,1
Bump dset to v3.1.2,0.4695298,Bump bundled version of tailwindcss to 3.2.4 (f07eedd),,0
Support insiders versions of tailwindcss (#571),1.0000002,Support insiders versions of tailwindcss (#571),  Support insiders versions of tailwindcss   Revert import reorder ,1
0.8.6,0.3410276,Update icon,,0
Improve theme helper detection,0.9999998,Improve theme helper detection,,1
0.8.5,0.2742146,Update icon,,0
Fix @types/vscode version,0.63383675,Update minimum VS Code version requirement to ^1.52.0,,0
Improve support for arbitrary variants (#558),0.93190837,Add support for arbitrary variants (#557),  Support arbitrary variants   Bump typescript and types versions   Revert @types/vscode version bump ,1
Add support for arbitrary variants (#557),1.0,Add support for arbitrary variants (#557),  Support arbitrary variants   Bump typescript and types versions ,1
0.8.4,0.32464474,Update icon,,0
Account for undefined dependencies,0.50885063,Support exports fields when resolving dependencies (#412),,0
Fix overeager <style> detection (#543),1.0,Fix overeager <style> detection (#543),,1
0.8.3,0.33864793,Update icon,,0
Add experimental.configFile setting (#541),0.9999998,Add experimental.configFile setting (#541),  Add experimental configFile setting   Fix initial capability registration   Update readme   Add setting default and description   Remove unused variable   Be more defensive when reading setting   Fix type   Fix type ,1
Fix @screen highlighting for Vetur SFC PostCSS styles (#538),0.9999998,Fix @screen highlighting for Vetur SFC PostCSS styles (#538),,1
0.8.2,0.33967033,Update icon,,0
Add settings to enable/disable specific features (#535),0.41733825,"Add hovers, suggestions, and codeActions settings (#535)","  Add suggest and hover settings   Rename settings, add codeActions setting ",0
Add missing package metadata (#526),0.52832735,Support require.extensions mutations (#583),  Add missing package metadata   Remove tailwindcss-language-service metadata   Co-authored-by: Brad Cornes hello@bradley.dev,0
Fix language features when using nested Vue <template> (#532),0.9643875,Fix language features when nesting <template> in Vue files (#532),,1
Merge branch 'master' of github.com:tailwindlabs/tailwindcss-intellisense,0.52203906,Support insiders versions of tailwindcss (#571),,0
Remove unused dependency vscode-languageclient (#527),0.56441504,Remove typescript from default languages (#645),This dependency is unused by the language service.,0
0.8.1,0.33271712,Update icon,,0
"Revert ""Improve conflict diagnostics (#503)"" (#525)",0.96451247,"Revert ""Improve conflict diagnostics"" (#525)",This reverts commit ddfaea21cc5feca1bbf71ddb36645a61f01daea3.,1
Define TypeScript compiler target (#522),0.6551765,Add typescript to default languages (#690),"TypeScript was complaining about some syntax features, this solves it. It doesn’t affect the output, as tsdx ignores the target property.",0
Optimize language service build (#520),0.4396857,Boot language servers for nested workspace folders (#642),"tsdx uses .browserslistrc to determine how to transpile the source code. By default it supports very old environments. By specifying relatively modern targets, the bundle size has been reduced with ~40%. This also significantly increases performance and readability of the output, because babel’s regenerator runtime isn’t used anymore. The output target can’t be set to something too new, because tsdx uses an older version of terser which isn’t compatible with all new syntax (e.g. optional chaining).",0
Convert dlv require statements to imports (#521),0.44225705,Support exports fields when resolving dependencies (#412),"It was already imported in one place, that appears to work fine. Using require results in invalid ESM output, because require is not defined in ES modules.",0
Update notices,0.47201207,Update icon,,0
0.8.0,0.32194975,Update icon,,0
Update language contribution,0.53241515,Update language server filename,,0
Add Tailwind CSS language mode (#518),1.0000002,Add Tailwind CSS language mode (#518),"  Use esbuild   Replace direct eval   add initial language mode   Update capabilities, add rename provider   Update vscode types   Add completion middleware to match built-in CSS provider   Update language config to match built-in CSS language   Add folding region completion provider   Add stylesheet cache   Add log and error handling   Update settings handling, debounce validation   Fix response flakiness by always augmenting CSS   Respect folding range limit   Use uncommon symbol as @media placeholder   Update readme   Use esbuild for language server build   Add theme() completion item   Avoid errors when using @media screen()   Update readme   Add CSS server to build script   Rename language mode server file in prod   Update VS Code engines and types versions   Update grammar ",1
Replace @vercel/ncc with esbuild (#517),0.41494828,Support node: module prefix (#585),  Use esbuild   Replace direct eval   Use esbuild for language server build ,0
Fix flakiness caused by expired cache entries,0.37438172,Fix stale error messages when resolving a config file error,,0
Bump ansi-regex in /packages/tailwindcss-language-server (#512),0.70610374,"    ""tailwindCSS.includeLanguages"": {",Bumps ansi-regex from 4.1.0 to 4.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: ansi-regex   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ansi-regex in /packages/tailwindcss-language-service (#511),0.6970618,"    ""tailwindCSS.includeLanguages"": {",Bumps ansi-regex from 3.0.0 to 3.0.1. - Release notes - Commits  updated-dependencies: - dependency-name: ansi-regex   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump minimist in /packages/tailwindcss-language-service (#510),0.67727864,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits  updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump minimist in /packages/tailwindcss-language-server (#509),0.6919519,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits  updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump minimist from 1.2.5 to 1.2.6 in /packages/vscode-tailwindcss (#508),0.6531333,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits  updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Improve conflict diagnostics (#503),1.0000002,Improve conflict diagnostics (#503),,1
Rework language boundary detection (#502),1.0,Rework language boundary detection (#502),  Fix classRegex error   Rework language boundary detection ,1
Fix classRegex error (#501),1.0000002,Fix classRegex error (#501),,1
Detect conflicting multi-rule classes (#498),1.0,Detect conflicting multi-rule classes (#498),,1
Prevent errors in not semicolon languages (#461),0.7771626,Prevent directive errors in non-semicolon languages (#461),  fix: prevent errors in not semicolon languages   fix: extends fix for sugarss and stylus   Formatting   Fix document access   Co-authored-by: Brad Cornes bradlc41@gmail.com,1
Bump hosted-git-info in /packages/tailwindcss-language-service (#493),0.6095666,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps hosted-git-info from 2.8.8 to 2.8.9. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: hosted-git-info   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Add support for gohtmltmpl files for Hugo (#473),0.811347,Add gohtmltmpl to supported languages (#473),,1
Bump browserslist in /packages/tailwindcss-language-service (#492),0.6720334,"    ""tailwindCSS.includeLanguages"": {",Bumps browserslist from 4.14.6 to 4.19.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: browserslist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump path-parse in /packages/tailwindcss-language-service (#489),0.70444816,"    ""tailwindCSS.includeLanguages"": {",Bumps path-parse from 1.0.6 to 1.0.7. - Release notes - Commits  updated-dependencies: - dependency-name: path-parse   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump glob-parent in /packages/tailwindcss-language-service (#490),0.68407786,"    ""tailwindCSS.includeLanguages"": {",Bumps glob-parent from 5.1.1 to 5.1.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: glob-parent   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump tmpl from 1.0.4 to 1.0.5 in /packages/tailwindcss-language-service (#488),0.65975344,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps tmpl from 1.0.4 to 1.0.5. - Release notes - Commits  updated-dependencies: - dependency-name: tmpl   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump node-fetch from 2.6.1 to 2.6.7 (#482),0.5495131,Support node: module prefix (#585),Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Commits  updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump trim-off-newlines from 1.0.1 to 1.0.3 (#481),0.37518674,Bump bundled version of tailwindcss to v3.3.0 (#749),Bumps trim-off-newlines from 1.0.1 to 1.0.3. - Release notes - Commits  updated-dependencies: - dependency-name: trim-off-newlines   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump shelljs from 0.8.4 to 0.8.5 (#483),0.3629979,Add support for Yarn Plug'n'Play. Thanks @DanSnow! (#217),Bumps shelljs from 0.8.4 to 0.8.5. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: shelljs   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump lodash in /packages/tailwindcss-language-service (#487),0.62386096,"    ""tailwindCSS.includeLanguages"": {",Bumps lodash from 4.17.20 to 4.17.21. - Release notes - Commits  updated-dependencies: - dependency-name: lodash   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump nanoid from 3.1.30 to 3.2.0 (#485),0.44128352,Bump bundled version of tailwindcss to 3.2.4 (f07eedd),Bumps nanoid from 3.1.30 to 3.2.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: nanoid   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
0.7.7,0.22991419,Update icon,,0
