Index,Release Note
48,"10.17.3 (2020-12-06)
Bug Fixes

app.route() with (app) => {} app function (#1430) (d203219)
"
49,"Features
new exports 

getOptions({ env, defaults, overrides }) (c97d990)
createNodeMiddleware (63066a3)

new APIs

new Probot({ appId }) (7e3f1e6)
Probot.version, Probot.defaults() (75a3868)
run(appFn, { env }) (bde0b13)
use new Server class when using probot run binary (5b593cb)

Deprecations

deprecate new Probot({ id }) ([7e3f1e6](https://github.com/probot/probot/commit
deprecate probot.load() (03b290a)
deprecate probot.start() / probot.stop() / probot.setup() (adcc9a7)

Bug Fixes

server: log error requests as [METHOD] /[PATH] [STATUS] - [NUM]ms, e.g POST / 500 - 123ms (a055ee8)
"
50,"10.17.2 (2020-11-22)
Bug Fixes

remove GHE_HOST deprecation message when using probot run cli (#1423) (0ec5f23), closes #1422
"
51,"10.17.1 (2020-11-20)
Bug Fixes

set default log level correctly to ""info"" (49153b8)
"
52,"10.17.0 (2020-11-20)
Features

import { run } from ""probot"". Deprecates Probot.run() (f35b58a)
new Probot({ baseUrl }). Deprecates GHE_HOST / GHE_PROTOCOL when using with the Probot constructor (7abbef7)
new Probot({ logLevel }). Deprecates LOG_LEVEL when using Probot constructor (7c46218)
deprecate INSTALLATION_TOKEN_TTL (dfc59fc)
deprecate LOG_FORMAT, LOG_LEVEL_IN_STRING, SENTRY_DSN environment variables when using Probot constructor. Pass a custom log instance instead: (514c764)
deprecate REDIS_URL environment variable when using with the Probot constructor. Use new Probot({ redisConfig: ""redis://..."" }) instead (1dbd999)
"
53,"10.16.0 (2020-11-18)
Features

use @probot/get-private-key (#1414) (47d9f3a), closes #1309
"
54,"10.15.0 (2020-11-18)
Features

context.octokit. Deprecates context.github (#1413) (0527b98)
"
55,"10.14.1 (2020-11-16)
Bug Fixes

deps: update @octokit/core to latest (#1412) (9351df4)
"
56,"10.14.0 (2020-11-12)
Features

deprecate { Application } export. Use { Probot } instead, it has the same APIs now. (#1408) (0e52e05)
"
57,"10.13.0 (2020-11-12)
Features

probot.on() / probot.receive() / probot.auth() (#1407) (1812cfe)
"
58,"10.12.0 (2020-11-12)
Features

getRouter argument for app function (({ app, getRouter }) => {}) (#1406) (de3adc1)
"
59,"10.11.0 (2020-11-11)
Features

(app) => {} is now ({ app }) => {} (#1405) (4bfae5a)
"
60,"10.10.2 (2020-11-11)
Bug Fixes

stop using .webhooks.on(""*"", handler) in favor of `.webhooks.onAny(handler) (ab6fcb1)
"
61,"10.10.1 (2020-11-01)
Bug Fixes

correct payload type by omitting context keys (#1389) (2b30518)
"
62,"10.10.0 (2020-10-28)
Features

use octokit-auth-probot (#1392) (8ba3a8e)
"
63,"10.9.5 (2020-10-26)
Bug Fixes

use webhooks.onError() instead of deprecated webhooks.on(""error"", ...) (#1390) (a5b36b3)
"
64,"10.9.4 (2020-10-22)
Bug Fixes

typescript: TypeScript issues TS2305,TS2707,TS7006 (41ee70c), closes #1387
"
65,"10.9.3 (2020-10-08)
Bug Fixes

types: set correct type for context passed to event handler (#1378) (05abeef), closes #r501871740
"
66,"10.9.2 (2020-10-08)
Bug Fixes

typescript: adapt for latest @octokit/webhooks (#1374) (630d78e)
"
67,"Bug Fixes

do not overwrite options.throttle passed to {Octokit: ProbotOctokit.defaults(options)} (#1373) (9483546)
"
68,"10.9.0 (2020-09-29)
Features

deprecate new Application({ throttleOptions }) (#1365) (f537204)
"
69,"10.8.1 (2020-09-28)
Bug Fixes

use @probot/octokit-plugin-config for context.config (#1362) (a235671)

If you mocked http requests for configuration files, you will have to adapt them. Instead of returning a JSON response with a { content } object, where content is a base64 encoded version of your raw configuration, you can now return the content without encoding directly. Example
Before

js
  nock(""https://api.github.com"")
    .get(""/repos/wip/app/contents/.github%2Fwip.yml"")
    .reply(200, {
      content: Buffer.from(""terms: 🚧"").toString(""base64""),
    });
After 
js
  nock(""https://api.github.com"")
    .get(""/repos/wip/app/contents/.github%2Fwip.yml"")
    .reply(200, ""terms: 🚧"");"
70,"10.8.0 (2020-09-19)
Features

add restart message (#1353) (a03c610)
"
71,"10.7.1 (2020-09-18)
Bug Fixes

remove redundant v from Node.js version log string (#1352) (dc4cd53)
"
72,"10.7.0 (2020-09-18)
Features

setup: support registration using an existing GitHub app (#1345) (d907bbd)
"
73,"10.6.0 (2020-09-18)
Features

export WebhookPayloadWithRepository (#1348) (31fdd61)
"
74,"10.5.0 (2020-09-18)
Features

log Node.js version at startup (#1346) (86b0408)
"
75,"10.4.1 (2020-09-18)
Bug Fixes

use custom host in new welcome message (#1347) (235e308)
"
76,"10.4.0 (2020-09-18)
Features

add HOST/--host option (#1335) (ed7a513)
"
77,"10.3.0 (2020-09-17)
Features

increase readability of welcome message at setup (#1343) (240e77c)
"
78,"10.2.0 (2020-09-07)
Features

sentry: set user ID to installation.id and username to repository owner login (when present) (#1337) (4cf7de9)
"
79,"10.1.5 (2020-09-07)
Bug Fixes

remove redundant string in deprecation warning (#1336) (e0760b0)
"
80,"10.1.4 (2020-09-06)
Bug Fixes

prevent double new lines when using LOG_FORMAT=json (86c1973)
"
81,"10.1.3 (2020-09-03)
Bug Fixes

""Cannot find module ../lib/private-key"" error when running probot receive (#1332) (d671d82)
"
82,"10.1.2 (2020-09-01)
Bug Fixes

trigger release to update docs on probot.github.com (4c88da9)
"
83,"v10 release notes
This is the first stable release for v10. See all breaking changes and new features at
https://github.com/probot/probot/releases/tag/v10.0.0
Bug Fixes

app.auth(installationId) returns octokit instance with all required installation authentication settings (#1326) (410302f)
"
84,"9.15.1 (2020-09-01)
Bug Fixes

revert bad v9.15.0 release (d3a8594)
"
85,"bad release, sorry"
86,"10.1.0 (2020-08-28)
Features

log Probot version at startup (#1321) (c59fbcc)
"
87,"9.14.1 (2020-08-21)
Bug Fixes

revert ""v9.14.0"" (#1314) (e3f6cf5)
"
88,"9.14.0 (2020-08-21)
Features

v10 (#1310) (ee65669)
"
89,"Bug Fixes

throttleOption defaults and REDIS_URL configuration (#1313) (84d4371)
"
90,"9.13.2 (2020-08-20)
Bug Fixes

revert v9.13.1 (83b625b)
"
91,"10.0.0-beta.36 (2020-08-18)
Bug Fixes

package: remove ""prepare"" step (9b79924)
"
92,"10.0.0-beta.35 (2020-08-18)
Bug Fixes

package: debugging version replacements as part of automated release process ... so sorry for the noise UGH (7753758)
"
93,"10.0.0-beta.34 (2020-08-18)
Bug Fixes

package: debugging version replacements as part of automated release process ... so sorry for the noise (fa297bf)
"
94,"Breaking changes

@octokit/rest has been updated from v16 to v17. See release notes. Important: If you currently mocked context.github.* methods in your test, replace these with http mocks using nock instead, otherwise your tests will create methods that no longer exist and you will see errors in production although your tests passed. See https://github.com/wip/app/pull/238 for an example
URL parameters are now always encoded when using context.github.* methods. For example, if you use context.github.repos.getContent( owner, repo, path ) make sure to not encode the value for path. Also if you were mocking http requests in your tests, replace e.g. repos/octocat/hello-world/contents/.github/config.yml with repos/octocat/hello-world/contents/.github%2Fconfig.yml
require Node 10.21+
Logging: an object with extra information must be passed as first argument. Passing it as last argument is no longer supported.

before
js
  context.log.info('something happened', {extra: 'info'})
after
js
  context.log.info({extra: 'info'}, 'something happened')

The logging output changed. Before, probot used bunyan with all kind of hacks and customizations for its log output. Now we use pino. We still do the formatting and sending errors to Sentry in the same process, but the logic is now encapsulated in @probot/pino. We might decouple it in future as part of making Probot more suitable for serverless/function environments
context.issue() now returns .issue_number instead of .number. Use context.pullRequest() for octokit.pulls.* method calls.
registry_package event was renamed to package
The probot package no longer exports Octokit. Use ProbotOctokit instead.

js
  const { ProbotOctokit, ProbotOctokitCore } = require('probot')
- Probot no longer accepts options.throttlingOptions. In order to disable throttling for testing, set options.Octokit to ProbotOctokit.defaults({ retry: { enabled: false }, throttle: { enabled: false } }):
```js
  const { Probot, ProbotOctokit } = require('probot')
const probot = new Probot({
    Octokit: ProbotOctokit.defaults({ retry: { enabled: false }, throttle: { enabled: false } })
  })
  ``
- Undocumented & untested APIs removed
  -probot.errorHandler-probot.httpServer-app.log.targethas been removed.
  -routeroption forApplicationcontructor:new Application({ router })`
Features


Significant lower memory usage
update to @octokit/rest to v17
update to @octokit/webhooks to v7
context.pullRequest()
probot.log (probot.logger is now deprecated)
probot.stop() (Replaces undocumented probot.httpServer)
replace bunyan with pino for logging
use a single Octokit instance with JWT auth

Bug Fixes

use JWT auth for marketplace endpoints
"
95,"10.0.0-beta.33 (2020-08-17)
Bug Fixes

package: attempt to fix version replacements using semantic-release-plugin-update-version-in-files (7f90d96)
"
96,"10.0.0-beta.32 (2020-08-17)
Bug Fixes

un-deprecated .log() calls to ease transition to Probot v10 (4e7884e)
"
97,"10.0.0-beta.31 (2020-08-16)
Bug Fixes

log AggregateErrors separately. Do not log errors from @octokit/webhooks twice (#1307) (53089f5)
"
98,"10.0.0-beta.30 (2020-08-15)
Bug Fixes

update @octokit/webhooks to latest (65d5386)
"
99,"10.0.0-beta.29 (2020-08-14)
Bug Fixes

remove removal messages about LOG_FORMAT, LOG_LEVEL_IN_STRING, and SENTRY_DSN (bd46959)
"
100,"10.0.0-beta.28 (2020-08-14)
Bug Fixes

bring back LOG_FORMAT, LOG_LEVEL_IN_STRING, and SENTRY_DSN  (#1304) (3c0b3ec)
"
101,"10.0.0-beta.27 (2020-08-13)
Features

deprecate probot.log(), app.log(), and context.log() in favor of .log.info() (#1303) (3f2d5fd)
"
102,"10.0.0-beta.26 (2020-08-13)
Bug Fixes

log error thrown in async app function (f8a1ac8)
"
103,"10.0.0-beta.25 (2020-08-12)
Bug Fixes

remove ProbotOctokitCore (#1302) (44ccf7e)
"
104,"10.0.0-beta.24 (2020-08-12)
Features

probot.log. probot.logger is now deprecated (#1301) (2bacd14)
"
105,"10.0.0-beta.23 (2020-08-12)
Bug Fixes

install latest @octokit/webhooks (524ffda)

Features

use pino for logging (9085aed)

BREAKING CHANGES

LOG_FORMAT is no longer support. If NODE_ENV is set to anything but ""development"", the output for each log is JSON, otherwise the output uses a formatted string
""LOG_LEVEL_IN_STRING"" has been removed in v10. Pipe the output to pino-text-level-transport instead. Example: NODE_ENV=production probot run index.js | pino-text-level-transport
""SENTRY_DSN"" has been removed in v10. Use pino-sentry instead and make sure to set NODE_ENV. Example: NODE_ENV=production probot run index.js | pino-sentry
"
106,"10.0.0-beta.22 (2020-08-10)
Bug Fixes

package: install @octokit/webhooks from https://github.com/octokit/webhooks.js/pull/199 for debugging / part 4 (09bafc8)
"
107,"10.0.0-beta.21 (2020-08-09)
Bug Fixes

package: install @octokit/webhooks from https://github.com/octokit/webhooks.js/pull/199 for debugging / part 3 (d4e4e03)
"
108,"10.0.0-beta.20 (2020-08-09)
Bug Fixes

package: install @octokit/webhooks from https://github.com/octokit/webhooks.js/pull/199 for debugging / part 2 (ae28085)
"
109,"10.0.0-beta.19 (2020-08-08)
Bug Fixes

package: install @octokit/webhooks from https://github.com/octokit/webhooks.js/pull/199 for debugging (610d800)
"
110,"10.0.0-beta.18 (2020-08-07)
Bug Fixes

package: update @octokit/auth-app to the latest version (48d64bd)
"
111,"10.0.0-beta.17 (2020-08-05)
Bug Fixes

use JWT auth for marketplace endpoints (79f4e81)
"
112,"10.0.0-beta.16 (2020-08-05)
Bug Fixes

replace promise-events with @octokit/webhooks (#1293) (9456050)
"
113,"10.0.0-beta.15 (2020-08-01)
Bug Fixes

remove undocumented probot.errorHandler API (6ce651d)
"
114,"10.0.0-beta.14 (2020-08-01)
Features

probot.stop(). Removes undocumented probot.httpServer (40e600d)
"
115,"10.0.0-beta.13 (2020-08-01)
Features

deprecate createProbot (#1291) (339e29a)
"
116,"10.0.0-beta.12 (2020-07-31)
Features

update to latest @octokit/webhooks (#1290) (0263a3b)
"
117,"10.0.0-beta.11 (2020-07-30)
Bug Fixes

log request status in octokit request logging (#1288) (322aeda)
"
118,"10.0.0-beta.10 (2020-07-30)
Bug Fixes

prevent error.code deprecation message (#1287) (14a3035)
"
119,"10.0.0-beta.9 (2020-07-28)
Features

context.pullRequest() (#1275) (eb9469e)

BREAKING CHANGES

context.issue() now returns .issue_number instead of .number
"
120,"10.0.0-beta.8 (2020-07-28)
Bug Fixes

regression in probot@10.0.0-beta.7 (78b0c6e)
"
121,"10.0.0-beta.7 (2020-07-28)
Bug Fixes

merge Octokit Installation auth options with App default auth options (8a93205)
"
122,"10.0.0-beta.6 (2020-07-25)
Bug Fixes

use a single Octokit instance with JWT auth (#1282) (1be877e)
"
123,"10.0.0-beta.5 (2020-07-24)
Bug Fixes

read GHE_HOST configuration and set baseUrl for Octokit instances at a single place (#1281) (90d28a0)
"
124,"10.0.0-beta.4 (2020-07-24)
Bug Fixes

replace cache-manager with lru-cache and @octokit/auth-apps internal (#1279) (b8867c2)
"
125,"10.0.0-beta.3 (2020-07-24)
Bug Fixes

address deprecation messages from @octokit/webhooks (cc4493f)
"
126,"10.0.0-beta.2 (2020-07-24)
Features

update to @octokit/webhooks v7 (#1276) (79ade73)

BREAKING CHANGES

registry_package event was renamed to package
"
127,"10.0.0-beta.1 (2020-07-22)
Features

update @octokit/rest to v17 (fc4f587), closes #1250

BREAKING CHANGES

require Node 10.21+
Probot no longer accepts options.throttlingOptions. In order to disable throttling for testing, set options.Octokit to ProbotOctokitCore. ProbotOctokitCore is the Octokit Constructor used internally by Probot, minus the retry & throttling plugins.

```js
const { Probot, ProbotOctokitCore } = require('probot')
const probot = new Probot({
  Octokit: ProbotOctokitCore
})
``
* Theprobotpackage no longer exportsOctokit. UseProbotOctokitorProbotOctokitCore` instead.
js
const { ProbotOctokit, ProbotOctokitCore } = require('probot')"
128,"9.13.0 (2020-07-21)
Features

throttleOptions for Probot constructor (#1272) (ac86ffb)
"
129,"9.12.0 (2020-07-20)
Features

GET /probot/stats is deprecated and will be removed in v10 (#1268) (1c31415)
"
130,"9.11.7 (2020-07-12)
Bug Fixes

handle ""port in use"" (#1260) (1445abe)
"
131,"9.11.6 (2020-07-10)
Bug Fixes

TypeScript: context.config() type (#1252) (8f62659)
"
132,"9.11.5 (2020-06-04)
Bug Fixes

add runtime types as dependencies (#1241) (48a5b08), closes #759
"
133,"9.11.4 (2020-05-28)
Bug Fixes

package: npm audit (e2a87f8)
"
134,"9.11.3 (2020-04-12)
Bug Fixes

quotation marks in setup description (#1175) (2fdb253)
"
135,"9.11.2 (2020-03-25)
Bug Fixes

github: Octokit is optional (6aeeabc)
"
136,"9.11.1 (2020-03-23)
Bug Fixes

github: provide default ProbotOctokit (#1169) (0bb1d19)
"
137,"9.11.0 (2020-03-20)
Features

const { GitHubAPI } = require('probot') (#1165) (982e411)
"
138,"9.10.2 (2020-03-14)
Bug Fixes

package: update commander to version 5.0.0 (694f4fd)
"
139,"9.10.1 (2020-03-12)
Bug Fixes

Revert ""feat: mention that app must be activated after install (#1155)"" (45a21fc)
"
140,"9.10.0 (2020-03-11)
Features

mention that app must be activated after install (#1155) (05c9240)
"
141,"9.9.8 (2020-03-09)
Bug Fixes

remove unused dependencies (#1151) (a3fc918)
"
142,"9.9.7 (2020-03-04)
Bug Fixes

package: update is-base64 to version 1.1.0 (#1148) (787932b)
"
143,"9.9.6 (2020-02-24)
Bug Fixes

package: update uuid to version 7.0.0 (#1146) (c6551d0)
"
144,"9.9.5 (2020-02-21)
Bug Fixes

package: update cache-manager to version 3.0.0 (fbf6031)
"
145,"9.9.4 (2020-02-07)
Bug Fixes

trigger release to publish latest version to npm (c5c8158)
"
146,"9.9.1 (2020-01-16)
Bug Fixes

package: update @octokit/plugin-retry to version 3.0.1 (0b53898), closes #1110
package: update @octokit/plugin-throttling to version 3.0.0 (de0aa01)
"
147,"9.9.0 (2020-01-06)
Features

configure update-notifier (804f62b)
"
148,"9.8.1 (2020-01-02)
Bug Fixes

cli: fixup invalid args validation (#1099) (e0d3072)
Add publish-docs stage to Travis build (#1100) (f90057e)
"
149,"9.8.0 (2019-12-25)
Bug Fixes

Limit webhook-event-check to known events in /app response (#1092) (28a4d43)

Features

warn on passing in unknown commands (f368013)
"
150,"9.7.0 (2019-12-19)
Features

Initial webhook-event-check feature (#1078) (d8aa4e0)
"
151,"9.6.6 (2019-11-18)
Bug Fixes

update bunyan-format and remove earlier type assertion patch (61c05ea)
"
152,"9.6.5 (2019-11-18)
Bug Fixes

assert stream type (d35e3b7)
"
153,"9.6.4 (2019-11-05)
Bug Fixes

adapt for @octokit/plugin-enterprise-compatibility@^1.2.1 (af2be40)
"
154,"9.6.3 (2019-11-02)
Bug Fixes

Use return value of this instead of a class (#1060) (9cf0f98)
"
155,"9.6.2 (2019-11-01)
Bug Fixes

package: update commander to version 4.0.0 (15e28d5)
"
156,"9.6.1 (2019-10-30)
Bug Fixes

Correctly retry requests after hitting rate or abuse limits (b9bb412)
typescript: add done callback to Paginate interface (3053278)
"
