Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Convert to monorepo (#364),0.4971854,Convert to monorepo by @baseten in https://github.com/pixijs/pixi-react/pull/364,  remove docz related stuff   move code into separate packages with appropriate tooling   add nx config and ensure all package scripts run from repo root   move shared deps to root package.json   fix husky   move TYPES to separate package for easier sharing   add global eslint configuration dynamically pulling in patterns from packages   ignore eslintcache   switch yarn commands to npm   Co-authored-by: Alex Prokop alex.prokop@play.co,0
Update repo structure (#363),0.5636289,Update repo structure by @baseten in https://github.com/pixijs/pixi-react/pull/363,"  update node version to be compatible with docusaurus   update all deps to latest version, add PIXI ecosystem template packages   update rollup packages/config and remove umd   update linting rules to codebase   eslint tests + fix tests to work with new jest modern timers   Co-authored-by: Alex Prokop alex.prokop@play.co",0
Merge pull request #360 from pixijs/remove-docz-deps,0.701194,Remove docz ready for release by @baseten in https://github.com/pixijs/pixi-react/pull/360,Remove docz ready for release,1
remove docz ready for release,0.5988295,Update Docz,,0
7.0.0-alpha.0,0.5273637,v2.0.0 🎉,,0
Merge pull request #358 from pixijs/react-18,0.7549604,fix doc deployment by @Zyie in https://github.com/pixijs/pixi-react/pull/390,Update to support React 18,1
fix tests,0.74283826,Update tests,,1
update to react 18,0.7901785,Update to React v16.6.,,1
Update README,0.83944005,Update README and docs,,1
Update graphics docs,0.6468463,Update docs,,0
Fix graphics spec,0.35760522,Update renderer resolution on options.resolution change,,0
6.8.0,0.54384685,v2.0.0 🎉,,0
Update browserlist,0.32649183,umd (browser and node),,0
Merge pull request #340 from wisebits-tech/per-container-render,0.48435712,fix doc deployment by @Zyie in https://github.com/pixijs/pixi-react/pull/390,Move update events from window to root container,0
Fix stage not having root link,0.4841901,Stage now uses the unmountComponentAtNode on componentWillUnmount,,0
Fix texture not updating,0.60398114,AnimatedSprite textures now only updates if actually changed.,,0
"Add test, update docs",0.75530016,Update tests,,1
Move update events from window to root container,1.0,Move update events from window to root container,,1
6.7.0,0.57195395,v2.0.0 🎉,,0
Merge pull request #334 from vijayth2-cerebras/master,0.41449678,Upgrade React Reconciler (new API),add geometry prop to Graphics,0
added tests,0.6445159,Tests,,0
6.6.6,0.46782023,v2.0.0 🎉,,0
Merge pull request #335 from sabigara/support-federated-events,0.63768715,Support Federated Events API,Support Federated Events API,0
Fix test,0.6640752,Update tests,,0
Add comment,0.57754076,Add,,0
add geometry prop to Graphics,0.68018174,Graphics draw prop. ,,0
Support Federated Events API,0.9999999,Support Federated Events API,,1
Don't delete the repository field during the build phase,0.55490226,Do not create builds on CI,,0
Update Readme,0.8394399,Update README and docs,,1
Add context bridge to docs,0.40196297,Use new React Context API,,0
Add repo information for docz,0.5664077,Update Docz,,0
Add git repo to docz,0.4665101,Update Docz,,0
Update animated types,0.70989597,Typings for animated,,1
6.6.5,0.48260337,v2.0.0 🎉,,0
Merge pull request #311 from CreativeTechGuy/master,0.33795598,Remove docz ready for release by @baseten in https://github.com/pixijs/pixi-react/pull/360,Export InteractionEvent types,0
Export InteractionEvent types,0.9393919,Export internal types (InteractionEvents),,1
6.6.4,0.5411439,v2.0.0 🎉,,0
Update modules,1.0000002,Update modules,,1
Update ticker hook,0.520902,or use the second param to retrieve the ticker instance:,,0
External eslint,0.7545655,ESLint config,,1
6.6.3,0.5407628,v2.0.0 🎉,,0
Add packages to dev dependencies,0.4928236,Inject fiber into devtools,,0
Remove dependencies,0.4667593,dependecies,,0
6.6.2,0.57299554,v2.0.0 🎉,,0
Merge pull request #305 from adsko/fix-config,0.36846784,docz (added a temporary fix to make the build pass),Fix assignment of missing config object,0
Fix missing config object,0.6000198,Update configs,,0
6.6.1,0.54928553,v2.0.0 🎉,,0
Add a config object to control instance destroy and destroy children manually,0.33507153,Add fixes for element creation regarding the config for custom components,,0
Update docs,1.0000002,Update docs,,1
6.6.0,0.5765796,v2.0.0 🎉,,0
Merge pull request #304 from inlet/prevent-auto-destroy,0.3758758,Upgrade React Reconciler (new API),Prevent auto destroy,0
Add test,0.5943368,Add,,0
Only auto destroy child if not prevented,0.3835293,Unmount native sub children,,0
Add to type def,0.6422234,Type def for hooks,,0
6.5.4,0.5543548,v2.0.0 🎉,,0
Export createHost in rollup config,0.57152927,Rollup config,,0
6.5.3,0.5523644,v2.0.0 🎉,,0
Merge pull request #302 from inlet/apply-default-props-in-react-spring,0.5830122,Upgrade React Reconciler (new API),Make react-spring work with  components,0
Hack to make the docz build pass,0.6805536,docz (added a temporary fix to make the build pass),,0
Update repository field in package.json,0.43715644,Update repo structure by @baseten in https://github.com/pixijs/pixi-react/pull/363,,0
Fix import of react-spring/animated in tests and build,0.6054827,"🎉  Use React-Pixi with React Spring is now available through import @inlet/react-pixi/animated,",,0
Apply default props when applyProps is not defined,0.75249875,"  applyProps: (ins, _, props) => {",,1
Fix lint,0.7621372,Fix linting,,1
Remove postinstall from list of files,0.4306296,postinstall script for react-spring,,0
6.5.2,0.57090837,v2.0.0 🎉,,0
Merge pull request #296 from negomansini/master,0.3746521,Upgrade React Reconciler (new API),Updated animated.d.ts to point to correct type references,0
Update module locations to new type location,0.5683137,Update modules,,0
Update react-spring to latest dependencies,0.7073019,Update react-spring types,,1
6.5.1,0.5573069,v2.0.0 🎉,,0
Merge pull request #292 from adsko/skipped-return,0.3641918,Upgrade React Reconciler (new API),Fix skipped return statement in custom applyProps,0
Fix skipped return statement in custom applyProps,0.57988805,"Change the applyDefaultProps behaviour, fixes #235 ",,0
6.5.0,0.58761054,v2.0.0 🎉,,0
Use autoDensity by default,0.43064553,"Default autoDensity=true, you can disable it: <Stage options={{ autoDensity: false }}>",,0
Update PIXI.Application options,0.69128525,  // app === PIXI.Application,,0
AnimatedSprite.texture can be a FrameObject now. Fixes #290,0.74622303,Validate AnimatedSprite.texture for FrameObject as well,,1
6.4.1,0.58353513,v2.0.0 🎉,,0
Update react-spring peer deps,0.61130464,Update react-spring types,,0
Update README regarding react spring,0.8355778,Docs regarding react-spring,,1
6.4.0,0.5976879,v2.0.0 🎉,,0
Update react-spring,0.8420025,Update react-spring types,,1
Remove post install script for react-spring,0.80751824,postinstall script for react-spring,,1
6.3.0,0.6029144,v2.0.0 🎉,,0
Render stage in ticker loop when renderComponentOnChange is set to true,0.7082678,Improved rendering stage when renderOnComponentChange is set to true,,1
6.2.2,0.6081823,v2.0.0 🎉,,0
Fix dependecies and use correct peer dependecies,0.6483725,Peer dependencies are now accepting minor and patch versions.,,0
Merge pull request #284 from MrEmii/patch-1,0.44789958,fix doc deployment by @Zyie in https://github.com/pixijs/pixi-react/pull/390,Update README.mdx,0
Update README.mdx,0.7349021,Update README and docs,,1
6.2.1,0.61719495,v2.0.0 🎉,,0
Update interaction event types,0.8399863,Update Interaction Event types for pixi v6,,1
6.2.0,0.6325669,v2.0.0 🎉,,0
Bump pixi version in badge,0.59668803,Now compatible with PIXI v5.3+.,,0
"Fix BitmapText implementation, shorthand style is not supported anymore",0.56788856,Fix BitmapText double destroy bug by @baseten in https://github.com/pixijs/pixi-react/pull/378,,0
Update modules include pixi.js@6.0.0,0.8221719,Support for Pixi.js v6 🎉,,1
Merge pull request #280 from inlet/update-readme,0.46854883,Update README and docs,Update README & Docs,0
Fix docz build,0.7971205,docz (added a temporary fix to make the build pass),,1
6.1.1,0.57858366,v2.0.0 🎉,,0
Unmount component,0.6954671,Stage now uses the unmountComponentAtNode on componentWillUnmount,,0
6.1.0,0.6092169,v2.0.0 🎉,,0
Merge pull request #279 from inlet/unmount-component-at-node,0.4969504,Upgrade React Reconciler (new API),Unmount component at node,0
Export unmountComponentAtNode,0.70698303,Stage now uses the unmountComponentAtNode on componentWillUnmount,,1
Update snapshots,0.40786427,Update tests,,0
Add render to docs,0.58827657,Update docs regarding render via DOM and custom render,,0
Implement unmountComponentAtNode,0.7535628,Add unmountComponentAtNode to remove a container from internal roots list,,1
6.0.9,0.5693805,v2.0.0 🎉,,0
6.0.8,0.57316804,v2.0.0 🎉,,0
Update log message for postinstall script,0.54189456,postinstall script for react-spring,,0
6.0.7,0.5811169,v2.0.0 🎉,,0
Merge pull request #273 from spassvogel/text-error,0.438227,fix doc deployment by @Zyie in https://github.com/pixijs/pixi-react/pull/390,Provide more info in text node error,0
Provide more info in text node error,0.730407,Better error message for text nodes,,1
Update links to PIXI docs,0.6114614,Support for pixi legacy without having to create aliases in your project 🎉 ,,0
Update docs regarding react-spring,0.9147047,Docs regarding react-spring,,1
6.0.6,0.5756756,v2.0.0 🎉,,0
Clean up postinstall script,0.6331234,postinstall script for react-spring,,0
6.0.5,0.5816475,v2.0.0 🎉,,0
Move replace-in-file to deps,0.6015848,Add postinstall.js to npm files and move replace-in-file to deps,,0
6.0.4,0.6114125,v2.0.0 🎉,,0
Add postinstall.js to npm,0.8317419,Add postinstall.js to npm files and move replace-in-file to deps,,1
6.0.3,0.6077837,v2.0.0 🎉,,0
Test useTick teardown unmount,0.6312821,The useTicker hook now correctly unmounts,,0
Test hooks separately,0.6366178,@testing-library/react for testing hooks correctly,,0
Add invariant to useApp,0.61593795,Use invariant as util,,0
Merge pull request #261 from spassvogel/ticker-null,0.39426577,Remove docz ready for release by @baseten in https://github.com/pixijs/pixi-react/pull/360,useTick wont crash trying to remove null ticker,0
useTick wont crash trying to remove null ticker,0.64772636,"useTick now uses the ticker instance as this, example:",,0
Update react spring docs with color example,0.6321351,Docs regarding react-spring,,0
Patch react-spring for now (bug),0.72939754,React Spring,See https://github.com/pmndrs/react-spring/issues/1078,1
Update reconciler.test.js,0.6103945,Uses latest react-reconciler,,0
6.0.2,0.6254509,v2.0.0 🎉,,0
Merge pull request #258 from inlet/unmount-subcomponents,0.44621214,Upgrade React Reconciler (new API),Unmount sub children,0
Call willUnmount on sub children,0.68995094,Unmount native sub children,,0
6.0.1,0.6175978,v2.0.0 🎉,,0
Update nvm to use the latest node LTS,0.5322002,Support latest NodeJS,,0
6.0.0,0.6181545,v2.0.0 🎉,,0
Merge pull request #254 from inlet/support-react-17,0.64420605,Upgrade React Reconciler (new API),Support react 17,0
Update peer deps to React 17.x,0.6233023,Update modules to latest (incl. React v17.0.1),,0
Fix stage spec,0.53009784,"<Stage className=""stage"" />",,0
Add a validation check if callback is a valid function,0.33921453,Catch errors in Stage,,0
Directly use useApp in useTick hook,0.8746974,useTick and useApp,,1
Update snapshot,0.40508282,Update docs,,0
Add new reconciler methods,0.71510583,Include Reconciler type in type definition. ,,1
Update react,0.71054494,Update to React v16.6.,,1
5.2.0,0.6959516,v2.0.0 🎉,,0
Merge pull request #252 from inlet/feature/legacy-support,0.42669874,Upgrade React Reconciler (new API),Support fallback to Canvas,0
Ignore eslint for legacy,0.71540165,ESLint config,,1
Add legacy fallback to docs,0.48089942,Update docs,,0
Export pixi legacy bundles,0.6530425,Pixi-legacy,,0
Add babel module resolver to replace pixi.js-legacy import,0.73438597,npm install pixi.js-legacy,,1
Update peer deps,0.5502751,Peer dependencies are now accepting minor and patch versions.,,0
Add legacy to npm files,0.63082063,Upgrade npm modules,,0
Ignore legacy bundles,0.4826127,Support for Parcel bundler,,0
Add legacy import,0.4652423,"Update imports, works in Parcel now",,0
Rename to index-animated,0.4387282,Typings for animated,,0
5.1.7,0.61337173,v2.0.0 🎉,,0
"Inject into devtools once, fixes #251",0.79437983,"Now the devtools will be injected once, this prevents warning errors or duplicate injections.",,1
5.1.6,0.6373528,v2.0.0 🎉,,0
Make prop validation for resizeTo optional,0.7002903,Make prop { options: { resizeTo } }  for <Stage> optional.,,1
5.1.5,0.5986358,v2.0.0 🎉,,0
Fix resizeTo prop validation. Fixes #250,0.6757313,Make prop { options: { resizeTo } }  for <Stage> optional.,,0
Clean up,0.25372455,Helper utilities,,0
5.1.4,0.65815234,v2.0.0 🎉,,0
Update react-spring docs,0.8483228,Docs regarding react-spring,,1
Typings for animated components,0.9999998,Typings for animated components,,1
Explicitly tell jest to test the ./test folder,0.41188896,Remove canvas-prebuilt and support new jest environment,,0
5.1.3,0.655668,v2.0.0 🎉,,0
Merge pull request #246 from inlet/feature/react-spring-support,0.60905004,Upgrade React Reconciler (new API),Support for react-spring,0
Support typings for animated,0.9095001,Typings for animated,,1
5.1.2,0.6775826,v2.0.0 🎉,,0
Add animated to npm files,0.77552724,Npm sub package for animated.,,1
5.1.1,0.60550606,v2.0.0 🎉,,0
Export to animated,0.4973495,Typings for animated,,0
Ignore react-spring eslint,0.6310284,React Spring,,0
5.1.0,0.67588925,v2.0.0 🎉,,0
Export to react-spring,0.7329949,React Spring,,1
Export animated in separate folder,0.415111,Npm sub package for animated.,,0
Export a react-spring version,0.6903786,React Spring to stable v9,,0
Do not include react-spring into bundle,0.5617286,React Spring,,0
Export animated,0.48997468,Npm sub package for animated.,,0
Add react-spring as peer and dev deps,0.5730502,React-Pixi with React-Spring support:,,0
Remove idx package and clean up code,0.65999603,idx dependency,,0
Add invariant as util,0.9379244,Use invariant as util,,1
Only test and build on prepack,0.92318624,Only auto test and build on prepack,,1
5.0.4,0.66553426,v2.0.0 🎉,,0
Update the resolution on interaction manager,0.6874823,"Instead of resetting the interaction manager, simply update the resolution of the interaction manager. Libraries like pixi-viewport depends on the interaction manager, this patch will fix any related issues.",,0
5.0.3,0.67537725,v2.0.0 🎉,,0
Merge pull request #237 from vimcaw/fix-custom-component-ref-type,0.49121583,Ref's in custom components (PixiComponent):,"Fix type of ""ref"" property on custom component",0
5.0.2,0.69450307,v2.0.0 🎉,,0
Merge pull request #239 from inlet/fix/auto-density,0.34933618,fix doc deployment by @Zyie in https://github.com/pixijs/pixi-react/pull/390,Use PIXI's built-in autoDensity,0
Use PIXI's built-in autoDensity,0.5741018,   Set direct PIXI value,,0
"Fix type of ""ref"" property on custom component",0.75176007,Ref's in custom components (PixiComponent):,"The type of ""ref"" property on the class component always be a reference to an instance of a class component. But in react-pixi, it's a Pixi instance, so should set it to a function component and specify the type of ref property.",1
5.0.1,0.68090403,v2.0.0 🎉,,0
Only set direct value if value is not undefined. Fix #235,0.52691096,Prop is not undefined?,This makes null a valid value.,0
5.0.0,0.65810215,v2.0.0 🎉,,0
Merge pull request #232 from inlet/compat-with-pixi-5.3,0.6172562,Now compatible with PIXI v5.3+.,Make compatible with pixi 5.3+,0
Use the new interaction manager,0.543855,Support interaction events,,0
Fix parsing bitmap data in jsdom,0.41038147,Forcing a newer jsdom,,0
Update types to meet PIXI's new types,0.6447275,Update Interaction Event types for pixi v6,,0
Fix tests,0.7428386,Update tests,,1
Add typescript to docs,0.62281626,Typescript Typings,,0
"Handle autoDensity, only disable if value is false",0.4280738,  Set value to default,,0
4.1.3,0.6815949,v2.0.0 🎉,,0
Merge pull request #231 from aktriver/remove-preventredraw-prop,0.4556418,Add preventRedraw prop to Graphics:,"Remove ""preventRedraw"" prop from index.d.ts",0
"Remove ""preventRedraw"" prop from index.d.ts",0.6093282,Add preventRedraw prop to Graphics:,,0
4.1.2,0.6962072,v2.0.0 🎉,,0
Merge pull request #230 from inlet/support-mulitple-contexts,0.3783049,Upgrade React Reconciler (new API),Support rendering of multiple apps,0
Update tests,0.99999976,Update tests,,1
Send the caller to the request render,0.47610956,render() {,,0
Update reconciler snapshot,0.55810297,Implement the prepareUpdate hook of the reconciler hostconfig.,,0
Get rid of eventsMap as we only can have one reconciler,0.47140342,Include Reconciler type in type definition. ,,0
Use PixiFiber directly in Stage,0.63001865,Add PixiFiber,,0
Texture.from now emits request render events on texture load,0.4230466,AnimatedSprite textures now only updates if actually changed.,,0
applyDefaultProps now returns a changed boolean to determine if it needs to render,0.72427964,"Change the applyDefaultProps behaviour, fixes #235 ",,1
Stage responds to request render from reconciler,0.5445961,React reconciler,,0
Cleanup the interaction manager,0.5000937,"Instead of resetting the interaction manager, simply update the resolution of the interaction manager. Libraries like pixi-viewport depends on the interaction manager, this patch will fix any related issues.",,0
Use the static fiber directly in Stage,0.45775986,Inject fiber into devtools,,0
Use single reconciler that emits request render events,0.60968554,React reconciler,,0
4.1.1,0.64870363,v2.0.0 🎉,,0
Fix #229,0.4714589,docz (added a temporary fix to make the build pass),,0
4.1.0,0.70263284,v2.0.0 🎉,,1
Merge pull request #228 from inlet/update-resolution-auto-density,0.3896883,Upgrade React Reconciler (new API),Update resolution,0
Update resolution,0.56026787,Update renderer resolution on options.resolution change,,0
Expose PIXI to docz Playground,0.5988694,Add docusaurus by @baseten in https://github.com/pixijs/pixi-react/pull/366,,0
Add explainer for useIteration() in docs,0.347424,Add comments to type declaration to support in-code type suggestions.,,0
4.0.0,0.7093438,v2.0.0 🎉,,1
Merge pull request #227 from inlet/render-on-prop-change,0.5167629,Upgrade React Reconciler (new API),Render PIXI stage on reconciliation,0
Add tests,0.6680114,Tests,,0
Make sure fiber is passed,0.5317439,Inject fiber into devtools,,0
Fix bootstrap,0.25922352,Fix linting,,0
Tap into commitUpdate and render stage respectively,0.4756669,See https://reactpixi.org/stage/#custom-stage-updates,,0
Update types for PixiFiber,0.6151845,Update Interaction Event types for pixi v6,,0
Create eventsMap in the custom renderer and pass it down to injectDevTools,0.5391506,"Expose eventHandlers, allowing you to create custom DisplayObject events ",,0
Supply an optional eventMap to tap into reconciler methods from outside,0.46893245,Support interaction events,,0
Build to format based on environment var FORMAT,0.4934166,Load development/production build based on process.env.NODE_ENV.,,0
3.0.0,0.69341886,v2.0.0 🎉,,0
Merge pull request #226 from queq1890/modify-point-like-type,0.41069698,"Typings for PointLike supporting { x: number, y: number }",Add object type support for _ReactPixi.PointLike,0
Update Graphics.mdx,0.407323,Update README and docs,,0
Merge pull request #187 from EloB/graphics-draw,0.419775,"Support for <Graphics geometry={geometry} />, see #334",Changed graphics draw behaviour,0
Merge branch 'master' into graphics-draw,0.3157578,Add check for master branch prerelease script by @baseten in https://github.com/pixijs/pixi-react/pull/400,,0
Updated documenation,0.633443,Update docs,,0
Allow object with x/y property for PointLike type,0.6791482,Make PointLike type more strict,,0
2.0.1,0.7892475,v2.0.0 🎉,,1
Merge pull request #223 from cometkim/patch-1,0.4347653,Upgrade React Reconciler (new API),Fix broken withFilters type inference,0
update type definition for withFilters,0.87312365,Type definition for withFilters,,1
Fix broken withFilters type inference,0.7939707,Type definition for withFilters,,1
Update eslintignore,0.6005541,ESLint config,,0
2.0.0,0.76427644,v2.0.0 🎉,,1
Merge pull request #222 from inlet/use-latest-reconciler,0.5604923,Upgrade React Reconciler (new API),Use latest reconciler,0
Update mdx files and make it work with the augmented react-pixi module,0.7451915,Update README.md by @GoodBoyDigital in https://github.com/pixijs/pixi-react/pull/376,,1
Augment react-pixi and return a nullable component if window is not defined,0.6389837,React-Pixi:,,0
Prevent loading pixi and src while building html,0.46834606,import { Graphics } from 'pixi.js';,,0
Remove lodash and use sub packages,0.7836495,Remove lodash and use lodash submodules instead,,1
"Head back to the old docz, newer is broken",0.61423475,Update Docz,,0
Update eslint config,0.8918566,ESLint config,,1
Update jest config,0.5890777,Remove canvas-prebuilt and support new jest environment,,0
Fix reconciler tests,0.5724957,Include Reconciler type in type definition. ,,0
"Update modules, including new react-reconciler",0.9696466,Upgrade modules (including new React Reconciler),,1
Remove package lock and eslint config,0.6157019,ESLint config,,0
1.3.2,0.6873084,v2.0.0 🎉,,0
Remove FunctionTypes for Container as it filters out any type as well,0.5429473,The type definition wrapping Container works better.,,0
1.3.1,0.6518074,v2.0.0 🎉,,0
Add construct to withFilters,0.7503394,Type definition for withFilters,,1
1.3.0,0.7120482,v2.0.0 🎉,,1
