Index,Message,Description,Message Abstract,Description Abstract
37,[5.x] Laravel v10 Support (#1234),  Update tests.yml   Update composer.json   Update composer.json ,[5.x] Laravel v10 Support (#1234),Update tests.yml Update composer.json Update composer.json
38,Bump json5 from 1.0.1 to 1.0.2 (#1233),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump json5 from 1.0.1 to 1.0.2 (#1233),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
39,add sidebar entry for silenced,,add sidebar entry for silenced,
40,Add silenced job detail view,,Add silenced job detail view,
41,[5.x] Silenced jobs (#1232),  Silenced jobs   wip   formatting   Compile Assets   Compile Assets   Co-authored-by: Taylor Otwell taylor@laravel.com Co-authored-by: taylorotwell taylorotwell@users.noreply.github.com,[5.x] Silenced jobs (#1232),Silenced jobs wip formatting Compile Assets Compile Assets Co-authored-by: Taylor Otwell taylor@laravel.com Co-authored-by: taylorotwell taylorotwell@users.noreply.github.com
42,Update CHANGELOG,,Update CHANGELOG,
43,Adds types to stubs (#1206),,Adds types to stubs (#1206),
44,Compile Assets,,Compile Assets,
45,[5.x] Fix vue-json-pretty CSS for new classnames (#1231),  Update syntaxhighlight.scss   Add value-undefined style   Lint Fix ,[5.x] Fix vue-json-pretty CSS for new classnames (#1231),Update syntaxhighlight.scss Add value-undefined style Lint Fix
46,Update tests.yml,,Update tests.yml,
47,Fix failing tests (#1229),,Fix failing tests (#1229),
48,Update CHANGELOG,,Update CHANGELOG,
49,Add signal option to horizon:purge (e.g. SIGKILL) (#1226),  add signal option (e.g. SIGKILL)   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,Add signal option to horizon:purge (e.g. SIGKILL) (#1226),add signal option (e.g. SIGKILL) formatting Co-authored-by: Taylor Otwell taylor@laravel.com
50,Update CHANGELOG,,Update CHANGELOG,
51,Ensure Autoscaler never reduces processes to less than 1 (#1221),  Don't tolerate negative $maxUpShift   Fix autoscaling letting processes hit 0   Fix autoscaling letting processes hit 0 ,Ensure Autoscaler never reduces processes to less than 1 (#1221),Don't tolerate negative $maxUpShift Fix autoscaling letting processes hit 0 Fix autoscaling letting processes hit 0
52,Create issues.yml,,Create issues.yml,
53,Bump loader-utils and resolve-url-loader (#1218),"Bumps loader-utils to 2.0.4 and updates ancestor dependencies loader-utils, loader-utils and resolve-url-loader. These dependencies need to be updated together. Updates loader-utils from 2.0.3 to 2.0.4 - Release notes - Changelog - Commits Updates loader-utils from 1.4.0 to 2.0.4 - Release notes - Changelog - Commits Updates resolve-url-loader from 3.1.4 to 5.0.0 - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect - dependency-name: loader-utils   dependency-type: indirect - dependency-name: resolve-url-loader   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",Bump loader-utils and resolve-url-loader (#1218),"Bumps loader-utils to 2.0.4 and updates ancestor dependencies loader-utils, loader-utils and resolve-url-loader. These dependencies need to be updated together. Updates loader-utils from 2.0.3 to 2.0.4 - Release notes - Changelog - Commits Updates loader-utils from 1.4.0 to 2.0.4 - Release notes - Changelog - Commits Updates resolve-url-loader from 3.1.4 to 5.0.0 - Release notes - Changelog - Commits updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect - dependency-name: loader-utils   dependency-type: indirect - dependency-name: resolve-url-loader   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
54,Update CHANGELOG,,Update CHANGELOG,
55,Update dependencies,,Update dependencies,
56,Set default value for job $payload['pushedAt'] when retrying (#1211),  Add failing test   Use microtime for pushed at timestamp   Update test   CS fixes ,Set default value for job $payload['pushedAt'] when retrying (#1211),Add failing test Use microtime for pushed at timestamp Update test CS fixes
57,Add missing anchor title for clarity (#1212),  Add missing anchor title for clarity   Compile Assets   Co-authored-by: stevebauman stevebauman@users.noreply.github.com,Add missing anchor title for clarity (#1212),Add missing anchor title for clarity Compile Assets Co-authored-by: stevebauman stevebauman@users.noreply.github.com
58,Test PHP 8.2 (#1205),,Test PHP 8.2 (#1205),
59,Update CHANGELOG,,Update CHANGELOG,
60,Compile Assets,,Compile Assets,
61,unnecessary param to refreshStatsPeriodically (#1198),,unnecessary param to refreshStatsPeriodically (#1198),
62,Allow deleting of Tags which contain forward slashes (Fixes #1093) (#1196),"  fix #1093, delete tags which contain forward slashes   remove double ;   Co-authored-by: Stefan Gotre stefan.gotre@teraone.de",Allow deleting of Tags which contain forward slashes (Fixes #1093) (#1196),"fix #1093, delete tags which contain forward slashes remove double ; Co-authored-by: Stefan Gotre stefan.gotre@teraone.de"
63,Improves GitHub Actions Workflow (#1193),"  Improves GitHub Workflow   Avoid using ^ deps (incompatible with Composer on Windows), while this is not used in Telescope, this repository will be used as reference to setup GitHub Action and I believe we should use the best configuration.   Use include instead of exclude   wip   wip   wip ",Improves GitHub Actions Workflow (#1193),"Improves GitHub Workflow Avoid using ^ deps (incompatible with Composer on Windows), while this is not used in Telescope, this repository will be used as reference to setup GitHub Action and I believe we should use the best configuration. Use include instead of exclude wip wip wip"
64,Update CHANGELOG,,Update CHANGELOG,
65,Add exit codes to status command (#1191),  Add exit codes to status command   StyleCI ,Add exit codes to status command (#1191),Add exit codes to status command StyleCI
66,Update .gitattributes (#1188),  Update .gitattributes   Update .gitattributes   Co-authored-by: Dries Vints dries@vints.io,Update .gitattributes (#1188),Update .gitattributes Update .gitattributes Co-authored-by: Dries Vints dries@vints.io
67,Update CHANGELOG,,Update CHANGELOG,
68,Compile Assets,,Compile Assets,
69,[5.x] Failed job list: Modify job retry tooltip label to include status of last job retry (#1182),"  [5.x] Failed jobs list: Modify job retried tooltip label to include status of last retry   [5.x] Failed jobs list: Modify job retried tooltip label to include status of last retry   Simplified logic by removing unnecessary checks, since when method is called there will always have been a retry   [5.x] Failed jobs list: Modify job retried tooltip label to include status of last retry   Updated comment   Update index.vue   Update index.vue   Co-authored-by: Jeandre van Zyl jeandre@sinov8.net Co-authored-by: Taylor Otwell taylor@laravel.com",[5.x] Failed job list: Modify job retry tooltip label to include status of last job retry (#1182),"[5.x] Failed jobs list: Modify job retried tooltip label to include status of last retry [5.x] Failed jobs list: Modify job retried tooltip label to include status of last retry Simplified logic by removing unnecessary checks, since when method is called there will always have been a retry [5.x] Failed jobs list: Modify job retried tooltip label to include status of last retry Updated comment Update index.vue Update index.vue Co-authored-by: Jeandre van Zyl jeandre@sinov8.net Co-authored-by: Taylor Otwell taylor@laravel.com"
70,Compile Assets,,Compile Assets,
71,Bump moment-timezone from 0.5.33 to 0.5.35 (#1180),Bumps moment-timezone from 0.5.33 to 0.5.35. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment-timezone   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump moment-timezone from 0.5.33 to 0.5.35 (#1180),Bumps moment-timezone from 0.5.33 to 0.5.35. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment-timezone   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
72,Update CHANGELOG,,Update CHANGELOG,
73,Ability to ignore long waits for queue (#1172),  Boyscouting   WIP: TDD   Code style   Remove unused event   Ignore queues with wait time of 0 ,Ability to ignore long waits for queue (#1172),Boyscouting WIP: TDD Code style Remove unused event Ignore queues with wait time of 0
74,Update README.md (#1170),,Update README.md (#1170),
75,wip,,wip,
76,Update CHANGELOG,,Update CHANGELOG,
77,Fallback array for retried_by (#1166),,Fallback array for retried_by (#1166),
78,Compile Assets,,Compile Assets,
79,Bump moment from 2.29.2 to 2.29.4 (#1163),Bumps moment from 2.29.2 to 2.29.4. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump moment from 2.29.2 to 2.29.4 (#1163),Bumps moment from 2.29.2 to 2.29.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
80,Bump terser from 4.8.0 to 4.8.1 (#1162),Bumps terser from 4.8.0 to 4.8.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: terser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump terser from 4.8.0 to 4.8.1 (#1162),Bumps terser from 4.8.0 to 4.8.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: terser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
81,Update CHANGELOG,,Update CHANGELOG,
82,"when register, keep the original redis options, only overwrite prefix (#1161)","  when register horizon, keep the original redis options, only overwrite prefix   delete space   Update Horizon.php   Co-authored-by: Taylor Otwell taylor@laravel.com","when register, keep the original redis options, only overwrite prefix (#1161)","when register horizon, keep the original redis options, only overwrite prefix delete space Update Horizon.php Co-authored-by: Taylor Otwell taylor@laravel.com"
83,Update CHANGELOG,,Update CHANGELOG,
84,Update composer.json,,Update composer.json,
85,Update update-changelog.yml,,Update update-changelog.yml,
86,Update pull-requests.yml,,Update pull-requests.yml,
87,Update compile-assets.yml,,Update compile-assets.yml,
88,Automatically compile and commit assets (#1154),  Automatically compile and commit assets   wip   wip   Re-use workflow   wip   wip   Compile Assets   Delete RELEASE.md   Co-authored-by: driesvints driesvints@users.noreply.github.com,Automatically compile and commit assets (#1154),Automatically compile and commit assets wip wip Re-use workflow wip wip Compile Assets Delete RELEASE.md Co-authored-by: driesvints driesvints@users.noreply.github.com
89,Bump async from 2.6.3 to 2.6.4 (#1150),Bumps async from 2.6.3 to 2.6.4. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: async   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump async from 2.6.3 to 2.6.4 (#1150),Bumps async from 2.6.3 to 2.6.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: async   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
90,Update CHANGELOG,,Update CHANGELOG,
91,"Checking the ""viewHorizon"" gate first (#1148)","Checking the ""viewHorizon"" gate first before checking if its local environment.","Checking the ""viewHorizon"" gate first (#1148)","Checking the ""viewHorizon"" gate first before checking if its local environment."
92,Bump moment from 2.29.1 to 2.29.2 (#1143),Bumps moment from 2.29.1 to 2.29.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump moment from 2.29.1 to 2.29.2 (#1143),Bumps moment from 2.29.1 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
93,Update tests.yml (#1142),,Update tests.yml (#1142),
94,Create pull-requests.yml,,Create pull-requests.yml,
95,Update CHANGELOG,,Update CHANGELOG,
96,compile,,compile,
97,"Revert ""Make horizon work with strict content-security-policy (#1138)"" (#1141)",This reverts commit 801506b566eeda9a9bb1b92a199878c59c9cabcb.,"Revert ""Make horizon work with strict content-security-policy (#1138)"" (#1141)",This reverts commit 801506b566eeda9a9bb1b92a199878c59c9cabcb.
98,Update CHANGELOG,,Update CHANGELOG,
99,compile,,compile,
100,Make horizon work with strict content-security-policy (#1138),  move contents of horizon div to separate component   dont remove google fonts   fix assetsAreCurrent ,Make horizon work with strict content-security-policy (#1138),move contents of horizon div to separate component dont remove google fonts fix assetsAreCurrent
101,Fix for table headers in the Monitoring tab to match the data which is presented to the user. (#1137),,Fix for table headers in the Monitoring tab to match the data which is presented to the user. (#1137),
102,Update CHANGELOG,,Update CHANGELOG,
103,compile,,compile,
104,chore: remove redundant null (#1135),,chore: remove redundant null (#1135),
105,Update update-changelog.yml,,Update update-changelog.yml,
106,Update .styleci.yml,,Update .styleci.yml,
107,Update .styleci.yml,,Update .styleci.yml,
108,change chart.js intersect mode to false (#1133),,change chart.js intersect mode to false (#1133),
109,Update CHANGELOG.md,,Update CHANGELOG.md,
110,Forget job timer in case of exception or failed job (#1127),  Forget job timer in case of exception or failed job   Remove trailing whitespace ,Forget job timer in case of exception or failed job (#1127),Forget job timer in case of exception or failed job Remove trailing whitespace
111,Update CHANGELOG.md,,Update CHANGELOG.md,
112,clear stopwatch once job is deleted,,clear stopwatch once job is deleted,
113,Update CHANGELOG.md,,Update CHANGELOG.md,
114,added display=swap to google font (#1121),,added display=swap to google font (#1121),
115,config: add some more defaults to supervisor (#1122),,config: add some more defaults to supervisor (#1122),
116,Update CHANGELOG.md,,Update CHANGELOG.md,
117,compile,,compile,
118,Bump follow-redirects from 1.14.5 to 1.14.8 (#1117),Bumps follow-redirects from 1.14.5 to 1.14.8. - Release notes - Commits  updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump follow-redirects from 1.14.5 to 1.14.8 (#1117),Bumps follow-redirects from 1.14.5 to 1.14.8. - Release notes - Commits updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
119,Bump nanoid from 3.1.30 to 3.2.0 (#1118),Bumps nanoid from 3.1.30 to 3.2.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: nanoid   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump nanoid from 3.1.30 to 3.2.0 (#1118),Bumps nanoid from 3.1.30 to 3.2.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: nanoid   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
120,Rename update-changelog.md to update-changelog.yml,,Rename update-changelog.md to update-changelog.yml,
121,Update RELEASE.md,,Update RELEASE.md,
122,Update RELEASE.md,,Update RELEASE.md,
123,Create update-changelog.md,,Create update-changelog.md,
124,Add exception context on failed jobs (#1115),,Add exception context on failed jobs (#1115),
125,Update CHANGELOG.md,,Update CHANGELOG.md,
126,Laravel 9 support (#1112),,Laravel 9 support (#1112),
127,Update CHANGELOG.md,,Update CHANGELOG.md,
128,Resolve issue with php strict type (#1110), Resolve issue with php strict type  related to the issue https://github.com/laravel/horizon/issues/1109  Update RedisMetricsRepository.php  Co-authored-by: Taylor Otwell taylor@laravel.com,Resolve issue with php strict type (#1110),Resolve issue with php strict type related to the issue link Update RedisMetricsRepository.php Co-authored-by: Taylor Otwell taylor@laravel.com
129,FQN,,FQN,
130,Update CHANGELOG.md,,Update CHANGELOG.md,
131,Update CHANGELOG.md,,Update CHANGELOG.md,
132,Add some PHP 8.1 fixes (#1100),,Add some PHP 8.1 fixes (#1100),
133,compile,,compile,
134,Update CHANGELOG.md,,Update CHANGELOG.md,
135,Hide retry failed jobs button if no jobs failed (#1097),,Hide retry failed jobs button if no jobs failed (#1097),
136,compile,,compile,
137,Update CHANGELOG.md,,Update CHANGELOG.md,
138,Prevent pool to receive more than available processes on scaling according to minProcesses config (#1096),,Prevent pool to receive more than available processes on scaling according to minProcesses config (#1096),
139,Reduce bundle size (#1091),,Reduce bundle size (#1091),
140,Update CHANGELOG.md,,Update CHANGELOG.md,
141,Update RELEASE.md,,Update RELEASE.md,
142,Add release instructions (#1090),  Create RELEASE.md   Update .gitattributes ,Add release instructions (#1090),Create RELEASE.md Update .gitattributes
143,PHP 8.1 support (#1088),  PHP 8.1 support   Update phpunit.xml.dist ,PHP 8.1 support (#1088),PHP 8.1 support Update phpunit.xml.dist
144,use callAfterResolving to register QueueManager (#1089),,use callAfterResolving to register QueueManager (#1089),
145,compile,,compile,
146,Update CHANGELOG.md,,Update CHANGELOG.md,
147,Update page title when switching between Pending and Completed views (#1084),  Update page title when switching between Pending and Completed views   Update index.vue   Co-authored-by: Taylor Otwell taylor@laravel.com,Update page title when switching between Pending and Completed views (#1084),Update page title when switching between Pending and Completed views Update index.vue Co-authored-by: Taylor Otwell taylor@laravel.com
148,Alphabetically sort jobs/queues for metrics (#1083),,Alphabetically sort jobs/queues for metrics (#1083),
149,FIX: div tag is not closed (#1082),,FIX: div tag is not closed (#1082),
150,wip,,wip,
151,Update CHANGELOG.md,,Update CHANGELOG.md,
152,compile,,compile,
153,Apply fixes from StyleCI,,Apply fixes from StyleCI,
154,Added pushed at to failedJobs (#1069),,Added pushed at to failedJobs (#1069),
155,Check if failedJob.reserved_at is set (#1067),,Check if failedJob.reserved_at is set (#1067),
156,Update CHANGELOG.md,,Update CHANGELOG.md,
157,compile,,compile,
158,[5.x] Improve completed jobs UI (#1064),  Improve completed jobs UI   Update preview.vue   Update preview.vue   Co-authored-by: Taylor Otwell taylor@laravel.com,[5.x] Improve completed jobs UI (#1064),Improve completed jobs UI Update preview.vue Update preview.vue Co-authored-by: Taylor Otwell taylor@laravel.com
159,Update CHANGELOG.md,,Update CHANGELOG.md,
160,compile,,compile,
161,Added the pause SVG in front of the supervisor name when the supervisor itself is paused (#1052),Co-authored-by: Hylke de Vries hylke94+git@gmail.com,Added the pause SVG in front of the supervisor name when the supervisor itself is paused (#1052),Co-authored-by: Hylke de Vries hylke94+git@gmail.com
162,Update CHANGELOG.md,,Update CHANGELOG.md,
163,[5.x] Unified asset publishing (#1045),  [5.x] Unified asset publishing   Update HorizonServiceProvider.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[5.x] Unified asset publishing (#1045),[5.x] Unified asset publishing Update HorizonServiceProvider.php Co-authored-by: Taylor Otwell taylor@laravel.com
164,Update CHANGELOG.md,,Update CHANGELOG.md,
165,Use env to set domain and path (#1030),Use environment variables to set horizon's domain or path. This follows the same pattern used in telescope.,Use env to set domain and path (#1030),Use environment variables to set horizon's domain or path. This follows the same pattern used in telescope.
166,Update 1_Bug_report.md,,Update 1_Bug_report.md,
167,Update CHANGELOG.md,,Update CHANGELOG.md,
168,[5.x] Revert app layout pr (#1026),  Revert app layout pr   Apply fixes from StyleCI (#1025) ,[5.x] Revert app layout pr (#1026),Revert app layout pr Apply fixes from StyleCI (#1025)
169,Update CHANGELOG.md,,Update CHANGELOG.md,
170,Apply fixes from StyleCI (#1023),,Apply fixes from StyleCI (#1023),
171,compile assets,,compile assets,
172,Styleci fixes,,Styleci fixes,
173,remove typo,remove faulty !,remove typo,remove faulty !
174,move contents of horizon div to separate component,,move contents of horizon div to separate component,
175,Update CHANGELOG.md,,Update CHANGELOG.md,
176,attempt to convert to utf8,,attempt to convert to utf8,
177,Apply fixes from StyleCI (#1012),,Apply fixes from StyleCI (#1012),
178,fix encoding,,fix encoding,
179,Update PHPDoc variable type,,Update PHPDoc variable type,
180,Update CHANGELOG.md,,Update CHANGELOG.md,
181,  fix status for large batches,,fix status for large batches,
182,compile,,compile,
183,Update syntax highlighting (#1002),,Update syntax highlighting (#1002),
184,Update CHANGELOG.md,,Update CHANGELOG.md,
185,[5.x] Add Supervisor Rest Option (#992),  Add Supervisor Rest Option   Change argument order to prevent breaking change ,[5.x] Add Supervisor Rest Option (#992),Add Supervisor Rest Option Change argument order to prevent breaking change
186,Update CHANGELOG.md,,Update CHANGELOG.md,
187,Update to Mix v6 (#994),,Update to Mix v6 (#994),
188,[5.x] Clarify button purpose (#991),  Clarify button purpose   Update preview.vue   Co-authored-by: Taylor Otwell taylor@laravel.com,[5.x] Clarify button purpose (#991),Clarify button purpose Update preview.vue Co-authored-by: Taylor Otwell taylor@laravel.com
189,Move booting of services (#990),,Move booting of services (#990),
190,Update CHANGELOG.md,,Update CHANGELOG.md,
191,Fix checking parent id (#989),,Fix checking parent id (#989),
192,Update ProvisioningPlan.php,,Update ProvisioningPlan.php,
193,[5.x] Throw exception when minProcesses is set to zero (#988),  throw exception when minProcesses is set to zero   Update ProvisioningPlan.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[5.x] Throw exception when minProcesses is set to zero (#988),throw exception when minProcesses is set to zero Update ProvisioningPlan.php Co-authored-by: Taylor Otwell taylor@laravel.com
194,Update tests.yml,,Update tests.yml,
195,Update CHANGELOG.md,,Update CHANGELOG.md,
196,add rest,,add rest,
197,Bump elliptic from 6.5.3 to 6.5.4,Bumps elliptic from 6.5.3 to 6.5.4. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,Bump elliptic from 6.5.3 to 6.5.4,Bumps elliptic from 6.5.3 to 6.5.4. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
198,Use ubuntu-18.04,,Use ubuntu-18.04,
199,Update CHANGELOG.md,,Update CHANGELOG.md,
200,Merge branch 'workload-per-queue' of https://github.com/arjanwestdorp/horizon into workload-per-queue,,Merge branch 'workload-per-queue' of link into workload-per-queue,
201,formatting,,formatting,
202,Show the time it takes before the queue is empty,,Show the time it takes before the queue is empty,
203,StyleCI,,StyleCI,
204,Cleanup,,Cleanup,
205,Show workload also per queue when balancing is disabled,,Show workload also per queue when balancing is disabled,
206,Update CHANGELOG.md,,Update CHANGELOG.md,
207,compile,,compile,
208,Added fallback font (#964),,Added fallback font (#964),
209,Update CHANGELOG.md,,Update CHANGELOG.md,
210,Update composer.json (#954),,Update composer.json (#954),
211,compile,,compile,
