Index,Message,Description,Message Abstract,Description Abstract
30,Translated using Weblate (Chinese (Traditional)),Currently translated at 17.2% (58 of 336 strings),Translated using Weblate (Chinese (Traditional)),Currently translated at 17.2% (58 of 336 strings)
31,Translated using Weblate (Russian),Currently translated at 100.0% (336 of 336 strings),Translated using Weblate (Russian),Currently translated at 100.0% (336 of 336 strings)
32,Merge pull request #1269 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.10.0,,Merge pull request #1269 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.10.0,
33,Bump okhttp-urlconnection from 4.9.3 to 4.10.0,Bumps okhttp-urlconnection from 4.9.3 to 4.10.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,Bump okhttp-urlconnection from 4.9.3 to 4.10.0,Bumps okhttp-urlconnection from 4.9.3 to 4.10.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
34,Merge pull request #1270 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.10.0,,Merge pull request #1270 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.10.0,
35,Bump okhttp from 4.9.3 to 4.10.0,Bumps okhttp from 4.9.3 to 4.10.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,Bump okhttp from 4.9.3 to 4.10.0,Bumps okhttp from 4.9.3 to 4.10.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
36,Merge pull request #1235 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate,Merge pull request #1235 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate
37,Translated using Weblate (Greek),Currently translated at 100.0% (336 of 336 strings),Translated using Weblate (Greek),Currently translated at 100.0% (336 of 336 strings)
38,Translated using Weblate (Croatian),Currently translated at 100.0% (336 of 336 strings),Translated using Weblate (Croatian),Currently translated at 100.0% (336 of 336 strings)
39,Translated using Weblate (Indonesian),Currently translated at 34.8% (117 of 336 strings),Translated using Weblate (Indonesian),Currently translated at 34.8% (117 of 336 strings)
40,Translated using Weblate (Indonesian),Currently translated at 32.7% (110 of 336 strings),Translated using Weblate (Indonesian),Currently translated at 32.7% (110 of 336 strings)
41,Translated using Weblate (Croatian),Currently translated at 99.7% (335 of 336 strings),Translated using Weblate (Croatian),Currently translated at 99.7% (335 of 336 strings)
42,Merge pull request #1241 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.36,,Merge pull request #1241 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.36,
43,Bump slf4j-android from 1.7.35 to 1.7.36,Bumps slf4j-android from 1.7.35 to 1.7.36.  updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump slf4j-android from 1.7.35 to 1.7.36,Bumps slf4j-android from 1.7.35 to 1.7.36. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
44,Merge pull request #1237 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.35,,Merge pull request #1237 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.35,
45,Bump slf4j-android from 1.7.33 to 1.7.35,Bumps slf4j-android from 1.7.33 to 1.7.35.  updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump slf4j-android from 1.7.33 to 1.7.35,Bumps slf4j-android from 1.7.33 to 1.7.35. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
46,Merge pull request #1228 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate,Merge pull request #1228 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate
47,Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (336 of 336 strings),Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (336 of 336 strings)
48,Translated using Weblate (Turkish),Currently translated at 100.0% (336 of 336 strings),Translated using Weblate (Turkish),Currently translated at 100.0% (336 of 336 strings)
49,Translated using Weblate (Indonesian),Currently translated at 17.3% (58 of 335 strings),Translated using Weblate (Indonesian),Currently translated at 17.3% (58 of 335 strings)
50,Merge pull request #1230 from wallabag/qr_button,"Make the ""Scan a QR code"" button less pronounced",Merge pull request #1230 from wallabag/qr_button,"Make the ""Scan a QR code"" button less pronounced"
51,Merge pull request #1233 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.33,,Merge pull request #1233 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.33,
52,Bump slf4j-android from 1.7.32 to 1.7.33,Bumps slf4j-android from 1.7.32 to 1.7.33.  updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump slf4j-android from 1.7.32 to 1.7.33,Bumps slf4j-android from 1.7.32 to 1.7.33. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
53,Merge pull request #1229 from wallabag/translations,Translations update from Weblate,Merge pull request #1229 from wallabag/translations,Translations update from Weblate
54,"Make the ""Scan a QR code"" button less pronounced",,"Make the ""Scan a QR code"" button less pronounced",
55,Translated using Weblate (Croatian),,Translated using Weblate (Croatian),
56,Merge pull request #1198 from cheywood/article-header-style-tweak,Article header style tweak,Merge pull request #1198 from cheywood/article-header-style-tweak,Article header style tweak
57,Minor tweaks to tags styling in article, Less gap between stats and tags Slightly more horizontal padding within tag Slightly more horizontal space between tags,Minor tweaks to tags styling in article,Less gap between stats and tags Slightly more horizontal padding within tag Slightly more horizontal space between tags
58,Attempt to update translations for article header style tweaks,,Attempt to update translations for article header style tweaks,
59,Article header style tweaks, Use material icons ala Wallabag web for statistics labels Add a little more spacing,Article header style tweaks,Use material icons ala Wallabag web for statistics labels Add a little more spacing
60,Merge pull request #1225 from wallabag/dependabot/gradle/org.greenrobot-eventbus-annotation-processor-3.3.1,,Merge pull request #1225 from wallabag/dependabot/gradle/org.greenrobot-eventbus-annotation-processor-3.3.1,
61,Bump eventbus-annotation-processor from 3.3.0 to 3.3.1,Bumps eventbus-annotation-processor from 3.3.0 to 3.3.1. - Release notes - Commits  updated-dependencies: - dependency-name: org.greenrobot:eventbus-annotation-processor   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump eventbus-annotation-processor from 3.3.0 to 3.3.1,Bumps eventbus-annotation-processor from 3.3.0 to 3.3.1. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus-annotation-processor   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
62,Merge pull request #1224 from wallabag/dependabot/gradle/org.greenrobot-eventbus-3.3.1,,Merge pull request #1224 from wallabag/dependabot/gradle/org.greenrobot-eventbus-3.3.1,
63,Merge pull request #1223 from wallabag/dependabot/gradle/com.android.tools.build-gradle-7.0.4,,Merge pull request #1223 from wallabag/dependabot/gradle/com.android.tools.build-gradle-7.0.4,
64,Bump eventbus from 3.3.0 to 3.3.1,Bumps eventbus from 3.3.0 to 3.3.1. - Release notes - Commits  updated-dependencies: - dependency-name: org.greenrobot:eventbus   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump eventbus from 3.3.0 to 3.3.1,Bumps eventbus from 3.3.0 to 3.3.1. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
65,Bump gradle from 7.0.3 to 7.0.4,Bumps gradle from 7.0.3 to 7.0.4.  updated-dependencies: - dependency-name: com.android.tools.build:gradle   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump gradle from 7.0.3 to 7.0.4,Bumps gradle from 7.0.3 to 7.0.4. updated-dependencies: - dependency-name: com.android.tools.build:gradle   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
66,Merge pull request #1222 from wallabag/dependabot/gradle/org.greenrobot-eventbus-annotation-processor-3.3.0,,Merge pull request #1222 from wallabag/dependabot/gradle/org.greenrobot-eventbus-annotation-processor-3.3.0,
67,Bump eventbus-annotation-processor from 3.2.0 to 3.3.0,Bumps eventbus-annotation-processor from 3.2.0 to 3.3.0. - Release notes - Commits  updated-dependencies: - dependency-name: org.greenrobot:eventbus-annotation-processor   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,Bump eventbus-annotation-processor from 3.2.0 to 3.3.0,Bumps eventbus-annotation-processor from 3.2.0 to 3.3.0. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus-annotation-processor   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
68,Merge pull request #1220 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate,Merge pull request #1220 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate
69,Translated using Weblate (Galician),Currently translated at 9.5% (32 of 335 strings),Translated using Weblate (Galician),Currently translated at 9.5% (32 of 335 strings)
70,Merge pull request #1221 from wallabag/dependabot/gradle/org.greenrobot-eventbus-3.3.0,,Merge pull request #1221 from wallabag/dependabot/gradle/org.greenrobot-eventbus-3.3.0,
71,Bump eventbus from 3.2.0 to 3.3.0,Bumps eventbus from 3.2.0 to 3.3.0. - Release notes - Commits  updated-dependencies: - dependency-name: org.greenrobot:eventbus   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,Bump eventbus from 3.2.0 to 3.3.0,Bumps eventbus from 3.2.0 to 3.3.0. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
72,Merge pull request #1219 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate,Merge pull request #1219 from weblate/weblate-wallabag-android-app,Translations update from Hosted Weblate
73,Translated using Weblate (German),Currently translated at 76.1% (255 of 335 strings),Translated using Weblate (German),Currently translated at 76.1% (255 of 335 strings)
74,Merge pull request #1214 from weblate/weblate-wallabag-android-app,Translations update from Weblate,Merge pull request #1214 from weblate/weblate-wallabag-android-app,Translations update from Weblate
75,Translated using Weblate (German),Currently translated at 75.8% (254 of 335 strings),Translated using Weblate (German),Currently translated at 75.8% (254 of 335 strings)
76,Translated using Weblate (Arabic),Currently translated at 7.1% (24 of 335 strings),Translated using Weblate (Arabic),Currently translated at 7.1% (24 of 335 strings)
77,Translated using Weblate (Swedish),Currently translated at 1.1% (4 of 335 strings),Translated using Weblate (Swedish),Currently translated at 1.1% (4 of 335 strings)
78,Translated using Weblate (Russian),Currently translated at 100.0% (335 of 335 strings),Translated using Weblate (Russian),Currently translated at 100.0% (335 of 335 strings)
79,Translated using Weblate (Spanish),Currently translated at 72.5% (243 of 335 strings),Translated using Weblate (Spanish),Currently translated at 72.5% (243 of 335 strings)
80,Translated using Weblate (Croatian),Currently translated at 87.1% (292 of 335 strings),Translated using Weblate (Croatian),Currently translated at 87.1% (292 of 335 strings)
81,Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (335 of 335 strings),Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (335 of 335 strings)
82,Translated using Weblate (Turkish),Currently translated at 100.0% (335 of 335 strings),Translated using Weblate (Turkish),Currently translated at 100.0% (335 of 335 strings)
83,Merge pull request #1217 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.9.3,,Merge pull request #1217 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.9.3,
84,Bump okhttp-urlconnection from 4.9.2 to 4.9.3,Bumps okhttp-urlconnection from 4.9.2 to 4.9.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump okhttp-urlconnection from 4.9.2 to 4.9.3,Bumps okhttp-urlconnection from 4.9.2 to 4.9.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
85,Merge pull request #1218 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.9.3,,Merge pull request #1218 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.9.3,
86,Bump okhttp from 4.9.2 to 4.9.3,Bumps okhttp from 4.9.2 to 4.9.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump okhttp from 4.9.2 to 4.9.3,Bumps okhttp from 4.9.2 to 4.9.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
87,Merge pull request #1213 from weblate/weblate-wallabag-android-app,Translations update from Weblate,Merge pull request #1213 from weblate/weblate-wallabag-android-app,Translations update from Weblate
88,Translated using Weblate (German),Currently translated at 100.0% (335 of 335 strings),Translated using Weblate (German),Currently translated at 100.0% (335 of 335 strings)
89,Merge pull request #1106 from comradekingu/patch-3,App strings reworked,Merge pull request #1106 from comradekingu/patch-3,App strings reworked
90,Merge branch 'master' into patch-3,,Merge branch 'master' into patch-3,
91,Merge pull request #538 from wallabag/fix_sharing,"URL sharing: add an option to put title in EXTRA_TITLE, but not in EXTRA_TEXT",Merge pull request #538 from wallabag/fix_sharing,"URL sharing: add an option to put title in EXTRA_TITLE, but not in EXTRA_TEXT"
92,Merge pull request #1212 from weblate/weblate-wallabag-android-app,Translations update from Weblate,Merge pull request #1212 from weblate/weblate-wallabag-android-app,Translations update from Weblate
93,Added translation using Weblate (Lithuanian),,Added translation using Weblate (Lithuanian),
94,Translated using Weblate (Italian),Currently translated at 92.8% (314 of 338 strings),Translated using Weblate (Italian),Currently translated at 92.8% (314 of 338 strings)
95,Translated using Weblate (Italian),Currently translated at 91.4% (309 of 338 strings),Translated using Weblate (Italian),Currently translated at 91.4% (309 of 338 strings)
96,Merge pull request #1207 from wallabag/remove_framabag,Remove framabag mentions,Merge pull request #1207 from wallabag/remove_framabag,Remove framabag mentions
97,Merge pull request #1208 from wallabag/lint,Fix some lint issues,Merge pull request #1208 from wallabag/lint,Fix some lint issues
98,Merge pull request #1206 from weblate/weblate-wallabag-android-app,Translations update from Weblate,Merge pull request #1206 from weblate/weblate-wallabag-android-app,Translations update from Weblate
99,Translated using Weblate (Hungarian),Currently translated at 93.7% (317 of 338 strings),Translated using Weblate (Hungarian),Currently translated at 93.7% (317 of 338 strings)
100,Merge pull request #1210 from wallabag/dependabot/gradle/com.android.tools.build-gradle-7.0.3,,Merge pull request #1210 from wallabag/dependabot/gradle/com.android.tools.build-gradle-7.0.3,
101,Merge pull request #1211 from wallabag/dependabot/gradle/androidx.media-media-1.4.3,,Merge pull request #1211 from wallabag/dependabot/gradle/androidx.media-media-1.4.3,
102,Bump media from 1.4.2 to 1.4.3,Bumps media from 1.4.2 to 1.4.3.  updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump media from 1.4.2 to 1.4.3,Bumps media from 1.4.2 to 1.4.3. updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
103,Bump gradle from 7.0.2 to 7.0.3,Bumps gradle from 7.0.2 to 7.0.3.  updated-dependencies: - dependency-name: com.android.tools.build:gradle   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump gradle from 7.0.2 to 7.0.3,Bumps gradle from 7.0.2 to 7.0.3. updated-dependencies: - dependency-name: com.android.tools.build:gradle   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
104,Add missing inputType,,Add missing inputType,
105,Fix ellipsis in strings,,Fix ellipsis in strings,
106,Replace some PNG icons with vector drawables,,Replace some PNG icons with vector drawables,
107,Symlink values-in to values-id,Because that's not clear which Android versions use correct language codes.,Symlink values-in to values-id,Because that's not clear which Android versions use correct language codes.
108,Remove framabag mentions,,Remove framabag mentions,
109,Merge pull request #1204 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.9.2,,Merge pull request #1204 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.9.2,
110,Bump okhttp-urlconnection from 4.9.1 to 4.9.2,Bumps okhttp-urlconnection from 4.9.1 to 4.9.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump okhttp-urlconnection from 4.9.1 to 4.9.2,Bumps okhttp-urlconnection from 4.9.1 to 4.9.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
111,Merge pull request #1205 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.9.2,,Merge pull request #1205 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.9.2,
112,Bump okhttp from 4.9.1 to 4.9.2,Bumps okhttp from 4.9.1 to 4.9.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump okhttp from 4.9.1 to 4.9.2,Bumps okhttp from 4.9.1 to 4.9.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
113,Merge pull request #1196 from weblate/weblate-wallabag-android-app,Translations update from Weblate,Merge pull request #1196 from weblate/weblate-wallabag-android-app,Translations update from Weblate
114,Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (338 of 338 strings),Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (338 of 338 strings)
115,Added translation using Weblate (Indonesian),,Added translation using Weblate (Indonesian),
116,Merge pull request #1200 from wallabag/dependabot/gradle/androidx.media-media-1.4.2,Bump media from 1.4.1 to 1.4.2,Merge pull request #1200 from wallabag/dependabot/gradle/androidx.media-media-1.4.2,Bump media from 1.4.1 to 1.4.2
117,Merge pull request #1199 from wallabag/update_gradle,"Update gradle, Android gradle plugin, and fix some lint issues",Merge pull request #1199 from wallabag/update_gradle,"Update gradle, Android gradle plugin, and fix some lint issues"
118,Bump media from 1.4.1 to 1.4.2,Bumps media from 1.4.1 to 1.4.2.  updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump media from 1.4.1 to 1.4.2,Bumps media from 1.4.1 to 1.4.2. updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
119,"URL sharing: add an option to put title in EXTRA_TITLE, but not in EXTRA_TEXT",,"URL sharing: add an option to put title in EXTRA_TITLE, but not in EXTRA_TEXT",
120,Use FLAG_IMMUTABLE for pending intents,Required for Android 12.,Use FLAG_IMMUTABLE for pending intents,Required for Android 12.
121,"Explicitly set android:exported=""true"" where required",Required for Android 12.,"Explicitly set android:exported=""true"" where required",Required for Android 12.
122,Avoid using android:onClick,...to fix a lint error.,Avoid using android:onClick,...to fix a lint error.
123,Bump Gradle and AGP to 7.0.2,,Bump Gradle and AGP to 7.0.2,
124,Merge pull request #1191 from wallabag/dependabot/gradle/androidx.media-media-1.4.1,,Merge pull request #1191 from wallabag/dependabot/gradle/androidx.media-media-1.4.1,
125,Bump media from 1.3.1 to 1.4.1,Bumps media from 1.3.1 to 1.4.1.  updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,Bump media from 1.3.1 to 1.4.1,Bumps media from 1.3.1 to 1.4.1. updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
126,Merge pull request #1181 from wallabag/dependabot/gradle/com.google.android.material-material-1.4.0,,Merge pull request #1181 from wallabag/dependabot/gradle/com.google.android.material-material-1.4.0,
127,Fix and improve some strings,,Fix and improve some strings,
128,App strings reworked,,App strings reworked,
129,Merge pull request #1192 from wallabag/fix_link_menu,Fix the link menu,Merge pull request #1192 from wallabag/fix_link_menu,Fix the link menu
130,"Revert ""Replace deprecated method usage""",This reverts commit f214a3b165a6fbf690e2a961962dfba39a9fa701. Turns out the suggested method is not called before API 24.,"Revert ""Replace deprecated method usage""",This reverts commit f214a3b165a6fbf690e2a961962dfba39a9fa701. Turns out the suggested method is not called before API 24.
131,Merge pull request #1188 from weblate/weblate-wallabag-android-app,Translations update from Weblate,Merge pull request #1188 from weblate/weblate-wallabag-android-app,Translations update from Weblate
132,Translated using Weblate (Polish),Currently translated at 84.6% (286 of 338 strings),Translated using Weblate (Polish),Currently translated at 84.6% (286 of 338 strings)
133,Merge pull request #1186 from wallabag/dependabot/gradle/androidx.appcompat-appcompat-1.3.1,,Merge pull request #1186 from wallabag/dependabot/gradle/androidx.appcompat-appcompat-1.3.1,
134,Merge pull request #1185 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.32,,Merge pull request #1185 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.32,
135,Bump appcompat from 1.3.0 to 1.3.1,Bumps appcompat from 1.3.0 to 1.3.1.  updated-dependencies: - dependency-name: androidx.appcompat:appcompat   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump appcompat from 1.3.0 to 1.3.1,Bumps appcompat from 1.3.0 to 1.3.1. updated-dependencies: - dependency-name: androidx.appcompat:appcompat   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
136,Bump slf4j-android from 1.7.31 to 1.7.32,Bumps slf4j-android from 1.7.31 to 1.7.32.  updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump slf4j-android from 1.7.31 to 1.7.32,Bumps slf4j-android from 1.7.31 to 1.7.32. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
