Index,Release Note
11,"A broken import that only appeared in the bundled module that we publish broke the module release. This patch release fixes this.
fix

fix(provider-generator): fix cross package import which breaks the cdktf-cli release bundle link

chore

chore: document authoring cdktf constructs link
"
12,"Breaking changes
Back in October, we link. These improvements required breaking changes for which we provided backward-compatible provider bindings in version 0.13. As announced, the 0.12 (non-namespaced) provider bindings will no longer work starting with CDKTF 0.14. Refer to the link to learn how to update your imports for these changes.
feat

feat(cli): add provider upgrade command link
feat(cli): Add option to select providers to add with init link
feat(cli): only re-generate provider bindings on get if necessary link
feat(lib): expose operators on their own API class link
feat(lib): Introduce module that allows to pass null to Terraform configurations in languages other than TypeScript link
feat(cli): Automatically Update Locked Providers link
feat(lib): Added testing matchers for Providers link
feat(lib): adds failed process output to test matcher APIs #1953 link

fix

fix(cli): do not check for version when DISABLE_VERSION_CHECK link
fix(docs): fix module code example link
fix(docs): fix links to pre-built provider repositories link
fix(docs): fix a couple of typos in stacks.mdx link
fix(examples): fix CI for Python examples link
fix: set global flag to be able to start search for code blocks at an index link

chore

chore(docs): Add CDK for Terraform to page titles link
chore: document Python hash error in local development link
chore: document JSII debug flags in contribution guide link
chore: update LICENSE link
chore(cli): Prevent minification when watching cdktf-cli link
chore(lib): Add deprecation notices to backends that were deprecated in Terraform v1.2.3 and removed in TF 1.3 link
chore: adding mgarrell777 to docs codeowners to be notified for docs changes link
chore: add ecs-microservices example link
chore: sync version and changelog from the 0.13.3 backported release link
chore: install pre-built provider with exact version link
chore: cache examples and terraform plugins link
"
13,"fix

fix: Redact authorization header when error logging from TFC/TFE link
"
14,"fix

fix(provider-generator): don't require arrays wrapping variable / output declarations link
fix(cli): Use 'id' as argument name for all templates link
fix(cli): use a custom user-agent when talking to TFC link
fix(cli): Ignore local obj/ dir in C# template link
fix(deps): Use apt instead of yum, since base image is debian based now link
fix: correctly denote all of our redirects as temporary because they might change link

chore

chore: Update Go to version 1.18 on windows workflows link
chore: Update Digital Team Files link
chore(cli): change url to pre-built providers to one we control link
chore(cli): Move things to src/ folder link
chore(deps): Update docker image to use new jsii/superchain tag link
chore(docs): rewrite internal redirects link

feat

feat: add CODEOWNERS file for automatic PR review assignment link
"
15,"feat

feat(cli): Add support for terraform's parallelism flag link
feat: add redirect link to pre-built providers json file link
feat(cli): link to troubleshooting page for error link

fix

fix(provider-generator): change Static resource class to StaticResource as their namespace 'static' is not valid in TypeScript re-exports link
fix(cli): dont wrap list terminal output link
fix(cli): handle missing package versions for non-npm packages link
fix(docs): Fix upgrade guide imports for Python link
fix(docs): update old config key link

chore

chore: Update link to blogpost link
"
16,"Breaking Changes
Abbreviated version below, for a guide see link.
0.13 includes performance improvements to generated providers. Instead of exporting a flat list of exports including all supported resources and data sources, we now export each construct and it's associated structures in their own namespace. Due to this, the way you import constructs from your CDKTF application will change. For more information regarding this release, and some of the reasonings behind the changes, please check out the link.
Typescript
```typescript
// Before version 0.13
import { Container, Image, DockerProvider } from ""@ckdtf/provider-docker"";
// Version 0.13
import { Image } from ""@cdktf/provider-docker/lib/image"";
import { DockerProvider } from ""@cdktf/provider-docker/lib/provider"";
import { Container } from ""@cdktf/provider-docker/lib/container"";
```
Python
```python
from cdktf_cdktf_provider_kubernetes.kubernetes import Namespace, Service, Deployment, KubernetesProvider"
17,"Breaking Changes
A very minor change in the UX of the module command now generates the provider bindings for all languages (except TypeScript) in parallel. This speeds up the process in general, but on devices with limited memory it could lead to Out of Memory errors. If this happens you can limit the parallelism by providing the parallelism flag: module.
fix

fix(provider-generator): Add special case in case resource is named 'object' link
fix(docs): Fix two small bugs in the code causing it to not compile link
fix(lib): Add missing config options for AzurermBackend link
fix(cli): Update require package in template link
fix: Change url of module in log link
fix(cli): support using remote execution in Terraform Cloud with up to 500 MB (instead of 10MB) link
fix(docs): remove empty code block link
fix: update constructs and go runtime versions link
fix(cli): add sentry DSN in build process link
fix(docs): fix wrong command mentioned in TFC docs link
fix: let create changelog script use commit hashes from PRs instead of finding merge commit messages that may not always exist link

feat

feat(cli): include language used in cdktf init telemetry event link
feat(cli): support generating provider bindings in parallel link

chore

chore(cli): Use the npm package's repository field for generating go package name link
chore: npm-check-updates && yarn upgrade link
chore: split up unit tests per package link
chore: Update diagram with new provider count link
chore: change YT link to cut version link
chore(cli): Don't trim output for unstructured logs link
chore: only run expensive tasks on source code changes link
chore: Support building with Go 1.19 link
chore: fix go azure example link
chore: fix the project board TS errors link
chore: npm-check-updates && yarn upgrade link
chore: npm-check-updates && yarn upgrade link
chore(examples): clean up examples link
chore(docs): Check whether links work :) link
chore: ensure we have license header link
chore: measure and print memory consumption of build and synth steps for examples in CI link
chore: start running tests against TF 1.2.8 and drop running against 1.0.7 link
"
18,"Breaking Changes
A very minor change in the interface names for provisioners occured link, renaming the following interfaces:

module to module
module to module
module to module
module to module
module to module

Another very minor change is that we now use the module by default when running cdktf init. This requires Terraform >=1.1, therefore an error is thrown on module if you want to use Terraform Cloud and are on an older version. Already existing projects are not affected and you can use module and configure the module if you need to use an older version.
feat

feat(cli): throw an error if a user tries to create a new project with TFC on an old TF version link
feat: install time tool in Docker container to be able to use it for memory consumption tracking in tests link
feat: add Go port of TypeScript Google CloudRun example link
feat(lib): add support for cloud backend link

fix

fix(provider-generator): use terraform get instead of init to download modules link
fix(lib): Add missing config options for S3Backend: skipRegionValidation, assumeRolePolicyArns, assumeRoleTags, and assumeRoleTransitiveTagKeys link
fix: support provisioners in JSII languages link
fix(hcl2json): add fs-extra to dependencies link
fix(lib): Improve error message when provider constructs are missing link
fix(cli): Make provider add command case insensitive for provider names link
fix(cli): run a speculative plan on diff link

chore

chore(cli): remove red and magenta from colors for stack names link
chore: add link to hybrid module talk link
chore: make Terraform 1.2.8 available in Docker image link
chore: document updating the API documentation link
chore(docs): Remove positional language + fix style nits link
chore(lib): deprecate Resource in favor of Construct link
chore: update links in our youtube playlist examples link
chore: npm-check-updates && yarn upgrade link
chore: translate parts of the documentation link

refactor

refactor: port example script to JS link
"
19,"fix

fix(cli): add major versions greater 1 to package name when installing pre-built providers for go link
fix(cli): Wait for other stacks to complete if one of them failed link
fix(cli): fix version detection for Java being a bit too optimistic about the package name link
fix(cli): Improve wording around starting from an existing Terraform project link
fix(tests): force local as Go now has pre-built providers link
fix(tests): as predicted, the test needs to be skipped for a bit of time link
fix(docs): fix aspects example not being valid TypeScript link
fix(docs): fix links by removing all links to the providers-and-resources page that does not exist anymore link
fix: don't lock state in tests link
fix: don't overwrite all module link

chore

chore: add vercel config for cdk.tf redirects page link
chore: add notes for how to clean the local dotnet cache link
chore: add issue template for filing bugs with a pre-built providers label link
chore: npm-check-updates && yarn upgrade link
chore: npm-check-updates && yarn upgrade link
"
20,"Breaking Changes
module exits with 0 exit code when no provider / module specifications are found in the module
Previously we would throw an error and exit with 1 if there were no provider or module specifications in the module file. This can be inconvenient if module is part of a workflow.
module is split into module and module
The Terraform module function can merge both lists and maps, but this can cause link when using the result in a typed language. Therefore we split it into module and module, this means you need to change your cdktf programs code.
Simplified interfaces of recursive attributes
The generated provider bindings are based on the Terraform schema which does not support recursion and hence uses a large, explicit structure instead. Previously this resulted in long names such as e.g. module. In 0.12 we implemented a first rough detection for this underlying recursion which drastically reduced the amount of generated interfaces as they now are converted to recursive data structures themselves.
If you are currently using those types e.g. in a language like Java, you will need to change them to the new shorter names.
feat

feat(lib): Introduce Iterator and module to implement apply time iteration link
feat(lib): Introduce TerraformDynamicBlock to enable iterator usage on blocks link
feat(cli): support refresh only option for diff and deploy link
feat(docs): Add iterator docs page link
feat(docs): document FORCE_COLOR env var that allows disabling colored output link
feat(cli): plug provider add command in help printed after initializing a new cdktf project link
feat(lib): exposed testing matchers for other languages properly link

fix

fix: Allow ""all"" as ignoreChanges lifecycle value link
fix: Fixed naming collision between resources of different providers link
fix: Small fix to the CONTRIBUTING.md link
fix(cli): increase default max memory for node process when running app command for synth link
fix(provider-generator): Meta arguments available for generated modules link
fix(provider-generator): replace dashes with underscores in module names for Go when generating bindings for Terraform modules link
fix(hcl2json): bundle wasm_exec used for building Go instead of looking for it at runtime link
fix(hcl2cdk): use the same attribute renaming function as in the provider generation link
fix(hcl2cdk): maps should not be wrapped in arrays link

chore

chore: document CI flag link
chore: modernize example output link
chore: pin provider version link
chore: update prerequisites link
chore(tests): Re-enable Windows Provider Add C# Test link
chore: add tfe test as pre-step to releasing link
chore: split provider tests into one test per provider link
chore: reuse integration test definition for releases link
chore: fix broken link in readme link
chore: npm-check-updates && yarn upgrade link
"
21,"feat

feat(cli): support custom Terraform Enterprise instances link
feat(hcl2json): expose hcl expression parser link

chore

chore: synthesize all boolean as iresolvable tests link
chore(docs): Fix Environment Variables and Best Practices link
"
22,"fix

fix(cli): Fix package version check on Windows link
fix(docs): fix code blocks in ""create and deploy"" documentation link
fix(release): update changelog link

chore

chore(cli): filter usage errors from error reporting link
chore: document debug command link
chore: add best practice page link
"
23,"Breaking Changes
Abbreviated version below, for a guide see link
module prefixed environment variables can no longer be accessed at synth time
These environment variables will now be filtered out in the synth phase since they are only intended to be used during diff (plan) and deploy (apply) phases to supply values for link. This inhibits accidentally inlining those values into the generated module config.
Environment variable and CLI option changes

module is replaced by setting module, setting the module to debug will now also behave like module and include logs from the provider generation
module is replaced by setting module. If left empty no logs will be written.
module was removed, instead use the environment variable module
module, module need to be set to module or module, before anything worked.

Stack ids can no longer contain whitespaces
A module may no longer contain whitespace characters, since we rely on paths being whitespace free. If you have a stack with an id containing a whitespace, please replace it with a hyphen. If the stack was already deployed with the default module you might need to rename your statefile to match the new stack id.
Computed Map References are referenced through getter
For computed maps, the reference is now through a getter.
To access module, instead of module you can now use module.
Use ComplexLists and ComplexMaps for complex assignable properties link
Assignable properties of the form module or module no longer have setters; they instead have module methods. The getter return type is also changed to be a derivative of either module or module.
fix

fix(docs): Make sure code example works link
fix(lib): Delay complex object fqn so that override id can still be used link
fix(provider-generator): strictly adhere to the provider schema link
fix: Avoid unstable fqn for TerraformElements link
fix(cli): Respect CDKTF_HOME environment variable for checkpoint telemetry link
fix(docs): remove outdated docs from the previous watch implementation link
fix(cli): throw an error if a stack contains a whitespace link

feat

feat(lib): add docstrings to gcs/http/local backend resources link
feat(lib): add a warning about id fields link
feat(docs): add guidance around secrets and warn that those values might be inlined in the generated Terraform config link
feat(lib): add docstrings to cos/etcd/etcdv3 backend resources link
feat(lib): add docstrings to artifactory/azurerm/consul backend resources link
feat(lib): add docstrings to S3 backend resource link
feat(release): support running releases on backport-release branches besides only on main link
feat(cli): add cdktf provider add command link
feat(provider-generator): Use module for any complex list link

test

test(lib): ensure list mapper does not fail when passed IResolvables link

chore

chore: group needs to be prefixed per type link
chore: limit CI concurrency to the latest pushed commits link
chore(cli): add sentry error reporting link
chore: document computed map reference documentation link
chore(release): Update changelog to contain backported release for 0.10.4 link
chore(docs): document how to debug cdktf programs link
"
24,"fix

fix(cli): Stop pinning jest in TS init template link
"
25,"feat

feat(provider-generator): emit a versions.json file to the output directory, containing the used provider versions link
feat(cli): debug command link

chore

chore(cli): add environment variable to disable version checks link
chore: drop Terraform v0.15.7 from Docker image and replace with v1.1.9 for running tests link
chore: add Terraform v1.1.9 to Docker image link
chore(docs): update env var usage link

fix

fix(lib): Add new optional AWS route attributes link
fix(cli): handle version check more defensively link
fix(cli): we should not send wait for approval if a stop has been issued link
fix(cli): Fix indentation of RemoteBackend in CSharp and Java template link
fix(cli): fix templates to properly indent cdktf.json and add RemoteBackend in TS template link
"
26,"fix

fix(tests): pin awscc version link
fix(cli): return non-zero exit code in case of error when using cdktf diff link
fix(cli): allow init command to run in a directory containing a README.md link
fix(provider-generator): Include ""arn"" when assignable link
fix(hcl2cdk): detect list extensions in strings and wrap them in an array link
fix(lib): override values containing intrinsic tokens caused an infinite loop link
fix(lib): contextualize error messages in terraform functions link
fix(cli): fix path for module directory link
fix(cli): improve cli error handling link

chore

chore: align versions to an unpublished version link
chore(docs): update convert docs link
chore(docs): update aspect docs link
chore: npm-check-updates && yarn upgrade link

test

test(hcl2cdk): add test case for property renaming link

feat

feat(cli): warn users about misaligned CLI and library versions link
feat(lib): improve error messages around misused list mutation link
"
27,"fix

fix(cli): fix convert single blocks as array bug link
fix(cli): Only print error that's thrown link

refactor

refactor(tests): move from table driven tests to functional way link
refactor(cli): remove xstate as state machine link

chore

chore(docs): update project maturity statement link
chore(docs): add sidebar link link
chore: add extra column for PRs outside our main repo link

feat

feat(cli): support HTTP_PROXY for Terraform Cloud link
"
28,"Breaking Changes
Remove module Option link
If you are using module to get the synthesized JSON configuration for your Stack, you will now need to run module instead. The module part is your output directory (set by module or via the module flag).
Model ComplexComputedLists as ComplexLists and ComputedObjects link
In an effort to streamline the interfaces of resources, computed attributes of the type list and set are now modeled as a separate module type instead of being a method that directly takes an index and returns an item. This change also did change the type of the index from module to module.
Typescript
```ts
// previously
const firstItemId = resource.listAttribute(""0"").id;
// new
const firstItemId = resource.listAttribute.get(0).id;
const firstItem = resource.listAttribute.get(0); // now possible
```
Python
```python
first_item_id = resource.list_attribute(""0"").id;"
29,"fix

fix(lib): check for null objects and don't try to reverse undefined or null link

chore

chore(cli): fix typo in test assertion link
"
30,"feat

feat(examples): Add Scaleway Golang example link

fix

fix(cli): convert failed with a single provider passed link
fix(tests): Windows needs special docker host override to work link
"
31,"fix

fix: cross-stack references in terraform cloud remote execution mode link

chore

chore: npm-check-updates && yarn upgrade link
chore: npm-check-updates && yarn upgrade link
"
32,"feat

feat(cli): show help when no command is passed link

fix

fix(tests): run package before running unit tests in release pipelines link
fix(hcl2cdk): handle no providers passed and add cdktf import for remote state data sources link
fix(cli): Fix template for Go not adding jsii import when using Terraform Cloud link
fix(lib): Add missing regex Function link
fix(cli): add better messaging on inint link
fix(docs): fix a typo in serverless-application-typescript.md link
fix(provider-generator): Replace jsii incompatible names link
fix(provider-generator): don't build generated edge provider output as part of building the provider-generator link
fix(tests): add module flag to jest invocations when in CI link
fix: stringValue rated valid strings as unescaped double quotes link
chore(deps): upgrade jsii (substantially improves cdktf get performance for Go) link
fix(cli): reflect correct node version requirement link

chore

chore(docs): we now support cross stack refs, the section is no longer needed link
chore(docs): remove old docs files link
chore(docs): Update main from stable-website link
chore(docs): remove old layouts folder link
chore(docs): Merge stable-website into main link
chore(docs): add 0.9 upgrade guide link

test

test(hcl2cdk): check if produced code can generate HCL link
"
33,"Breaking Changes
Standardize IResolvable Usage link
This is an effort to make sure attributes can be freely passed between resources for all different types.
There is a minor breaking change:

module on resources and data sources has gone from module to module. If code was previously passing an module, it will now need to use module

Map Tokens link
As part of an effort to use more native types, there are now tokens for maps of primitive values.
As a result, there is a minor breaking change:

Map attributes have gone from module to module when module is module.
The most common impact is maps created by using Terraform functions (module) will now need to be passed to module before assigning to a resource attribute.

Number[] Tokens link
As part of an effort to use more native types, there are now tokens for module.
This is mostly an internal change, but there is now module which can be used to convert other values into module.
As a result of some standardization, there is a minor breaking change:

Boolean[] attributes have gone from module to module.
This is done because neither module or module is representable by a token.
This should make it easier to pass around module between resources and fuctions.
For jsii languages (especially Java and C#), these types will end up as module.

feat

feat(cli): output command link
feat(lib): cross-stack references link
feat(lib): cross stack references other backends link
feat(lib): Allow relative assets link
feat(lib): Create assets for local modules link
feat(lib): number[] Tokens link
feat(lib): produce stable module output link
feat(lib): Initial improvements for set support link
feat(lib): Map Tokens link
feat(provider-generator): reference computed values nested in lists link
feat(tests): add test which confirms that modules now support sets link

fix

fix(cli): speed up shell autocompletions link
fix(cli): remove deprecated -state option link
fix(lib): resolve objects correctly in cross stack references link
fix(docs): fix typo link
fix: increase memory for module command link

chore

chore(examples): Added go/azurerm examples link
chore(lib): Standardize IResolvable usage link
chore(docs): document pinning state to stack link
chore(docs): link to AWS Constructs base class link
chore(docs): Final Docs Migration Cleanup link
chore(docs): Manual windows testing link
chore: migrate docs to mdx link
chore: store website nav files link
chore: update example for azure app service link
chore: add tooling for an automated issue dashboard link
chore: decrease update speed of the project board link
chore: npm-check-updates && yarn upgrade link
chore: npm-check-updates && yarn upgrade link
chore: npm-check-updates && yarn upgrade link
chore: remove patch file created through update automation link
"
34,"fix

fix(lib): don't treat strings as maps link
fix: update specified nodejs version to >=12.16 to reflect our actual requirements link

Other

chore: fix constructs error link
"
35,"fix

fix(provider-generator): rename String resource link

chore

chore(hcl2cdk): update readme link
chore(examples): Upgrade aws provider version for Go example link
chore: update maven config for publishing link
chore: update constructs to 10.0.25 link
"
36,"fix

fix(provider-generator): remove .html suffix for doc links link
fix: Update Remote State Outputs documentation link

feat

feat(lib): Add nullable field to terraform variables link

chore

chore: update constructs to 10.0.20 link
chore: store website nav files (main) link
chore: add make website command to preview docs website link
"
37,"fix

fix(provider-generator): rename module attributes as they conflict in CSharp (fixes Okta provider) link
fix(docs): fix order of changelog steps to make sure version is bumped after running script link

chore

chore: migrate docs to mdx link
chore: fix edge provider tests in pre-release pipeline link
"
38,"fix

fix(lib): make sure to resolve reference expression target link
fix(provider-generator): Fix false block attributes link
fix(lib): inline references in strings should not destroy string itself link
fix: data can be null in some cases as well link

chore

chore(docs): Adds a REAMDE to docs folder link
chore: update constructs to 10.0.12 link
chore: copy edge provider on release pipeline link

test

test(provider-generator): verify generated provider emit same HCL across languages link
"
39,"fix

fix(cli): Distribute unbundled source code link
fix(lib): Add struct sharding for providers without namespaces link
fix(cli): only log if logs are sent link
fix(lib): Keep specified empty objects link

chore

chore(cli): typescript init prints link to all prebuilt providers link
"
