Index,Message,Description,Message Abstract,Description Abstract
51,Bump loader-utils and resolve-url-loader (#1269),"Bumps loader-utils to 2.0.3 and updates ancestor dependencies loader-utils, loader-utils and resolve-url-loader. These dependencies need to be updated together. Updates loader-utils from 1.4.0 to 2.0.3 - Release notes - Changelog - Commits Updates loader-utils from 2.0.0 to 2.0.3 - Release notes - Changelog - Commits Updates resolve-url-loader from 3.1.4 to 5.0.0 - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect - dependency-name: loader-utils   dependency-type: indirect - dependency-name: resolve-url-loader   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",Bump loader-utils and resolve-url-loader (#1269),"Bumps loader-utils to 2.0.3 and updates ancestor dependencies loader-utils, loader-utils and resolve-url-loader. These dependencies need to be updated together. Updates loader-utils from 1.4.0 to 2.0.3 - Release notes - Changelog - Commits Updates loader-utils from 2.0.0 to 2.0.3 - Release notes - Changelog - Commits Updates resolve-url-loader from 3.1.4 to 5.0.0 - Release notes - Changelog - Commits updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect - dependency-name: loader-utils   dependency-type: indirect - dependency-name: resolve-url-loader   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
52,Fix issue where json_encode quietly fails due to binary data inside telescope entry (#1266),,Fix issue where json_encode quietly fails due to binary data inside telescope entry (#1266),
53,Test on PHP 8.2 (#1265),,Test on PHP 8.2 (#1265),
54,Update CHANGELOG,,Update CHANGELOG,
55,Dont register redis watcher if the redis service is not bound into the container. (#1259),,Dont register redis watcher if the redis service is not bound into the container. (#1259),
56,Update CHANGELOG,,Update CHANGELOG,
57,Fix re-enabling recording (#1258),,Fix re-enabling recording (#1258),
58,Do not record when unserializing command (#1257),,Do not record when unserializing command (#1257),
59,Improves GitHub Actions Workflow (#1256),  Improves GitHub Workflow   Support testing on Windows   Avoid using ^ deps (incompatible with Composer on Windows)   wip   wip ,Improves GitHub Actions Workflow (#1256),Improves GitHub Workflow Support testing on Windows Avoid using ^ deps (incompatible with Composer on Windows) wip wip
60,Update .gitattributes,,Update .gitattributes,
61,Update CHANGELOG,,Update CHANGELOG,
62,Fix bug watching invokeable object events (#1250),  fix callable and anonymous callable objects   style ci   remove event ,Fix bug watching invokeable object events (#1250),fix callable and anonymous callable objects style ci remove event
63,Compile Assets,,Compile Assets,
64,Bump moment-timezone from 0.5.33 to 0.5.35 (#1247),Bumps moment-timezone from 0.5.33 to 0.5.35. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment-timezone   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump moment-timezone from 0.5.33 to 0.5.35 (#1247),Bumps moment-timezone from 0.5.33 to 0.5.35. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment-timezone   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
65,Update CHANGELOG,,Update CHANGELOG,
66,Set field 'response' to value 'Empty Response' instead of 'HTML Response' when content/body of Response object is empty (#1242),Co-authored-by: Benjamin DENIZART benjamin@osiris.mc,Set field 'response' to value 'Empty Response' instead of 'HTML Response' when content/body of Response object is empty (#1242),Co-authored-by: Benjamin DENIZART benjamin@osiris.mc
67,wip,,wip,
68,Compile Assets,,Compile Assets,
69,Bump moment from 2.29.2 to 2.29.4 (#1238),Bumps moment from 2.29.2 to 2.29.4. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump moment from 2.29.2 to 2.29.4 (#1238),Bumps moment from 2.29.2 to 2.29.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
70,Bump terser from 4.8.0 to 4.8.1 (#1237),Bumps terser from 4.8.0 to 4.8.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: terser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump terser from 4.8.0 to 4.8.1 (#1237),Bumps terser from 4.8.0 to 4.8.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: terser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
71,Update CHANGELOG,,Update CHANGELOG,
72,Apply fixes from StyleCI,,Apply fixes from StyleCI,
73,check tags after set $this->user (#1236),,check tags after set $this->user (#1236),
74,Update update-changelog.yml,,Update update-changelog.yml,
75,Update pull-requests.yml,,Update pull-requests.yml,
76,Update compile-assets.yml,,Update compile-assets.yml,
77,Automatically compile and commit assets (#1229),  Create compile-assets.yml   Compile Assets   Delete RELEASE.md   Co-authored-by: driesvints driesvints@users.noreply.github.com,Automatically compile and commit assets (#1229),Create compile-assets.yml Compile Assets Delete RELEASE.md Co-authored-by: driesvints driesvints@users.noreply.github.com
78,Bump async from 2.6.3 to 2.6.4 (#1225),Bumps async from 2.6.3 to 2.6.4. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: async   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump async from 2.6.3 to 2.6.4 (#1225),Bumps async from 2.6.3 to 2.6.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: async   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
79,Update CHANGELOG,,Update CHANGELOG,
80,Add support for ignoring by HTTP Verb (#1222),  Add support for ignoring by HTTP Verb   formatting   Update RequestWatcher.php   Co-authored-by: Taylor Otwell taylor@laravel.com,Add support for ignoring by HTTP Verb (#1222),Add support for ignoring by HTTP Verb formatting Update RequestWatcher.php Co-authored-by: Taylor Otwell taylor@laravel.com
81,Update CHANGELOG,,Update CHANGELOG,
82,Apply fixes from StyleCI,,Apply fixes from StyleCI,
83,Relax user type in GateWatcher to match Laravel base framework. (#1221),,Relax user type in GateWatcher to match Laravel base framework. (#1221),
84,Bump moment from 2.29.1 to 2.29.2 (#1219),Bumps moment from 2.29.1 to 2.29.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump moment from 2.29.1 to 2.29.2 (#1219),Bumps moment from 2.29.1 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
85,Update tests.yml (#1218),,Update tests.yml (#1218),
86,Bump minimist from 1.2.5 to 1.2.6 (#1217),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits  updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump minimist from 1.2.5 to 1.2.6 (#1217),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
87,Create pull-requests.yml,,Create pull-requests.yml,
88,Update CHANGELOG,,Update CHANGELOG,
89,wip (#1215),,wip (#1215),
90,Update CHANGELOG,,Update CHANGELOG,
91,Read from Horizon config when ignoring requests (#1211),  Update Telescope.php   Apply StyleCI fix ,Read from Horizon config when ignoring requests (#1211),Update Telescope.php Apply StyleCI fix
92,Merge remote-tracking branch 'origin/4.x' into 4.x,,Merge remote-tracking branch 'origin/4.x' into 4.x,
93,Merge branch 'feature/hidden-values' into 4.x,,Merge branch 'feature/hidden-values' into 4.x,
94,formatting,,formatting,
95,CacheWatcher hide values (#1206),  add ability to hide a cache value   add tests to confirm hiding   fix style   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,CacheWatcher hide values (#1206),add ability to hide a cache value add tests to confirm hiding fix style formatting Co-authored-by: Taylor Otwell taylor@laravel.com
96,formatting,,formatting,
97,Bump node-forge from 1.2.1 to 1.3.0 (#1209),Bumps node-forge from 1.2.1 to 1.3.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: node-forge   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump node-forge from 1.2.1 to 1.3.0 (#1209),Bumps node-forge from 1.2.1 to 1.3.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: node-forge   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
98,Update update-changelog.yml,,Update update-changelog.yml,
99,fix style,,fix style,
100,add tests to confirm hiding,,add tests to confirm hiding,
101,add ability to hide a cache value,,add ability to hide a cache value,
102,Update CHANGELOG.md,,Update CHANGELOG.md,
103,Use Throwable instead of Exception (#1201),,Use Throwable instead of Exception (#1201),
104,Apply fixes from StyleCI,,Apply fixes from StyleCI,
105,[4.x] Add pause and resume commands (#1200),  Add resume command   Add pause command   Pause command formatting   formatting   formatting   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,[4.x] Add pause and resume commands (#1200),Add resume command Add pause command Pause command formatting formatting formatting formatting Co-authored-by: Taylor Otwell taylor@laravel.com
106,Add option to record dumps even though the dump watcher tab is not open (#1199),  add environment variable to control dump recording   implement dump record control env variable properly   null coalescing operator on options array for DumpWatcher ,Add option to record dumps even though the dump watcher tab is not open (#1199),add environment variable to control dump recording implement dump record control env variable properly null coalescing operator on options array for DumpWatcher
107,Update CHANGELOG.md,,Update CHANGELOG.md,
108,compile,,compile,
109,Truncate request url more (#1195),,Truncate request url more (#1195),
110,Use new anonymous classes (#1194),,Use new anonymous classes (#1194),
111,Update CHANGELOG.md,,Update CHANGELOG.md,
112,Bump follow-redirects from 1.14.7 to 1.14.8 (#1191),Bumps follow-redirects from 1.14.7 to 1.14.8. - Release notes - Commits  updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump follow-redirects from 1.14.7 to 1.14.8 (#1191),Bumps follow-redirects from 1.14.7 to 1.14.8. - Release notes - Commits updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
113,[4.x] Mails sent through Notifications preview invalid HTML (#1188),  Validate invalidity of captured HTML in notification-sent Mails   Fix MailWatcher   Co-authored-by: Dries Vints dries@vints.io,[4.x] Mails sent through Notifications preview invalid HTML (#1188),Validate invalidity of captured HTML in notification-sent Mails Fix MailWatcher Co-authored-by: Dries Vints dries@vints.io
114,Update RELEASE.md,,Update RELEASE.md,
115,Update CHANGELOG.md,,Update CHANGELOG.md,
116,Use release target branch in changelog compare URL,,Use release target branch in changelog compare URL,
117,Fix key handling for ModelWatcher (#1180),,Fix key handling for ModelWatcher (#1180),
118,Bump ansi-regex from 5.0.0 to 5.0.1,Bumps ansi-regex from 5.0.0 to 5.0.1. - Release notes - Commits  updated-dependencies: - dependency-name: ansi-regex   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,Bump ansi-regex from 5.0.0 to 5.0.1,Bumps ansi-regex from 5.0.0 to 5.0.1. - Release notes - Commits updated-dependencies: - dependency-name: ansi-regex   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
119,Bump follow-redirects from 1.14.5 to 1.14.7,Bumps follow-redirects from 1.14.5 to 1.14.7. - Release notes - Commits  updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,Bump follow-redirects from 1.14.5 to 1.14.7,Bumps follow-redirects from 1.14.5 to 1.14.7. - Release notes - Commits updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
120,Bump nanoid from 3.1.30 to 3.2.0,Bumps nanoid from 3.1.30 to 3.2.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: nanoid   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,Bump nanoid from 3.1.30 to 3.2.0,Bumps nanoid from 3.1.30 to 3.2.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: nanoid   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
121,Update CHANGELOG.md,,Update CHANGELOG.md,
122,Create update-changelog.yml,,Create update-changelog.yml,
123,Attempt to fix model hydration (#1174),,Attempt to fix model hydration (#1174),
124,Update CHANGELOG.md,,Update CHANGELOG.md,
125,[4.x] Laravel 9 Support (#1170),  Laravel 9 support   Fix tests for Symfony Mailer   Fix implementation of MailWatcher   Update composer.json ,[4.x] Laravel 9 Support (#1170),Laravel 9 support Fix tests for Symfony Mailer Fix implementation of MailWatcher Update composer.json
126,Update CHANGELOG.md,,Update CHANGELOG.md,
127,[4.x] Fix issue with array hydration (#1165),  Fix issue with array hydration   wip ,[4.x] Fix issue with array hydration (#1165),Fix issue with array hydration wip
128,compile,,compile,
129,Update CHANGELOG.md,,Update CHANGELOG.md,
130,Merge previously defined view data when building the view mailable data (#1157),  Merge previously defined view data when building the view mailable data   Code style change for CI ,Merge previously defined view data when building the view mailable data (#1157),Merge previously defined view data when building the view mailable data Code style change for CI
131,Add key attribute (#1154),  add key attribute   another key ,Add key attribute (#1154),add key attribute another key
132,Fix PHP 8.1 issues (#1156),,Fix PHP 8.1 issues (#1156),
133,Update CHANGELOG.md,,Update CHANGELOG.md,
134,formatting,,formatting,
135,Add support ignore request when status code specified,,Add support ignore request when status code specified,
136,Bump axios from 0.21.1 to 0.21.2 (#1149),Bumps axios from 0.21.1 to 0.21.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: axios   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump axios from 0.21.1 to 0.21.2 (#1149),Bumps axios from 0.21.1 to 0.21.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: axios   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
137,Branch alias,,Branch alias,
138,Update CHANGELOG.md,,Update CHANGELOG.md,
139,Slow query filter logic added (#1146),,Slow query filter logic added (#1146),
140,Update CHANGELOG.md,,Update CHANGELOG.md,
141,compile,,compile,
142,Apply fixes from StyleCI,,Apply fixes from StyleCI,
143,Fix syntax highlighting (#1142),  Fix syntax highlighting   Fix webpack ignore plugin ,Fix syntax highlighting (#1142),Fix syntax highlighting Fix webpack ignore plugin
144,Replace Http/Uri with HTTP/URI (#1141),,Replace Http/Uri with HTTP/URI (#1141),
145,Update RELEASE.md,,Update RELEASE.md,
146,Update .gitattributes,,Update .gitattributes,
147,Add release instructions,,Add release instructions,
148,Update phpunit.xml.dist,,Update phpunit.xml.dist,
149,PHP 8.1 support,,PHP 8.1 support,
150,Update CHANGELOG.md,,Update CHANGELOG.md,
151,compile,,compile,
152,Fix mail to check to allow for null to fields (#1133),,Fix mail to check to allow for null to fields (#1133),
153,Update CHANGELOG.md,,Update CHANGELOG.md,
154,Change logo to work on Dark Theme (#1131),,Change logo to work on Dark Theme (#1131),
155,Don't log HTTP requests to Telescope endpoints (#1127),"v4.6.3 started logging database entries for /telescope/requests, etc. due to the config('telescope.domain') checks introduced by 95631f9b8cabdfd64ed76abb0a5ddbb150855463  For the base configuration Telescope installs by default,    null !== $request->getHost() so requestIsToApprovedDomain() is    always returning true. requestIsToApprovedUri() is never checked and    config('telescope.only_paths') is ignored. This new method should    only consider a custom Telescope domain being configured. Return    true if nothing is configured as the URI will be checked instead. Exclude config('telescope.path') === null when another domain is    being used since ! $request->is('*') would stop any path from being    logged. Last week's commit was intended to fix this problem. config('telescope.only_paths') must also be checked even when    requestIsToApprovedDomain() is true. handlingApprovedRequest() must    be checking both domain and URI.",Don't log HTTP requests to Telescope endpoints (#1127),"v4.6.3 started logging database entries for /telescope/requests, etc. due to the config('telescope.domain') checks introduced by 95631f9b8cabdfd64ed76abb0a5ddbb150855463 For the base configuration Telescope installs by default,    null !== $request->getHost() so requestIsToApprovedDomain() is    always returning true. requestIsToApprovedUri() is never checked and    config('telescope.only_paths') is ignored. This new method should    only consider a custom Telescope domain being configured. Return    true if nothing is configured as the URI will be checked instead. Exclude config('telescope.path') === null when another domain is    being used since ! $request->is('*') would stop any path from being    logged. Last week's commit was intended to fix this problem. config('telescope.only_paths') must also be checked even when    requestIsToApprovedDomain() is true. handlingApprovedRequest() must    be checking both domain and URI."
