Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
✏ Fix spelling (shinny -> shiny) (#586),0.9042891,✏ Fix spelling (shinny -> shiny). PR #586 by @runofthemill.,shinny -> shiny,1
"📝 Tweak docs, Custom Types path, main page and READAME colors, broken links (#588)",0.9213087,"📝 Tweak docs, Custom Types path, main page and READAME colors, broken links. PR #588 by @tiangolo.","📝 Tweak name for Custom Types ✏️ Fix broken internal links in CLI Option autocompletion 📝 Update main page docs, remove colors as that renders badly in README 📝 Update README, sync with index.md, remove colors for GitHub and PyPI",1
✨ Add support for custom types and parsers (updates/builds upon PR #443) (#583),0.9559799,✨ Add support for custom types and parsers. Initial PR #583 by @jpurviance. Based on original PR #443 by @paulo-raca.,"Support custom parameter types While most CLI parameters are strings, ints, etc, we sometimes need custom types. Currently typer has no support for it (See #77), and while there are a few hacks, the likely solution is to add a 'str' argument and parse it inside the main function. This PR adds support for custom types in 3 different ways: - Manually specifying a click_type - Manually specifying a parse function - Using a Callable type annotation (It is very common for types to have a string constructor, like int(""1"")) Document how to parse custom objects with Typer. Typer supports parsing of cutom types with: - A user provided parser class - A click custom type parser 🎨 [pre-commit.ci] Auto format from pre-commit.com hooks 📝 Tweak and simplify docs ✅ Tweak tests to run scripts and remove pragma: nocover in examples 📝 Tweak examples for docs, add types and remove # pragma: nocover ♻️ Tweak implementation checking for parser and Click type Co-authored-by: Paulo Costa me@paulo.costa.nom.br Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com",1
🔧 Add exclude_lines to coverage configuration (#585),0.97527945,🔧 Add exclude_lines to coverage configuration. PR #585 by @dmontagu.,Add exclude_lines to coverage configuration,1
⬆️ Upgrade analytics (#557),0.868643,⬆️ Upgrade analytics. PR #557 by @tiangolo.,,1
📝 Update docs about helping Typer (#547),0.9266626,📝 Update docs about helping Typer. PR #547 by @tiangolo.,,1
🔧 Update new issue chooser to suggest GitHub Discussions (#544),0.9325248,🔧 Update new issue chooser to suggest GitHub Discussions. PR #544 by @tiangolo.,,1
🔧 Add GitHub Discussion templates for questions (#541),0.94010866,🔧 Add GitHub Discussion templates for questions. PR #541 by @tiangolo.,,1
"🔧 Update pre-commit, Python version, isort version (#542)",0.81247556,"🔧 Update pre-commit, Python version, isort version. PR #542 by @tiangolo.",,1
⬆ [pre-commit.ci] pre-commit autoupdate (#512),0.92065,⬆ [pre-commit.ci] pre-commit autoupdate. PR #512 by @pre-commit-ci[bot].,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
⬆ Bump nwtgck/actions-netlify from 1.2.4 to 2.0.0 (#513),0.963526,⬆ Bump nwtgck/actions-netlify from 1.1.5 to 1.2.4. PR #479 by @dependabot[bot].,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
👷 Refactor CI artifact upload/download for docs previews (#516),0.95735765,👷 Refactor CI artifact upload/download for docs previews. PR #516 by @tiangolo.,,1
⬆ [pre-commit.ci] pre-commit autoupdate (#500),0.92193174,⬆ [pre-commit.ci] pre-commit autoupdate. PR #500 by @pre-commit-ci[bot].,updates: - github.com/asottile/pyupgrade: v3.2.0 → v3.2.2 Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
⬆ Bump actions/cache from 2 to 3 (#496),0.84922236,⬆ Bump actions/cache from 2 to 3. PR #496 by @dependabot[bot].,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
✏️ Fix typo in datetime docs (#495),0.9526483,✏️ Fix typo in datetime docs. PR #495 by @huxuan.,,1
⬆ Bump dawidd6/action-download-artifact from 2.24.1 to 2.24.2 (#494),0.9444951,⬆ Bump dawidd6/action-download-artifact from 2.24.1 to 2.24.2. PR #494 by @dependabot[bot].,Bumps dawidd6/action-download-artifact from 2.24.1 to 2.24.2. - Release notes - Commits updated-dependencies: - dependency-name: dawidd6/action-download-artifact   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
⬆ Bump dawidd6/action-download-artifact from 2.9.0 to 2.24.1 (#491),0.9495227,⬆ Bump dawidd6/action-download-artifact from 2.9.0 to 2.24.1. PR #491 by @dependabot[bot].,Bumps dawidd6/action-download-artifact from 2.9.0 to 2.24.1. - Release notes - Commits updated-dependencies: - dependency-name: dawidd6/action-download-artifact   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
⬆ Bump actions/setup-python from 2 to 4 (#492),0.903888,⬆ Bump actions/setup-python from 2 to 4. PR #492 by @dependabot[bot].,Bumps actions/setup-python from 2 to 4. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-python   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
"👷‍♂️ Consistently use sys.executable to run subprocesses, needed by OpenSUSE (#408)",0.92292845,"👷‍♂️ Consistently use sys.executable to run subprocesses, needed by OpenSUSE. PR #408 by @theMarix.",Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
👷‍♂️ Ensure the PYTHONPATH is set properly when testing the tutorial scripts (#407),0.9564302,👷‍♂️ Ensure the PYTHONPATH is set properly when testing the tutorial scripts. PR #407 by @theMarix.,,1
✏️ Add quotes to package name that includes brackets in docs (#475),0.9335302,✏️ Add quotes to package name that includes brackets in docs. PR #475 by @gjolga.,Adds quotes to package name with brackets Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🔖 Release version 0.7.0,0.42879802,"⬆ Upgrade Rich, support 13.x. PR #524 by @musicinmybrain.",,0
✅ Add extra tests just for coverage because monkeypatching with strange imports confuses coverage (#490),0.95852935,✅ Add extra tests just for coverage because monkeypatching with strange imports confuses coverage. PR #490 by @tiangolo.,,1
"✨ Make typer.run() not add completion scripts by default, it only makes sense in installed apps (#488)",0.8943536,"✨ Make typer.run() not add completion scripts by default, it only makes sense in installed apps. Also update docs for handling autocompletion in CLI options. PR #488 by @tiangolo.",,1
"✨ Add support for Python 3.11, tests in CI and official marker (#487)",0.938558,"✨ Add support for Python 3.11, tests in CI and official marker. PR #487 by @tiangolo.",,1
👷 Add CI for Python 3.10 (#384),0.9090735,👷 Add CI for Python 3.10. PR #384 by @tiangolo.,,1
🎨 Fix type annotation of typer.run() (#284),0.96718246,🎨 Fix type annotation of typer.run(). PR #284 by @yassu.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
📝 Add note about how subcommands with function names using underscores are converted to dashes (#403),0.94916284,📝 Add note about how subcommands with function names using underscores are converted to dashes. PR #403 by @targhs.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
📝 Fix typo in docs at docs/tutorial/commands/help.md (#466),0.9222623,📝 Fix typo in docs at docs/tutorial/commands/help.md. PR #466 by @fepegar.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix link in docs to datetime.strptime() (#464),0.9053628,✏ Fix link in docs to datetime.strptime(). PR #464 by @Kobu.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🔧 Tweak pytest coverage (#485),0.94635916,🔧 Tweak pytest coverage. PR #485 by @tiangolo.,,1
➕ Bring back pytest-cov because coverage can't detect pytest-xdist (#484),0.98358536,➕ Bring back pytest-cov because coverage can't detect pytest-xdist. PR #484 by @tiangolo.,,1
⬆ Bump actions/upload-artifact from 2 to 3 (#477),0.91082644,⬆ Bump actions/upload-artifact from 2 to 3. PR #477 by @dependabot[bot].,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
⬆ Bump actions/checkout from 2 to 3 (#478),0.8658685,⬆ Bump actions/checkout from 2 to 3. PR #478 by @dependabot[bot].,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
⬆ [pre-commit.ci] pre-commit autoupdate (#411),0.92708343,⬆ [pre-commit.ci] pre-commit autoupdate. PR #411 by @pre-commit-ci[bot].,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
⬆ Bump nwtgck/actions-netlify from 1.1.5 to 1.2.4 (#479),0.9557549,⬆ Bump nwtgck/actions-netlify from 1.1.5 to 1.2.4. PR #479 by @dependabot[bot].,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
⬆ Bump tiangolo/issue-manager from 0.2.0 to 0.4.0 (#481),0.9498248,⬆ Bump tiangolo/issue-manager from 0.2.0 to 0.4.0. PR #481 by @dependabot[bot].,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
👷 Move from pytest-cov to coverage and Codecov to Smokeshow (#483),0.9743496,👷 Move from pytest-cov to coverage and Codecov to Smokeshow. PR #483 by @tiangolo.,,1
➕ Add extra Material for MkDocs deps for docs (#482),0.94744575,➕ Add extra Material for MkDocs deps for docs. PR #482 by @tiangolo.,,1
🔧 Update Dependabot config (#476),0.8792554,🔧 Update Dependabot config. PR #476 by @tiangolo.,,1
🎨 Fix type annotations for get_group (#430),0.9253925,🎨 Fix type annotations for get_group. PR #430 by @tiangolo.,,1
"✏ Update first-steps.md, clarify distinction between parameter and argument (#176)",0.9486883,"✏ Update first-steps.md, clarify distinction between parameter and argument. PR #176 by @mccarthysean.",Co-authored-by: Sebastián Ramírez tiangolo@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
✏ Fix broken plac link (#275),0.9202624,✏ Fix broken plac link. PR #275 by @mgielda.,Signed-off-by: Michael Gielda mgielda@antmicro.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🔖 Release version 0.6.1,0.4104834,"⬆ Upgrade Rich, support 13.x. PR #524 by @musicinmybrain.",,0
🐛 Fix setting FORCE_TERMINAL with colors 2 (#424),0.96361476,🐛 Fix setting FORCE_TERMINAL with colors 2. PR #424 by @tiangolo.,,1
🐛 Fix setting FORCE_TERMINAL with colors (#423),0.9558754,🐛 Fix setting FORCE_TERMINAL with colors 2. PR #424 by @tiangolo.,,1
✏️ Fix typo in release notes,0.64340353,✏ Fix minor typo in index.md. PR #274 by @RmStorm.,,0
🔖 Release version 0.6.0,0.41956887,"⬆ Upgrade Rich, support 13.x. PR #524 by @musicinmybrain.",,0
✨ Refactor and document handling pretty exceptions (#422),0.8912106,✨ Refactor and document handling pretty exceptions. PR #422 by @tiangolo.,"♻️ Rename pretty_errors_ to pretty_exceptions_ to avoid confusion with validation errors ✨ Add source examples for pretty_exceptions 📝 Add docs for pretty exceptions 🔧 Add Exceptions docs to MkDocs ✅ Add tests for tutorial about exceptions ✅ Update trackeback tests, remove tests covered by tutorial ✅ Fix test for module",1
📝 Add docs for using Rich with Typer (#421),0.93997246,📝 Add docs for using Rich with Typer. PR #421 by @tiangolo.,,1
⬆️ Upgrade codecov GitHub Action (#420),0.9246541,⬆️ Upgrade codecov GitHub Action. PR #420 by @tiangolo.,,1
"✨ Richify, add integrations with Rich everywhere (#419)",0.93286973,"✨ Richify, add integrations with Rich everywhere. PR #419 by @tiangolo.",,1
✨ Allow configuring pretty errors when creating the Typer instance (#416),0.96978134,✨ Allow configuring pretty errors when creating the Typer instance. PR #416 by @tiangolo.,,1
🔖 Release version 0.5.0,0.43506867,🔧 Update Dependabot config. PR #476 by @tiangolo.,,0
✨ Add pretty error tracebacks for user errors and support for Rich (#412),0.9613867,✨ Add pretty error tracebacks for user errors and support for Rich. PR #412 by @tiangolo.,,1
"✏ Fix typo, ""ASCII codes"" to ""ANSI escape sequences"" (#308)",0.9263631,"✏ Fix typo, ""ASCII codes"" to ""ANSI escape sequences"". PR #308 by @septatrix.",Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🔖 Release version 0.4.2,0.44844836,🔧 Update Dependabot config. PR #476 by @tiangolo.,,0
⬆ [pre-commit.ci] pre-commit autoupdate (#404),0.9407706,⬆ [pre-commit.ci] pre-commit autoupdate. PR #404 by @pre-commit-ci[bot].,updates: - github.com/pre-commit/pre-commit-hooks: v4.2.0 → v4.3.0 - github.com/asottile/pyupgrade: v2.32.1 → v2.34.0 Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
📝 Clarify testing documentation about checking stderr (#335),0.929602,📝 Clarify testing documentation about checking stderr. PR #335 by @cgabard.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
🐛 Fix type conversion for List and Tuple and their internal types (#143),0.9542548,🐛 Fix type conversion for List and Tuple and their internal types. PR #143 by @hellowhistler.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
🐛 Fix context_settings for a Typer app with a single command (#210),0.96569514,🐛 Fix context_settings for a Typer app with a single command. PR #210 by @daddycocoaman.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix typo in docs for CLI Option autocompletion (#288),0.9475532,✏ Fix typo in docs for CLI Option autocompletion. PR #288 by @graue70.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
"🎨 Fix header format for ""Standard Input"" in docs/tutorial/printing.md (#386)",0.9594004,"🎨 Fix header format for ""Standard Input"" in docs/tutorial/printing.md. PR #386 by @briancohan.",Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix typo in docs/tutorial/terminating.md (#382),0.9477864,✏ Fix typo in docs/tutorial/terminating.md. PR #382 by @kianmeng.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix syntax typo in docs/tutorial/package.md (#333),0.92763007,✏ Fix syntax typo in docs/tutorial/package.md. PR #333 by @ryanstreur.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
"✏ Fix typo, duplicated word in docs/tutorial/options/required.md. (#316)",0.96578914,"✏ Fix typo, duplicated word in docs/tutorial/options/required.md.. PR #316 by @michaelriri.",Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix minor typo in index.md (#274),0.9251748,✏ Fix minor typo in index.md. PR #274 by @RmStorm.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
"✏ Fix double ""and"" typo in first-steps tutorial (#225)",0.9278332,"✏ Fix double ""and"" typo in first-steps tutorial. PR #225 by @softwarebloat.",Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🎨 Fix format in docs explaining datetime parameter type (#220),0.9429709,🎨 Fix format in docs explaining datetime parameter type. PR #220 by @DiegoPiloni.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
👷 Fix Material for MkDocs install in CI (#395),0.9421387,👷 Fix Material for MkDocs install in CI. PR #395 by @tiangolo.,,1
👷 Add pre-commit CI config (#394),0.91914576,👷 Add pre-commit CI config. PR #394 by @tiangolo.,Co-authored-by: pre-commit github-actions@github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
👷 Clear MkDocs Insiders cache (#393),0.93302333,👷 Clear MkDocs Insiders cache. PR #393 by @tiangolo.,,1
🔧 Add pre-commit config and formatting (#392),0.93273735,🔧 Add pre-commit config and formatting. PR #392 by @tiangolo.,,1
👷 Disable installing MkDocs Insiders in forks (#391),0.96769476,👷 Disable installing MkDocs Insiders in forks. PR #391 by @tiangolo.,,1
⬆️ Upgrade Codecov GitHub Action (#383),0.9214928,⬆️ Upgrade codecov GitHub Action. PR #420 by @tiangolo.,,1
🔖 Release version 0.4.1,0.43474504,🔧 Update Dependabot config. PR #476 by @tiangolo.,,0
🐛 Fix import of get_terminal_size for click 8.1.0 support and upgrade Black for CI (#380),0.93393123,🐛 Fix import of get_terminal_size for Click 8.1.0 support and upgrade Black to fix CI. PR #380 by @tiangolo based on original PR #375 by @madkinsz.,Co-authored-by: Michael Adkins michael@prefect.io,1
📝 Add Jina's QA Bot to the docs to help people that want to ask quick questions (#368),0.97164786,📝 Add Jina's QA Bot to the docs to help people that want to ask quick questions. PR #368 by @tiangolo.,Co-authored-by: yanlong.wang yanlong.wang@naiver.org Co-authored-by: Han Xiao han.xiao@jina.ai,1
"💚 Only test on push when on master, avoid duplicate CI runs from PRs (#358)",0.9519998,"💚 Only test on push when on master, avoid duplicate CI runs from PRs. PR #358 by @tiangolo.",,1
✨ Add support for previewing docs in PRs from forks and enable MkDocs Insiders (#357),0.9690796,✨ Add support for previewing docs in PRs from forks and enable MkDocs Insiders. PR #357 by @tiangolo.,,1
"⬆️ Upgrade MkDocs Material, MDX-Include, and MkDocs structure (#356)",0.9498614,"⬆️ Upgrade MkDocs Material, MDX-Include, and MkDocs structure. PR #356 by @tiangolo.",,1
👷 Update publish GitHub action (#325),0.7951744,👷 Update publish GitHub action. PR #325 by @tiangolo.,,1
🔖 Release version 0.4.0,0.4433587,🔧 Update Dependabot config. PR #476 by @tiangolo.,,0
📝 Add Security policy (#324),0.91284007,📝 Add Security policy. PR #324 by @tiangolo.,,1
🔧 Add updated issue templates (#323),0.91513526,🔧 Add updated issue templates. PR #323 by @tiangolo.,,1
👷 Enable tests for Python 3.9 (#322),0.93985933,👷 Enable tests for Python 3.9. PR #322 by @tiangolo.,,1
👷 Add GitHub Action Latest Changes (#321),0.86706185,👷 Add GitHub Action Latest Changes. PR #321 by @tiangolo.,,1
👷 Update docs CI name (#320),0.8256631,👷 Update docs CI name. PR #320 by @tiangolo.,,1
🔧 Add sponsors docs and badge (#319),0.9250336,🔧 Add sponsors docs and badge. PR #319 by @tiangolo.,,1
✨ Add support for Click 8 while keeping compatibility with Click 7 (#317),0.95868146,✨ Add support for Click 8 while keeping compatibility with Click 7. PR #317 by @tiangolo.,,1
🔖 Release version 0.3.2,0.46679536,"⬆ Upgrade Rich, support 13.x. PR #524 by @musicinmybrain.",,0
✨ Add support for mypy --strict (#147),0.9264661,Add support for mypy --strict. Original PR #147 by @victorphoenix3.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
📝 Update docs with the new --help argument (#135),0.66025054,Update docs with new --help showing default values. PR #135 by @victorphoenix3.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,0
📝 Add Optional to docs for CLI Arguments and Options with a None default (#131),0.9161954,Add Optional to docs for CLI Arguments and Options with a default of None. PR #131 by @rkbeatss.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
📝 Add date string formats to docs (#122),0.8755803,Add valid date formats to docs. PR #122 by @IamCathal.,,1
✅ Report coverage in XML (#146),0.6816509,Report coverage in XML to support GitHub Actions. PR #146.,✅ Report XML Coverate to support GitHub Actions 🙈 Add coverage report to .gitignore ✅ Add custom testing .zshrc logic for coverage,0
💄 Update badges and remove Travis (#145),0.6768119,"Update badges and remove Travis, now that GitHub Actions is the main CI. PR #145.",,0
🔖 Release version 0.3.1,0.45736784,"⬆ Upgrade Rich, support 13.x. PR #524 by @musicinmybrain.",,0
"👷 Add GitHub Actions, move from Travis (#144)",0.88480127,"Add GitHub Actions, move from Travis. PR #144.",,1
📌 Pin dependencies (#138),0.8722079,Pin dependencies. PR #138.,,1
"➕ Add Dependabot, try and see how it behaves with Flit (#136)",0.5695297,Add Dependabot. PR #136.,,0
⬆ Upgrade Isort to version 5.x.x (#137),0.86775786,Upgrade Isort to version 5.x.x. PR #137.,🚚 Move docs src files to root docs_src 🚚 Update example includes from root docs_src 🚚 Import docs src examples for tests from docs_src ⬆️ Upgrade isort and configs 🎨 Update format in testing 🔧 Update configs with root docs_src 🔥 Remove obsolete/unecessary section in contributing guide 🎨 Re-format multi-file example ⏪ Revert format for multi-file examples 🔧 Add isort skips for multi-file examples,1
🔖 Release version 0.3.0,0.4595244,"⬆ Upgrade Rich, support 13.x. PR #524 by @musicinmybrain.",,0
✨ Add support for help for CLI arguments (#123),0.8856013,Add support for help parameter in CLI arguments:,"✨ Implement custom TyperCommand and TyperArgument to support help in CLI Arguments ✨ Update data models to store help for CLI Arguments ✨ Add help to typer.Argument() ✨ Use new TyperCommand and TyperArgument classes by default to support CLI Arguments with help ✅ Update failing test ✨ Make showing default values default to true and support arguments hidden from help text ✨ Add docs for CLI arguments with defaults, help, and new features 📝 Update CLI options with new show_default=True by default 📝 Add example of CLI arguments with tuples 📝 Update docs with new generated help text for CLI arguments 📝 Use Optional for None example in micro-intro to types ✅ Add tests for new CLI argument features from docs examples ✅ Update tests with new generated help text for CLI arguments ✅ Add tests for CLI arguments with tuple defaults 🔧 Update MkDocs with new sections ✨ make show_envvar default to True ✨ Add docs for envvar in CLI arguments ✅ Add tests for CLI arguments with env vars from docs 🎨 Add format to CLI usage examples in docs 🔧 Add section about CLI arguments with env vars to MkDocs 📝 Fix link in docs with new structure 🎨 Fix format in first-steps",1
📝 Add docs for main.py (#121),0.5818806,Add docs for calling packages with python -m some_package using main.py: Building a Package: Support python -m. PR #121.,,0
"✨ Support main.py, passing prog_name to callable (#120)",0.5798411,Add docs for calling packages with python -m some_package using main.py: Building a Package: Support python -m. PR #121.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,0
✏ Fix typos in main page/README (#103),0.75678384,Fix typos in README and main docs #103 by @mrcartoonster.,👌 IMPROVE: Correcting typos 📝 Replicate fixes to README to docs/index.md Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix typo in docs (#98),0.8273882,Fix typo in docs. PR #98 by @mrcartoonster.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🎨 Update format in docs,0.4972078,Add valid date formats to docs. PR #122 by @IamCathal.,,0
✏ Fix typos and rewording in docs (#97),0.8215004,Fix typos and rewording in docs. PR #97 by @mrcartoonster.,,1
🔧 Update issue-manager (#114),0.49534273,⬆ Bump tiangolo/issue-manager from 0.2.0 to 0.4.0. PR #481 by @dependabot[bot].,,0
":memo: Sync Typer CLI docs, Coverage badge",0.51305896,📝 Update docs about helping Typer. PR #547 by @tiangolo.,,0
:bookmark: Release version 0.2.1,0.42999962,Update format for internal links. PR #38.,,0
:memo: Update release notes,0.48252958,⬆ [pre-commit.ci] pre-commit autoupdate. PR #592 by @pre-commit-ci[bot].,,0
:sparkles: Add support for forward references (#93),0.6189647,Add support for forward references (types declared inside of strings). PR #93.,:sparkles: Add support for forward references :white_check_mark: Add forward references test :bug: Fix coverage in completion :bug: Fix testing with Pytest and Pytest-sugar :pushpin: Pin Pytest,0
:bookmark: Release version 0.2.0,0.42923957,Update format for internal links. PR #38.,,0
:sparkles: Make installed completion lazy load (#92),0.6804122,Update references to --install-completion and --show-completion in docs. PR #9.,:sparkles: Re-implement completion install to lazy load to support completion for programs under environments :white_check_mark: Update tests for new lazy loaded completion :white_check_mark: Update test after removing period from message,0
:memo: Add emphasis note about using typer.echo instead of print (#89),0.5328031,📝 Update docs about helping Typer. PR #547 by @tiangolo.,,0
:heavy_plus_sign: Upgrade Material-Mkdocs (#90),0.6504343,"Upgrade Mkdocs-Material version, update contributing guide style. PR #90.",:heavy_plus_sign: Upgrade Material-Mkdocs :bug: Fix Mkdocs config bug :heavy_plus_sign: Upgrade Mkdocs-material configs,0
:bookmark: Release version 0.1.1,0.43228334,Update format for internal links. PR #38.,,0
:bug: Do not show an error on completion eval if the program is not installed (#83),0.7485511,Fix completion evaluation for Bash and Zsh when the program is not installed/found. PR #83.,:bug: Fix Fish completion script :bug: Do not show an error on completion eval if the program is not installed :sparkles: Add stderr redirect to /dev/null for Fish too :white_check_mark: Update completion tests,1
:bug: Fix Fish completion script (#82),0.9431482,Fix completion script for Fish. PR #82.,,1
